Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Group Stage,1,Tue,2017-09-12,19:45 (13:45),Manchester Utd eng,3–0,ch Basel,73854,Old Trafford,Ruddy Buquet,Match Report,
Group Stage,1,Tue,2017-09-12,19:45 (13:45),Celtic sco,0–5,fr Paris S-G,57562,Celtic Park,Daniele Orsato,Match Report,
Group Stage,1,Tue,2017-09-12,19:45 (13:45),Chelsea eng,6–0,az Qarabağ FK,41150,Stamford Bridge,Tasos Sidiropoulos,Match Report,
Group Stage,1,Tue,2017-09-12,19:45 (13:45),Benfica pt,1–2,ru CSKA Moscow,38323,Estádio do Sport Lisboa e Benfica,Alberto Undiano,Match Report,
Group Stage,1,Tue,2017-09-12,20:45 (13:45),Roma it,0–0,es Atlético Madrid,36064,Stadio Olimpico,Milorad Mažić,Match Report,
Group Stage,1,Tue,2017-09-12,20:45 (13:45),Bayern Munich de,3–0,be Anderlecht,70000,Allianz Arena,Paolo Tagliavento,Match Report,
Group Stage,1,Tue,2017-09-12,20:45 (13:45),Barcelona es,3–0,it Juventus,78656,Camp Nou,Damir Skomina,Match Report,
Group Stage,1,Tue,2017-09-12,21:45 (13:45),Olympiacos gr,2–3,pt Sporting CP,30168,Stadio Georgios Karaiskáki,Viktor Kassai,Match Report,
Group Stage,1,Wed,2017-09-13,19:45 (13:45),Porto pt,1–3,tr Beşiktaş,42429,Estádio Do Dragão,Anthony Taylor,Match Report,
Group Stage,1,Wed,2017-09-13,19:45 (13:45),Liverpool eng,2–2,es Sevilla,52332,Anfield,Danny Makkelie,Match Report,
Group Stage,1,Wed,2017-09-13,19:45 (13:45),Tottenham eng,3–1,de Dortmund,67343,Wembley Stadium,Gianluca Rocchi,Match Report,
Group Stage,1,Wed,2017-09-13,20:45 (13:45),Feyenoord nl,0–4,eng Manchester City,43500,Stadion Feijenoord,Szymon Marciniak,Match Report,
Group Stage,1,Wed,2017-09-13,20:45 (13:45),NK Maribor si,1–1,ru Spartak Moscow,12566,Ljudski vrt,Deniz Aytekin,Match Report,
Group Stage,1,Wed,2017-09-13,20:45 (13:45),RB Leipzig de,1–1,fr Monaco,40068,Red Bull Arena,Michael Oliver,Match Report,
Group Stage,1,Wed,2017-09-13,20:45 (13:45),Real Madrid es,3–0,cy APOEL FC,71060,Estadio Santiago Bernabéu,Benoît Bastien,Match Report,
Group Stage,1,Wed,2017-09-13,21:45 (13:45),Shakhtar ua,2–1,it Napoli,32679,L'viv Arena,Felix Zwayer,Match Report,
,,,,,,,,,,,,
Group Stage,2,Tue,2017-09-26,19:45 (13:45),Manchester City eng,2–0,ua Shakhtar,45310,Academy Stadium,Jorge de Sousa,Match Report,
Group Stage,2,Tue,2017-09-26,20:45 (13:45),Napoli it,3–1,nl Feyenoord,22577,Stadio San Paolo,William Collum,Match Report,
Group Stage,2,Tue,2017-09-26,20:45 (13:45),Sevilla es,3–0,si NK Maribor,34705,Estadio Ramón Sánchez Pizjuán,Aliaksei Kulbakov,Match Report,
Group Stage,2,Tue,2017-09-26,20:45 (13:45),Dortmund de,1–3,es Real Madrid,65849,Signal Iduna Park,Björn Kuipers,Match Report,
Group Stage,2,Tue,2017-09-26,20:45 (13:45),Monaco fr,0–3,pt Porto,11703,Stade Louis II.,Slavko Vinčić,Match Report,
Group Stage,2,Tue,2017-09-26,21:45 (13:45),APOEL FC cy,0–3,eng Tottenham,16324,Neo GSP,Pavel Královec,Match Report,
Group Stage,2,Tue,2017-09-26,21:45 (13:45),Spartak Moscow ru,1–1,eng Liverpool,43376,Otkrytie Arena,Clément Turpin,Match Report,
Group Stage,2,Tue,2017-09-26,21:45 (13:45),Beşiktaş tr,2–0,de RB Leipzig,36641,Vodafone Arena,Sergey Karasev,Match Report,
Group Stage,2,Wed,2017-09-27,20:00 (11:00),Qarabağ FK az,1–2,it Roma,67200,Bakı Olimpiya Stadionu,Artur Soares Dias,Match Report,
Group Stage,2,Thu,2017-09-28,00:45 (13:45),CSKA Moscow ru,1–4,eng Manchester Utd,29073,Stadion CSKA,Jonas Eriksson,Match Report,
Group Stage,2,Wed,2017-09-27,19:45 (13:45),Sporting CP pt,0–1,es Barcelona,48575,Estádio José Alvalade,Ovidiu Hațegan,Match Report,
Group Stage,2,Wed,2017-09-27,20:45 (13:45),Paris S-G fr,3–0,de Bayern Munich,46252,Parc des Princes,Antonio Matéu Lahoz,Match Report,
Group Stage,2,Wed,2017-09-27,20:45 (13:45),Juventus it,2–0,gr Olympiacos,33460,Allianz Stadium,Tobias Stieler,Match Report,
Group Stage,2,Wed,2017-09-27,20:45 (13:45),Atlético Madrid es,1–2,eng Chelsea,60643,Estadio Wanda Metropolitano,Cüneyt Çakιr,Match Report,
Group Stage,2,Wed,2017-09-27,20:45 (13:45),Basel ch,5–0,pt Benfica,34111,St. Jakob-Park,Craig Thomson,Match Report,
Group Stage,2,Wed,2017-09-27,20:45 (13:45),Anderlecht be,0–3,sco Celtic,19898,Stade Constant Vanden Stock,Jesús Gil,Match Report,
,,,,,,,,,,,,
Group Stage,3,Tue,2017-10-17,19:45 (13:45),Manchester City eng,2–1,it Napoli,48520,Etihad Stadium,Antonio Matéu Lahoz,Match Report,
Group Stage,3,Tue,2017-10-17,20:45 (13:45),Feyenoord nl,1–2,ua Shakhtar,43500,Stadion Feijenoord,Alberto Undiano,Match Report,
Group Stage,3,Tue,2017-10-17,20:45 (13:45),Real Madrid es,1–1,eng Tottenham,76589,Estadio Santiago Bernabéu,Szymon Marciniak,Match Report,
Group Stage,3,Tue,2017-10-17,20:45 (13:45),NK Maribor si,0–7,eng Liverpool,12506,Ljudski vrt,Viktor Kassai,Match Report,
