Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,5,Sat,2015-09-19,18:15 (11:15),Leganés,0–0,Lugo,3983,Estadio Municipal de Butarque,David Medié,Match Report,
Regular Season,5,Sat,2015-09-19,18:15 (11:15),Bilbao B,1–0,Alcorcón,8700,Estadio Santa María de Lezama,Rubén Ruipérez,Match Report,
Regular Season,5,Sun,2015-09-20,12:00 (05:00),Zaragoza,0–1,Osasuna,18654,Estadio de la Romareda,Jorge Valdés Aller,Match Report,
Regular Season,5,Sun,2015-09-20,17:00 (10:00),Huesca,1–3,Elche,2673,Estadio El Alcoraz,Guillermo Cuadra,Match Report,
Regular Season,5,Sun,2015-09-20,17:00 (10:00),Gimnàstic,1–0,Mallorca,6020,Nou Estadi de Tarragona,Saúl Ais,Match Report,
Regular Season,5,Sun,2015-09-20,17:00 (10:00),Numancia,2–2,Valladolid,3375,Nuevo Estadio Los Pajaritos,José Piñeiro,Match Report,
Regular Season,5,Sun,2015-09-20,17:00 (10:00),Almería,0–2,Alavés,8538,Estadio de los Juegos Mediterráneos,Víctor Areces,Match Report,
Regular Season,5,Sun,2015-09-20,19:15 (12:15),Córdoba,1–0,Ponferradina,12724,Estadio Nuevo Arcángel,Rubén Eiriz,Match Report,
,,,,,,,,,,,,
Regular Season,6,Sat,2015-09-26,18:00 (11:00),Alcorcón,1–1,Numancia,2257,Estadio Santo Domingo,Daniel Ocón,Match Report,
Regular Season,6,Sat,2015-09-26,18:00 (11:00),Lugo,0–0,Zaragoza,4460,Estadio Anxo Carro,Oliver De La Fuente,Match Report,
Regular Season,6,Sat,2015-09-26,18:00 (11:00),Ponferradina,1–0,Bilbao B,4104,Estadio El Toralín,Daniel Trujillo,Match Report,
Regular Season,6,Sat,2015-09-26,18:00 (11:00),Mallorca,0–1,Huesca,6257,Iberostar Estadi,Alberola Rojas,Match Report,
Regular Season,6,Sat,2015-09-26,20:15 (13:15),Osasuna,0–0,Córdoba,13171,Estadio El Sadar,Adrián Cordero,Match Report,
Regular Season,6,Sun,2015-09-27,12:00 (05:00),Elche,1–1,Oviedo,13180,Estadio Manuel Martínez Valero,José Luis Munuera,Match Report,
Regular Season,6,Sun,2015-09-27,16:00 (10:00),Tenerife,3–0,Mirandés,8039,Estadio Heliodoro Rodríguez Lopéz,David Pérez,Match Report,
Regular Season,6,Sun,2015-09-27,17:00 (10:00),Valladolid,0–0,Gimnàstic,9026,Estadio Municipal José Zorrilla,Valentín Pizarro,Match Report,
Regular Season,6,Sun,2015-09-27,17:00 (10:00),Girona,2–2,Llagostera,4832,Estadi Municipal de Montilivi,Gorka Sagues,Match Report,
Regular Season,6,Sun,2015-09-27,17:00 (10:00),Alavés,0–0,Leganés,9669,Estadio de Mendizorroza,Jorge Figueroa,Match Report,
Regular Season,6,Sun,2015-09-27,19:15 (12:15),Albacete,3–0,Almería,7620,Estadio Carlos Belmonte,Pablo González,Match Report,
,,,,,,,,,,,,
Regular Season,7,Sat,2015-10-03,18:00 (11:00),Almería,2–2,Tenerife,7639,Estadio de los Juegos Mediterráneos,Saúl Ais,Match Report,
Regular Season,7,Sat,2015-10-03,18:00 (11:00),Gimnàstic,0–2,Alcorcón,4532,Nou Estadi de Tarragona,Víctor Areces,Match Report,
Regular Season,7,Sat,2015-10-03,18:00 (11:00),Numancia,1–0,Ponferradina,2912,Nuevo Estadio Los Pajaritos,Juan López,Match Report,
Regular Season,7,Sat,2015-10-03,18:00 (11:00),Córdoba,1–0,Bilbao B,13978,Estadio Nuevo Arcángel,Guillermo Cuadra,Match Report,
Regular Season,7,Sat,2015-10-03,20:15 (13:15),Zaragoza,1–0,Alavés,15600,Estadio de la Romareda,David Medié,Match Report,
Regular Season,7,Sun,2015-10-04,12:00 (05:00),Oviedo,1–1,Mallorca,13689,Estadio Nuevo Carlos Tartiere,Francisco Arias,Match Report,
Regular Season,7,Sun,2015-10-04,17:00 (10:00),Osasuna,4–0,Lugo,13701,Estadio El Sadar,José Piñeiro,Match Report,
Regular Season,7,Sun,2015-10-04,17:00 (10:00),Leganés,3–2,Albacete,4132,Estadio Municipal de Butarque,Jorge Valdés Aller,Match Report,
Regular Season,7,Sun,2015-10-04,17:00 (10:00),Mirandés,1–0,Girona,3002,Estadio Municipal de Anduva,Rubén Ruipérez,Match Report,
Regular Season,7,Sun,2015-10-04,17:00 (10:00),Llagostera,4–1,Elche,1328,Estadi Municipal Palamós Costa Brava,Dámaso Arcediano,Match Report,
Regular Season,7,Sun,2015-10-04,19:15 (12:15),Huesca,1–1,Valladolid,2429,Estadio El Alcoraz,Rubén Eiriz,Match Report,
,,,,,,,,,,,,
Regular Season,8,Sat,2015-10-10,17:00 (11:00),Tenerife,0–0,Leganés,7763,Estadio Heliodoro Rodríguez Lopéz,Alberola Rojas,Match Report,
Regular Season,8,Sat,2015-10-10,18:00 (11:00),Elche,1–4,Mirandés,9307,Estadio Manuel Martínez Valero,Adrián Cordero,Match Report,
Regular Season,8,Sat,2015-10-10,18:00 (11:00),Ponferradina,2–2,Gimnàstic,4176,Estadio El Toralín,David Pérez,Match Report,
Regular Season,8,Sat,2015-10-10,18:00 (11:00),Bilbao B,0–0,Numancia,11564,Estadio Santa María de Lezama,Pablo González,Match Report,
Regular Season,8,Sat,2015-10-10,20:15 (13:15),Alavés,3–0,Osasuna,16140,Estadio de Mendizorroza,José Luis Munuera,Match Report,
Regular Season,8,Sun,2015-10-11,12:00 (05:00),Valladolid,2–3,Oviedo,1110,Estadio Municipal José Zorrilla,Daniel Trujillo,Match Report,
Regular Season,8,Sun,2015-10-11,17:00 (10:00),Lugo,1–2,Córdoba,3705,Estadio Anxo Carro,Daniel Ocón,Match Report,
Regular Season,8,Sun,2015-10-11,17:00 (10:00),Albacete,1–3,Zaragoza,8023,Estadio Carlos Belmonte,Jorge Figueroa,Match Report,
Regular Season,8,Sun,2015-10-11,17:00 (10:00),Alcorcón,0–1,Huesca,1986,Estadio Santo Domingo,Gorka Sagues,Match Report,
Regular Season,8,Sun,2015-10-11,17:00 (10:00),Mallorca,1–0,Llagostera,6868,Iberostar Estadi,Valentín Pizarro,Match Report,
Regular Season,8,Sun,2015-10-11,19:15 (12:15),Girona,1–1,Almería,4290,Estadi Municipal de Montilivi,Oliver De La Fuente,Match Report,
,,,,,,,,,,,,
Regular Season,9,Sat,2015-10-17,18:00 (11:00),Mirandés,2–2,Mallorca,3154,Estadio Municipal de Anduva,Víctor Areces,Match Report,
Regular Season,9,Sat,2015-10-17,18:00 (11:00),Oviedo,3–2,Alcorcón,12582,Estadio Nuevo Carlos Tartiere,Rubén Eiriz,Match Report,
Regular Season,9,Sat,2015-10-17,18:00 (11:00),Gimnàstic,2–1,Bilbao B,5565,Nou Estadi de Tarragona,Juan López,Match Report,
Regular Season,9,Sat,2015-10-17,18:00 (11:00),Leganés,2–2,Girona,3328,Estadio Municipal de Butarque,Saúl Ais,Match Report,
Regular Season,9,Sat,2015-10-17,20:15 (13:15),Osasuna,1–0,Albacete,13440,Estadio El Sadar,David Medié,Match Report,
Regular Season,9,Sun,2015-10-18,12:00 (05:00),Almería,2–3,Elche,8736,Estadio de los Juegos Mediterráneos,José Piñeiro,Match Report,
Regular Season,9,Sun,2015-10-18,17:00 (10:00),Córdoba,3–2,Numancia,16830,Estadio Nuevo Arcángel,Dámaso Arcediano,Match Report,
Regular Season,9,Sun,2015-10-18,17:00 (10:00),Llagostera,3–1,Valladolid,2082,Estadi Municipal Palamós Costa Brava,Guillermo Cuadra,Match Report,
Regular Season,9,Sun,2015-10-18,17:00 (10:00),Lugo,1–0,Alavés,4435,Estadio Anxo Carro,Jorge Valdés Aller,Match Report,
Regular Season,9,Sun,2015-10-18,17:00 (10:00),Huesca,1–1,Ponferradina,2728,Estadio El Alcoraz,Rubén Ruipérez,Match Report,
Regular Season,9,Sun,2015-10-18,19:15 (12:15),Zaragoza,2–0,Tenerife,15291,Estadio de la Romareda,Francisco Arias,Match Report,
,,,,,,,,,,,,
Regular Season,10,Sat,2015-10-24,18:00 (11:00),Bilbao B,0–0,Huesca,8800,Estadio Santa María de Lezama,Daniel Ocón,Match Report,
Regular Season,10,Sat,2015-10-24,18:00 (11:00),Alcorcón,6–1,Llagostera,2358,Estadio Santo Domingo,Alberola Rojas,Match Report,
Regular Season,10,Sat,2015-10-24,18:00 (11:00),Alavés,3–2,Córdoba,9599,Estadio de Mendizorroza,Oliver De La Fuente,Match Report,
Regular Season,10,Sat,2015-10-24,18:00 (11:00),Elche,0–0,Leganés,9599,Estadio Manuel Martínez Valero,Pablo González,Match Report,
Regular Season,10,Sat,2015-10-24,20:15 (13:15),Girona,0–0,Zaragoza,4219,Estadi Municipal de Montilivi,Daniel Trujillo,Match Report,
Regular Season,10,Sun,2015-10-25,12:00 (06:00),Mallorca,1–0,Almería,7351,Iberostar Estadi,David Pérez,Match Report,
Regular Season,10,Sun,2015-10-25,17:00 (11:00),Numancia,1–1,Gimnàstic,2817,Nuevo Estadio Los Pajaritos,Gorka Sagues,Match Report,
Regular Season,10,Sun,2015-10-25,17:00 (11:00),Ponferradina,4–2,Oviedo,7163,Estadio El Toralín,Adrián Cordero,Match Report,
Regular Season,10,Sun,2015-10-25,17:00 (11:00),Valladolid,2–1,Mirandés,9377,Estadio Municipal José Zorrilla,José Luis Munuera,Match Report,
Regular Season,10,Sun,2015-10-25,17:00 (11:00),Albacete,2–0,Lugo,6631,Estadio Carlos Belmonte,Valentín Pizarro,Match Report,
Regular Season,10,Sun,2015-10-25,18:15 (13:15),Tenerife,2–2,Osasuna,8631,Estadio Heliodoro Rodríguez Lopéz,Jorge Figueroa,Match Report,
,,,,,,,,,,,,
Regular Season,11,Sat,2015-10-31,18:00 (12:00),Llagostera,0–1,Ponferradina,1293,Estadi Municipal Palamós Costa Brava,Saúl Ais,Match Report,
Regular Season,11,Sat,2015-10-31,18:00 (12:00),Lugo,2–0,Tenerife,3530,Estadio Anxo Carro,Rubén Ruipérez,Match Report,
Regular Season,11,Sat,2015-10-31,18:00 (12:00),Huesca,2–0,Numancia,2591,Estadio El Alcoraz,Víctor Areces,Match Report,
Regular Season,11,Sat,2015-10-31,18:00 (12:00),Córdoba,2–0,Gimnàstic,14833,Estadio Nuevo Arcángel,José Piñeiro,Match Report,
Regular Season,11,Sat,2015-10-31,20:15 (14:15),Mirandés,3–0,Alcorcón,2919,Estadio Municipal de Anduva,Guillermo Cuadra,Match Report,
Regular Season,11,Sun,2015-11-01,12:00 (05:00),Zaragoza,2–0,Elche,14200,Estadio de la Romareda,Rubén Eiriz,Match Report,
Regular Season,11,Sun,2015-11-01,17:00 (10:00),Leganés,0–0,Mallorca,4174,Estadio Municipal de Butarque,Dámaso Arcediano,Match Report,
Regular Season,11,Sun,2015-11-01,17:00 (10:00),Oviedo,0–0,Bilbao B,13371,Estadio Nuevo Carlos Tartiere,David Medié,Match Report,
Regular Season,11,Sun,2015-11-01,17:00 (10:00),Alavés,1–1,Albacete,9671,Estadio de Mendizorroza,Juan López,Match Report,
Regular Season,11,Sun,2015-11-01,17:00 (10:00),Osasuna,0–1,Girona,14059,Estadio El Sadar,Jorge Valdés Aller,Match Report,
Regular Season,11,Sun,2015-11-01,19:15 (12:15),Almería,1–1,Valladolid,6628,Estadio de los Juegos Mediterráneos,Francisco Arias,Match Report,
,,,,,,,,,,,,
Regular Season,12,Sat,2015-11-07,17:00 (11:00),Tenerife,2–0,Alavés,7907,Estadio Heliodoro Rodríguez Lopéz,Adrián Cordero,Match Report,
Regular Season,12,Sat,2015-11-07,18:00 (11:00),Ponferradina,2–2,Mirandés,4703,Estadio El Toralín,Valentín Pizarro,Match Report,
Regular Season,12,Sat,2015-11-07,18:00 (11:00),Valladolid,1–1,Leganés,9047,Estadio Municipal José Zorrilla,Gorka Sagues,Match Report,
Regular Season,12,Sat,2015-11-07,20:15 (13:15),Mallorca,0–0,Zaragoza,7845,Iberostar Estadi,José Luis Munuera,Match Report,
Regular Season,12,Sun,2015-11-08,12:00 (05:00),Elche,2–1,Osasuna,10196,Estadio Manuel Martínez Valero,Daniel Ocón,Match Report,
Regular Season,12,Sun,2015-11-08,17:00 (10:00),Girona,0–1,Lugo,4212,Estadi Municipal de Montilivi,Pablo González,Match Report,
Regular Season,12,Sun,2015-11-08,17:00 (10:00),Gimnàstic,2–0,Huesca,5047,Nou Estadi de Tarragona,Jorge Figueroa,Match Report,
Regular Season,12,Sun,2015-11-08,17:00 (10:00),Numancia,1–0,Oviedo,3409,Nuevo Estadio Los Pajaritos,Alberola Rojas,Match Report,
Regular Season,12,Sun,2015-11-08,17:00 (10:00),Albacete,2–0,Córdoba,8588,Estadio Carlos Belmonte,David Pérez,Match Report,
Regular Season,12,Sun,2015-11-08,19:15 (12:15),Alcorcón,0–0,Almería,2395,Estadio Santo Domingo,Daniel Trujillo,Match Report,
Regular Season,12,Mon,2015-11-09,20:30 (13:30),Bilbao B,2–0,Llagostera,6560,San Mamés,Oliver De La Fuente,Match Report,
,,,,,,,,,,,,
Regular Season,13,Sat,2015-11-14,18:00 (11:00),Leganés,3–0,Alcorcón,5538,Estadio Municipal de Butarque,Juan López,Match Report,
Regular Season,13,Sat,2015-11-14,18:00 (11:00),Albacete,1–2,Tenerife,8111,Estadio Carlos Belmonte,Rubén Eiriz,Match Report,
Regular Season,13,Sat,2015-11-14,18:00 (11:00),Mirandés,3–0,Bilbao B,3599,Estadio Municipal de Anduva,Dámaso Arcediano,Match Report,
Regular Season,13,Sat,2015-11-14,18:00 (11:00),Alavés,1–0,Girona,9440,Estadio de Mendizorroza,Víctor Areces,Match Report,
Regular Season,13,Sat,2015-11-14,20:15 (13:15),Lugo,1–1,Elche,4022,Estadio Anxo Carro,Francisco Arias,Match Report,
Regular Season,13,Sun,2015-11-15,12:00 (05:00),Zaragoza,0–2,Valladolid,16231,Estadio de la Romareda,Saúl Ais,Match Report,
Regular Season,13,Sun,2015-11-15,17:00 (10:00),Córdoba,1–1,Huesca,15908,Estadio Nuevo Arcángel,David Medié,Match Report,
Regular Season,13,Sun,2015-11-15,17:00 (10:00),Oviedo,2–0,Gimnàstic,14622,Estadio Nuevo Carlos Tartiere,Rubén Ruipérez,Match Report,
Regular Season,13,Sun,2015-11-15,17:00 (10:00),Almería,1–1,Ponferradina,7744,Estadio de los Juegos Mediterráneos,Guillermo Cuadra,Match Report,
Regular Season,13,Sun,2015-11-15,17:00 (10:00),Llagostera,2–1,Numancia,894,Estadi Municipal Palamós Costa Brava,José Piñeiro,Match Report,
Regular Season,13,Sun,2015-11-15,19:15 (12:15),Osasuna,2–1,Mallorca,13490,Estadio El Sadar,Daniel Trujillo,Match Report,
,,,,,,,,,,,,
Regular Season,14,Sat,2015-11-21,16:00 (09:00),Bilbao B,0–0,Almería,4638,San Mamés,Alberola Rojas,Match Report,
Regular Season,14,Sat,2015-11-21,16:00 (09:00),Numancia,2–2,Mirandés,2703,Nuevo Estadio Los Pajaritos,Jorge Figueroa,Match Report,
Regular Season,14,Sat,2015-11-21,16:00 (09:00),Huesca,0–1,Oviedo,2478,Estadio El Alcoraz,Oliver De La Fuente,Match Report,
Regular Season,14,Sat,2015-11-21,16:00 (09:00),Mallorca,1–1,Lugo,4865,Iberostar Estadi,Gorka Sagues,Match Report,
Regular Season,14,Sat,2015-11-21,20:15 (13:15),Elche,0–1,Alavés,7808,Estadio Manuel Martínez Valero,Valentín Pizarro,Match Report,
Regular Season,14,Sun,2015-11-22,12:00 (05:00),Valladolid,0–1,Osasuna,8527,Estadio Municipal José Zorrilla,David Pérez,Match Report,
Regular Season,14,Sun,2015-11-22,16:00 (10:00),Tenerife,1–1,Córdoba,8947,Estadio Heliodoro Rodríguez Lopéz,Jorge Valdés Aller,Match Report,
Regular Season,14,Sun,2015-11-22,17:00 (10:00),Gimnàstic,2–0,Llagostera,10162,Nou Estadi de Tarragona,Adrián Cordero,Match Report,
Regular Season,14,Sun,2015-11-22,17:00 (10:00),Girona,3–0,Albacete,3810,Estadi Municipal de Montilivi,Daniel Ocón,Match Report,
Regular Season,14,Sun,2015-11-22,17:00 (10:00),Ponferradina,1–0,Leganés,4500,Estadio El Toralín,José Luis Munuera,Match Report,
Regular Season,14,Sun,2015-11-22,19:15 (12:15),Alcorcón,1–0,Zaragoza,2720,Estadio Santo Domingo,Pablo González,Match Report,
,,,,,,,,,,,,
Regular Season,15,Sat,2015-11-28,18:00 (11:00),Osasuna,1–2,Alcorcón,13273,Estadio El Sadar,Gorka Sagues,Match Report,
Regular Season,15,Sat,2015-11-28,18:00 (11:00),Almería,1–1,Numancia,6529,Estadio de los Juegos Mediterráneos,Rubén Ruipérez,Match Report,
Regular Season,15,Sat,2015-11-28,18:00 (11:00),Llagostera,2–0,Huesca,1148,Estadi Municipal Palamós Costa Brava,Rubén Eiriz,Match Report,
Regular Season,15,Sat,2015-11-28,18:00 (11:00),Leganés,1–0,Bilbao B,4014,Estadio Municipal de Butarque,Víctor Areces,Match Report,
Regular Season,15,Sat,2015-11-28,20:15 (13:15),Alavés,1–0,Mallorca,9156,Estadio de Mendizorroza,José Piñeiro,Match Report,
Regular Season,15,Sun,2015-11-29,12:00 (05:00),Lugo,1–1,Valladolid,3782,Estadio Anxo Carro,Daniel Trujillo,Match Report,
Regular Season,15,Sun,2015-11-29,16:00 (10:00),Tenerife,1–1,Girona,8800,Estadio Heliodoro Rodríguez Lopéz,Juan López,Match Report,
Regular Season,15,Sun,2015-11-29,17:00 (10:00),Zaragoza,2–0,Ponferradina,14616,Estadio de la Romareda,Dámaso Arcediano,Match Report,
Regular Season,15,Sun,2015-11-29,17:00 (10:00),Mirandés,0–1,Gimnàstic,3192,Estadio Municipal de Anduva,Saúl Ais,Match Report,
Regular Season,15,Sun,2015-11-29,17:00 (10:00),Albacete,1–0,Elche,8222,Estadio Carlos Belmonte,David Medié,Match Report,
Regular Season,15,Sun,2015-11-29,19:15 (12:15),Córdoba,2–1,Oviedo,14832,Estadio Nuevo Arcángel,Francisco Arias,Match Report,
,,,,,,,,,,,,
Regular Season,16,Sat,2015-12-05,18:00 (11:00),Valladolid,1–2,Alavés,8539,Estadio Municipal José Zorrilla,Jorge Figueroa,Match Report,
Regular Season,16,Sat,2015-12-05,18:00 (11:00),Elche,0–0,Tenerife,7780,Estadio Manuel Martínez Valero,José Piñeiro,Match Report,
Regular Season,16,Sat,2015-12-05,18:00 (11:00),Alcorcón,1–1,Lugo,1881,Estadio Santo Domingo,Dámaso Arcediano,Match Report,
Regular Season,16,Sat,2015-12-05,20:15 (13:15),Gimnàstic,2–2,Almería,5897,Nou Estadi de Tarragona,Gorka Sagues,Match Report,
Regular Season,16,Sun,2015-12-06,12:00 (05:00),Ponferradina,3–0,Osasuna,4469,Estadio El Toralín,Pablo González,Match Report,
Regular Season,16,Sun,2015-12-06,17:00 (10:00),Oviedo,2–1,Llagostera,12877,Estadio Nuevo Carlos Tartiere,David Pérez,Match Report,
Regular Season,16,Sun,2015-12-06,17:00 (10:00),Numancia,1–2,Leganés,2909,Nuevo Estadio Los Pajaritos,Adrián Cordero,Match Report,
Regular Season,16,Sun,2015-12-06,17:00 (10:00),Huesca,1–2,Mirandés,2750,Estadio El Alcoraz,Alberola Rojas,Match Report,
Regular Season,16,Sun,2015-12-06,17:00 (10:00),Mallorca,2–0,Albacete,8889,Iberostar Estadi,Oliver De La Fuente,Match Report,
Regular Season,16,Sun,2015-12-06,19:15 (12:15),Girona,1–2,Córdoba,4329,Estadi Municipal de Montilivi,Valentín Pizarro,Match Report,
Regular Season,16,Mon,2015-12-07,20:30 (13:30),Bilbao B,0–1,Zaragoza,12441,San Mamés,Jorge Valdés Aller,Match Report,
,,,,,,,,,,,,
Regular Season,17,Sat,2015-12-12,18:00 (11:00),Córdoba,2–0,Llagostera,14061,Estadio Nuevo Arcángel,Rubén Ruipérez,Match Report,
Regular Season,17,Sat,2015-12-12,18:00 (11:00),Girona,0–1,Elche,3449,Estadi Municipal de Montilivi,José Luis Munuera,Match Report,
Regular Season,17,Sat,2015-12-12,18:00 (11:00),Alavés,1–1,Alcorcón,9621,Estadio de Mendizorroza,Francisco Arias,Match Report,
Regular Season,17,Sat,2015-12-12,18:00 (11:00),Lugo,3–1,Ponferradina,5250,Estadio Anxo Carro,Víctor Areces,Match Report,
Regular Season,17,Sat,2015-12-12,19:15 (13:15),Tenerife,2–1,Mallorca,8005,Estadio Heliodoro Rodríguez Lopéz,David Medié,Match Report,
