Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,2,Sat,2017-08-26,19:00 (12:00),Huesca,2–0,Lorca FC,3139,Estadio El Alcoraz,Víctor Areces,Match Report,
Regular Season,2,Sat,2017-08-26,19:00 (12:00),Cultural Leonesa,2–1,Osasuna,8108,Estadio Municipal Reino de León,Luis Milla,Match Report,
Regular Season,2,Sat,2017-08-26,20:30 (13:30),Sevilla B,1–2,Valladolid,2034,Estadio Viejo Nervión,Valentín Pizarro,Match Report,
Regular Season,2,Sat,2017-08-26,20:30 (13:30),Rayo Vallecano,2–2,Numancia,7250,Estadio del Rayo Vallecano,Jorge Figueroa,Match Report,
Regular Season,2,Sat,2017-08-26,22:00 (15:00),Almería,1–1,Oviedo,6878,Estadio de los Juegos Mediterráneos,Eduardo Prieto,Match Report,
Regular Season,2,Sun,2017-08-27,19:00 (12:00),Sporting Gijón,2–0,Lugo,23905,Estadio Municipal El Molinón,Jorge Valdés Aller,Match Report,
Regular Season,2,Sun,2017-08-27,19:00 (12:00),Zaragoza,1–1,Granada,13761,Estadio de la Romareda,Iñaki Bikandi,Match Report,
Regular Season,2,Sun,2017-08-27,20:30 (13:30),Reus,1–1,Gimnàstic,4234,Estadio Camp Nou Municipal,Guillermo Cuadra,Match Report,
Regular Season,2,Sun,2017-08-27,20:30 (13:30),Cádiz,0–0,Alcorcón,14700,Estadio Ramón de Carranza,Isidro Díaz de Mera,Match Report,
Regular Season,2,Mon,2017-08-28,21:00 (14:00),Barcelona B,0–3,Tenerife,2283,Mini Estadi,Saúl Ais,Match Report,
,,,,,,,,,,,,
Regular Season,3,Fri,2017-09-01,21:30 (14:30),Granada,2–2,Barcelona B,11505,Estadio Nuevo Los Cármenes,Dámaso Arcediano,Match Report,
Regular Season,3,Sat,2017-09-02,16:00 (09:00),Numancia,1–0,Almería,2274,Nuevo Estadio Los Pajaritos,Rubén Eiriz,Match Report,
Regular Season,3,Sat,2017-09-02,16:00 (09:00),Lugo,0–1,Cádiz,2990,Estadio Anxo Carro,Daniel Ocón,Match Report,
Regular Season,3,Sat,2017-09-02,18:00 (11:00),Gimnàstic,0–4,Sporting Gijón,6373,Nou Estadi de Tarragona,Adrián Cordero,Match Report,
Regular Season,3,Sat,2017-09-02,18:00 (11:00),Lorca FC,0–0,Rayo Vallecano,5820,Estadio Francisco Artés Carrasco,Saúl Ais,Match Report,
Regular Season,3,Sat,2017-09-02,18:00 (11:00),Osasuna,1–1,Huesca,15071,Estadio El Sadar,Gorka Sagues,Match Report,
Regular Season,3,Sun,2017-09-03,18:00 (11:00),Oviedo,3–0,Reus,11058,Estadio Nuevo Carlos Tartiere,Santiago Varón,Match Report,
Regular Season,3,Sun,2017-09-03,20:00 (13:00),Sevilla B,1–2,Cultural Leonesa,2997,Estadio Viejo Nervión,Juan Pulido,Match Report,
Regular Season,3,Sun,2017-09-03,20:30 (13:30),Valladolid,2–0,Tenerife,8843,Estadio Municipal José Zorrilla,José López,Match Report,
Regular Season,3,Sun,2017-09-03,21:30 (14:30),Córdoba,1–2,Zaragoza,11194,Estadio Nuevo Arcángel,Álvaro Moreno,Match Report,
Regular Season,3,Mon,2017-09-04,20:30 (13:30),Alcorcón,1–0,Albacete,2609,Estadio Santo Domingo,Oliver De La Fuente,Match Report,
,,,,,,,,,,,,
Regular Season,4,Fri,2017-09-08,21:00 (14:00),Cádiz,2–0,Gimnàstic,13492,Estadio Ramón de Carranza,Eduardo Prieto,Match Report,
Regular Season,4,Sat,2017-09-09,16:00 (09:00),Huesca,0–0,Sevilla B,3005,Estadio El Alcoraz,Aitor Gorostegui,Match Report,
Regular Season,4,Sat,2017-09-09,18:00 (11:00),Barcelona B,4–0,Córdoba,2804,Mini Estadi,Víctor Areces,Match Report,
Regular Season,4,Sat,2017-09-09,18:00 (11:00),Sporting Gijón,1–1,Oviedo,27506,Estadio Municipal El Molinón,Guillermo Cuadra,Match Report,
Regular Season,4,Sat,2017-09-09,20:00 (13:00),Almería,2–1,Lorca FC,7354,Estadio de los Juegos Mediterráneos,Isidro Díaz de Mera,Match Report,
Regular Season,4,Sun,2017-09-10,12:00 (06:00),Tenerife,2–2,Granada,13367,Estadio Heliodoro Rodríguez Lopéz,Valentín Pizarro,Match Report,
Regular Season,4,Sun,2017-09-10,16:00 (09:00),Zaragoza,0–1,Alcorcón,17905,Estadio de la Romareda,David Pérez,Match Report,
Regular Season,4,Sun,2017-09-10,18:00 (11:00),Cultural Leonesa,4–4,Valladolid,10767,Estadio Municipal Reino de León,Jorge Figueroa,Match Report,
Regular Season,4,Sun,2017-09-10,20:00 (13:00),Albacete,0–1,Lugo,6133,Estadio Carlos Belmonte,Luis Milla,Match Report,
Regular Season,4,Sun,2017-09-10,20:30 (13:30),Rayo Vallecano,0–3,Osasuna,8043,Estadio del Rayo Vallecano,Jorge Valdés Aller,Match Report,
Regular Season,4,Mon,2017-09-11,20:30 (13:30),Reus,1–0,Numancia,1921,Estadio Camp Nou Municipal,Iñaki Bikandi,Match Report,
,,,,,,,,,,,,
Regular Season,5,Fri,2017-09-15,21:00 (14:00),Lugo,2–1,Zaragoza,3198,Estadio Anxo Carro,Saúl Ais,Match Report,
Regular Season,5,Sat,2017-09-16,16:00 (09:00),Valladolid,2–1,Granada,8220,Estadio Municipal José Zorrilla,Adrián Cordero,Match Report,
Regular Season,5,Sat,2017-09-16,18:00 (11:00),Lorca FC,1–1,Reus,4260,Estadio Francisco Artés Carrasco,Álvaro Moreno,Match Report,
Regular Season,5,Sat,2017-09-16,18:00 (11:00),Sevilla B,0–0,Rayo Vallecano,2171,Estadio Viejo Nervión,Daniel Ocón,Match Report,
Regular Season,5,Sat,2017-09-16,20:00 (13:00),Osasuna,2–1,Almería,13773,Estadio El Sadar,Santiago Varón,Match Report,
Regular Season,5,Sat,2017-09-16,20:30 (13:30),Numancia,3–0,Sporting Gijón,3104,Nuevo Estadio Los Pajaritos,Dámaso Arcediano,Match Report,
Regular Season,5,Sun,2017-09-17,12:00 (05:00),Cultural Leonesa,3–2,Huesca,7484,Estadio Municipal Reino de León,José López,Match Report,
Regular Season,5,Sun,2017-09-17,16:00 (09:00),Alcorcón,1–1,Barcelona B,3048,Estadio Santo Domingo,Rubén Eiriz,Match Report,
Regular Season,5,Sun,2017-09-17,18:00 (11:00),Gimnàstic,3–1,Albacete,5664,Nou Estadi de Tarragona,Juan Pulido,Match Report,
Regular Season,5,Sun,2017-09-17,18:00 (11:00),Oviedo,1–0,Cádiz,15684,Estadio Nuevo Carlos Tartiere,Oliver De La Fuente,Match Report,
Regular Season,5,Sun,2017-09-17,20:00 (13:00),Córdoba,2–0,Tenerife,10091,Estadio Nuevo Arcángel,Gorka Sagues,Match Report,
,,,,,,,,,,,,
Regular Season,6,Fri,2017-09-22,21:00 (14:00),Almería,3–0,Sevilla B,7306,Estadio de los Juegos Mediterráneos,Jorge Valdés Aller,Match Report,
Regular Season,6,Sat,2017-09-23,16:00 (09:00),Reus,0–0,Osasuna,3572,Estadio Camp Nou Municipal,Valentín Pizarro,Match Report,
Regular Season,6,Sat,2017-09-23,18:00 (11:00),Granada,3–1,Córdoba,12050,Estadio Nuevo Los Cármenes,Eduardo Prieto,Match Report,
Regular Season,6,Sat,2017-09-23,18:00 (11:00),Sporting Gijón,1–0,Lorca FC,20974,Estadio Municipal El Molinón,Iñaki Bikandi,Match Report,
Regular Season,6,Sat,2017-09-23,19:00 (13:00),Tenerife,4–0,Alcorcón,12039,Estadio Heliodoro Rodríguez Lopéz,Luis Milla,Match Report,
Regular Season,6,Sun,2017-09-24,12:00 (05:00),Huesca,1–0,Valladolid,1609,Estadio El Alcoraz,Guillermo Cuadra,Match Report,
Regular Season,6,Sun,2017-09-24,16:00 (09:00),Rayo Vallecano,3–1,Cultural Leonesa,9795,Estadio del Rayo Vallecano,Víctor Areces,Match Report,
Regular Season,6,Sun,2017-09-24,18:00 (11:00),Albacete,2–1,Oviedo,7019,Estadio Carlos Belmonte,Aitor Gorostegui,Match Report,
Regular Season,6,Sun,2017-09-24,20:00 (13:00),Cádiz,0–0,Numancia,14260,Estadio Ramón de Carranza,David Pérez,Match Report,
Regular Season,6,Sun,2017-09-24,20:30 (13:30),Zaragoza,1–1,Gimnàstic,17026,Estadio de la Romareda,Jorge Figueroa,Match Report,
Regular Season,6,Mon,2017-09-25,20:30 (13:30),Barcelona B,1–2,Lugo,1963,Mini Estadi,Isidro Díaz de Mera,Match Report,
,,,,,,,,,,,,
Regular Season,7,Fri,2017-09-29,20:30 (13:30),Cultural Leonesa,0–0,Almería,7349,Estadio Municipal Reino de León,Aitor Gorostegui,Match Report,
Regular Season,7,Sat,2017-09-30,16:00 (09:00),Valladolid,4–1,Córdoba,8613,Estadio Municipal José Zorrilla,Daniel Ocón,Match Report,
Regular Season,7,Sat,2017-09-30,18:00 (11:00),Numancia,5–1,Albacete,2790,Nuevo Estadio Los Pajaritos,Adrián Cordero,Match Report,
Regular Season,7,Sat,2017-09-30,20:00 (13:00),Lorca FC,3–0,Cádiz,6068,Estadio Francisco Artés Carrasco,Gorka Sagues,Match Report,
Regular Season,7,Sun,2017-10-01,12:00 (05:00),Alcorcón,1–2,Granada,2844,Estadio Santo Domingo,José López,Match Report,
Regular Season,7,Sun,2017-10-01,16:00 (09:00),Huesca,2–1,Rayo Vallecano,3328,Estadio El Alcoraz,Dámaso Arcediano,Match Report,
Regular Season,7,Sun,2017-10-01,18:00 (11:00),Lugo,1–0,Tenerife,3724,Estadio Anxo Carro,Álvaro Moreno,Match Report,
Regular Season,7,Sun,2017-10-01,18:00 (11:00),Osasuna,2–0,Sporting Gijón,15505,Estadio El Sadar,Oliver De La Fuente,Match Report,
Regular Season,7,Sun,2017-10-01,20:00 (13:00),Sevilla B,0–1,Reus,1454,Estadio Viejo Nervión,Rubén Eiriz,Match Report,
Regular Season,7,Mon,2017-10-02,21:00 (14:00),Oviedo,2–2,Zaragoza,11279,Estadio Nuevo Carlos Tartiere,Juan Pulido,Match Report,
,,,,,,,,,,,,
Regular Season,8,Sat,2017-10-07,16:00 (09:00),Sporting Gijón,3–0,Sevilla B,20142,Estadio Municipal El Molinón,David Pérez,Match Report,
Regular Season,8,Sat,2017-10-07,18:00 (11:00),Almería,0–3,Huesca,7226,Estadio de los Juegos Mediterráneos,Saúl Ais,Match Report,
Regular Season,8,Sat,2017-10-07,18:00 (11:00),Reus,1–1,Cultural Leonesa,2073,Estadio Camp Nou Municipal,Eduardo Prieto,Match Report,
Regular Season,8,Sat,2017-10-07,19:00 (13:00),Tenerife,2–0,Gimnàstic,12557,Estadio Heliodoro Rodríguez Lopéz,Isidro Díaz de Mera,Match Report,
Regular Season,8,Sat,2017-10-07,20:30 (13:30),Cádiz,0–2,Osasuna,13160,Estadio Ramón de Carranza,Guillermo Cuadra,Match Report,
Regular Season,8,Sun,2017-10-08,12:00 (05:00),Albacete,2–1,Lorca FC,7217,Estadio Carlos Belmonte,Jorge Valdés Aller,Match Report,
Regular Season,8,Sun,2017-10-08,16:00 (09:00),Rayo Vallecano,4–1,Valladolid,9116,Estadio del Rayo Vallecano,Luis Milla,Match Report,
Regular Season,8,Sun,2017-10-08,18:00 (11:00),Barcelona B,1–1,Oviedo,2690,Mini Estadi,Jorge Figueroa,Match Report,
Regular Season,8,Sun,2017-10-08,18:00 (11:00),Córdoba,3–0,Alcorcón,9514,Estadio Nuevo Arcángel,Iñaki Bikandi,Match Report,
Regular Season,8,Sun,2017-10-08,20:00 (13:00),Granada,2–0,Lugo,12166,Estadio Nuevo Los Cármenes,Víctor Areces,Match Report,
Regular Season,8,Sun,2017-10-08,20:30 (13:30),Zaragoza,3–0,Numancia,18487,Estadio de la Romareda,Valentín Pizarro,Match Report,
,,,,,,,,,,,,
Regular Season,9,Tue,2017-10-10,20:00 (13:00),Huesca,1–1,Reus,3217,Estadio El Alcoraz,Adrián Cordero,Match Report,
Regular Season,9,Tue,2017-10-10,21:00 (14:00),Cultural Leonesa,0–2,Sporting Gijón,11567,Estadio Municipal Reino de León,Rubén Eiriz,Match Report,
Regular Season,9,Wed,2017-10-11,20:00 (13:00),Gimnàstic,2–0,Granada,5212,Nou Estadi de Tarragona,Álvaro Moreno,Match Report,
Regular Season,9,Wed,2017-10-11,20:00 (13:00),Numancia,1–0,Barcelona B,3203,Nuevo Estadio Los Pajaritos,Gorka Sagues,Match Report,
Regular Season,9,Wed,2017-10-11,21:00 (14:00),Oviedo,1–1,Tenerife,13701,Estadio Nuevo Carlos Tartiere,Daniel Ocón,Match Report,
Regular Season,9,Wed,2017-10-11,22:00 (15:00),Lorca FC,0–2,Zaragoza,6236,Estadio Francisco Artés Carrasco,Aitor Gorostegui,Match Report,
Regular Season,9,Wed,2017-10-11,22:00 (15:00),Sevilla B,0–0,Cádiz,4663,Estadio Viejo Nervión,Eduardo Prieto,Match Report,
Regular Season,9,Thu,2017-10-12,16:00 (09:00),Lugo,2–0,Córdoba,4148,Estadio Anxo Carro,Oliver De La Fuente,Match Report,
Regular Season,9,Thu,2017-10-12,18:00 (11:00),Valladolid,4–0,Alcorcón,9402,Estadio Municipal José Zorrilla,Santiago Varón,Match Report,
Regular Season,9,Thu,2017-10-12,20:00 (13:00),Osasuna,1–0,Albacete,16254,Estadio El Sadar,José López,Match Report,
Regular Season,9,Thu,2017-10-12,21:00 (14:00),Rayo Vallecano,1–0,Almería,8615,Estadio del Rayo Vallecano,Juan Pulido,Match Report,
,,,,,,,,,,,,
Regular Season,10,Fri,2017-10-13,21:00 (14:00),Sporting Gijón,1–1,Huesca,21206,Estadio Municipal El Molinón,Jorge Figueroa,Match Report,
Regular Season,10,Sat,2017-10-14,16:00 (09:00),Cádiz,2–2,Cultural Leonesa,11680,Estadio Ramón de Carranza,Valentín Pizarro,Match Report,
Regular Season,10,Sat,2017-10-14,18:00 (11:00),Granada,2–0,Oviedo,11704,Estadio Nuevo Los Cármenes,Saúl Ais,Match Report,
Regular Season,10,Sat,2017-10-14,18:00 (11:00),Barcelona B,1–0,Lorca FC,1776,Mini Estadi,Luis Milla,Match Report,
Regular Season,10,Sat,2017-10-14,19:00 (13:00),Tenerife,1–1,Numancia,12289,Estadio Heliodoro Rodríguez Lopéz,Guillermo Cuadra,Match Report,
Regular Season,10,Sun,2017-10-15,12:00 (05:00),Reus,0–2,Rayo Vallecano,2720,Estadio Camp Nou Municipal,Jorge Valdés Aller,Match Report,
Regular Season,10,Sun,2017-10-15,16:00 (09:00),Albacete,2–1,Sevilla B,6517,Estadio Carlos Belmonte,Víctor Areces,Match Report,
Regular Season,10,Sun,2017-10-15,18:00 (11:00),Almería,1–1,Valladolid,7260,Estadio de los Juegos Mediterráneos,Iñaki Bikandi,Match Report,
Regular Season,10,Sun,2017-10-15,20:00 (13:00),Córdoba,1–5,Gimnàstic,9672,Estadio Nuevo Arcángel,David Pérez,Match Report,
Regular Season,10,Sun,2017-10-15,20:30 (13:30),Zaragoza,1–1,Osasuna,22679,Estadio de la Romareda,Isidro Díaz de Mera,Match Report,
Regular Season,10,Mon,2017-10-16,21:00 (14:00),Alcorcón,0–1,Lugo,2125,Estadio Santo Domingo,Eduardo Prieto,Match Report,
,,,,,,,,,,,,
Regular Season,11,Fri,2017-10-20,21:00 (14:00),Osasuna,2–2,Barcelona B,15156,Estadio El Sadar,Daniel Ocón,Match Report,
Regular Season,11,Sat,2017-10-21,16:00 (09:00),Huesca,1–0,Cádiz,3536,Estadio El Alcoraz,Juan Pulido,Match Report,
Regular Season,11,Sat,2017-10-21,18:00 (11:00),Numancia,1–3,Granada,2906,Nuevo Estadio Los Pajaritos,Aitor Gorostegui,Match Report,
Regular Season,11,Sat,2017-10-21,20:00 (13:00),Lorca FC,2–2,Tenerife,5869,Estadio Francisco Artés Carrasco,Oliver De La Fuente,Match Report,
Regular Season,11,Sat,2017-10-21,20:30 (13:30),Sevilla B,2–2,Zaragoza,1345,Estadio Viejo Nervión,Adrián Cordero,Match Report,
Regular Season,11,Sun,2017-10-22,12:00 (05:00),Oviedo,2–0,Córdoba,13440,Estadio Nuevo Carlos Tartiere,Álvaro Moreno,Match Report,
Regular Season,11,Sun,2017-10-22,16:00 (09:00),Valladolid,2–2,Lugo,9341,Estadio Municipal José Zorrilla,Dámaso Arcediano,Match Report,
Regular Season,11,Sun,2017-10-22,18:00 (11:00),Gimnàstic,0–3,Alcorcón,5853,Nou Estadi de Tarragona,Rubén Eiriz,Match Report,
Regular Season,11,Sun,2017-10-22,18:00 (11:00),Rayo Vallecano,1–1,Sporting Gijón,10473,Estadio del Rayo Vallecano,José López,Match Report,
Regular Season,11,Sun,2017-10-22,20:00 (13:00),Almería,0–1,Reus,10473,Estadio de los Juegos Mediterráneos,Gorka Sagues,Match Report,
Regular Season,11,Mon,2017-10-23,20:30 (13:30),Cultural Leonesa,0–0,Albacete,7662,Estadio Municipal Reino de León,Santiago Varón,Match Report,
,,,,,,,,,,,,
Regular Season,12,Fri,2017-10-27,21:00 (14:00),Zaragoza,0–0,Cultural Leonesa,16869,Estadio de la Romareda,Saúl Ais,Match Report,
Regular Season,12,Sat,2017-10-28,16:00 (09:00),Lugo,1–0,Gimnàstic,3450,Estadio Anxo Carro,Jorge Valdés Aller,Match Report,
Regular Season,12,Sat,2017-10-28,18:00 (11:00),Cádiz,0–0,Rayo Vallecano,13684,Estadio Ramón de Carranza,Iñaki Bikandi,Match Report,
Regular Season,12,Sat,2017-10-28,18:00 (11:00),Albacete,0–0,Huesca,6525,Estadio Carlos Belmonte,Guillermo Cuadra,Match Report,
Regular Season,12,Sat,2017-10-28,20:00 (13:00),Sporting Gijón,2–0,Almería,20987,Estadio Municipal El Molinón,Eduardo Prieto,Match Report,
Regular Season,12,Sun,2017-10-29,12:00 (06:00),Barcelona B,1–1,Sevilla B,2491,Mini Estadi,Valentín Pizarro,Match Report,
Regular Season,12,Sun,2017-10-29,16:00 (10:00),Córdoba,1–1,Numancia,8165,Estadio Nuevo Arcángel,Isidro Díaz de Mera,Match Report,
Regular Season,12,Sun,2017-10-29,18:00 (12:00),Alcorcón,2–0,Oviedo,3762,Estadio Santo Domingo,Luis Milla,Match Report,
Regular Season,12,Sun,2017-10-29,20:00 (14:00),Reus,2–2,Valladolid,2138,Estadio Camp Nou Municipal,Juan Pulido,Match Report,
Regular Season,12,Sun,2017-10-29,19:30 (14:30),Tenerife,0–0,Osasuna,13762,Estadio Heliodoro Rodríguez Lopéz,Jorge Figueroa,Match Report,
Regular Season,12,Mon,2017-10-30,20:30 (14:30),Granada,4–1,Lorca FC,11325,Estadio Nuevo Los Cármenes,David Pérez,Match Report,
,,,,,,,,,,,,
Regular Season,7,Wed,2017-11-01,18:00 (12:00),Gimnàstic,0–0,Barcelona B,6822,Nou Estadi de Tarragona,Santiago Varón,Match Report,
,,,,,,,,,,,,
Regular Season,13,Fri,2017-11-03,20:30 (14:30),Numancia,1–0,Alcorcón,2930,Nuevo Estadio Los Pajaritos,Saúl Ais,Match Report,
Regular Season,13,Sat,2017-11-04,16:00 (10:00),Rayo Vallecano,1–1,Albacete,8523,Estadio del Rayo Vallecano,Rubén Eiriz,Match Report,
Regular Season,13,Sat,2017-11-04,18:00 (12:00),Sevilla B,1–1,Tenerife,1309,Estadio Viejo Nervión,Santiago Varón,Match Report,
Regular Season,13,Sat,2017-11-04,20:00 (14:00),Lorca FC,1–0,Córdoba,6727,Estadio Francisco Artés Carrasco,José López,Match Report,
Regular Season,13,Sat,2017-11-04,20:30 (14:30),Reus,1–0,Sporting Gijón,1548,Estadio Camp Nou Municipal,Daniel Ocón,Match Report,
Regular Season,13,Sun,2017-11-05,12:00 (05:00),Oviedo,3–2,Lugo,12507,Estadio Nuevo Carlos Tartiere,Gorka Sagues,Match Report,
Regular Season,13,Sun,2017-11-05,16:00 (09:00),Cultural Leonesa,1–1,Barcelona B,8079,Estadio Municipal Reino de León,Álvaro Moreno,Match Report,
Regular Season,13,Sun,2017-11-05,18:00 (11:00),Osasuna,0–0,Granada,15133,Estadio El Sadar,Juan Pulido,Match Report,
Regular Season,13,Sun,2017-11-05,18:00 (11:00),Valladolid,0–3,Gimnàstic,9628,Estadio Municipal José Zorrilla,Aitor Gorostegui,Match Report,
Regular Season,13,Sun,2017-11-05,20:00 (13:00),Almería,0–2,Cádiz,6961,Estadio de los Juegos Mediterráneos,Dámaso Arcediano,Match Report,
Regular Season,13,Mon,2017-11-06,21:00 (14:00),Huesca,3–1,Zaragoza,4805,Estadio El Alcoraz,Oliver De La Fuente,Match Report,
,,,,,,,,,,,,
Regular Season,14,Fri,2017-11-10,21:00 (14:00),Córdoba,0–1,Osasuna,7510,Estadio Nuevo Arcángel,Dámaso Arcediano,Match Report,
Regular Season,14,Sat,2017-11-11,13:00 (06:00),Alcorcón,1–1,Lorca FC,2306,Estadio Santo Domingo,Guillermo Cuadra,Match Report,
Regular Season,14,Sat,2017-11-11,16:00 (09:00),Albacete,2–0,Almería,6712,Estadio Carlos Belmonte,Álvaro Moreno,Match Report,
Regular Season,14,Sat,2017-11-11,17:00 (11:00),Tenerife,2–0,Cultural Leonesa,12555,Estadio Heliodoro Rodríguez Lopéz,Iñaki Bikandi,Match Report,
Regular Season,14,Sat,2017-11-11,18:00 (11:00),Zaragoza,3–2,Rayo Vallecano,17729,Estadio de la Romareda,Víctor Areces,Match Report,
Regular Season,14,Sat,2017-11-11,19:30 (12:30),Barcelona B,0–2,Huesca,2482,Mini Estadi,Jorge Valdés Aller,Match Report,
Regular Season,14,Sun,2017-11-12,12:00 (05:00),Granada,1–2,Sevilla B,13645,Estadio Nuevo Los Cármenes,Isidro Díaz de Mera,Match Report,
Regular Season,14,Sun,2017-11-12,16:00 (09:00),Gimnàstic,1–2,Oviedo,5927,Nou Estadi de Tarragona,Valentín Pizarro,Match Report,
Regular Season,14,Sun,2017-11-12,18:00 (11:00),Lugo,0–1,Numancia,3674,Estadio Anxo Carro,Luis Milla,Match Report,
Regular Season,14,Sun,2017-11-12,20:30 (13:30),Sporting Gijón,1–1,Valladolid,18986,Estadio Municipal El Molinón,Adrián Cordero,Match Report,
Regular Season,14,Mon,2017-11-13,21:00 (14:00),Cádiz,1–0,Reus,10976,Estadio Ramón de Carranza,Eduardo Prieto,Match Report,
,,,,,,,,,,,,
Regular Season,15,Fri,2017-11-17,21:00 (14:00),Almería,3–0,Zaragoza,5209,Estadio de los Juegos Mediterráneos,Daniel Ocón,Match Report,
Regular Season,15,Sat,2017-11-18,16:00 (09:00),Huesca,3–0,Tenerife,4338,Estadio El Alcoraz,Valentín Pizarro,Match Report,
Regular Season,15,Sat,2017-11-18,18:00 (11:00),Lorca FC,1–2,Lugo,5446,Estadio Francisco Artés Carrasco,Juan Pulido,Match Report,
Regular Season,15,Sat,2017-11-18,18:00 (11:00),Valladolid,3–1,Oviedo,12386,Estadio Municipal José Zorrilla,Rubén Eiriz,Match Report,
Regular Season,15,Sat,2017-11-18,20:00 (13:00),Reus,1–1,Albacete,1775,Estadio Camp Nou Municipal,Aitor Gorostegui,Match Report,
Regular Season,15,Sun,2017-11-19,12:00 (05:00),Numancia,1–2,Gimnàstic,3117,Nuevo Estadio Los Pajaritos,José López,Match Report,
Regular Season,15,Sun,2017-11-19,16:00 (09:00),Rayo Vallecano,1–0,Barcelona B,9016,Estadio del Rayo Vallecano,Saúl Ais,Match Report,
Regular Season,15,Sun,2017-11-19,18:00 (11:00),Sevilla B,1–1,Córdoba,2103,Estadio Viejo Nervión,David Pérez,Match Report,
Regular Season,15,Sun,2017-11-19,18:00 (11:00),Osasuna,2–3,Alcorcón,15266,Estadio El Sadar,Jorge Valdés Aller,Match Report,
Regular Season,15,Sun,2017-11-19,20:00 (13:00),Cultural Leonesa,1–1,Granada,7861,Estadio Municipal Reino de León,Dámaso Arcediano,Match Report,
Regular Season,15,Sun,2017-11-19,20:30 (13:30),Sporting Gijón,0–3,Cádiz,19794,Estadio Municipal El Molinón,Isidro Díaz de Mera,Match Report,
,,,,,,,,,,,,
Regular Season,16,Fri,2017-11-24,20:00 (14:00),Tenerife,2–2,Rayo Vallecano,11040,Estadio Heliodoro Rodríguez Lopéz,Oliver De La Fuente,Match Report,
Regular Season,16,Sat,2017-11-25,16:00 (09:00),Cádiz,1–0,Valladolid,12971,Estadio Ramón de Carranza,Álvaro Moreno,Match Report,
Regular Season,16,Sat,2017-11-25,18:00 (11:00),Gimnàstic,0–2,Lorca FC,5419,Nou Estadi de Tarragona,Jorge Figueroa,Match Report,
Regular Season,16,Sat,2017-11-25,18:00 (11:00),Oviedo,3–1,Numancia,12268,Estadio Nuevo Carlos Tartiere,Eduardo Prieto,Match Report,
Regular Season,16,Sat,2017-11-25,20:00 (13:00),Alcorcón,0–0,Sevilla B,2864,Estadio Santo Domingo,Rubén Eiriz,Match Report,
Regular Season,16,Sat,2017-11-25,20:30 (13:30),Zaragoza,0–0,Reus,14943,Estadio de la Romareda,Dámaso Arcediano,Match Report,
Regular Season,16,Sun,2017-11-26,12:00 (05:00),Barcelona B,1–1,Almería,2124,Mini Estadi,Adrián Cordero,Match Report,
Regular Season,16,Sun,2017-11-26,16:00 (09:00),Granada,2–0,Huesca,14047,Estadio Nuevo Los Cármenes,Iñaki Bikandi,Match Report,
Regular Season,16,Sun,2017-11-26,18:00 (11:00),Lugo,1–0,Osasuna,4664,Estadio Anxo Carro,Víctor Areces,Match Report,
Regular Season,16,Sun,2017-11-26,18:00 (11:00),Córdoba,2–2,Cultural Leonesa,9335,Estadio Nuevo Arcángel,Guillermo Cuadra,Match Report,
Regular Season,16,Sun,2017-11-26,20:00 (13:00),Albacete,2–2,Sporting Gijón,7833,Estadio Carlos Belmonte,Santiago Varón,Match Report,
,,,,,,,,,,,,
