Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
21,Sat,2017-01-21,20:45 (13:45),Milan,1–2,Napoli,54257,Stadio Giuseppe Meazza,Gianluca Rocchi,Match Report,
21,Sun,2017-01-22,12:30 (05:30),Juventus,2–0,Lazio,38968,Allianz Stadium,Davide Massa,Match Report,
21,Sun,2017-01-22,15:00 (08:00),Genoa,2–2,Crotone,18800,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
21,Sun,2017-01-22,15:00 (08:00),Palermo,0–1,Inter,10113,Stadio Renzo Barbera,Massimiliano Irrati,Match Report,
21,Sun,2017-01-22,15:00 (08:00),Pescara,1–3,Sassuolo,10463,Stadio Adriatico-Giovanni Cornacchia,Paolo Valeri,Match Report,
21,Sun,2017-01-22,15:00 (08:00),Empoli,1–0,Udinese,7164,Stadio Carlo Castellani,Carmine Russo,Match Report,
21,Sun,2017-01-22,15:00 (08:00),Bologna,2–0,Torino,17820,Stadio Renato Dall'Ara,Davide Ghersini,Match Report,
21,Sun,2017-01-22,18:00 (11:00),Atalanta,1–0,Sampdoria,15614,Stadio Atleti Azzurri d'Italia,Nicola Rizzoli,Match Report,
21,Sun,2017-01-22,20:45 (13:45),Roma,1–0,Cagliari,23961,Stadio Olimpico,Marco Guida,Match Report,
,,,,,,,,,,,
22,Sat,2017-01-28,18:00 (11:00),Lazio,0–1,Chievo,15000,Stadio Olimpico,Michael Fabbri,Match Report,
22,Sat,2017-01-28,20:45 (13:45),Inter,3–0,Pescara,38968,Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
22,Sun,2017-01-29,12:30 (05:30),Torino,1–1,Atalanta,15565,Stadio Olimpico di Torino,Antonio Damato,Match Report,
22,Sun,2017-01-29,15:00 (08:00),Cagliari,1–1,Bologna,11114,Stadio Sant'Elia,Luca Pairetto,Match Report,
22,Sun,2017-01-29,15:00 (08:00),Sassuolo,0–2,Juventus,21584,Stadio Città del Tricolore,Daniele Doveri,Match Report,
22,Sun,2017-01-29,15:00 (08:00),Crotone,4–1,Empoli,7486,Stadio Ezio Scida,Paolo Tagliavento,Match Report,
22,Sun,2017-01-29,15:00 (08:00),Udinese,2–1,Milan,25155,Dacia Arena,Luca Banti,Match Report,
22,Sun,2017-01-29,15:00 (08:00),Fiorentina,3–3,Genoa,27301,Stadio Artemio Franchi,Daniele Orsato,Match Report,
22,Sun,2017-01-29,15:00 (08:00),Sampdoria,3–2,Roma,19799,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
22,Sun,2017-01-29,20:45 (13:45),Napoli,1–1,Palermo,41166,Stadio San Paolo,Domenico Celi,Match Report,
,,,,,,,,,,,
19,Wed,2017-02-01,20:45 (13:45),Pescara,1–2,Fiorentina,8483,Stadio Adriatico-Giovanni Cornacchia,Carmine Russo,Match Report,
,,,,,,,,,,,
23,Sat,2017-02-04,20:45 (13:45),Bologna,1–7,Napoli,37043,Stadio Renato Dall'Ara,Davide Massa,Match Report,
23,Sun,2017-02-05,12:30 (05:30),Milan,0–1,Sampdoria,31974,Stadio Giuseppe Meazza,Marco Guida,Match Report,
23,Sun,2017-02-05,15:00 (08:00),Chievo,0–0,Udinese,10000,Stadio Marc'Antonio Bentegodi,Gianluca Aureliano,Match Report,
23,Sun,2017-02-05,15:00 (08:00),Genoa,0–1,Sassuolo,18686,Stadio Comunale Luigi Ferraris,Carmine Russo,Match Report,
23,Sun,2017-02-05,15:00 (08:00),Atalanta,2–0,Cagliari,14782,Stadio Atleti Azzurri d'Italia,Claudio Gavillucci,Match Report,
23,Sun,2017-02-05,15:00 (08:00),Empoli,1–1,Torino,7725,Stadio Carlo Castellani,Marco Di Bello,Match Report,
23,Sun,2017-02-05,15:00 (08:00),Pescara,2–6,Lazio,11511,Stadio Adriatico-Giovanni Cornacchia,Piero Giacomelli,Match Report,
23,Sun,2017-02-05,18:00 (11:00),Palermo,1–0,Crotone,8934,Stadio Renzo Barbera,Gianluca Rocchi,Match Report,
23,Sun,2017-02-05,20:45 (13:45),Juventus,1–0,Inter,41318,Allianz Stadium,Nicola Rizzoli,Match Report,
23,Tue,2017-02-07,20:45 (13:45),Roma,4–0,Fiorentina,25394,Stadio Olimpico,Massimiliano Irrati,Match Report,
,,,,,,,,,,,
18,Wed,2017-02-08,18:00 (11:00),Crotone,0–2,Juventus,15353,Stadio Ezio Scida,Paolo Valeri,Match Report,
18,Wed,2017-02-08,20:45 (13:45),Bologna,0–1,Milan,23863,Stadio Renato Dall'Ara,Daniele Doveri,Match Report,
,,,,,,,,,,,
24,Fri,2017-02-10,20:45 (13:45),Napoli,2–0,Genoa,42437,Stadio San Paolo,Piero Giacomelli,Match Report,
24,Sat,2017-02-11,20:45 (13:45),Fiorentina,3–0,Udinese,24360,Stadio Artemio Franchi,Maurizio Mariani,Match Report,
24,Sun,2017-02-12,12:30 (05:30),Crotone,0–2,Roma,11309,Stadio Ezio Scida,Carmine Russo,Match Report,
24,Sun,2017-02-12,15:00 (08:00),Inter,2–0,Empoli,23148,Stadio Giuseppe Meazza,Domenico Celi,Match Report,
24,Sun,2017-02-12,15:00 (08:00),Sassuolo,1–3,Chievo,9581,Stadio Città del Tricolore,Luca Pairetto,Match Report,
24,Sun,2017-02-12,15:00 (08:00),Torino,5–3,Pescara,14827,Stadio Olimpico di Torino,Fabio Maresca,Match Report,
24,Sun,2017-02-12,15:00 (08:00),Palermo,1–3,Atalanta,12844,Stadio Renzo Barbera,Daniele Orsato,Match Report,
24,Sun,2017-02-12,18:00 (11:00),Sampdoria,3–1,Bologna,17973,Stadio Comunale Luigi Ferraris,Michael Fabbri,Match Report,
24,Sun,2017-02-12,20:45 (13:45),Cagliari,0–2,Juventus,15874,Stadio Sant'Elia,Giampaolo Calvarese,Match Report,
24,Mon,2017-02-13,20:45 (13:45),Lazio,1–1,Milan,25000,Stadio Olimpico,Antonio Damato,Match Report,
,,,,,,,,,,,
25,Fri,2017-02-17,20:45 (13:45),Juventus,4–1,Palermo,39247,Allianz Stadium,Marco Di Bello,Match Report,
25,Sat,2017-02-18,18:00 (11:00),Atalanta,1–0,Crotone,17577,Stadio Atleti Azzurri d'Italia,Luca Banti,Match Report,
25,Sat,2017-02-18,20:45 (13:45),Empoli,1–2,Lazio,8743,Stadio Carlo Castellani,Nicola Rizzoli,Match Report,
25,Sun,2017-02-19,12:30 (05:30),Bologna,0–1,Inter,28006,Stadio Renato Dall'Ara,Paolo Mazzoleni,Match Report,
25,Sun,2017-02-19,15:00 (08:00),Chievo,1–3,Napoli,10000,Stadio Marc'Antonio Bentegodi,Massimiliano Irrati,Match Report,
25,Sun,2017-02-19,15:00 (08:00),Udinese,1–2,Sassuolo,17719,Dacia Arena,Paolo Tagliavento,Match Report,
25,Sun,2017-02-19,15:00 (08:00),Pescara,5–0,Genoa,11142,Stadio Adriatico-Giovanni Cornacchia,Eugenio Abbattista,Match Report,
25,Sun,2017-02-19,15:00 (08:00),Sampdoria,1–1,Cagliari,18434,Stadio Comunale Luigi Ferraris,Davide Massa,Match Report,
25,Sun,2017-02-19,18:00 (11:00),Roma,4–1,Torino,31165,Stadio Olimpico,Marco Guida,Match Report,
25,Sun,2017-02-19,20:45 (13:45),Milan,2–1,Fiorentina,32743,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
,,,,,,,,,,,
26,Sat,2017-02-25,18:00 (11:00),Napoli,0–2,Atalanta,45800,Stadio San Paolo,Domenico Celi,Match Report,
26,Sat,2017-02-25,20:45 (13:45),Juventus,2–0,Empoli,38297,Allianz Stadium,Maurizio Mariani,Match Report,
26,Sun,2017-02-26,12:30 (05:30),Palermo,1–1,Sampdoria,10139,Stadio Renzo Barbera,Daniele Doveri,Match Report,
26,Sun,2017-02-26,15:00 (08:00),Sassuolo,0–1,Milan,18842,Stadio Città del Tricolore,Giampaolo Calvarese,Match Report,
26,Sun,2017-02-26,15:00 (08:00),Lazio,1–0,Udinese,15000,Stadio Olimpico,Luca Pairetto,Match Report,
26,Sun,2017-02-26,15:00 (08:00),Chievo,2–0,Pescara,9500,Stadio Marc'Antonio Bentegodi,Claudio Gavillucci,Match Report,
26,Sun,2017-02-26,15:00 (08:00),Crotone,1–2,Cagliari,7341,Stadio Ezio Scida,Daniele Orsato,Match Report,
26,Sun,2017-02-26,15:00 (08:00),Genoa,1–1,Bologna,18788,Stadio Comunale Luigi Ferraris,Gianluca Rocchi,Match Report,
26,Sun,2017-02-26,20:45 (13:45),Inter,1–3,Roma,58652,Stadio Giuseppe Meazza,Paolo Tagliavento,Match Report,
26,Mon,2017-02-27,20:45 (13:45),Fiorentina,2–2,Torino,23260,Stadio Artemio Franchi,Piero Giacomelli,Match Report,
,,,,,,,,,,,
27,Sat,2017-03-04,15:00 (08:00),Roma,1–2,Napoli,30909,Stadio Olimpico,Luca Banti,Match Report,
27,Sat,2017-03-04,18:00 (11:00),Sampdoria,3–1,Pescara,17660,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua,Match Report,
27,Sat,2017-03-04,20:45 (13:45),Milan,3–1,Chievo,27357,Stadio Giuseppe Meazza,Fabio Maresca,Match Report,
27,Sun,2017-03-05,12:30 (05:30),Atalanta,0–0,Fiorentina,18919,Stadio Atleti Azzurri d'Italia,Marco Guida,Match Report,
27,Sun,2017-03-05,15:00 (08:00),Udinese,1–1,Juventus,25828,Dacia Arena,Antonio Damato,Match Report,
27,Sun,2017-03-05,15:00 (08:00),Empoli,0–2,Genoa,7655,Stadio Carlo Castellani,Daniele Doveri,Match Report,
27,Sun,2017-03-05,15:00 (08:00),Crotone,0–0,Sassuolo,7544,Stadio Ezio Scida,Michael Fabbri,Match Report,
27,Sun,2017-03-05,15:00 (08:00),Torino,3–1,Palermo,16098,Stadio Olimpico di Torino,Nicola Rizzoli,Match Report,
27,Sun,2017-03-05,15:00 (08:00),Cagliari,1–5,Inter,15649,Stadio Sant'Elia,Marco Di Bello,Match Report,
27,Sun,2017-03-05,20:45 (13:45),Bologna,0–2,Lazio,18262,Stadio Renato Dall'Ara,Carmine Russo,Match Report,
,,,,,,,,,,,
28,Fri,2017-03-10,20:45 (13:45),Juventus,2–1,Milan,40573,Allianz Stadium,Davide Massa,Match Report,
28,Sat,2017-03-11,20:45 (13:45),Genoa,0–1,Sampdoria,31190,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
28,Sun,2017-03-12,12:30 (06:30),Sassuolo,0–1,Bologna,10773,Stadio Città del Tricolore,Paolo Valeri,Match Report,
28,Sun,2017-03-12,15:00 (09:00),Fiorentina,1–0,Cagliari,25656,Stadio Artemio Franchi,Claudio Gavillucci,Match Report,
28,Sun,2017-03-12,15:00 (09:00),Pescara,1–3,Udinese,11105,Stadio Adriatico-Giovanni Cornacchia,Domenico Celi,Match Report,
28,Sun,2017-03-12,15:00 (09:00),Inter,7–1,Atalanta,59359,Stadio Giuseppe Meazza,Massimiliano Irrati,Match Report,
28,Sun,2017-03-12,15:00 (09:00),Napoli,3–0,Crotone,45169,Stadio San Paolo,Maurizio Mariani,Match Report,
28,Sun,2017-03-12,15:00 (09:00),Chievo,4–0,Empoli,10000,Stadio Marc'Antonio Bentegodi,Piero Giacomelli,Match Report,
28,Sun,2017-03-12,20:45 (14:45),Palermo,0–3,Roma,12961,Stadio Renzo Barbera,Gianluca Rocchi,Match Report,
28,Mon,2017-03-13,20:45 (14:45),Lazio,3–1,Torino,20000,Stadio Olimpico,Paolo Mazzoleni,Match Report,
,,,,,,,,,,,
29,Sat,2017-03-18,18:00 (12:00),Torino,2–2,Inter,26000,Stadio Olimpico di Torino,Luca Banti,Match Report,
29,Sat,2017-03-18,20:45 (14:45),Milan,1–0,Genoa,34851,Stadio Giuseppe Meazza,Carmine Russo,Match Report,
29,Sun,2017-03-19,12:30 (06:30),Empoli,2–3,Napoli,13732,Stadio Carlo Castellani,Antonio Damato,Match Report,
29,Sun,2017-03-19,15:00 (09:00),Bologna,4–1,Chievo,20982,Stadio Renato Dall'Ara,Rosario Abisso,Match Report,
29,Sun,2017-03-19,15:00 (09:00),Crotone,0–1,Fiorentina,7997,Stadio Ezio Scida,Luca Pairetto,Match Report,
29,Sun,2017-03-19,15:00 (09:00),Atalanta,3–0,Pescara,17844,Stadio Atleti Azzurri d'Italia,Michael Fabbri,Match Report,
29,Sun,2017-03-19,15:00 (09:00),Cagliari,0–0,Lazio,15535,Stadio Sant'Elia,Marco Guida,Match Report,
29,Sun,2017-03-19,15:00 (09:00),Sampdoria,0–1,Juventus,26127,Stadio Comunale Luigi Ferraris,Paolo Tagliavento,Match Report,
29,Sun,2017-03-19,18:00 (12:00),Udinese,4–1,Palermo,15469,Dacia Arena,Fabio Maresca,Match Report,
29,Sun,2017-03-19,20:45 (14:45),Roma,3–1,Sassuolo,25477,Stadio Olimpico,Marco Di Bello,Match Report,
,,,,,,,,,,,
30,Sat,2017-04-01,18:00 (11:00),Sassuolo,1–2,Lazio,12737,Stadio Città del Tricolore,Piero Giacomelli,Match Report,
30,Sat,2017-04-01,20:45 (13:45),Roma,2–0,Empoli,31946,Stadio Olimpico,Davide Massa,Match Report,
30,Sun,2017-04-02,12:30 (05:30),Torino,2–2,Udinese,17882,Stadio Olimpico di Torino,Davide Ghersini,Match Report,
30,Sun,2017-04-02,15:00 (08:00),Palermo,1–3,Cagliari,11938,Stadio Renzo Barbera,Paolo Valeri,Match Report,
30,Sun,2017-04-02,15:00 (08:00),Chievo,1–2,Crotone,8000,Stadio Marc'Antonio Bentegodi,Giampaolo Calvarese,Match Report,
30,Sun,2017-04-02,15:00 (08:00),Genoa,0–5,Atalanta,17730,Stadio Comunale Luigi Ferraris,Claudio Gavillucci,Match Report,
30,Sun,2017-04-02,15:00 (08:00),Pescara,1–1,Milan,19809,Stadio Adriatico-Giovanni Cornacchia,Paolo Mazzoleni,Match Report,
30,Sun,2017-04-02,15:00 (08:00),Fiorentina,1–0,Bologna,27496,Stadio Artemio Franchi,Daniele Doveri,Match Report,
30,Sun,2017-04-02,20:45 (13:45),Napoli,1–1,Juventus,53085,Stadio San Paolo,Daniele Orsato,Match Report,
30,Mon,2017-04-03,20:45 (13:45),Inter,1–2,Sampdoria,47043,Stadio Giuseppe Meazza,Domenico Celi,Match Report,
,,,,,,,,,,,
31,Sat,2017-04-08,15:00 (08:00),Empoli,1–1,Pescara,7711,Stadio Carlo Castellani,Paolo Tagliavento,Match Report,
31,Sat,2017-04-08,18:00 (11:00),Atalanta,1–1,Sassuolo,18209,Stadio Atleti Azzurri d'Italia,Nicola Rizzoli,Match Report,
31,Sat,2017-04-08,20:45 (13:45),Juventus,2–0,Chievo,39196,Allianz Stadium,Michael Fabbri,Match Report,
31,Sun,2017-04-09,12:30 (05:30),Sampdoria,2–2,Fiorentina,19347,Stadio Comunale Luigi Ferraris,Carmine Russo,Match Report,
31,Sun,2017-04-09,15:00 (08:00),Bologna,0–3,Roma,22947,Stadio Renato Dall'Ara,Antonio Damato,Match Report,
31,Sun,2017-04-09,15:00 (08:00),Crotone,2–1,Inter,13967,Stadio Ezio Scida,Marco Guida,Match Report,
31,Sun,2017-04-09,15:00 (08:00),Cagliari,2–3,Torino,12103,Stadio Sant'Elia,Gianluca Rocchi,Match Report,
31,Sun,2017-04-09,15:00 (08:00),Udinese,3–0,Genoa,16126,Dacia Arena,Maurizio Mariani,Match Report,
31,Sun,2017-04-09,15:00 (08:00),Milan,4–0,Palermo,36808,Stadio Giuseppe Meazza,Marco Di Bello,Match Report,
31,Sun,2017-04-09,20:45 (13:45),Lazio,0–3,Napoli,30000,Stadio Olimpico,Massimiliano Irrati,Match Report,
,,,,,,,,,,,
32,Sat,2017-04-15,12:30 (05:30),Inter,2–2,Milan,78328,Stadio Giuseppe Meazza,Daniele Orsato,Match Report,
32,Sat,2017-04-15,15:00 (08:00),Palermo,0–0,Bologna,9915,Stadio Renzo Barbera,Luca Banti,Match Report,
32,Sat,2017-04-15,15:00 (08:00),Fiorentina,1–2,Empoli,26195,Stadio Artemio Franchi,Paolo Mazzoleni,Match Report,
32,Sat,2017-04-15,15:00 (08:00),Genoa,2–2,Lazio,19545,Stadio Comunale Luigi Ferraris,Fabio Maresca,Match Report,
32,Sat,2017-04-15,15:00 (08:00),Cagliari,4–0,Chievo,11195,Stadio Sant'Elia,Gianluca Manganiello,Match Report,
32,Sat,2017-04-15,15:00 (08:00),Torino,1–1,Crotone,18750,Stadio Olimpico di Torino,Daniele Doveri,Match Report,
32,Sat,2017-04-15,15:00 (08:00),Pescara,0–2,Juventus,19938,Stadio Adriatico-Giovanni Cornacchia,Marco Di Bello,Match Report,
32,Sat,2017-04-15,15:00 (08:00),Roma,1–1,Atalanta,34546,Stadio Olimpico,Piero Giacomelli,Match Report,
32,Sat,2017-04-15,18:00 (11:00),Sassuolo,2–1,Sampdoria,11362,Stadio Città del Tricolore,Luca Pairetto,Match Report,
32,Sat,2017-04-15,20:45 (13:45),Napoli,3–0,Udinese,38764,Stadio San Paolo,Davide Massa,Match Report,
,,,,,,,,,,,
33,Sat,2017-04-22,18:00 (11:00),Atalanta,3–2,Bologna,17528,Stadio Atleti Azzurri d'Italia,Carmine Russo,Match Report,
33,Sat,2017-04-22,20:45 (13:45),Fiorentina,5–4,Inter,30011,Stadio Artemio Franchi,Paolo Valeri,Match Report,
33,Sun,2017-04-23,12:30 (05:30),Sassuolo,2–2,Napoli,18870,Stadio Città del Tricolore,Antonio Damato,Match Report,
33,Sun,2017-04-23,15:00 (08:00),Sampdoria,1–2,Crotone,18215,Stadio Comunale Luigi Ferraris,Nicola Rizzoli,Match Report,
33,Sun,2017-04-23,15:00 (08:00),Chievo,1–3,Torino,10000,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,Match Report,
33,Sun,2017-04-23,15:00 (08:00),Lazio,6–2,Palermo,25000,Stadio Olimpico,Michael Fabbri,Match Report,
33,Sun,2017-04-23,15:00 (08:00),Udinese,2–1,Cagliari,16623,Dacia Arena,Valerio Marini,Match Report,
33,Sun,2017-04-23,15:00 (08:00),Milan,1–2,Empoli,39529,Stadio Giuseppe Meazza,Claudio Gavillucci,Match Report,
33,Sun,2017-04-23,20:45 (13:45),Juventus,4–0,Genoa,39220,Allianz Stadium,Giampaolo Calvarese,Match Report,
33,Mon,2017-04-24,20:45 (13:45),Pescara,1–4,Roma,15368,Stadio Adriatico-Giovanni Cornacchia,Massimiliano Irrati,Match Report,
,,,,,,,,,,,
34,Fri,2017-04-28,20:45 (13:45),Atalanta,2–2,Juventus,19600,Stadio Atleti Azzurri d'Italia,Marco Guida,Match Report,
34,Sat,2017-04-29,20:45 (13:45),Torino,1–1,Sampdoria,17349,Stadio Olimpico di Torino,Davide Massa,Match Report,
34,Sun,2017-04-30,12:30 (05:30),Roma,1–3,Lazio,43794,Stadio Olimpico,Daniele Orsato,Match Report,
34,Sun,2017-04-30,15:00 (08:00),Crotone,1–1,Milan,14518,Stadio Ezio Scida,Luca Banti,Match Report,
34,Sun,2017-04-30,15:00 (08:00),Bologna,4–0,Udinese,22360,Stadio Renato Dall'Ara,Domenico Celi,Match Report,
34,Sun,2017-04-30,15:00 (08:00),Empoli,1–3,Sassuolo,7484,Stadio Carlo Castellani,Daniele Doveri,Match Report,
34,Sun,2017-04-30,15:00 (08:00),Palermo,2–0,Fiorentina,10327,Stadio Renzo Barbera,Paolo Tagliavento,Match Report,
34,Sun,2017-04-30,15:00 (08:00),Genoa,1–2,Chievo,19467,Stadio Comunale Luigi Ferraris,Luca Pairetto,Match Report,
34,Sun,2017-04-30,15:00 (08:00),Cagliari,1–0,Pescara,11125,Stadio Sant'Elia,Daniele Minelli,Match Report,
34,Sun,2017-04-30,20:45 (13:45),Inter,0–1,Napoli,57076,Stadio Giuseppe Meazza,Gianluca Rocchi,Match Report,
,,,,,,,,,,,
35,Sat,2017-05-06,18:00 (11:00),Napoli,3–1,Cagliari,47281,Stadio San Paolo,Piero Giacomelli,Match Report,
35,Sat,2017-05-06,20:45 (13:45),Juventus,1–1,Torino,39239,Allianz Stadium,Paolo Valeri,Match Report,
35,Sun,2017-05-07,12:30 (05:30),Udinese,1–1,Atalanta,18476,Dacia Arena,Marco Di Bello,Match Report,
35,Sun,2017-05-07,15:00 (08:00),Sassuolo,2–2,Fiorentina,11152,Stadio Città del Tricolore,Claudio Gavillucci,Match Report,
35,Sun,2017-05-07,15:00 (08:00),Genoa,1–0,Inter,20980,Stadio Comunale Luigi Ferraris,Antonio Damato,Match Report,
35,Sun,2017-05-07,15:00 (08:00),Pescara,0–1,Crotone,10447,Stadio Adriatico-Giovanni Cornacchia,Carmine Russo,Match Report,
35,Sun,2017-05-07,15:00 (08:00),Empoli,3–1,Bologna,8883,Stadio Carlo Castellani,Giampaolo Calvarese,Match Report,
35,Sun,2017-05-07,15:00 (08:00),Chievo,1–1,Palermo,10000,Stadio Marc'Antonio Bentegodi,Marco Serra,Match Report,
35,Sun,2017-05-07,15:00 (08:00),Lazio,7–3,Sampdoria,40000,Stadio Olimpico,Paolo Mazzoleni,Match Report,
35,Sun,2017-05-07,20:45 (13:45),Milan,1–4,Roma,54022,Stadio Giuseppe Meazza,Nicola Rizzoli,Match Report,
,,,,,,,,,,,
36,Sat,2017-05-13,18:00 (11:00),Fiorentina,3–2,Lazio,25770,Stadio Artemio Franchi,Domenico Celi,Match Report,
36,Sat,2017-05-13,20:45 (13:45),Atalanta,1–1,Milan,19656,Stadio Atleti Azzurri d'Italia,Gianluca Rocchi,Match Report,
36,Sun,2017-05-14,12:30 (05:30),Inter,1–2,Sassuolo,42222,Stadio Giuseppe Meazza,Davide Massa,Match Report,
36,Sun,2017-05-14,15:00 (08:00),Crotone,1–0,Udinese,8500,Stadio Ezio Scida,Michael Fabbri,Match Report,
36,Sun,2017-05-14,15:00 (08:00),Cagliari,3–2,Empoli,12021,Stadio Sant'Elia,Maurizio Mariani,Match Report,
36,Sun,2017-05-14,15:00 (08:00),Sampdoria,1–1,Chievo,18163,Stadio Comunale Luigi Ferraris,Fabio Maresca,Match Report,
36,Sun,2017-05-14,15:00 (08:00),Torino,0–5,Napoli,24267,Stadio Olimpico di Torino,Massimiliano Irrati,Match Report,
36,Sun,2017-05-14,15:00 (08:00),Bologna,3–1,Pescara,21546,Stadio Renato Dall'Ara,Antonio Di Martino,Match Report,
36,Sun,2017-05-14,15:00 (08:00),Palermo,1–0,Genoa,8863,Stadio Renzo Barbera,Daniele Doveri,Match Report,
36,Sun,2017-05-14,20:45 (13:45),Roma,3–1,Juventus,53023,Stadio Olimpico,Luca Banti,Match Report,
,,,,,,,,,,,
37,Sat,2017-05-20,18:00 (11:00),Chievo,3–5,Roma,20000,Stadio Marc'Antonio Bentegodi,Antonio Damato,Match Report,
37,Sat,2017-05-20,20:45 (13:45),Napoli,4–1,Fiorentina,49519,Stadio San Paolo,Nicola Rizzoli,Match Report,
37,Sun,2017-05-21,15:00 (08:00),Empoli,0–1,Atalanta,10233,Stadio Carlo Castellani,Paolo Valeri,Match Report,
37,Sun,2017-05-21,15:00 (08:00),Milan,3–0,Bologna,41054,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
37,Sun,2017-05-21,15:00 (08:00),Sassuolo,6–2,Cagliari,10806,Stadio Città del Tricolore,Luigi Nasca,Match Report,
37,Sun,2017-05-21,15:00 (08:00),Genoa,2–1,Torino,26106,Stadio Comunale Luigi Ferraris,Marco Guida,Match Report,
37,Sun,2017-05-21,15:00 (08:00),Juventus,3–0,Crotone,39305,Allianz Stadium,Paolo Mazzoleni,Match Report,
37,Sun,2017-05-21,15:00 (08:00),Udinese,1–1,Sampdoria,16119,Dacia Arena,Riccardo Pinzani,Match Report,
37,Sun,2017-05-21,20:45 (13:45),Lazio,1–3,Inter,30000,Stadio Olimpico,Marco Di Bello,Match Report,
37,Mon,2017-05-22,20:45 (13:45),Pescara,2–0,Palermo,10062,Stadio Adriatico-Giovanni Cornacchia,Luca Pairetto,Match Report,
,,,,,,,,,,,
38,Sat,2017-05-27,18:00 (11:00),Bologna,1–2,Juventus,29233,Stadio Renato Dall'Ara,Maurizio Mariani,Match Report,
38,Sat,2017-05-27,18:00 (11:00),Atalanta,1–0,Chievo,19217,Stadio Atleti Azzurri d'Italia,Domenico Celi,Match Report,
38,Sun,2017-05-28,15:00 (08:00),Cagliari,2–1,Milan,12225,Stadio Sant'Elia,Rosario Abisso,Match Report,
38,Sun,2017-05-28,18:00 (11:00),Sampdoria,2–4,Napoli,19147,Stadio Comunale Luigi Ferraris,Luca Banti,Match Report,
38,Sun,2017-05-28,18:00 (11:00),Roma,3–2,Genoa,59716,Stadio Olimpico,Paolo Tagliavento,Match Report,
38,Sun,2017-05-28,20:45 (13:45),Crotone,3–1,Lazio,14594,Stadio Ezio Scida,Gianluca Rocchi,Match Report,
38,Sun,2017-05-28,20:45 (13:45),Torino,5–3,Sassuolo,16803,Stadio Olimpico di Torino,Antonio Rapuano,Match Report,
38,Sun,2017-05-28,20:45 (13:45),Palermo,2–1,Empoli,8559,Stadio Renzo Barbera,Nicola Rizzoli,Match Report,
38,Sun,2017-05-28,20:45 (13:45),Inter,5–2,Udinese,36689,Stadio Giuseppe Meazza,Aleandro Di Paolo,Match Report,
38,Sun,2017-05-28,20:45 (13:45),Fiorentina,2–2,Pescara,24519,Stadio Artemio Franchi,Daniele Martinelli,Match Report,
