Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
18,Sun,2019-12-22,16:00 (09:00),Betis,0.7,1–2,1.6,Atlético Madrid,52017,Estadio Benito Villamarín,Javier Estrada,Match Report,
18,Sun,2019-12-22,18:30 (11:30),Levante,2.8,3–1,1.1,Celta Vigo,18653,Estadio Ciudad de Valencia,Eduardo Prieto,Match Report,
18,Sun,2019-12-22,21:00 (14:00),Real Madrid,2.5,0–0,0.6,Athletic Bilbao,71306,Estadio Santiago Bernabéu,Adrián Cordero,Match Report,
,,,,,,,,,,,,,
19,Fri,2020-01-03,19:00 (12:00),Valladolid,1.4,2–2,2.2,Leganés,21492,Estadio Municipal José Zorrilla,Juan Martínez,Match Report,
19,Fri,2020-01-03,21:00 (14:00),Sevilla,1.3,1–1,0.2,Athletic Bilbao,37972,Estadio Ramón Sánchez Pizjuán,José González,Match Report,
19,Sat,2020-01-04,13:00 (06:00),Valencia,0.6,1–0,1.3,Eibar,39702,Estadio de Mestalla,Alejandro Hernández,Match Report,
19,Sat,2020-01-04,16:00 (09:00),Getafe,0.7,0–3,2.6,Real Madrid,15426,Coliseum Alfonso Pérez,José Luis Munuera,Match Report,
19,Sat,2020-01-04,18:30 (11:30),Atlético Madrid,1.3,2–1,0.4,Levante,59084,Estadio Wanda Metropolitano,Ricardo de Burgos,Match Report,
19,Sat,2020-01-04,21:00 (14:00),Espanyol,0.5,2–2,1.7,Barcelona,33562,RCDE Stadium,Carlos del Cerro,Match Report,
19,Sun,2020-01-05,12:00 (05:00),Granada,1.3,1–0,1.1,Mallorca,16395,Estadio Nuevo Los Cármenes,César Soto,Match Report,
19,Sun,2020-01-05,14:00 (07:00),Real Sociedad,1.1,1–2,1.5,Villarreal,31538,Estadio Municipal de Anoeta,José Sánchez,Match Report,
19,Sun,2020-01-05,16:00 (09:00),Alavés,0.5,1–1,1.6,Betis,17689,Estadio de Mendizorroza,Antonio Matéu Lahoz,Match Report,
19,Sun,2020-01-05,21:00 (14:00),Celta Vigo,2.1,1–1,0.6,Osasuna,11932,Estadio de Balaídos,Guillermo Cuadra,Match Report,
,,,,,,,,,,,,,
20,Fri,2020-01-17,21:00 (14:00),Leganés,,,,Getafe,,Estadio Municipal de Butarque,,,
20,Sat,2020-01-18,13:00 (06:00),Levante,,,,Alavés,,Estadio Ciudad de Valencia,,,
20,Sat,2020-01-18,16:00 (09:00),Real Madrid,,,,Sevilla,,Estadio Santiago Bernabéu,,,
20,Sat,2020-01-18,18:30 (11:30),Osasuna,,,,Valladolid,,Estadio El Sadar,,,
20,Sat,2020-01-18,21:00 (14:00),Eibar,,,,Atlético Madrid,,Estadio Municipal de Ipurúa,,,
20,Sun,2020-01-19,12:00 (05:00),Mallorca,,,,Valencia,,Iberostar Estadi,,,
20,Sun,2020-01-19,14:00 (07:00),Betis,,,,Real Sociedad,,Estadio Benito Villamarín,,,
20,Sun,2020-01-19,16:00 (09:00),Villarreal,,,,Espanyol,,Estadio de la Cerámica,,,
20,Sun,2020-01-19,18:30 (11:30),Athletic Bilbao,,,,Celta Vigo,,San Mamés,,,
20,Sun,2020-01-19,21:00 (14:00),Barcelona,,,,Granada,,Camp Nou,,,
,,,,,,,,,,,,,
21,Fri,2020-01-24,21:00 (14:00),Osasuna,,,,Levante,,Estadio El Sadar,,,
21,Sat,2020-01-25,13:00 (06:00),Espanyol,,,,Athletic Bilbao,,RCDE Stadium,,,
21,Sat,2020-01-25,16:00 (09:00),Valencia,,,,Barcelona,,Estadio de Mestalla,,,
21,Sat,2020-01-25,18:30 (11:30),Alavés,,,,Villarreal,,Estadio de Mendizorroza,,,
21,Sat,2020-01-25,21:00 (14:00),Sevilla,,,,Granada,,Estadio Ramón Sánchez Pizjuán,,,
21,Sun,2020-01-26,12:00 (05:00),Atlético Madrid,,,,Leganés,,Estadio Wanda Metropolitano,,,
21,Sun,2020-01-26,14:00 (07:00),Celta Vigo,,,,Eibar,,Estadio de Balaídos,,,
21,Sun,2020-01-26,16:00 (09:00),Getafe,,,,Betis,,Coliseum Alfonso Pérez,,,
21,Sun,2020-01-26,18:30 (11:30),Real Sociedad,,,,Mallorca,,Estadio Municipal de Anoeta,,,
21,Sun,2020-01-26,21:00 (14:00),Valladolid,,,,Real Madrid,,Estadio Municipal José Zorrilla,,,
,,,,,,,,,,,,,
22,Fri,2020-01-31,21:00 (14:00),Villarreal,,,,Osasuna,,Estadio de la Cerámica,,,
22,Sat,2020-02-01,13:00 (06:00),Granada,,,,Espanyol,,Estadio Nuevo Los Cármenes,,,
22,Sat,2020-02-01,16:00 (09:00),Real Madrid,,,,Atlético Madrid,,Estadio Santiago Bernabéu,,,
22,Sat,2020-02-01,18:30 (11:30),Mallorca,,,,Valladolid,,Iberostar Estadi,,,
22,Sat,2020-02-01,21:00 (14:00),Valencia,,,,Celta Vigo,,Estadio de Mestalla,,,
22,Sun,2020-02-02,12:00 (05:00),Leganés,,,,Real Sociedad,,Estadio Municipal de Butarque,,,
22,Sun,2020-02-02,14:00 (07:00),Eibar,,,,Betis,,Estadio Municipal de Ipurúa,,,
22,Sun,2020-02-02,16:00 (09:00),Athletic Bilbao,,,,Getafe,,San Mamés,,,
22,Sun,2020-02-02,18:30 (11:30),Sevilla,,,,Alavés,,Estadio Ramón Sánchez Pizjuán,,,
22,Sun,2020-02-02,21:00 (14:00),Barcelona,,,,Levante,,Camp Nou,,,
,,,,,,,,,,,,,
23,Fri,2020-02-07,21:00 (14:00),Valladolid,,,,Villarreal,,Estadio Municipal José Zorrilla,,,
23,Sat,2020-02-08,13:00 (06:00),Levante,,,,Leganés,,Estadio Ciudad de Valencia,,,
23,Sat,2020-02-08,16:00 (09:00),Getafe,,,,Valencia,,Coliseum Alfonso Pérez,,,
23,Sat,2020-02-08,18:30 (11:30),Alavés,,,,Eibar,,Estadio de Mendizorroza,,,
23,Sat,2020-02-08,21:00 (14:00),Atlético Madrid,,,,Granada,,Estadio Wanda Metropolitano,,,
23,Sun,2020-02-09,12:00 (05:00),Espanyol,,,,Mallorca,,RCDE Stadium,,,
23,Sun,2020-02-09,14:00 (07:00),Real Sociedad,,,,Athletic Bilbao,,Estadio Municipal de Anoeta,,,
23,Sun,2020-02-09,16:00 (09:00),Osasuna,,,,Real Madrid,,Estadio El Sadar,,,
23,Sun,2020-02-09,18:30 (11:30),Celta Vigo,,,,Sevilla,,Estadio de Balaídos,,,
23,Sun,2020-02-09,21:00 (14:00),Betis,,,,Barcelona,,Estadio Benito Villamarín,,,
,,,,,,,,,,,,,
24,Sun,2020-02-16,,Real Madrid,,,,Celta Vigo,,Estadio Santiago Bernabéu,,,
24,Sun,2020-02-16,,Eibar,,,,Real Sociedad,,Estadio Municipal de Ipurúa,,,
24,Sun,2020-02-16,,Barcelona,,,,Getafe,,Camp Nou,,,
24,Sun,2020-02-16,,Leganés,,,,Betis,,Estadio Municipal de Butarque,,,
24,Sun,2020-02-16,,Granada,,,,Valladolid,,Estadio Nuevo Los Cármenes,,,
24,Sun,2020-02-16,,Villarreal,,,,Levante,,Estadio de la Cerámica,,,
24,Sun,2020-02-16,,Mallorca,,,,Alavés,,Iberostar Estadi,,,
24,Sun,2020-02-16,,Valencia,,,,Atlético Madrid,,Estadio de Mestalla,,,
24,Sun,2020-02-16,,Sevilla,,,,Espanyol,,Estadio Ramón Sánchez Pizjuán,,,
24,Sun,2020-02-16,,Athletic Bilbao,,,,Osasuna,,San Mamés,,,
,,,,,,,,,,,,,
26,Sun,2020-03-01,,Espanyol,,,,Atlético Madrid,,RCDE Stadium,,,
26,Sun,2020-03-01,,Valencia,,,,Betis,,Estadio de Mestalla,,,
26,Sun,2020-03-01,,Eibar,,,,Levante,,Estadio Municipal de Ipurúa,,,
26,Sun,2020-03-01,,Granada,,,,Celta Vigo,,Estadio Nuevo Los Cármenes,,,
26,Sun,2020-03-01,,Leganés,,,,Alavés,,Estadio Municipal de Butarque,,,
26,Sun,2020-03-01,,Athletic Bilbao,,,,Villarreal,,San Mamés,,,
26,Sun,2020-03-01,,Real Madrid,,,,Barcelona,,Estadio Santiago Bernabéu,,,
26,Sun,2020-03-01,,Mallorca,,,,Getafe,,Iberostar Estadi,,,
26,Sun,2020-03-01,,Sevilla,,,,Osasuna,,Estadio Ramón Sánchez Pizjuán,,,
26,Sun,2020-03-01,,Real Sociedad,,,,Valladolid,,Estadio Municipal de Anoeta,,,
,,,,,,,,,,,,,
27,Sun,2020-03-08,,Getafe,,,,Celta Vigo,,Coliseum Alfonso Pérez,,,
27,Sun,2020-03-08,,Alavés,,,,Valencia,,Estadio de Mendizorroza,,,
27,Sun,2020-03-08,,Valladolid,,,,Athletic Bilbao,,Estadio Municipal José Zorrilla,,,
27,Sun,2020-03-08,,Eibar,,,,Mallorca,,Estadio Municipal de Ipurúa,,,
27,Sun,2020-03-08,,Villarreal,,,,Leganés,,Estadio de la Cerámica,,,
27,Sun,2020-03-08,,Barcelona,,,,Real Sociedad,,Camp Nou,,,
27,Sun,2020-03-08,,Osasuna,,,,Espanyol,,Estadio El Sadar,,,
27,Sun,2020-03-08,,Atlético Madrid,,,,Sevilla,,Estadio Wanda Metropolitano,,,
27,Sun,2020-03-08,,Levante,,,,Granada,,Estadio Ciudad de Valencia,,,
27,Sun,2020-03-08,,Betis,,,,Real Madrid,,Estadio Benito Villamarín,,,
,,,,,,,,,,,,,
28,Sun,2020-03-15,,Real Madrid,,,,Eibar,,Estadio Santiago Bernabéu,,,
28,Sun,2020-03-15,,Valencia,,,,Levante,,Estadio de Mestalla,,,
28,Sun,2020-03-15,,Real Sociedad,,,,Osasuna,,Estadio Municipal de Anoeta,,,
28,Sun,2020-03-15,,Espanyol,,,,Alavés,,RCDE Stadium,,,
28,Sun,2020-03-15,,Athletic Bilbao,,,,Atlético Madrid,,San Mamés,,,
28,Sun,2020-03-15,,Granada,,,,Getafe,,Estadio Nuevo Los Cármenes,,,
28,Sun,2020-03-15,,Sevilla,,,,Betis,,Estadio Ramón Sánchez Pizjuán,,,
28,Sun,2020-03-15,,Celta Vigo,,,,Villarreal,,Estadio de Balaídos,,,
28,Sun,2020-03-15,,Mallorca,,,,Barcelona,,Iberostar Estadi,,,
28,Sun,2020-03-15,,Leganés,,,,Valladolid,,Estadio Municipal de Butarque,,,
,,,,,,,,,,,,,
29,Sun,2020-03-22,,Valladolid,,,,Celta Vigo,,Estadio Municipal José Zorrilla,,,
29,Sun,2020-03-22,,Betis,,,,Granada,,Estadio Benito Villamarín,,,
29,Sun,2020-03-22,,Real Madrid,,,,Valencia,,Estadio Santiago Bernabéu,,,
29,Sun,2020-03-22,,Levante,,,,Sevilla,,Estadio Ciudad de Valencia,,,
29,Sun,2020-03-22,,Villarreal,,,,Mallorca,,Estadio de la Cerámica,,,
29,Sun,2020-03-22,,Eibar,,,,Athletic Bilbao,,Estadio Municipal de Ipurúa,,,
29,Sun,2020-03-22,,Getafe,,,,Espanyol,,Coliseum Alfonso Pérez,,,
29,Sun,2020-03-22,,Barcelona,,,,Leganés,,Camp Nou,,,
29,Sun,2020-03-22,,Osasuna,,,,Atlético Madrid,,Estadio El Sadar,,,
29,Sun,2020-03-22,,Alavés,,,,Real Sociedad,,Estadio de Mendizorroza,,,
,,,,,,,,,,,,,
25,Mon,2020-03-23,,Betis,,,,Mallorca,,Estadio Benito Villamarín,,,
25,Mon,2020-03-23,,Osasuna,,,,Granada,,Estadio El Sadar,,,
25,Mon,2020-03-23,,Atlético Madrid,,,,Villarreal,,Estadio Wanda Metropolitano,,,
25,Mon,2020-03-23,,Levante,,,,Real Madrid,,Estadio Ciudad de Valencia,,,
25,Mon,2020-03-23,,Barcelona,,,,Eibar,,Camp Nou,,,
25,Mon,2020-03-23,,Valladolid,,,,Espanyol,,Estadio Municipal José Zorrilla,,,
25,Mon,2020-03-23,,Alavés,,,,Athletic Bilbao,,Estadio de Mendizorroza,,,
25,Mon,2020-03-23,,Real Sociedad,,,,Valencia,,Estadio Municipal de Anoeta,,,
25,Mon,2020-03-23,,Celta Vigo,,,,Leganés,,Estadio de Balaídos,,,
25,Mon,2020-03-23,,Getafe,,,,Sevilla,,Coliseum Alfonso Pérez,,,
,,,,,,,,,,,,,
30,Sun,2020-04-05,,Granada,,,,Villarreal,,Estadio Nuevo Los Cármenes,,,
30,Sun,2020-04-05,,Atlético Madrid,,,,Valladolid,,Estadio Wanda Metropolitano,,,
30,Sun,2020-04-05,,Getafe,,,,Eibar,,Coliseum Alfonso Pérez,,,
30,Sun,2020-04-05,,Athletic Bilbao,,,,Betis,,San Mamés,,,
30,Sun,2020-04-05,,Real Sociedad,,,,Real Madrid,,Estadio Municipal de Anoeta,,,
30,Sun,2020-04-05,,Mallorca,,,,Leganés,,Iberostar Estadi,,,
30,Sun,2020-04-05,,Sevilla,,,,Barcelona,,Estadio Ramón Sánchez Pizjuán,,,
30,Sun,2020-04-05,,Celta Vigo,,,,Alavés,,Estadio de Balaídos,,,
30,Sun,2020-04-05,,Valencia,,,,Osasuna,,Estadio de Mestalla,,,
30,Sun,2020-04-05,,Espanyol,,,,Levante,,RCDE Stadium,,,
,,,,,,,,,,,,,
31,Sun,2020-04-12,,Eibar,,,,Valencia,,Estadio Municipal de Ipurúa,,,
31,Sun,2020-04-12,,Betis,,,,Espanyol,,Estadio Benito Villamarín,,,
31,Sun,2020-04-12,,Levante,,,,Atlético Madrid,,Estadio Ciudad de Valencia,,,
31,Sun,2020-04-12,,Leganés,,,,Granada,,Estadio Municipal de Butarque,,,
31,Sun,2020-04-12,,Alavés,,,,Osasuna,,Estadio de Mendizorroza,,,
31,Sun,2020-04-12,,Real Madrid,,,,Mallorca,,Estadio Santiago Bernabéu,,,
31,Sun,2020-04-12,,Valladolid,,,,Getafe,,Estadio Municipal José Zorrilla,,,
31,Sun,2020-04-12,,Real Sociedad,,,,Celta Vigo,,Estadio Municipal de Anoeta,,,
31,Sun,2020-04-12,,Villarreal,,,,Sevilla,,Estadio de la Cerámica,,,
31,Sun,2020-04-12,,Barcelona,,,,Athletic Bilbao,,Camp Nou,,,
,,,,,,,,,,,,,
32,Wed,2020-04-22,,Athletic Bilbao,,,,Mallorca,,San Mamés,,,
32,Wed,2020-04-22,,Levante,,,,Betis,,Estadio Ciudad de Valencia,,,
32,Wed,2020-04-22,,Atlético Madrid,,,,Alavés,,Estadio Wanda Metropolitano,,,
32,Wed,2020-04-22,,Getafe,,,,Real Sociedad,,Coliseum Alfonso Pérez,,,
32,Wed,2020-04-22,,Celta Vigo,,,,Barcelona,,Estadio de Balaídos,,,
32,Wed,2020-04-22,,Villarreal,,,,Valencia,,Estadio de la Cerámica,,,
32,Wed,2020-04-22,,Osasuna,,,,Leganés,,Estadio El Sadar,,,
32,Wed,2020-04-22,,Espanyol,,,,Real Madrid,,RCDE Stadium,,,
32,Wed,2020-04-22,,Sevilla,,,,Valladolid,,Estadio Ramón Sánchez Pizjuán,,,
32,Wed,2020-04-22,,Granada,,,,Eibar,,Estadio Nuevo Los Cármenes,,,
,,,,,,,,,,,,,
33,Sun,2020-04-26,,Real Sociedad,,,,Espanyol,,Estadio Municipal de Anoeta,,,
33,Sun,2020-04-26,,Barcelona,,,,Atlético Madrid,,Camp Nou,,,
33,Sun,2020-04-26,,Eibar,,,,Osasuna,,Estadio Municipal de Ipurúa,,,
33,Sun,2020-04-26,,Valladolid,,,,Levante,,Estadio Municipal José Zorrilla,,,
33,Sun,2020-04-26,,Real Madrid,,,,Getafe,,Estadio Santiago Bernabéu,,,
33,Sun,2020-04-26,,Leganés,,,,Sevilla,,Estadio Municipal de Butarque,,,
33,Sun,2020-04-26,,Alavés,,,,Granada,,Estadio de Mendizorroza,,,
33,Sun,2020-04-26,,Betis,,,,Villarreal,,Estadio Benito Villamarín,,,
33,Sun,2020-04-26,,Valencia,,,,Athletic Bilbao,,Estadio de Mestalla,,,
33,Sun,2020-04-26,,Mallorca,,,,Celta Vigo,,Iberostar Estadi,,,
,,,,,,,,,,,,,
34,Sun,2020-05-03,,Villarreal,,,,Barcelona,,Estadio de la Cerámica,,,
34,Sun,2020-05-03,,Athletic Bilbao,,,,Real Madrid,,San Mamés,,,
34,Sun,2020-05-03,,Sevilla,,,,Eibar,,Estadio Ramón Sánchez Pizjuán,,,
34,Sun,2020-05-03,,Espanyol,,,,Leganés,,RCDE Stadium,,,
34,Sun,2020-05-03,,Celta Vigo,,,,Betis,,Estadio de Balaídos,,,
34,Sun,2020-05-03,,Valladolid,,,,Alavés,,Estadio Municipal José Zorrilla,,,
34,Sun,2020-05-03,,Levante,,,,Real Sociedad,,Estadio Ciudad de Valencia,,,
34,Sun,2020-05-03,,Osasuna,,,,Getafe,,Estadio El Sadar,,,
34,Sun,2020-05-03,,Granada,,,,Valencia,,Estadio Nuevo Los Cármenes,,,
34,Sun,2020-05-03,,Atlético Madrid,,,,Mallorca,,Estadio Wanda Metropolitano,,,
,,,,,,,,,,,,,
35,Sun,2020-05-10,,Celta Vigo,,,,Atlético Madrid,,Estadio de Balaídos,,,
35,Sun,2020-05-10,,Barcelona,,,,Espanyol,,Camp Nou,,,
35,Sun,2020-05-10,,Athletic Bilbao,,,,Sevilla,,San Mamés,,,
35,Sun,2020-05-10,,Valencia,,,,Valladolid,,Estadio de Mestalla,,,
35,Sun,2020-05-10,,Betis,,,,Osasuna,,Estadio Benito Villamarín,,,
35,Sun,2020-05-10,,Real Sociedad,,,,Granada,,Estadio Municipal de Anoeta,,,
35,Sun,2020-05-10,,Getafe,,,,Villarreal,,Coliseum Alfonso Pérez,,,
35,Sun,2020-05-10,,Mallorca,,,,Levante,,Iberostar Estadi,,,
35,Sun,2020-05-10,,Eibar,,,,Leganés,,Estadio Municipal de Ipurúa,,,
35,Sun,2020-05-10,,Real Madrid,,,,Alavés,,Estadio Santiago Bernabéu,,,
,,,,,,,,,,,,,
36,Wed,2020-05-13,,Levante,,,,Athletic Bilbao,,Estadio Ciudad de Valencia,,,
36,Wed,2020-05-13,,Villarreal,,,,Real Sociedad,,Estadio de la Cerámica,,,
36,Wed,2020-05-13,,Espanyol,,,,Eibar,,RCDE Stadium,,,
36,Wed,2020-05-13,,Sevilla,,,,Mallorca,,Estadio Ramón Sánchez Pizjuán,,,
36,Wed,2020-05-13,,Atlético Madrid,,,,Betis,,Estadio Wanda Metropolitano,,,
36,Wed,2020-05-13,,Alavés,,,,Getafe,,Estadio de Mendizorroza,,,
36,Wed,2020-05-13,,Leganés,,,,Valencia,,Estadio Municipal de Butarque,,,
36,Wed,2020-05-13,,Granada,,,,Real Madrid,,Estadio Nuevo Los Cármenes,,,
36,Wed,2020-05-13,,Osasuna,,,,Celta Vigo,,Estadio El Sadar,,,
36,Wed,2020-05-13,,Valladolid,,,,Barcelona,,Estadio Municipal José Zorrilla,,,
,,,,,,,,,,,,,
37,Sun,2020-05-17,,Real Madrid,,,,Villarreal,,Estadio Santiago Bernabéu,,,
37,Sun,2020-05-17,,Betis,,,,Alavés,,Estadio Benito Villamarín,,,
37,Sun,2020-05-17,,Getafe,,,,Atlético Madrid,,Coliseum Alfonso Pérez,,,
37,Sun,2020-05-17,,Mallorca,,,,Granada,,Iberostar Estadi,,,
37,Sun,2020-05-17,,Valencia,,,,Espanyol,,Estadio de Mestalla,,,
37,Sun,2020-05-17,,Athletic Bilbao,,,,Leganés,,San Mamés,,,
37,Sun,2020-05-17,,Real Sociedad,,,,Sevilla,,Estadio Municipal de Anoeta,,,
37,Sun,2020-05-17,,Celta Vigo,,,,Levante,,Estadio de Balaídos,,,
37,Sun,2020-05-17,,Eibar,,,,Valladolid,,Estadio Municipal de Ipurúa,,,
37,Sun,2020-05-17,,Barcelona,,,,Osasuna,,Camp Nou,,,
,,,,,,,,,,,,,
38,Sun,2020-05-24,,Villarreal,,,,Eibar,,Estadio de la Cerámica,,,
38,Sun,2020-05-24,,Osasuna,,,,Mallorca,,Estadio El Sadar,,,
38,Sun,2020-05-24,,Leganés,,,,Real Madrid,,Estadio Municipal de Butarque,,,
38,Sun,2020-05-24,,Alavés,,,,Barcelona,,Estadio de Mendizorroza,,,
38,Sun,2020-05-24,,Granada,,,,Athletic Bilbao,,Estadio Nuevo Los Cármenes,,,
38,Sun,2020-05-24,,Levante,,,,Getafe,,Estadio Ciudad de Valencia,,,
38,Sun,2020-05-24,,Valladolid,,,,Betis,,Estadio Municipal José Zorrilla,,,
38,Sun,2020-05-24,,Sevilla,,,,Valencia,,Estadio Ramón Sánchez Pizjuán,,,
38,Sun,2020-05-24,,Atlético Madrid,,,,Real Sociedad,,Estadio Wanda Metropolitano,,,
38,Sun,2020-05-24,,Espanyol,,,,Celta Vigo,,RCDE Stadium,,,
