Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,9,Sat,2016-10-08,20:00 (13:00),Sevilla B,2–1,Zaragoza,7180,Estadio Ramón Sánchez Pizjuán,Alberola Rojas,Match Report,
Regular Season,9,Sun,2016-10-09,12:00 (05:00),Oviedo,2–0,Rayo Vallecano,14618,Estadio Nuevo Carlos Tartiere,Jorge Valdés Aller,Match Report,
Regular Season,9,Sun,2016-10-09,16:00 (09:00),Mirandés,2–2,Lugo,3180,Estadio Municipal de Anduva,Pedro Pérez,Match Report,
Regular Season,9,Sun,2016-10-09,18:00 (11:00),Almería,2–2,Levante,7435,Estadio de los Juegos Mediterráneos,Juan Pulido,Match Report,
Regular Season,9,Sun,2016-10-09,18:00 (11:00),Mallorca,3–0,Huesca,8579,Iberostar Estadi,Francisco Arias,Match Report,
Regular Season,9,Sun,2016-10-09,18:00 (11:00),Cádiz,0–0,Girona,12907,Estadio Ramón de Carranza,Guillermo Cuadra,Match Report,
,,,,,,,,,,,,
Regular Season,10,Sat,2016-10-15,16:00 (09:00),Lugo,0–1,Getafe,3709,Estadio Anxo Carro,Oliver De La Fuente,Match Report,
Regular Season,10,Sat,2016-10-15,18:00 (11:00),Alcorcón,0–0,Almería,2367,Estadio Santo Domingo,Aitor Gorostegui,Match Report,
Regular Season,10,Sat,2016-10-15,18:00 (11:00),Huesca,3–0,Mirandés,2777,Estadio El Alcoraz,Isidro Díaz de Mera,Match Report,
Regular Season,10,Sat,2016-10-15,18:00 (11:00),Girona,0–0,Oviedo,4713,Estadi Municipal de Montilivi,David Pérez,Match Report,
Regular Season,10,Sat,2016-10-15,20:00 (13:00),Levante,2–1,Mallorca,11781,Estadio Ciudad de Valencia,Dámaso Arcediano,Match Report,
Regular Season,10,Sun,2016-10-16,12:00 (05:00),Zaragoza,1–3,Elche,15960,Estadio de la Romareda,Adrián Cordero,Match Report,
Regular Season,10,Sun,2016-10-16,16:00 (09:00),Córdoba,0–1,Sevilla B,15192,Estadio Nuevo Arcángel,David Medié,Match Report,
Regular Season,10,Sun,2016-10-16,18:00 (11:00),UCAM Murcia,0–2,Reus,4036,Estadio de La Condomina,Jorge Figueroa,Match Report,
Regular Season,10,Sun,2016-10-16,18:00 (11:00),Rayo Vallecano,3–3,Numancia,9387,Estadio del Rayo Vallecano,Víctor Areces,Match Report,
Regular Season,10,Sun,2016-10-16,18:00 (11:00),Gimnàstic,1–2,Valladolid,6244,Nou Estadi de Tarragona,Juan López,Match Report,
Regular Season,10,Sun,2016-10-16,19:00 (13:00),Tenerife,1–1,Cádiz,8120,Estadio Heliodoro Rodríguez Lopéz,Valentín Pizarro,Match Report,
,,,,,,,,,,,,
Regular Season,11,Sat,2016-10-22,16:00 (09:00),Elche,1–1,Córdoba,7053,Estadio Manuel Martínez Valero,Francisco Arias,Match Report,
Regular Season,11,Sat,2016-10-22,18:00 (11:00),Getafe,1–1,Huesca,3894,Coliseum Alfonso Pérez,Pedro Pérez,Match Report,
Regular Season,11,Sat,2016-10-22,18:00 (11:00),Reus,2–1,Lugo,3992,Estadio Camp Nou Municipal,Jorge Valdés Aller,Match Report,
Regular Season,11,Sat,2016-10-22,18:00 (11:00),Numancia,1–2,Sevilla B,2837,Nuevo Estadio Los Pajaritos,Guillermo Cuadra,Match Report,
Regular Season,11,Sat,2016-10-22,20:00 (13:00),Rayo Vallecano,1–0,Girona,7385,Estadio del Rayo Vallecano,Saúl Ais,Match Report,
Regular Season,11,Sun,2016-10-23,12:00 (05:00),Mallorca,1–0,Alcorcón,7646,Iberostar Estadi,Pablo González,Match Report,
Regular Season,11,Sun,2016-10-23,12:00 (05:00),Valladolid,0–0,Zaragoza,8106,Estadio Municipal José Zorrilla,Alexis Carlos Pulido,Match Report,
Regular Season,11,Sun,2016-10-23,16:00 (09:00),Almería,3–0,Gimnàstic,7223,Estadio de los Juegos Mediterráneos,Gorka Sagues,Match Report,
Regular Season,11,Sun,2016-10-23,18:00 (11:00),Mirandés,0–3,Levante,3281,Estadio Municipal de Anduva,Eduardo Prieto,Match Report,
Regular Season,11,Sun,2016-10-23,18:00 (11:00),Cádiz,2–2,UCAM Murcia,8987,Estadio Ramón de Carranza,Rubén Eiriz,Match Report,
Regular Season,11,Sun,2016-10-23,20:00 (13:00),Oviedo,2–0,Tenerife,13676,Estadio Nuevo Carlos Tartiere,Alberola Rojas,Match Report,
,,,,,,,,,,,,
Regular Season,12,Sat,2016-10-29,16:00 (09:00),Huesca,2–1,Reus,2974,Estadio El Alcoraz,Juan López,Match Report,
Regular Season,12,Sat,2016-10-29,17:00 (11:00),Tenerife,3–2,Rayo Vallecano,7416,Estadio Heliodoro Rodríguez Lopéz,Jorge Figueroa,Match Report,
Regular Season,12,Sat,2016-10-29,18:00 (11:00),Zaragoza,2–1,Almería,15184,Estadio de la Romareda,Isidro Díaz de Mera,Match Report,
Regular Season,12,Sat,2016-10-29,20:00 (13:00),Córdoba,1–1,Valladolid,13227,Estadio Nuevo Arcángel,Aitor Gorostegui,Match Report,
Regular Season,12,Sun,2016-10-30,12:00 (06:00),Girona,3–0,Numancia,4786,Estadi Municipal de Montilivi,Juan Pulido,Match Report,
Regular Season,12,Sun,2016-10-30,12:00 (06:00),Sevilla B,2–0,Elche,11817,Estadio Ramón Sánchez Pizjuán,Víctor Areces,Match Report,
Regular Season,12,Sun,2016-10-30,16:00 (10:00),Lugo,0–1,Cádiz,4645,Estadio Anxo Carro,David Medié,Match Report,
Regular Season,12,Sun,2016-10-30,18:00 (12:00),UCAM Murcia,0–1,Oviedo,4413,Estadio de La Condomina,Dámaso Arcediano,Match Report,
Regular Season,12,Sun,2016-10-30,18:00 (12:00),Gimnàstic,2–2,Mallorca,5731,Nou Estadi de Tarragona,Oliver De La Fuente,Match Report,
Regular Season,12,Sun,2016-10-30,18:00 (12:00),Alcorcón,1–0,Mirandés,2508,Estadio Santo Domingo,David Pérez,Match Report,
Regular Season,12,Sun,2016-10-30,20:00 (14:00),Levante,1–1,Getafe,12766,Estadio Ciudad de Valencia,Adrián Cordero,Match Report,
,,,,,,,,,,,,
Regular Season,13,Sat,2016-11-05,16:00 (10:00),Cádiz,1–0,Huesca,10821,Estadio Ramón de Carranza,Saúl Ais,Match Report,
Regular Season,13,Sat,2016-11-05,18:00 (12:00),Girona,1–1,Tenerife,4588,Estadi Municipal de Montilivi,Gorka Sagues,Match Report,
Regular Season,13,Sat,2016-11-05,18:00 (12:00),Valladolid,2–0,Sevilla B,7609,Estadio Municipal José Zorrilla,Francisco Arias,Match Report,
Regular Season,13,Sat,2016-11-05,18:00 (12:00),Rayo Vallecano,0–1,UCAM Murcia,6875,Estadio del Rayo Vallecano,Pedro Pérez,Match Report,
Regular Season,13,Sat,2016-11-05,20:00 (14:00),Mallorca,2–2,Zaragoza,8288,Iberostar Estadi,Valentín Pizarro,Match Report,
Regular Season,13,Sun,2016-11-06,12:00 (05:00),Mirandés,0–1,Gimnàstic,2938,Estadio Municipal de Anduva,Guillermo Cuadra,Match Report,
Regular Season,13,Sun,2016-11-06,16:00 (09:00),Numancia,2–2,Elche,2679,Nuevo Estadio Los Pajaritos,Alberola Rojas,Match Report,
Regular Season,13,Sun,2016-11-06,18:00 (11:00),Getafe,1–0,Alcorcón,6035,Coliseum Alfonso Pérez,Jorge Valdés Aller,Match Report,
Regular Season,13,Sun,2016-11-06,18:00 (11:00),Oviedo,1–1,Lugo,13363,Estadio Nuevo Carlos Tartiere,Eduardo Prieto,Match Report,
Regular Season,13,Sun,2016-11-06,18:00 (11:00),Almería,3–1,Córdoba,7964,Estadio de los Juegos Mediterráneos,Pablo González,Match Report,
Regular Season,13,Sun,2016-11-06,20:00 (13:00),Reus,0–1,Levante,4107,Estadio Camp Nou Municipal,Rubén Eiriz,Match Report,
,,,,,,,,,,,,
Regular Season,14,Fri,2016-11-11,20:00 (13:00),Córdoba,0–2,Mallorca,11805,Estadio Nuevo Arcángel,Adrián Cordero,Match Report,
Regular Season,14,Sat,2016-11-12,13:00 (06:00),Elche,2–0,Valladolid,6730,Estadio Manuel Martínez Valero,Isidro Díaz de Mera,Match Report,
Regular Season,14,Sat,2016-11-12,16:00 (09:00),Huesca,4–0,Oviedo,3057,Estadio El Alcoraz,Jorge Figueroa,Match Report,
Regular Season,14,Sat,2016-11-12,16:00 (09:00),Gimnàstic,1–0,Getafe,5463,Nou Estadi de Tarragona,Juan Pulido,Match Report,
Regular Season,14,Sat,2016-11-12,17:00 (11:00),Tenerife,1–1,Numancia,9874,Estadio Heliodoro Rodríguez Lopéz,David Pérez,Match Report,
Regular Season,14,Sat,2016-11-12,18:00 (11:00),Alcorcón,1–0,Reus,2330,Estadio Santo Domingo,Víctor Areces,Match Report,
Regular Season,14,Sat,2016-11-12,18:30 (11:30),Levante,0–0,Cádiz,13153,Estadio Ciudad de Valencia,Alberola Rojas,Match Report,
Regular Season,14,Sun,2016-11-13,12:00 (05:00),Lugo,1–0,Rayo Vallecano,4528,Estadio Anxo Carro,Aitor Gorostegui,Match Report,
Regular Season,14,Sun,2016-11-13,16:00 (09:00),Sevilla B,1–0,Almería,7326,Estadio Ramón Sánchez Pizjuán,Dámaso Arcediano,Match Report,
Regular Season,14,Sun,2016-11-13,18:00 (11:00),UCAM Murcia,0–1,Girona,4156,Estadio de La Condomina,Juan López,Match Report,
Regular Season,14,Sun,2016-11-13,20:00 (13:00),Zaragoza,2–0,Mirandés,15500,Estadio de la Romareda,David Medié,Match Report,
,,,,,,,,,,,,
Regular Season,15,Fri,2016-11-18,20:00 (13:00),Almería,2–1,Elche,6988,Estadio de los Juegos Mediterráneos,Jorge Valdés Aller,Match Report,
Regular Season,15,Sat,2016-11-19,16:00 (09:00),Numancia,2–1,Valladolid,3455,Nuevo Estadio Los Pajaritos,Valentín Pizarro,Match Report,
Regular Season,15,Sat,2016-11-19,18:00 (11:00),Mallorca,2–2,Sevilla B,9946,Iberostar Estadi,Rubén Eiriz,Match Report,
Regular Season,15,Sat,2016-11-19,18:00 (11:00),Oviedo,2–0,Levante,14361,Estadio Nuevo Carlos Tartiere,Francisco Arias,Match Report,
Regular Season,15,Sat,2016-11-19,20:00 (13:00),Girona,3–1,Lugo,4151,Estadi Municipal de Montilivi,Pablo González,Match Report,
Regular Season,15,Sun,2016-11-20,12:00 (05:00),Reus,1–0,Gimnàstic,4193,Estadio Camp Nou Municipal,Pedro Pérez,Match Report,
Regular Season,15,Sun,2016-11-20,16:00 (09:00),Getafe,1–0,Zaragoza,4802,Coliseum Alfonso Pérez,Oliver De La Fuente,Match Report,
Regular Season,15,Sun,2016-11-20,17:00 (11:00),Tenerife,2–1,UCAM Murcia,8895,Estadio Heliodoro Rodríguez Lopéz,Saúl Ais,Match Report,
Regular Season,15,Sun,2016-11-20,18:00 (11:00),Rayo Vallecano,2–2,Huesca,7202,Estadio del Rayo Vallecano,Guillermo Cuadra,Match Report,
Regular Season,15,Sun,2016-11-20,18:00 (11:00),Cádiz,4–1,Alcorcón,11794,Estadio Ramón de Carranza,Eduardo Prieto,Match Report,
Regular Season,15,Sun,2016-11-20,20:00 (13:00),Mirandés,1–1,Córdoba,2496,Estadio Municipal de Anduva,Víctor Areces,Match Report,
,,,,,,,,,,,,
Regular Season,16,Fri,2016-11-25,20:00 (13:00),Gimnàstic,1–0,Cádiz,5180,Nou Estadi de Tarragona,Jorge Valdés Aller,Match Report,
Regular Season,16,Sat,2016-11-26,16:00 (09:00),Lugo,1–3,Tenerife,3096,Estadio Anxo Carro,Dámaso Arcediano,Match Report,
Regular Season,16,Sat,2016-11-26,18:00 (11:00),Valladolid,0–0,Almería,7495,Estadio Municipal José Zorrilla,David Medié,Match Report,
Regular Season,16,Sat,2016-11-26,18:00 (11:00),Alcorcón,5–1,Oviedo,2765,Estadio Santo Domingo,Alberola Rojas,Match Report,
Regular Season,16,Sat,2016-11-26,18:00 (11:00),UCAM Murcia,3–2,Numancia,2856,Estadio de La Condomina,Rubén Eiriz,Match Report,
Regular Season,16,Sat,2016-11-26,20:00 (13:00),Zaragoza,2–2,Reus,12965,Estadio de la Romareda,Aitor Gorostegui,Match Report,
Regular Season,16,Sun,2016-11-27,12:00 (05:00),Elche,1–0,Mallorca,7267,Estadio Manuel Martínez Valero,Juan López,Match Report,
Regular Season,16,Sun,2016-11-27,16:00 (09:00),Huesca,1–2,Girona,3381,Estadio El Alcoraz,Valentín Pizarro,Match Report,
Regular Season,16,Sun,2016-11-27,18:00 (11:00),Sevilla B,1–0,Mirandés,2513,Estadio Ramón Sánchez Pizjuán,Pablo González,Match Report,
Regular Season,16,Sun,2016-11-27,18:00 (11:00),Córdoba,1–3,Getafe,10946,Estadio Nuevo Arcángel,Saúl Ais,Match Report,
,,,,,,,,,,,,
Regular Season,17,Fri,2016-12-02,20:00 (13:00),Getafe,2–0,Sevilla B,6474,Coliseum Alfonso Pérez,Aitor Gorostegui,Match Report,
Regular Season,17,Sat,2016-12-03,18:15 (11:15),Mirandés,1–0,Elche,2724,Estadio Municipal de Anduva,Jorge Figueroa,Match Report,
Regular Season,17,Sat,2016-12-03,18:15 (11:15),Numancia,1–0,Almería,2771,Nuevo Estadio Los Pajaritos,Eduardo Prieto,Match Report,
