Round,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Third Round,Sat,2017-08-12,20:45 (13:45),Crotone,2–1,Piacenza,4869,Stadio Ezio Scida,Riccardo Pinzani,Match Report,
Third Round,Sat,2017-08-12,21:00 (14:00),Bari,2–1,Cremonese,9754,Stadio Comunale San Nicola,Fabio Maresca,Match Report,
Third Round,Sat,2017-08-12,21:15 (14:15),Cagliari,(4) 1–1 (2),Palermo,1126,Stadio Olimpico di Torino,Paolo Valeri,Match Report,Cagliari won on penalty kicks following extra time
Third Round,Sun,2017-08-13,18:00 (11:00),Genoa,2–1,Cesena,8113,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Match Report,Required Extra Time
Third Round,Sun,2017-08-13,20:30 (13:30),Hellas Verona,3–1,Avellino,7771,Stadio Marc'Antonio Bentegodi,Paolo Mazzoleni,Match Report,
Fourth Round,Tue,2017-11-28,15:00 (08:00),Cagliari,1–2,Pordenone,5026,Stadio Olimpico di Torino,Fabio Piscopo,Match Report,
Fourth Round,Tue,2017-11-28,18:00 (11:00),SPAL,0–2,Cittadella,4110,Stadio Paolo Mazza,Valerio Marini,Match Report,
Fourth Round,Tue,2017-11-28,21:00 (14:00),Sampdoria,4–1,Pescara,4858,Stadio Comunale Luigi Ferraris,Francesco Fourneau,Match Report,
Fourth Round,Wed,2017-11-29,15:00 (08:00),Sassuolo,2–1,Bari,2198,Stadio Città del Tricolore,Luigi Pillitteri,Match Report,
Fourth Round,Wed,2017-11-29,18:00 (11:00),Chievo,(4) 1–1 (5),Hellas Verona,4000,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,Match Report,Hellas Verona won on penalty kicks following extra time
Fourth Round,Wed,2017-11-29,21:00 (14:00),Torino,2–0,Carpi,3931,Stadio Olimpico di Torino,Lorenzo Illuzzi,Match Report,
Fourth Round,Thu,2017-11-30,18:00 (11:00),Udinese,8–3,Perugia,3066,Dacia Arena,Luigi Nasca,Match Report,
Fourth Round,Thu,2017-11-30,21:00 (14:00),Genoa,1–0,Crotone,4149,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Match Report,
Round of 16,Tue,2017-12-12,21:00 (14:00),Inter,(5) 0–0 (4),Pordenone,25956,Stadio Giuseppe Meazza,Juan Sacchi,Match Report,Inter won on penalty kicks following extra time
Round of 16,Wed,2017-12-13,17:30 (10:30),Fiorentina,3–2,Sampdoria,7038,Stadio Artemio Franchi,Rosario Abisso,Match Report,
Round of 16,Wed,2017-12-13,20:45 (13:45),Milan,3–0,Hellas Verona,9263,Stadio Giuseppe Meazza,Claudio Gavillucci,Match Report,
Round of 16,Thu,2017-12-14,21:00 (14:00),Lazio,4–1,Cittadella,5000,Stadio Olimpico,Riccardo Pinzani,Match Report,
Round of 16,Tue,2017-12-19,21:00 (14:00),Napoli,1–0,Udinese,15096,Stadio San Paolo,Fabrizio Pasqua,Match Report,
Round of 16,Wed,2017-12-20,15:00 (08:00),Atalanta,2–1,Sassuolo,2900,Stadio Atleti Azzurri d'Italia,Davide Ghersini,Match Report,
Round of 16,Wed,2017-12-20,17:30 (10:30),Roma,1–2,Torino,27206,Stadio Olimpico,Giampaolo Calvarese,Match Report,
Round of 16,Wed,2017-12-20,20:45 (13:45),Juventus,2–0,Genoa,39969,Allianz Stadium,Fabio Maresca,Match Report,
Quarter-finals,Tue,2017-12-26,21:00 (14:00),Lazio,1–0,Fiorentina,25000,Stadio Olimpico,Antonio Damato,Match Report,
Quarter-finals,Wed,2017-12-27,20:45 (13:45),Milan,1–0,Inter,48721,Stadio Giuseppe Meazza,Marco Guida,Match Report,Required Extra Time
Quarter-finals,Tue,2018-01-02,20:45 (13:45),Napoli,1–2,Atalanta,27174,Stadio San Paolo,Piero Giacomelli,Match Report,
Quarter-finals,Wed,2018-01-03,20:45 (13:45),Juventus,2–0,Torino,37763,Allianz Stadium,Daniele Doveri,Match Report,
Semi-finals,Tue,2018-01-30,20:45 (13:45),Atalanta,0–1,Juventus,16406,Stadio Atleti Azzurri d'Italia,Paolo Valeri,Match Report,Leg 1 of 2
Semi-finals,Wed,2018-01-31,20:45 (13:45),Milan,0–0,Lazio,17724,Stadio Giuseppe Meazza,Marco Guida,Match Report,Leg 1 of 2
Semi-finals,Wed,2018-02-28,17:30 (10:30),Juventus,1–0,Atalanta,38417,Allianz Stadium,Michael Fabbri,Match Report,Leg 2 of 2; Juventus won
Semi-finals,Wed,2018-02-28,20:45 (13:45),Lazio,(4) 0–0 (5),Milan,40000,Stadio Olimpico,Gianluca Rocchi,Match Report,Leg 2 of 2; Milan won on penalty kicks following extra time
Final,Wed,2018-05-09,21:00 (14:00),Juventus,4–0,Milan,66400,Stadio Olimpico (Neutral Site),Antonio Damato,Match Report,
