Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,11,Fri,2017-10-20,18:30 (11:30),Düsseldorf,1–0,Darmstadt 98,27674,Merkur Spielarena,Frank Willenborg,Match Report,
Regular Season,11,Fri,2017-10-20,18:30 (11:30),Ingolstadt 04,3–0,Heidenheim,9242,Audi-Sportpark,Thorben Siewer,Match Report,
Regular Season,11,Sat,2017-10-21,13:00 (06:00),Holstein Kiel,2–1,Arminia,11224,Holstein-Stadion,Tobias Reichel,Match Report,
Regular Season,11,Sat,2017-10-21,13:00 (06:00),Braunschweig,1–0,Bochum,19790,Eintracht-Stadion,Martin Thomsen,Match Report,
Regular Season,11,Sat,2017-10-21,13:00 (06:00),Union Berlin,3–1,Greuther Fürth,21344,Stadion An der Alten Försterei,Martin Petersen,Match Report,
Regular Season,11,Sun,2017-10-22,13:30 (06:30),Nürnberg,2–1,Dynamo Dres,33601,Max-Morlock-Stadion,Robert Kempter,Match Report,
Regular Season,11,Sun,2017-10-22,13:30 (06:30),Kaiserslautern,0–1,MSV Duisburg,22833,Fritz-Walter-Stadion,Florian Heft,Match Report,
Regular Season,11,Sun,2017-10-22,13:30 (06:30),Erzgebirge Aue,1–0,Jahn R'burg,7550,Sparkassen-Erzgebirgsstadion,Sven Waschitzki,Match Report,
Regular Season,11,Mon,2017-10-23,20:30 (13:30),Sandhausen,1–1,St. Pauli,8514,Hardtwaldstadion,Markus Schmidt,Match Report,
,,,,,,,,,,,,
Regular Season,12,Fri,2017-10-27,18:30 (11:30),Arminia,1–3,Ingolstadt 04,15005,SchücoArena,Timo Gerach,Match Report,
Regular Season,12,Fri,2017-10-27,18:30 (11:30),St. Pauli,1–1,Erzgebirge Aue,28742,Millerntor-Stadion,Benedikt Kempkes,Match Report,
Regular Season,12,Sat,2017-10-28,13:00 (06:00),Greuther Fürth,2–1,Sandhausen,6870,Sportpark Ronhof Thomas Sommer,Christian Dingert,Match Report,
Regular Season,12,Sat,2017-10-28,13:00 (06:00),Jahn R'burg,3–1,Kaiserslautern,10081,Continental Arena,Aarne Aarnink,Match Report,
Regular Season,12,Sat,2017-10-28,13:00 (06:00),Darmstadt 98,1–1,Holstein Kiel,15500,Jonathan-Heimes-Stadion am Böllenfalltor,Benjamin Brand,Match Report,
Regular Season,12,Sun,2017-10-29,13:30 (07:30),MSV Duisburg,1–1,Union Berlin,15492,Schauinsland-Reisen-Arena,Christian Dietz,Match Report,
Regular Season,12,Sun,2017-10-29,13:30 (07:30),Heidenheim,1–0,Nürnberg,12600,Voith-Arena,Robert Schröder,Match Report,
Regular Season,12,Sun,2017-10-29,16:00 (10:00),Dynamo Dres,1–1,Braunschweig,29312,DDV-Stadion,Matthias Jöllenbeck,Match Report,
Regular Season,12,Mon,2017-10-30,20:30 (14:30),Bochum,0–0,Düsseldorf,27599,Vonovia Ruhrstadion,Benjamin Cortus,Match Report,
,,,,,,,,,,,,
Regular Season,13,Fri,2017-11-03,18:30 (12:30),Sandhausen,0–1,MSV Duisburg,5652,Hardtwaldstadion,Florian Badstübner,Match Report,
Regular Season,13,Fri,2017-11-03,18:30 (12:30),Kaiserslautern,0–0,Bochum,19086,Fritz-Walter-Stadion,Alexander Sather,Match Report,
Regular Season,13,Sat,2017-11-04,13:00 (07:00),Union Berlin,1–0,St. Pauli,22012,Stadion An der Alten Försterei,Bastian Dankert,Match Report,
Regular Season,13,Sat,2017-11-04,13:00 (07:00),Braunschweig,2–2,Darmstadt 98,20190,Eintracht-Stadion,Patrick Alt,Match Report,
Regular Season,13,Sat,2017-11-04,13:00 (07:00),Jahn R'burg,3–2,Greuther Fürth,11110,Continental Arena,Thorben Siewer,Match Report,
Regular Season,13,Sun,2017-11-05,13:30 (06:30),Düsseldorf,2–2,Heidenheim,23956,Merkur Spielarena,Lasse Koslowski,Match Report,
Regular Season,13,Sun,2017-11-05,13:30 (06:30),Erzgebirge Aue,1–1,Arminia,7500,Sparkassen-Erzgebirgsstadion,Christof Günsch,Match Report,
Regular Season,13,Sun,2017-11-05,13:30 (06:30),Holstein Kiel,3–0,Dynamo Dres,10487,Holstein-Stadion,René Rohde,Match Report,
Regular Season,13,Mon,2017-11-06,20:30 (13:30),Nürnberg,1–2,Ingolstadt 04,24191,Max-Morlock-Stadion,Felix Zwayer,Match Report,
,,,,,,,,,,,,
Regular Season,14,Fri,2017-11-17,18:30 (11:30),Darmstadt 98,1–2,Sandhausen,14650,Jonathan-Heimes-Stadion am Böllenfalltor,Christian Dietz,Match Report,
Regular Season,14,Fri,2017-11-17,18:30 (11:30),Arminia,2–2,Braunschweig,16367,SchücoArena,Sven Waschitzki,Match Report,
Regular Season,14,Sat,2017-11-18,13:00 (06:00),Bochum,1–1,Greuther Fürth,11228,Vonovia Ruhrstadion,Guido Winkmann,Match Report,
Regular Season,14,Sat,2017-11-18,13:00 (06:00),Heidenheim,4–3,Union Berlin,12000,Voith-Arena,Deniz Aytekin,Match Report,
Regular Season,14,Sat,2017-11-18,13:00 (06:00),Nürnberg,2–2,Holstein Kiel,27274,Max-Morlock-Stadion,Daniel Siebert,Match Report,
Regular Season,14,Sun,2017-11-19,13:30 (06:30),St. Pauli,2–2,Jahn R'burg,29546,Millerntor-Stadion,Florian Heft,Match Report,
Regular Season,14,Sun,2017-11-19,13:30 (06:30),Ingolstadt 04,1–0,Düsseldorf,11648,Audi-Sportpark,Daniel Schlager,Match Report,
Regular Season,14,Sun,2017-11-19,13:30 (06:30),MSV Duisburg,3–0,Erzgebirge Aue,13309,Schauinsland-Reisen-Arena,Robert Kempter,Match Report,
Regular Season,14,Mon,2017-11-20,20:30 (13:30),Dynamo Dres,1–2,Kaiserslautern,27224,DDV-Stadion,Tobias Reichel,Match Report,
,,,,,,,,,,,,
Regular Season,15,Fri,2017-11-24,18:30 (11:30),Sandhausen,1–2,Heidenheim,5243,Hardtwaldstadion,Aarne Aarnink,Match Report,
Regular Season,15,Fri,2017-11-24,18:30 (11:30),Union Berlin,3–3,Darmstadt 98,21108,Stadion An der Alten Försterei,Timo Gerach,Match Report,
Regular Season,15,Sat,2017-11-25,13:00 (06:00),Jahn R'burg,4–0,MSV Duisburg,9889,Continental Arena,Alexander Sather,Match Report,
Regular Season,15,Sat,2017-11-25,13:00 (06:00),Braunschweig,2–3,Nürnberg,21605,Eintracht-Stadion,Sören Storks,Match Report,
Regular Season,15,Sat,2017-11-25,13:00 (06:00),Holstein Kiel,0–0,Ingolstadt 04,9701,Holstein-Stadion,Harm Osmers,Match Report,
Regular Season,15,Sun,2017-11-26,13:30 (06:30),Erzgebirge Aue,1–1,Bochum,7200,Sparkassen-Erzgebirgsstadion,Robert Schröder,Match Report,
Regular Season,15,Sun,2017-11-26,13:30 (06:30),Greuther Fürth,4–0,St. Pauli,10810,Sportpark Ronhof Thomas Sommer,Martin Thomsen,Match Report,
Regular Season,15,Sun,2017-11-26,13:30 (06:30),Kaiserslautern,0–2,Arminia,20464,Fritz-Walter-Stadion,Florian Badstübner,Match Report,
Regular Season,15,Mon,2017-11-27,20:30 (13:30),Düsseldorf,1–3,Dynamo Dres,22602,Merkur Spielarena,Benjamin Brand,Match Report,
,,,,,,,,,,,,
Regular Season,16,Fri,2017-12-01,18:30 (11:30),Heidenheim,3–2,Kaiserslautern,11000,Voith-Arena,René Rohde,Match Report,
Regular Season,16,Fri,2017-12-01,18:30 (11:30),Arminia,5–0,St. Pauli,22826,SchücoArena,Robert Kempter,Match Report,
Regular Season,16,Sat,2017-12-02,13:00 (06:00),Holstein Kiel,2–2,Düsseldorf,11748,Holstein-Stadion,Martin Petersen,Match Report,
Regular Season,16,Sat,2017-12-02,13:00 (06:00),MSV Duisburg,2–0,Greuther Fürth,12017,Schauinsland-Reisen-Arena,Daniel Schlager,Match Report,
Regular Season,16,Sat,2017-12-02,13:00 (06:00),Nürnberg,1–0,Sandhausen,23586,Max-Morlock-Stadion,Patrick Alt,Match Report,
Regular Season,16,Sun,2017-12-03,13:30 (06:30),Bochum,2–1,Union Berlin,13119,Vonovia Ruhrstadion,Matthias Jöllenbeck,Match Report,
Regular Season,16,Sun,2017-12-03,13:30 (06:30),Darmstadt 98,0–1,Jahn R'burg,14650,Jonathan-Heimes-Stadion am Böllenfalltor,Sven Waschitzki,Match Report,
Regular Season,16,Sun,2017-12-03,13:30 (06:30),Dynamo Dres,4–0,Erzgebirge Aue,30453,DDV-Stadion,Manuel Gräfe,Match Report,
Regular Season,16,Mon,2017-12-04,20:30 (13:30),Ingolstadt 04,0–2,Braunschweig,8714,Audi-Sportpark,Robert Kampka,Match Report,
,,,,,,,,,,,,
Regular Season,17,Fri,2017-12-08,18:30 (11:30),Erzgebirge Aue,1–0,Darmstadt 98,7000,Sparkassen-Erzgebirgsstadion,Florian Heft,Match Report,
Regular Season,17,Fri,2017-12-08,18:30 (11:30),Braunschweig,0–0,Holstein Kiel,21075,Eintracht-Stadion,Benedikt Kempkes,Match Report,
Regular Season,17,Sat,2017-12-09,13:00 (06:00),Jahn R'burg,0–1,Bochum,7285,Continental Arena,Martin Thomsen,Match Report,
Regular Season,17,Sat,2017-12-09,13:00 (06:00),Union Berlin,0–1,Dynamo Dres,22012,Stadion An der Alten Försterei,Bastian Dankert,Match Report,
Regular Season,17,Sat,2017-12-09,13:00 (06:00),Greuther Fürth,1–0,Heidenheim,6965,Sportpark Ronhof Thomas Sommer,Alexander Sather,Match Report,
Regular Season,17,Sun,2017-12-10,13:30 (06:30),Kaiserslautern,1–1,Ingolstadt 04,16074,Fritz-Walter-Stadion,Matthias Jöllenbeck,Match Report,
Regular Season,17,Sun,2017-12-10,13:30 (06:30),Sandhausen,3–1,Arminia,4354,Hardtwaldstadion,Christof Günsch,Match Report,
Regular Season,17,Sun,2017-12-10,13:30 (06:30),St. Pauli,2–2,MSV Duisburg,29546,Millerntor-Stadion,Christian Dietz,Match Report,
Regular Season,17,Mon,2017-12-11,20:30 (13:30),Düsseldorf,0–2,Nürnberg,22248,Merkur Spielarena,René Rohde,Match Report,
,,,,,,,,,,,,
Regular Season,18,Fri,2017-12-15,18:30 (11:30),Union Berlin,1–2,Ingolstadt 04,20000,Stadion An der Alten Försterei,Martin Petersen,Match Report,
Regular Season,18,Fri,2017-12-15,18:30 (11:30),Braunschweig,0–1,Düsseldorf,19725,Eintracht-Stadion,Patrick Alt,Match Report,
Regular Season,18,Sat,2017-12-16,13:00 (06:00),Jahn R'burg,3–2,Arminia,7137,Continental Arena,Lasse Koslowski,Match Report,
Regular Season,18,Sat,2017-12-16,13:00 (06:00),Erzgebirge Aue,1–1,Heidenheim,6500,Sparkassen-Erzgebirgsstadion,Sascha Stegemann,Match Report,
Regular Season,18,Sat,2017-12-16,13:00 (06:00),Kaiserslautern,1–1,Nürnberg,19790,Fritz-Walter-Stadion,Christof Günsch,Match Report,
Regular Season,18,Sun,2017-12-17,13:30 (06:30),Greuther Fürth,1–1,Darmstadt 98,8210,Sportpark Ronhof Thomas Sommer,Tobias Reichel,Match Report,
Regular Season,18,Sun,2017-12-17,13:30 (06:30),Sandhausen,3–1,Holstein Kiel,4829,Hardtwaldstadion,Thorben Siewer,Match Report,
Regular Season,18,Sun,2017-12-17,13:30 (06:30),MSV Duisburg,2–0,Dynamo Dres,14792,Schauinsland-Reisen-Arena,Robert Schröder,Match Report,
Regular Season,18,Mon,2017-12-18,20:30 (13:30),St. Pauli,2–1,Bochum,29005,Millerntor-Stadion,Bibiana Steinhaus,Match Report,
,,,,,,,,,,,,
Regular Season,19,Tue,2018-01-23,18:30 (11:30),Bochum,0–2,MSV Duisburg,17564,Vonovia Ruhrstadion,Benjamin Cortus,Match Report,
Regular Season,19,Tue,2018-01-23,20:30 (13:30),Nürnberg,2–2,Jahn R'burg,26231,Max-Morlock-Stadion,Manuel Gräfe,Match Report,
Regular Season,19,Tue,2018-01-23,20:30 (13:30),Holstein Kiel,2–2,Union Berlin,11503,Holstein-Stadion,Aarne Aarnink,Match Report,
Regular Season,19,Tue,2018-01-23,20:30 (13:30),Ingolstadt 04,0–0,Sandhausen,7575,Audi-Sportpark,Marco Fritz,Match Report,
Regular Season,19,Wed,2018-01-24,20:30 (13:30),Heidenheim,2–0,Braunschweig,10500,Voith-Arena,Daniel Schlager,Match Report,
Regular Season,19,Wed,2018-01-24,20:30 (13:30),Arminia,0–0,Greuther Fürth,12512,SchücoArena,Sven Waschitzki,Match Report,
Regular Season,19,Wed,2018-01-24,20:30 (13:30),Düsseldorf,2–1,Erzgebirge Aue,19617,Merkur Spielarena,Florian Badstübner,Match Report,
Regular Season,19,Thu,2018-01-25,20:30 (13:30),Dynamo Dres,1–3,St. Pauli,28706,DDV-Stadion,Deniz Aytekin,Match Report,
,,,,,,,,,,,,
Regular Season,20,Fri,2018-01-26,18:30 (11:30),Jahn R'burg,3–2,Ingolstadt 04,13010,Continental Arena,Timo Gerach,Match Report,
Regular Season,20,Fri,2018-01-26,18:30 (11:30),Union Berlin,0–1,Nürnberg,21734,Stadion An der Alten Försterei,Patrick Ittrich,Match Report,
Regular Season,20,Sat,2018-01-27,13:00 (06:00),Kaiserslautern,1–3,Düsseldorf,21739,Fritz-Walter-Stadion,Tobias Stieler,Match Report,
