Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,20,Sat,2018-01-27,13:00 (06:00),Greuther Fürth,0–0,Holstein Kiel,7755,Sportpark Ronhof Thomas Sommer,Robert Kempter,Match Report,
Regular Season,20,Sat,2018-01-27,13:00 (06:00),MSV Duisburg,3–3,Heidenheim,13105,Schauinsland-Reisen-Arena,Florian Heft,Match Report,
Regular Season,20,Sun,2018-01-28,13:30 (06:30),Erzgebirge Aue,1–3,Braunschweig,9850,Sparkassen-Erzgebirgsstadion,Christof Günsch,Match Report,
Regular Season,20,Sun,2018-01-28,13:30 (06:30),St. Pauli,0–1,Darmstadt 98,29546,Millerntor-Stadion,Sascha Stegemann,Match Report,
Regular Season,20,Sun,2018-01-28,13:30 (06:30),Sandhausen,1–0,Dynamo Dres,6234,Hardtwaldstadion,Benedikt Kempkes,Match Report,
Regular Season,20,Mon,2018-01-29,20:30 (13:30),Bochum,0–1,Arminia,12417,Vonovia Ruhrstadion,Robert Hartmann,Match Report,
,,,,,,,,,,,,
Regular Season,21,Fri,2018-02-02,18:30 (11:30),Nürnberg,4–1,Erzgebirge Aue,24451,Max-Morlock-Stadion,Johann Pfeifer,Match Report,
Regular Season,21,Fri,2018-02-02,18:30 (11:30),Düsseldorf,1–0,Sandhausen,23288,Merkur Spielarena,Matthias Jöllenbeck,Match Report,
Regular Season,21,Sat,2018-02-03,13:00 (06:00),Heidenheim,3–1,St. Pauli,12300,Voith-Arena,Patrick Alt,Match Report,
Regular Season,21,Sat,2018-02-03,13:00 (06:00),Holstein Kiel,1–1,Jahn R'burg,9506,Holstein-Stadion,Martin Thomsen,Match Report,
Regular Season,21,Sat,2018-02-03,13:00 (06:00),Ingolstadt 04,3–0,Greuther Fürth,9658,Audi-Sportpark,Sven Jablonski,Match Report,
Regular Season,21,Sun,2018-02-04,13:30 (06:30),Braunschweig,1–2,Kaiserslautern,20550,Eintracht-Stadion,Alexander Sather,Match Report,
Regular Season,21,Sun,2018-02-04,13:30 (06:30),Darmstadt 98,1–2,MSV Duisburg,15100,Jonathan-Heimes-Stadion am Böllenfalltor,Lasse Koslowski,Match Report,
Regular Season,21,Sun,2018-02-04,13:30 (06:30),Dynamo Dres,2–0,Bochum,24097,DDV-Stadion,Christian Dietz,Match Report,
Regular Season,21,Mon,2018-02-05,20:30 (13:30),Arminia,1–1,Union Berlin,13542,SchücoArena,Tobias Reichel,Match Report,
,,,,,,,,,,,,
Regular Season,22,Fri,2018-02-09,18:30 (11:30),Bochum,2–1,Darmstadt 98,14520,Vonovia Ruhrstadion,René Rohde,Match Report,
Regular Season,22,Fri,2018-02-09,18:30 (11:30),Kaiserslautern,3–1,Holstein Kiel,20664,Fritz-Walter-Stadion,Guido Winkmann,Match Report,
Regular Season,22,Sat,2018-02-10,13:00 (06:00),MSV Duisburg,2–2,Arminia,16213,Schauinsland-Reisen-Arena,Martin Petersen,Match Report,
Regular Season,22,Sat,2018-02-10,13:00 (06:00),Jahn R'burg,2–0,Heidenheim,8006,Continental Arena,Sören Storks,Match Report,
Regular Season,22,Sat,2018-02-10,13:00 (06:00),Union Berlin,3–1,Düsseldorf,22012,Stadion An der Alten Försterei,Robert Hartmann,Match Report,
Regular Season,22,Sun,2018-02-11,13:30 (06:30),Sandhausen,0–0,Braunschweig,4381,Hardtwaldstadion,Christian Dingert,Match Report,
Regular Season,22,Sun,2018-02-11,13:30 (06:30),Erzgebirge Aue,0–0,Ingolstadt 04,6850,Sparkassen-Erzgebirgsstadion,Robert Schröder,Match Report,
Regular Season,22,Sun,2018-02-11,13:30 (06:30),Greuther Fürth,1–0,Dynamo Dres,10390,Sportpark Ronhof Thomas Sommer,Thorben Siewer,Match Report,
Regular Season,22,Mon,2018-02-12,20:30 (13:30),St. Pauli,0–0,Nürnberg,29313,Millerntor-Stadion,Felix Zwayer,Match Report,
,,,,,,,,,,,,
Regular Season,23,Fri,2018-02-16,18:30 (11:30),Kaiserslautern,0–1,Sandhausen,23811,Fritz-Walter-Stadion,Manuel Gräfe,Match Report,
Regular Season,23,Fri,2018-02-16,18:30 (11:30),Heidenheim,1–0,Bochum,10000,Voith-Arena,Robert Kempter,Match Report,
Regular Season,23,Sat,2018-02-17,13:00 (06:00),Holstein Kiel,2–2,Erzgebirge Aue,9702,Holstein-Stadion,Daniel Schlager,Match Report,
Regular Season,23,Sat,2018-02-17,13:00 (06:00),Düsseldorf,1–1,Greuther Fürth,23849,Merkur Spielarena,Sören Storks,Match Report,
Regular Season,23,Sat,2018-02-17,13:00 (06:00),Ingolstadt 04,0–1,St. Pauli,10071,Audi-Sportpark,Sven Waschitzki,Match Report,
Regular Season,23,Sat,2018-02-17,13:00 (06:00),Arminia,2–0,Darmstadt 98,15236,SchücoArena,Florian Badstübner,Match Report,
Regular Season,23,Sun,2018-02-18,13:30 (06:30),Dynamo Dres,1–0,Jahn R'burg,25003,DDV-Stadion,Daniel Siebert,Match Report,
Regular Season,23,Sun,2018-02-18,13:30 (06:30),Braunschweig,1–0,Union Berlin,21150,Eintracht-Stadion,Benedikt Kempkes,Match Report,
Regular Season,23,Sun,2018-02-18,13:30 (06:30),Nürnberg,3–1,MSV Duisburg,25257,Max-Morlock-Stadion,Aarne Aarnink,Match Report,
,,,,,,,,,,,,
Regular Season,19,Wed,2018-02-21,18:30 (11:30),Darmstadt 98,1–2,Kaiserslautern,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Bibiana Steinhaus,Match Report,
,,,,,,,,,,,,
Regular Season,24,Fri,2018-02-23,18:30 (11:30),Arminia,2–3,Dynamo Dres,17503,SchücoArena,Christof Günsch,Match Report,
Regular Season,24,Fri,2018-02-23,18:30 (11:30),Jahn R'burg,4–3,Düsseldorf,10963,Continental Arena,Marco Fritz,Match Report,
Regular Season,24,Sat,2018-02-24,13:00 (06:00),MSV Duisburg,2–1,Ingolstadt 04,12446,Schauinsland-Reisen-Arena,Johann Pfeifer,Match Report,
Regular Season,24,Sat,2018-02-24,13:00 (06:00),Greuther Fürth,2–1,Braunschweig,7845,Sportpark Ronhof Thomas Sommer,Matthias Jöllenbeck,Match Report,
Regular Season,24,Sat,2018-02-24,13:00 (06:00),Union Berlin,2–1,Sandhausen,18974,Stadion An der Alten Försterei,Benjamin Brand,Match Report,
Regular Season,24,Sat,2018-02-24,13:00 (06:00),Erzgebirge Aue,2–1,Kaiserslautern,8500,Sparkassen-Erzgebirgsstadion,Christian Dietz,Match Report,
Regular Season,24,Sun,2018-02-25,13:30 (06:30),St. Pauli,3–2,Holstein Kiel,29546,Millerntor-Stadion,Felix Brych,Match Report,
Regular Season,24,Sun,2018-02-25,13:30 (06:30),Darmstadt 98,1–1,Heidenheim,13650,Jonathan-Heimes-Stadion am Böllenfalltor,Martin Thomsen,Match Report,
Regular Season,24,Sun,2018-02-25,13:30 (06:30),Bochum,0–0,Nürnberg,14016,Vonovia Ruhrstadion,Lasse Koslowski,Match Report,
,,,,,,,,,,,,
Regular Season,25,Fri,2018-03-02,18:30 (11:30),Dynamo Dres,0–2,Darmstadt 98,26053,DDV-Stadion,Tobias Reichel,Match Report,
Regular Season,25,Fri,2018-03-02,18:30 (11:30),Kaiserslautern,4–3,Union Berlin,20087,Fritz-Walter-Stadion,Sven Waschitzki,Match Report,
Regular Season,25,Sat,2018-03-03,13:00 (06:00),Nürnberg,0–2,Greuther Fürth,47489,Max-Morlock-Stadion,Manuel Gräfe,Match Report,
Regular Season,25,Sat,2018-03-03,13:00 (06:00),Sandhausen,1–1,Erzgebirge Aue,5160,Hardtwaldstadion,Patrick Alt,Match Report,
Regular Season,25,Sat,2018-03-03,13:00 (06:00),Holstein Kiel,5–0,MSV Duisburg,10143,Holstein-Stadion,Bastian Dankert,Match Report,
Regular Season,25,Sun,2018-03-04,13:30 (06:30),Heidenheim,2–2,Arminia,10300,Voith-Arena,Alexander Sather,Match Report,
Regular Season,25,Sun,2018-03-04,13:30 (06:30),Braunschweig,2–1,Jahn R'burg,18560,Eintracht-Stadion,René Rohde,Match Report,
Regular Season,25,Sun,2018-03-04,13:30 (06:30),Düsseldorf,2–1,St. Pauli,37206,Merkur Spielarena,Timo Gerach,Match Report,
Regular Season,25,Mon,2018-03-05,20:30 (13:30),Ingolstadt 04,0–1,Bochum,7934,Audi-Sportpark,Tobias Stieler,Match Report,
,,,,,,,,,,,,
Regular Season,26,Fri,2018-03-09,18:30 (11:30),Dynamo Dres,3–2,Heidenheim,24763,DDV-Stadion,Sven Waschitzki,Match Report,
Regular Season,26,Fri,2018-03-09,18:30 (11:30),Arminia,1–0,Nürnberg,18542,SchücoArena,Robert Kampka,Match Report,
Regular Season,26,Sat,2018-03-10,13:00 (06:00),Darmstadt 98,1–1,Ingolstadt 04,14000,Jonathan-Heimes-Stadion am Böllenfalltor,Thorben Siewer,Match Report,
Regular Season,26,Sat,2018-03-10,13:00 (06:00),Bochum,1–1,Holstein Kiel,14939,Vonovia Ruhrstadion,Florian Badstübner,Match Report,
Regular Season,26,Sat,2018-03-10,13:00 (06:00),Greuther Fürth,2–1,Kaiserslautern,11460,Sportpark Ronhof Thomas Sommer,Florian Heft,Match Report,
Regular Season,26,Sat,2018-03-10,13:00 (06:00),St. Pauli,0–0,Braunschweig,29546,Millerntor-Stadion,Markus Schmidt,Match Report,
Regular Season,26,Sun,2018-03-11,13:30 (07:30),Union Berlin,0–0,Erzgebirge Aue,21788,Stadion An der Alten Försterei,Martin Petersen,Match Report,
Regular Season,26,Sun,2018-03-11,13:30 (07:30),Jahn R'burg,2–1,Sandhausen,11885,Continental Arena,Aarne Aarnink,Match Report,
Regular Season,26,Sun,2018-03-11,13:30 (07:30),MSV Duisburg,1–2,Düsseldorf,28000,Schauinsland-Reisen-Arena,Sascha Stegemann,Match Report,
,,,,,,,,,,,,
Regular Season,27,Fri,2018-03-16,18:30 (12:30),Holstein Kiel,2–1,Heidenheim,10278,Holstein-Stadion,Christof Günsch,Match Report,
Regular Season,27,Fri,2018-03-16,18:30 (12:30),Düsseldorf,4–2,Arminia,29567,Merkur Spielarena,Matthias Jöllenbeck,Match Report,
Regular Season,27,Sat,2018-03-17,13:00 (07:00),Sandhausen,2–3,Bochum,6526,Hardtwaldstadion,Christian Dietz,Match Report,
Regular Season,27,Sat,2018-03-17,13:00 (07:00),Kaiserslautern,1–1,St. Pauli,32243,Fritz-Walter-Stadion,Frank Willenborg,Match Report,
Regular Season,27,Sat,2018-03-17,13:00 (07:00),Union Berlin,2–2,Jahn R'burg,21248,Stadion An der Alten Försterei,Guido Winkmann,Match Report,
Regular Season,27,Sun,2018-03-18,13:30 (07:30),Braunschweig,3–2,MSV Duisburg,20015,Eintracht-Stadion,Lasse Koslowski,Match Report,
Regular Season,27,Sun,2018-03-18,13:30 (07:30),Ingolstadt 04,4–2,Dynamo Dres,11388,Audi-Sportpark,Manuel Gräfe,Match Report,
Regular Season,27,Sun,2018-03-18,13:30 (07:30),Nürnberg,1–1,Darmstadt 98,27007,Max-Morlock-Stadion,Daniel Schlager,Match Report,
Regular Season,27,Mon,2018-03-19,20:30 (14:30),Erzgebirge Aue,2–1,Greuther Fürth,8700,Sparkassen-Erzgebirgsstadion,Tobias Welz,Match Report,
,,,,,,,,,,,,
Regular Season,28,Sat,2018-03-31,13:00 (06:00),MSV Duisburg,1–4,Kaiserslautern,18273,Schauinsland-Reisen-Arena,Robert Schröder,Match Report,
Regular Season,28,Sat,2018-03-31,13:00 (06:00),Heidenheim,1–2,Ingolstadt 04,11300,Voith-Arena,Martin Thomsen,Match Report,
Regular Season,28,Sat,2018-03-31,13:00 (06:00),Dynamo Dres,1–1,Nürnberg,30765,DDV-Stadion,Bibiana Steinhaus,Match Report,
Regular Season,28,Sun,2018-04-01,13:30 (06:30),St. Pauli,1–1,Sandhausen,29381,Millerntor-Stadion,Alexander Sather,Match Report,
Regular Season,28,Sun,2018-04-01,13:30 (06:30),Greuther Fürth,2–1,Union Berlin,9170,Sportpark Ronhof Thomas Sommer,Timo Gerach,Match Report,
Regular Season,28,Sun,2018-04-01,13:30 (06:30),Bochum,2–0,Braunschweig,14976,Vonovia Ruhrstadion,Tobias Welz,Match Report,
Regular Season,28,Sun,2018-04-01,13:30 (06:30),Jahn R'burg,1–3,Erzgebirge Aue,11707,Continental Arena,Robert Kempter,Match Report,
Regular Season,28,Sun,2018-04-01,13:30 (06:30),Arminia,1–1,Holstein Kiel,20150,SchücoArena,Benedikt Kempkes,Match Report,
Regular Season,28,Mon,2018-04-02,20:30 (13:30),Darmstadt 98,1–0,Düsseldorf,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Tobias Reichel,Match Report,
,,,,,,,,,,,,
Regular Season,29,Fri,2018-04-06,18:30 (11:30),Sandhausen,0–0,Greuther Fürth,6013,Hardtwaldstadion,Thorben Siewer,Match Report,
Regular Season,29,Fri,2018-04-06,18:30 (11:30),Düsseldorf,1–2,Bochum,35600,Merkur Spielarena,Felix Zwayer,Match Report,
Regular Season,29,Sat,2018-04-07,13:00 (06:00),Union Berlin,0–0,MSV Duisburg,21482,Stadion An der Alten Försterei,Florian Heft,Match Report,
Regular Season,29,Sat,2018-04-07,13:00 (06:00),Holstein Kiel,0–0,Darmstadt 98,10483,Holstein-Stadion,René Rohde,Match Report,
Regular Season,29,Sat,2018-04-07,13:00 (06:00),Nürnberg,3–2,Heidenheim,29351,Max-Morlock-Stadion,Johann Pfeifer,Match Report,
Regular Season,29,Sat,2018-04-07,13:00 (06:00),Erzgebirge Aue,2–1,St. Pauli,14700,Sparkassen-Erzgebirgsstadion,Christof Günsch,Match Report,
Regular Season,29,Sun,2018-04-08,13:30 (06:30),Braunschweig,1–1,Dynamo Dres,22700,Eintracht-Stadion,Sven Jablonski,Match Report,
Regular Season,29,Sun,2018-04-08,13:30 (06:30),Kaiserslautern,1–1,Jahn R'burg,27780,Fritz-Walter-Stadion,Robert Kampka,Match Report,
Regular Season,29,Sun,2018-04-08,13:30 (06:30),Ingolstadt 04,2–2,Arminia,10213,Audi-Sportpark,Patrick Alt,Match Report,
,,,,,,,,,,,,
Regular Season,30,Fri,2018-04-13,18:30 (11:30),Bochum,3–2,Kaiserslautern,23042,Vonovia Ruhrstadion,Bastian Dankert,Match Report,
Regular Season,30,Fri,2018-04-13,18:30 (11:30),Greuther Fürth,1–2,Jahn R'burg,11105,Sportpark Ronhof Thomas Sommer,Tobias Stieler,Match Report,
Regular Season,30,Sat,2018-04-14,13:00 (06:00),Dynamo Dres,0–4,Holstein Kiel,29035,DDV-Stadion,Felix Zwayer,Match Report,
Regular Season,30,Sat,2018-04-14,13:00 (06:00),Arminia,2–0,Erzgebirge Aue,16605,SchücoArena,Aarne Aarnink,Match Report,
Regular Season,30,Sat,2018-04-14,13:00 (06:00),MSV Duisburg,0–2,Sandhausen,14231,Schauinsland-Reisen-Arena,Florian Badstübner,Match Report,
Regular Season,30,Sat,2018-04-14,13:00 (06:00),St. Pauli,0–1,Union Berlin,29546,Millerntor-Stadion,Daniel Schlager,Match Report,
Regular Season,30,Sun,2018-04-15,13:30 (06:30),Darmstadt 98,1–1,Braunschweig,16226,Jonathan-Heimes-Stadion am Böllenfalltor,Robert Hartmann,Match Report,
Regular Season,30,Sun,2018-04-15,13:30 (06:30),Heidenheim,3–1,Düsseldorf,12800,Voith-Arena,Christian Dietz,Match Report,
Regular Season,30,Sun,2018-04-15,13:30 (06:30),Ingolstadt 04,1–1,Nürnberg,15200,Audi-Sportpark,Frank Willenborg,Match Report,
,,,,,,,,,,,,
Regular Season,31,Fri,2018-04-20,18:30 (11:30),Greuther Fürth,1–1,Bochum,8820,Sportpark Ronhof Thomas Sommer,Robert Kempter,Match Report,
Regular Season,31,Fri,2018-04-20,18:30 (11:30),Braunschweig,0–0,Arminia,22285,Eintracht-Stadion,Alexander Sather,Match Report,
Regular Season,31,Sat,2018-04-21,13:00 (06:00),Sandhausen,1–1,Darmstadt 98,10269,Hardtwaldstadion,Timo Gerach,Match Report,
Regular Season,31,Sat,2018-04-21,13:00 (06:00),Jahn R'burg,3–1,St. Pauli,15224,Continental Arena,Matthias Jöllenbeck,Match Report,
Regular Season,31,Sat,2018-04-21,13:00 (06:00),Union Berlin,1–1,Heidenheim,21124,Stadion An der Alten Försterei,Benedikt Kempkes,Match Report,
Regular Season,31,Sun,2018-04-22,13:30 (06:30),Kaiserslautern,0–1,Dynamo Dres,26851,Fritz-Walter-Stadion,Daniel Siebert,Match Report,
Regular Season,31,Sun,2018-04-22,13:30 (06:30),Erzgebirge Aue,1–3,MSV Duisburg,11950,Sparkassen-Erzgebirgsstadion,Lasse Koslowski,Match Report,
Regular Season,31,Sun,2018-04-22,13:30 (06:30),Düsseldorf,3–0,Ingolstadt 04,33925,Merkur Spielarena,Manuel Gräfe,Match Report,
Regular Season,31,Mon,2018-04-23,20:30 (13:30),Holstein Kiel,1–3,Nürnberg,11874,Holstein-Stadion,Harm Osmers,Match Report,
,,,,,,,,,,,,
Regular Season,32,Fri,2018-04-27,18:30 (11:30),Bochum,2–1,Erzgebirge Aue,20121,Vonovia Ruhrstadion,Daniel Schlager,Match Report,
Regular Season,32,Fri,2018-04-27,18:30 (11:30),Arminia,3–2,Kaiserslautern,21404,SchücoArena,Guido Winkmann,Match Report,
Regular Season,32,Sat,2018-04-28,13:00 (06:00),St. Pauli,3–0,Greuther Fürth,29005,Millerntor-Stadion,Manuel Gräfe,Match Report,
Regular Season,32,Sat,2018-04-28,13:00 (06:00),Darmstadt 98,3–1,Union Berlin,16570,Jonathan-Heimes-Stadion am Böllenfalltor,Thorben Siewer,Match Report,
Regular Season,32,Sat,2018-04-28,13:00 (06:00),Dynamo Dres,1–2,Düsseldorf,30953,DDV-Stadion,Robert Hartmann,Match Report,
Regular Season,32,Sun,2018-04-29,13:30 (06:30),Ingolstadt 04,1–5,Holstein Kiel,9649,Audi-Sportpark,Bibiana Steinhaus,Match Report,
Regular Season,32,Sun,2018-04-29,13:30 (06:30),MSV Duisburg,4–1,Jahn R'burg,15149,Schauinsland-Reisen-Arena,Tobias Reichel,Match Report,
Regular Season,32,Sun,2018-04-29,13:30 (06:30),Heidenheim,2–0,Sandhausen,12800,Voith-Arena,Aarne Aarnink,Match Report,
Regular Season,32,Mon,2018-04-30,20:30 (13:30),Nürnberg,2–0,Braunschweig,45238,Max-Morlock-Stadion,Felix Zwayer,Match Report,
,,,,,,,,,,,,
Regular Season,33,Sun,2018-05-06,15:30 (08:30),Union Berlin,3–1,Bochum,22012,Stadion An der Alten Försterei,Robert Schröder,Match Report,
Regular Season,33,Sun,2018-05-06,15:30 (08:30),Erzgebirge Aue,0–0,Dynamo Dres,15000,Sparkassen-Erzgebirgsstadion,Frank Willenborg,Match Report,
Regular Season,33,Sun,2018-05-06,15:30 (08:30),Kaiserslautern,1–0,Heidenheim,25000,Fritz-Walter-Stadion,Martin Thomsen,Match Report,
Regular Season,33,Sun,2018-05-06,15:30 (08:30),Braunschweig,0–2,Ingolstadt 04,21400,Eintracht-Stadion,Martin Petersen,Match Report,
Regular Season,33,Sun,2018-05-06,15:30 (08:30),St. Pauli,1–0,Arminia,29546,Millerntor-Stadion,Markus Schmidt,Match Report,
Regular Season,33,Sun,2018-05-06,15:30 (08:30),Sandhausen,0–2,Nürnberg,12537,Hardtwaldstadion,Florian Heft,Match Report,
Regular Season,33,Sun,2018-05-06,15:30 (08:30),Düsseldorf,1–1,Holstein Kiel,50000,Merkur Spielarena,Patrick Ittrich,Match Report,
Regular Season,33,Sun,2018-05-06,15:30 (08:30),Greuther Fürth,2–2,MSV Duisburg,12380,Sportpark Ronhof Thomas Sommer,Sascha Stegemann,Match Report,
Regular Season,33,Sun,2018-05-06,15:30 (08:30),Jahn R'burg,0–3,Darmstadt 98,15210,Continental Arena,Sven Jablonski,Match Report,
,,,,,,,,,,,,
Regular Season,34,Sun,2018-05-13,15:30 (08:30),Darmstadt 98,1–0,Erzgebirge Aue,16950,Jonathan-Heimes-Stadion am Böllenfalltor,Sören Storks,Match Report,
Regular Season,34,Sun,2018-05-13,15:30 (08:30),Arminia,0–0,Sandhausen,23070,SchücoArena,Benjamin Cortus,Match Report,
Regular Season,34,Sun,2018-05-13,15:30 (08:30),Dynamo Dres,0–1,Union Berlin,30785,DDV-Stadion,Christian Dingert,Match Report,
Regular Season,34,Sun,2018-05-13,15:30 (08:30),Bochum,1–1,Jahn R'burg,20811,Vonovia Ruhrstadion,Patrick Alt,Match Report,
Regular Season,34,Sun,2018-05-13,15:30 (08:30),Nürnberg,2–3,Düsseldorf,50000,Max-Morlock-Stadion,Bibiana Steinhaus,Match Report,
Regular Season,34,Sun,2018-05-13,15:30 (08:30),Heidenheim,1–1,Greuther Fürth,14850,Voith-Arena,Harm Osmers,Match Report,
Regular Season,34,Sun,2018-05-13,15:30 (08:30),Holstein Kiel,6–2,Braunschweig,11760,Holstein-Stadion,Tobias Welz,Match Report,
Regular Season,34,Sun,2018-05-13,15:30 (08:30),MSV Duisburg,2–0,St. Pauli,25324,Schauinsland-Reisen-Arena,Deniz Aytekin,Match Report,
Regular Season,34,Sun,2018-05-13,15:30 (08:30),Ingolstadt 04,1–3,Kaiserslautern,11721,Audi-Sportpark,Sven Waschitzki,Match Report,
,,,,,,,,,,,,
German 1/2 Relegation/Promotion Playoffs,,Thu,2018-05-17,20:30 (13:30),Wolfsburg,3–1,Holstein Kiel,28800,Volkswagen Arena,,Match Report,Leg 1 of 2
German 2/3 Relegation/Promotion Playoffs,,Fri,2018-05-18,18:15 (11:15),Karlsruher,0–0,Erzgebirge Aue,25906,Wildparkstadion,,Match Report,Leg 1 of 2
German 1/2 Relegation/Promotion Playoffs,,Mon,2018-05-21,20:30 (13:30),Holstein Kiel,0–1,Wolfsburg,12000,Holstein-Stadion,,Match Report,Leg 2 of 2; Wolfsburg won
German 2/3 Relegation/Promotion Playoffs,,Tue,2018-05-22,18:15 (11:15),Erzgebirge Aue,3–1,Karlsruher,16000,Sparkassen-Erzgebirgsstadion,,Match Report,Leg 2 of 2; Erzgebirge Aue won
