Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,21,Fri,2017-02-17,20:30 (13:30),Augsburg,1–3,Bayer,25010,WWK Arena,Harm Osmers,Match Report,
Regular Season,21,Sat,2017-02-18,15:30 (08:30),Hoffenheim,2–0,Darmstadt 98,29013,Wirsol Rhein-Neckar-Arena,Felix Brych,Match Report,
Regular Season,21,Sat,2017-02-18,15:30 (08:30),Mainz 05,0–2,Werder Bremen,27281,Opel Arena,Deniz Aytekin,Match Report,
Regular Season,21,Sat,2017-02-18,15:30 (08:30),Eint Frankfurt,0–2,Ingolstadt 04,46300,Commerzbank-Arena,Guido Winkmann,Match Report,
Regular Season,21,Sat,2017-02-18,15:30 (08:30),Dortmund,3–0,Wolfsburg,56906,Signal Iduna Park,Günter Perl,Match Report,
Regular Season,21,Sat,2017-02-18,15:30 (08:30),Hertha BSC,1–1,Bayern Munich,74667,Olympiastadion Berlin,Patrick Ittrich,Match Report,
Regular Season,21,Sat,2017-02-18,18:30 (11:30),Hamburger SV,2–2,Freiburg,49405,Volksparkstadion,Christian Dingert,Match Report,
Regular Season,21,Sun,2017-02-19,15:30 (08:30),M'gladbach,1–2,RB Leipzig,51535,Stadion im Borussia-Park,Felix Zwayer,Match Report,
Regular Season,21,Sun,2017-02-19,17:30 (10:30),Köln,1–1,Schalke 04,50000,RheinEnergieSTADION,Tobias Stieler,Match Report,
,,,,,,,,,,,,
Regular Season,22,Fri,2017-02-24,20:30 (13:30),Wolfsburg,1–2,Werder Bremen,30000,Volkswagen Arena,Wolfgang Stark,Match Report,
Regular Season,22,Sat,2017-02-25,15:30 (08:30),Darmstadt 98,1–2,Augsburg,16200,Jonathan-Heimes-Stadion am Böllenfalltor,Jochen Drees,Match Report,
Regular Season,22,Sat,2017-02-25,15:30 (08:30),RB Leipzig,3–1,Köln,39335,Red Bull Arena,Marco Fritz,Match Report,
Regular Season,22,Sat,2017-02-25,15:30 (08:30),Bayer,0–2,Mainz 05,27086,BayArena,Benjamin Brand,Match Report,
Regular Season,22,Sat,2017-02-25,15:30 (08:30),Freiburg,0–3,Dortmund,24000,Schwarzwald-Stadion,Daniel Siebert,Match Report,
Regular Season,22,Sat,2017-02-25,15:30 (08:30),Bayern Munich,8–0,Hamburger SV,75000,Allianz Arena,Bastian Dankert,Match Report,
Regular Season,22,Sat,2017-02-25,18:30 (11:30),Hertha BSC,2–0,Eint Frankfurt,43323,Olympiastadion Berlin,Sascha Stegemann,Match Report,
Regular Season,22,Sun,2017-02-26,15:30 (08:30),Ingolstadt 04,0–2,M'gladbach,15200,Audi-Sportpark,Christian Dingert,Match Report,
Regular Season,22,Sun,2017-02-26,17:30 (10:30),Schalke 04,1–1,Hoffenheim,58839,Veltins-Arena,Deniz Aytekin,Match Report,
,,,,,,,,,,,,
Regular Season,23,Fri,2017-03-03,20:30 (13:30),Augsburg,2–2,RB Leipzig,28314,WWK Arena,Patrick Ittrich,Match Report,
Regular Season,23,Sat,2017-03-04,15:30 (08:30),Köln,0–3,Bayern Munich,50000,RheinEnergieSTADION,Jochen Drees,Match Report,
Regular Season,23,Sat,2017-03-04,15:30 (08:30),Hoffenheim,5–2,Ingolstadt 04,23028,Wirsol Rhein-Neckar-Arena,Bastian Dankert,Match Report,
Regular Season,23,Sat,2017-03-04,15:30 (08:30),Dortmund,6–2,Bayer,79100,Signal Iduna Park,Christian Dingert,Match Report,
Regular Season,23,Sat,2017-03-04,15:30 (08:30),Mainz 05,1–1,Wolfsburg,27238,Opel Arena,Benjamin Cortus,Match Report,
Regular Season,23,Sat,2017-03-04,15:30 (08:30),Werder Bremen,2–0,Darmstadt 98,41000,Weserstadion,Guido Winkmann,Match Report,
Regular Season,23,Sat,2017-03-04,18:30 (11:30),M'gladbach,4–2,Schalke 04,54014,Stadion im Borussia-Park,Manuel Gräfe,Match Report,
Regular Season,23,Sun,2017-03-05,15:30 (08:30),Eint Frankfurt,1–2,Freiburg,51500,Commerzbank-Arena,Günter Perl,Match Report,
Regular Season,23,Sun,2017-03-05,17:30 (10:30),Hamburger SV,1–0,Hertha BSC,44445,Volksparkstadion,Felix Brych,Match Report,
,,,,,,,,,,,,
Regular Season,24,Fri,2017-03-10,20:30 (13:30),Bayer,1–1,Werder Bremen,30210,BayArena,Tobias Stieler,Match Report,
Regular Season,24,Sat,2017-03-11,15:30 (08:30),RB Leipzig,0–1,Wolfsburg,42558,Red Bull Arena,Benjamin Brand,Match Report,
Regular Season,24,Sat,2017-03-11,15:30 (08:30),Hertha BSC,2–1,Dortmund,74667,Olympiastadion Berlin,Robert Hartmann,Match Report,
Regular Season,24,Sat,2017-03-11,15:30 (08:30),Bayern Munich,3–0,Eint Frankfurt,75000,Allianz Arena,Markus Schmidt,Match Report,
Regular Season,24,Sat,2017-03-11,15:30 (08:30),Freiburg,1–1,Hoffenheim,24000,Schwarzwald-Stadion,Wolfgang Stark,Match Report,
Regular Season,24,Sat,2017-03-11,15:30 (08:30),Darmstadt 98,2–1,Mainz 05,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Frank Willenborg,Match Report,
Regular Season,24,Sat,2017-03-11,18:30 (11:30),Ingolstadt 04,2–2,Köln,15200,Audi-Sportpark,Felix Zwayer,Match Report,
Regular Season,24,Sun,2017-03-12,15:30 (09:30),Schalke 04,3–0,Augsburg,59481,Veltins-Arena,Robert Kampka,Match Report,
Regular Season,24,Sun,2017-03-12,17:30 (11:30),Hamburger SV,2–1,M'gladbach,52501,Volksparkstadion,Deniz Aytekin,Match Report,
,,,,,,,,,,,,
Regular Season,25,Fri,2017-03-17,20:30 (14:30),Dortmund,1–0,Ingolstadt 04,81360,Signal Iduna Park,Daniel Siebert,Match Report,
Regular Season,25,Sat,2017-03-18,15:30 (09:30),Köln,4–2,Hertha BSC,49500,RheinEnergieSTADION,Marco Fritz,Match Report,
Regular Season,25,Sat,2017-03-18,15:30 (09:30),Hoffenheim,1–0,Bayer,28117,Wirsol Rhein-Neckar-Arena,Manuel Gräfe,Match Report,
Regular Season,25,Sat,2017-03-18,15:30 (09:30),Augsburg,1–1,Freiburg,28843,WWK Arena,Sascha Stegemann,Match Report,
Regular Season,25,Sat,2017-03-18,15:30 (09:30),Werder Bremen,3–0,RB Leipzig,41384,Weserstadion,Christian Dingert,Match Report,
Regular Season,25,Sat,2017-03-18,15:30 (09:30),Wolfsburg,1–0,Darmstadt 98,28104,Volkswagen Arena,Felix Brych,Match Report,
Regular Season,25,Sat,2017-03-18,18:30 (12:30),Eint Frankfurt,0–0,Hamburger SV,51500,Commerzbank-Arena,Benjamin Cortus,Match Report,
Regular Season,25,Sun,2017-03-19,15:30 (09:30),Mainz 05,0–1,Schalke 04,30847,Opel Arena,Wolfgang Stark,Match Report,
Regular Season,25,Sun,2017-03-19,17:30 (11:30),M'gladbach,0–1,Bayern Munich,54014,Stadion im Borussia-Park,Tobias Stieler,Match Report,
,,,,,,,,,,,,
Regular Season,26,Fri,2017-03-31,20:30 (13:30),Hertha BSC,1–3,Hoffenheim,42401,Olympiastadion Berlin,Benjamin Brand,Match Report,
Regular Season,26,Sat,2017-04-01,15:30 (08:30),Schalke 04,1–1,Dortmund,62271,Veltins-Arena,Felix Zwayer,Match Report,
Regular Season,26,Sat,2017-04-01,15:30 (08:30),Hamburger SV,2–1,Köln,57000,Volksparkstadion,Daniel Siebert,Match Report,
Regular Season,26,Sat,2017-04-01,15:30 (08:30),Freiburg,2–5,Werder Bremen,24000,Schwarzwald-Stadion,Wolfgang Stark,Match Report,
Regular Season,26,Sat,2017-04-01,15:30 (08:30),Bayern Munich,6–0,Augsburg,75000,Allianz Arena,Christian Dingert,Match Report,
Regular Season,26,Sat,2017-04-01,15:30 (08:30),RB Leipzig,4–0,Darmstadt 98,39394,Red Bull Arena,Bastian Dankert,Match Report,
Regular Season,26,Sat,2017-04-01,18:30 (11:30),Eint Frankfurt,0–0,M'gladbach,51500,Commerzbank-Arena,Harm Osmers,Match Report,
Regular Season,26,Sun,2017-04-02,15:30 (08:30),Ingolstadt 04,2–1,Mainz 05,14000,Audi-Sportpark,Patrick Ittrich,Match Report,
Regular Season,26,Sun,2017-04-02,17:30 (10:30),Bayer,3–3,Wolfsburg,28576,BayArena,Deniz Aytekin,Match Report,
,,,,,,,,,,,,
Regular Season,27,Tue,2017-04-04,20:00 (13:00),Werder Bremen,3–0,Schalke 04,42100,Weserstadion,Robert Hartmann,Match Report,
Regular Season,27,Tue,2017-04-04,20:00 (13:00),Hoffenheim,1–0,Bayern Munich,30150,Wirsol Rhein-Neckar-Arena,Sascha Stegemann,Match Report,
Regular Season,27,Tue,2017-04-04,20:00 (13:00),Dortmund,3–0,Hamburger SV,81360,Signal Iduna Park,Markus Schmidt,Match Report,
Regular Season,27,Tue,2017-04-04,20:00 (13:00),Köln,1–0,Eint Frankfurt,49300,RheinEnergieSTADION,Wolfgang Stark,Match Report,
Regular Season,27,Wed,2017-04-05,20:00 (13:00),Augsburg,2–3,Ingolstadt 04,29528,WWK Arena,Marco Fritz,Match Report,
Regular Season,27,Wed,2017-04-05,20:00 (13:00),Wolfsburg,0–1,Freiburg,24179,Volkswagen Arena,Guido Winkmann,Match Report,
Regular Season,27,Wed,2017-04-05,20:00 (13:00),M'gladbach,1–0,Hertha BSC,44347,Stadion im Borussia-Park,Günter Perl,Match Report,
Regular Season,27,Wed,2017-04-05,20:00 (13:00),Mainz 05,2–3,RB Leipzig,26379,Opel Arena,Tobias Stieler,Match Report,
Regular Season,27,Wed,2017-04-05,20:00 (13:00),Darmstadt 98,0–2,Bayer,16200,Jonathan-Heimes-Stadion am Böllenfalltor,Benjamin Brand,Match Report,
,,,,,,,,,,,,
Regular Season,28,Fri,2017-04-07,20:30 (13:30),Eint Frankfurt,2–2,Werder Bremen,51000,Commerzbank-Arena,Bastian Dankert,Match Report,
Regular Season,28,Sat,2017-04-08,15:30 (08:30),Köln,2–3,M'gladbach,50000,RheinEnergieSTADION,Felix Brych,Match Report,
Regular Season,28,Sat,2017-04-08,15:30 (08:30),Hamburger SV,2–1,Hoffenheim,53565,Volksparkstadion,Felix Zwayer,Match Report,
Regular Season,28,Sat,2017-04-08,15:30 (08:30),Freiburg,1–0,Mainz 05,24000,Schwarzwald-Stadion,Harm Osmers,Match Report,
Regular Season,28,Sat,2017-04-08,15:30 (08:30),RB Leipzig,1–0,Bayer,42558,Red Bull Arena,Robert Kampka,Match Report,
Regular Season,28,Sat,2017-04-08,15:30 (08:30),Schalke 04,4–1,Wolfsburg,61298,Veltins-Arena,Benjamin Brand,Match Report,
Regular Season,28,Sat,2017-04-08,18:30 (11:30),Bayern Munich,4–1,Dortmund,75000,Allianz Arena,Marco Fritz,Match Report,
Regular Season,28,Sun,2017-04-09,15:30 (08:30),Hertha BSC,2–0,Augsburg,43451,Olympiastadion Berlin,Tobias Stieler,Match Report,
Regular Season,28,Sun,2017-04-09,17:30 (10:30),Ingolstadt 04,3–2,Darmstadt 98,14081,Audi-Sportpark,Manuel Gräfe,Match Report,
,,,,,,,,,,,,
Regular Season,29,Sat,2017-04-15,15:30 (08:30),RB Leipzig,4–0,Freiburg,41446,Red Bull Arena,Manuel Gräfe,Match Report,
Regular Season,29,Sat,2017-04-15,15:30 (08:30),Wolfsburg,3–0,Ingolstadt 04,26374,Volkswagen Arena,Tobias Stieler,Match Report,
Regular Season,29,Sat,2017-04-15,15:30 (08:30),Dortmund,3–1,Eint Frankfurt,81360,Signal Iduna Park,Robert Hartmann,Match Report,
Regular Season,29,Sat,2017-04-15,15:30 (08:30),Hoffenheim,5–3,M'gladbach,30150,Wirsol Rhein-Neckar-Arena,Christian Dingert,Match Report,
Regular Season,29,Sat,2017-04-15,15:30 (08:30),Mainz 05,1–0,Hertha BSC,30579,Opel Arena,Deniz Aytekin,Match Report,
Regular Season,29,Sat,2017-04-15,15:30 (08:30),Augsburg,2–1,Köln,30660,WWK Arena,Guido Winkmann,Match Report,
Regular Season,29,Sat,2017-04-15,18:30 (11:30),Bayer,0–0,Bayern Munich,30210,BayArena,Daniel Siebert,Match Report,
Regular Season,29,Sun,2017-04-16,15:30 (08:30),Werder Bremen,2–1,Hamburger SV,42100,Weserstadion,Felix Brych,Match Report,
Regular Season,29,Sun,2017-04-16,17:30 (10:30),Darmstadt 98,2–1,Schalke 04,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Patrick Ittrich,Match Report,
,,,,,,,,,,,,
Regular Season,30,Fri,2017-04-21,20:30 (13:30),Köln,1–1,Hoffenheim,49600,RheinEnergieSTADION,Marco Fritz,Match Report,
Regular Season,30,Sat,2017-04-22,15:30 (08:30),Bayern Munich,2–2,Mainz 05,75000,Allianz Arena,Frank Willenborg,Match Report,
Regular Season,30,Sat,2017-04-22,15:30 (08:30),Hertha BSC,1–0,Wolfsburg,42521,Olympiastadion Berlin,Bastian Dankert,Match Report,
Regular Season,30,Sat,2017-04-22,15:30 (08:30),Eint Frankfurt,3–1,Augsburg,50200,Commerzbank-Arena,Felix Zwayer,Match Report,
Regular Season,30,Sat,2017-04-22,15:30 (08:30),Hamburger SV,1–2,Darmstadt 98,56132,Volksparkstadion,Sascha Stegemann,Match Report,
Regular Season,30,Sat,2017-04-22,15:30 (08:30),Ingolstadt 04,2–4,Werder Bremen,15200,Audi-Sportpark,Markus Schmidt,Match Report,
Regular Season,30,Sat,2017-04-22,18:30 (11:30),M'gladbach,2–3,Dortmund,54014,Stadion im Borussia-Park,Wolfgang Stark,Match Report,
Regular Season,30,Sun,2017-04-23,15:30 (08:30),Freiburg,2–1,Bayer,24000,Schwarzwald-Stadion,Felix Brych,Match Report,
Regular Season,30,Sun,2017-04-23,17:30 (10:30),Schalke 04,1–1,RB Leipzig,60916,Veltins-Arena,Günter Perl,Match Report,
,,,,,,,,,,,,
Regular Season,31,Fri,2017-04-28,20:30 (13:30),Bayer,1–4,Schalke 04,30210,BayArena,Marco Fritz,Match Report,
Regular Season,31,Sat,2017-04-29,15:30 (08:30),Werder Bremen,2–0,Hertha BSC,42100,Weserstadion,Patrick Ittrich,Match Report,
Regular Season,31,Sat,2017-04-29,15:30 (08:30),RB Leipzig,0–0,Ingolstadt 04,41053,Red Bull Arena,Daniel Siebert,Match Report,
Regular Season,31,Sat,2017-04-29,15:30 (08:30),Mainz 05,1–2,M'gladbach,34000,Opel Arena,Sascha Stegemann,Match Report,
Regular Season,31,Sat,2017-04-29,15:30 (08:30),Dortmund,0–0,Köln,81360,Signal Iduna Park,Tobias Stieler,Match Report,
Regular Season,31,Sat,2017-04-29,15:30 (08:30),Darmstadt 98,3–0,Freiburg,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Benjamin Cortus,Match Report,
Regular Season,31,Sat,2017-04-29,18:30 (11:30),Wolfsburg,0–6,Bayern Munich,30000,Volkswagen Arena,Felix Zwayer,Match Report,
Regular Season,31,Sun,2017-04-30,15:30 (08:30),Augsburg,4–0,Hamburger SV,30660,WWK Arena,Manuel Gräfe,Match Report,
Regular Season,31,Sun,2017-04-30,17:30 (10:30),Hoffenheim,1–0,Eint Frankfurt,30150,Wirsol Rhein-Neckar-Arena,Günter Perl,Match Report,
,,,,,,,,,,,,
Regular Season,32,Fri,2017-05-05,20:30 (13:30),Köln,4–3,Werder Bremen,50000,RheinEnergieSTADION,Wolfgang Stark,Match Report,
Regular Season,32,Sat,2017-05-06,15:30 (08:30),M'gladbach,1–1,Augsburg,52362,Stadion im Borussia-Park,Bastian Dankert,Match Report,
Regular Season,32,Sat,2017-05-06,15:30 (08:30),Dortmund,2–1,Hoffenheim,81360,Signal Iduna Park,Felix Brych,Match Report,
Regular Season,32,Sat,2017-05-06,15:30 (08:30),Eint Frankfurt,0–2,Wolfsburg,49000,Commerzbank-Arena,Manuel Gräfe,Match Report,
Regular Season,32,Sat,2017-05-06,15:30 (08:30),Bayern Munich,1–0,Darmstadt 98,75000,Allianz Arena,Guido Winkmann,Match Report,
Regular Season,32,Sat,2017-05-06,15:30 (08:30),Ingolstadt 04,1–1,Bayer,14351,Audi-Sportpark,Harm Osmers,Match Report,
Regular Season,32,Sat,2017-05-06,18:30 (11:30),Hertha BSC,1–4,RB Leipzig,62301,Olympiastadion Berlin,Robert Hartmann,Match Report,
Regular Season,32,Sun,2017-05-07,15:30 (08:30),Hamburger SV,0–0,Mainz 05,53915,Volksparkstadion,Daniel Siebert,Match Report,
Regular Season,32,Sun,2017-05-07,17:30 (10:30),Freiburg,2–0,Schalke 04,24000,Schwarzwald-Stadion,Robert Kampka,Match Report,
,,,,,,,,,,,,
Regular Season,33,Sat,2017-05-13,15:30 (08:30),Bayer,2–2,Köln,30210,BayArena,Günter Perl,Match Report,
Regular Season,33,Sat,2017-05-13,15:30 (08:30),Wolfsburg,1–1,M'gladbach,28721,Volkswagen Arena,Christian Dingert,Match Report,
Regular Season,33,Sat,2017-05-13,15:30 (08:30),RB Leipzig,4–5,Bayern Munich,42558,Red Bull Arena,Tobias Stieler,Match Report,
Regular Season,33,Sat,2017-05-13,15:30 (08:30),Werder Bremen,3–5,Hoffenheim,41000,Weserstadion,Daniel Siebert,Match Report,
Regular Season,33,Sat,2017-05-13,15:30 (08:30),Schalke 04,1–1,Hamburger SV,62271,Veltins-Arena,Markus Schmidt,Match Report,
Regular Season,33,Sat,2017-05-13,15:30 (08:30),Darmstadt 98,0–2,Hertha BSC,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Benjamin Brand,Match Report,
Regular Season,33,Sat,2017-05-13,15:30 (08:30),Mainz 05,4–2,Eint Frankfurt,34000,Opel Arena,Marco Fritz,Match Report,
Regular Season,33,Sat,2017-05-13,15:30 (08:30),Freiburg,1–1,Ingolstadt 04,24000,Schwarzwald-Stadion,Bastian Dankert,Match Report,
Regular Season,33,Sat,2017-05-13,15:30 (08:30),Augsburg,1–1,Dortmund,30660,WWK Arena,Sascha Stegemann,Match Report,
,,,,,,,,,,,,
Regular Season,34,Sat,2017-05-20,15:30 (08:30),Hoffenheim,0–0,Augsburg,30150,Wirsol Rhein-Neckar-Arena,Marco Fritz,Match Report,
Regular Season,34,Sat,2017-05-20,15:30 (08:30),M'gladbach,2–2,Darmstadt 98,54014,Stadion im Borussia-Park,Wolfgang Stark,Match Report,
Regular Season,34,Sat,2017-05-20,15:30 (08:30),Hamburger SV,2–1,Wolfsburg,57000,Volksparkstadion,Manuel Gräfe,Match Report,
Regular Season,34,Sat,2017-05-20,15:30 (08:30),Eint Frankfurt,2–2,RB Leipzig,51000,Commerzbank-Arena,Felix Brych,Match Report,
Regular Season,34,Sat,2017-05-20,15:30 (08:30),Köln,2–0,Mainz 05,50000,RheinEnergieSTADION,Robert Hartmann,Match Report,
Regular Season,34,Sat,2017-05-20,15:30 (08:30),Hertha BSC,2–6,Bayer,55617,Olympiastadion Berlin,Deniz Aytekin,Match Report,
Regular Season,34,Sat,2017-05-20,15:30 (08:30),Dortmund,4–3,Werder Bremen,81360,Signal Iduna Park,Günter Perl,Match Report,
Regular Season,34,Sat,2017-05-20,15:30 (08:30),Bayern Munich,4–1,Freiburg,75000,Allianz Arena,Jochen Drees,Match Report,
Regular Season,34,Sat,2017-05-20,15:30 (08:30),Ingolstadt 04,1–1,Schalke 04,15200,Audi-Sportpark,Frank Willenborg,Match Report,
,,,,,,,,,,,,
German 1/2 Relegation/Promotion Playoffs,,Thu,2017-05-25,20:30 (13:30),Wolfsburg,1–0,Braunschweig,29100,Volkswagen Arena,,Match Report,Leg 1 of 2
German 1/2 Relegation/Promotion Playoffs,,Mon,2017-05-29,20:30 (13:30),Braunschweig,0–1,Wolfsburg,23000,Eintracht-Stadion,,Match Report,Leg 2 of 2; Wolfsburg won
