Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,7,Sun,2016-10-16,15:30 (08:30),Mainz 05,2–1,Darmstadt 98,29987,Opel Arena,Felix Brych,Match Report,
Regular Season,7,Sun,2016-10-16,17:30 (10:30),Wolfsburg,0–1,RB Leipzig,30000,Volkswagen Arena,Sascha Stegemann,Match Report,
,,,,,,,,,,,,
Regular Season,8,Fri,2016-10-21,20:30 (13:30),Hamburger SV,0–3,Eint Frankfurt,52258,Volksparkstadion,Günter Perl,Match Report,
Regular Season,8,Sat,2016-10-22,15:30 (08:30),Hertha BSC,2–1,Köln,60576,Olympiastadion Berlin,Frank Willenborg,Match Report,
Regular Season,8,Sat,2016-10-22,15:30 (08:30),Ingolstadt 04,3–3,Dortmund,15200,Audi-Sportpark,Felix Zwayer,Match Report,
Regular Season,8,Sat,2016-10-22,15:30 (08:30),Freiburg,2–1,Augsburg,24000,Schwarzwald-Stadion,Manuel Gräfe,Match Report,
Regular Season,8,Sat,2016-10-22,15:30 (08:30),Bayer,0–3,Hoffenheim,28716,BayArena,Bastian Dankert,Match Report,
Regular Season,8,Sat,2016-10-22,15:30 (08:30),Darmstadt 98,3–1,Wolfsburg,15300,Jonathan-Heimes-Stadion am Böllenfalltor,Markus Schmidt,Match Report,
Regular Season,8,Sat,2016-10-22,18:30 (11:30),Bayern Munich,2–0,M'gladbach,75000,Allianz Arena,Jochen Drees,Match Report,
Regular Season,8,Sun,2016-10-23,15:30 (08:30),RB Leipzig,3–1,Werder Bremen,42558,Red Bull Arena,Robert Hartmann,Match Report,
Regular Season,8,Sun,2016-10-23,17:30 (10:30),Schalke 04,3–0,Mainz 05,59357,Veltins-Arena,Daniel Siebert,Match Report,
,,,,,,,,,,,,
Regular Season,9,Fri,2016-10-28,20:30 (13:30),M'gladbach,0–0,Eint Frankfurt,54014,Stadion im Borussia-Park,Felix Zwayer,Match Report,
Regular Season,9,Sat,2016-10-29,15:30 (08:30),Darmstadt 98,0–2,RB Leipzig,16400,Jonathan-Heimes-Stadion am Böllenfalltor,Wolfgang Stark,Match Report,
Regular Season,9,Sat,2016-10-29,15:30 (08:30),Werder Bremen,1–3,Freiburg,41500,Weserstadion,Guido Winkmann,Match Report,
Regular Season,9,Sat,2016-10-29,15:30 (08:30),Augsburg,1–3,Bayern Munich,30660,WWK Arena,Christian Dingert,Match Report,
Regular Season,9,Sat,2016-10-29,15:30 (08:30),Wolfsburg,1–2,Bayer,26398,Volkswagen Arena,Tobias Stieler,Match Report,
Regular Season,9,Sat,2016-10-29,15:30 (08:30),Mainz 05,2–0,Ingolstadt 04,24197,Opel Arena,Manuel Gräfe,Match Report,
Regular Season,9,Sat,2016-10-29,18:30 (11:30),Dortmund,0–0,Schalke 04,80179,Signal Iduna Park,Felix Brych,Match Report,
Regular Season,9,Sun,2016-10-30,15:30 (09:30),Hoffenheim,1–0,Hertha BSC,28015,Wirsol Rhein-Neckar-Arena,Benjamin Cortus,Match Report,
Regular Season,9,Sun,2016-10-30,17:30 (11:30),Köln,3–0,Hamburger SV,50000,RheinEnergieSTADION,Benjamin Brand,Match Report,
,,,,,,,,,,,,
Regular Season,10,Fri,2016-11-04,20:30 (14:30),Hertha BSC,3–0,M'gladbach,51934,Olympiastadion Berlin,Tobias Stieler,Match Report,
Regular Season,10,Sat,2016-11-05,15:30 (09:30),Hamburger SV,2–5,Dortmund,57000,Volksparkstadion,Sascha Stegemann,Match Report,
Regular Season,10,Sat,2016-11-05,15:30 (09:30),Bayer,3–2,Darmstadt 98,28941,BayArena,Harm Osmers,Match Report,
Regular Season,10,Sat,2016-11-05,15:30 (09:30),Bayern Munich,1–1,Hoffenheim,75000,Allianz Arena,Markus Schmidt,Match Report,
Regular Season,10,Sat,2016-11-05,15:30 (09:30),Ingolstadt 04,0–2,Augsburg,15200,Audi-Sportpark,Jochen Drees,Match Report,
Regular Season,10,Sat,2016-11-05,15:30 (09:30),Freiburg,0–3,Wolfsburg,23500,Schwarzwald-Stadion,Felix Brych,Match Report,
Regular Season,10,Sat,2016-11-05,18:30 (12:30),Eint Frankfurt,1–0,Köln,51000,Commerzbank-Arena,Deniz Aytekin,Match Report,
Regular Season,10,Sun,2016-11-06,15:30 (08:30),RB Leipzig,3–1,Mainz 05,42558,Red Bull Arena,Marco Fritz,Match Report,
Regular Season,10,Sun,2016-11-06,17:30 (10:30),Schalke 04,3–1,Werder Bremen,61263,Veltins-Arena,Günter Perl,Match Report,
,,,,,,,,,,,,
Regular Season,11,Fri,2016-11-18,20:30 (13:30),Bayer,2–3,RB Leipzig,27752,BayArena,Felix Brych,Match Report,
Regular Season,11,Sat,2016-11-19,15:30 (08:30),Wolfsburg,0–1,Schalke 04,30000,Volkswagen Arena,Felix Zwayer,Match Report,
Regular Season,11,Sat,2016-11-19,15:30 (08:30),Darmstadt 98,0–1,Ingolstadt 04,15000,Jonathan-Heimes-Stadion am Böllenfalltor,Christian Dingert,Match Report,
Regular Season,11,Sat,2016-11-19,15:30 (08:30),M'gladbach,1–2,Köln,53757,Stadion im Borussia-Park,Manuel Gräfe,Match Report,
Regular Season,11,Sat,2016-11-19,15:30 (08:30),Augsburg,0–0,Hertha BSC,27007,WWK Arena,Bastian Dankert,Match Report,
Regular Season,11,Sat,2016-11-19,15:30 (08:30),Mainz 05,4–2,Freiburg,26573,Opel Arena,Patrick Ittrich,Match Report,
Regular Season,11,Sat,2016-11-19,18:30 (11:30),Dortmund,1–0,Bayern Munich,81360,Signal Iduna Park,Tobias Stieler,Match Report,
Regular Season,11,Sun,2016-11-20,15:30 (08:30),Hoffenheim,2–2,Hamburger SV,29512,Wirsol Rhein-Neckar-Arena,Robert Hartmann,Match Report,
Regular Season,11,Sun,2016-11-20,17:30 (10:30),Werder Bremen,1–2,Eint Frankfurt,39261,Weserstadion,Robert Kampka,Match Report,
,,,,,,,,,,,,
Regular Season,12,Fri,2016-11-25,20:30 (13:30),Freiburg,1–4,RB Leipzig,24000,Schwarzwald-Stadion,Benjamin Brand,Match Report,
Regular Season,12,Sat,2016-11-26,15:30 (08:30),Köln,0–0,Augsburg,50000,RheinEnergieSTADION,Markus Schmidt,Match Report,
Regular Season,12,Sat,2016-11-26,15:30 (08:30),Eint Frankfurt,2–1,Dortmund,51500,Commerzbank-Arena,Wolfgang Stark,Match Report,
Regular Season,12,Sat,2016-11-26,15:30 (08:30),M'gladbach,1–1,Hoffenheim,51086,Stadion im Borussia-Park,Deniz Aytekin,Match Report,
Regular Season,12,Sat,2016-11-26,15:30 (08:30),Hamburger SV,2–2,Werder Bremen,55237,Volksparkstadion,Felix Brych,Match Report,
Regular Season,12,Sat,2016-11-26,15:30 (08:30),Ingolstadt 04,1–1,Wolfsburg,13521,Audi-Sportpark,Daniel Siebert,Match Report,
Regular Season,12,Sat,2016-11-26,18:30 (11:30),Bayern Munich,2–1,Bayer,75000,Allianz Arena,Marco Fritz,Match Report,
Regular Season,12,Sun,2016-11-27,15:30 (08:30),Schalke 04,3–1,Darmstadt 98,58703,Veltins-Arena,Frank Willenborg,Match Report,
Regular Season,12,Sun,2016-11-27,17:30 (10:30),Hertha BSC,2–1,Mainz 05,37852,Olympiastadion Berlin,Guido Winkmann,Match Report,
,,,,,,,,,,,,
Regular Season,13,Fri,2016-12-02,20:30 (13:30),Mainz 05,1–3,Bayern Munich,34000,Opel Arena,Daniel Siebert,Match Report,
Regular Season,13,Sat,2016-12-03,15:30 (08:30),Bayer,1–1,Freiburg,27111,BayArena,Benjamin Cortus,Match Report,
Regular Season,13,Sat,2016-12-03,15:30 (08:30),Werder Bremen,2–1,Ingolstadt 04,38438,Weserstadion,Tobias Stieler,Match Report,
Regular Season,13,Sat,2016-12-03,15:30 (08:30),Dortmund,4–1,M'gladbach,81360,Signal Iduna Park,Marco Fritz,Match Report,
Regular Season,13,Sat,2016-12-03,15:30 (08:30),Wolfsburg,2–3,Hertha BSC,25317,Volkswagen Arena,Jochen Drees,Match Report,
Regular Season,13,Sat,2016-12-03,15:30 (08:30),Hoffenheim,4–0,Köln,29740,Wirsol Rhein-Neckar-Arena,Günter Perl,Match Report,
Regular Season,13,Sat,2016-12-03,18:30 (11:30),RB Leipzig,2–1,Schalke 04,42558,Red Bull Arena,Bastian Dankert,Match Report,
Regular Season,13,Sun,2016-12-04,15:30 (08:30),Darmstadt 98,0–2,Hamburger SV,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Guido Winkmann,Match Report,
Regular Season,13,Sun,2016-12-04,17:30 (10:30),Augsburg,1–1,Eint Frankfurt,26549,WWK Arena,Sascha Stegemann,Match Report,
,,,,,,,,,,,,
Regular Season,14,Fri,2016-12-09,20:30 (13:30),Eint Frankfurt,0–0,Hoffenheim,47000,Commerzbank-Arena,Christian Dingert,Match Report,
Regular Season,14,Sat,2016-12-10,15:30 (08:30),Bayern Munich,5–0,Wolfsburg,75000,Allianz Arena,Sascha Stegemann,Match Report,
Regular Season,14,Sat,2016-12-10,15:30 (08:30),Ingolstadt 04,1–0,RB Leipzig,15200,Audi-Sportpark,Markus Schmidt,Match Report,
Regular Season,14,Sat,2016-12-10,15:30 (08:30),Hamburger SV,1–0,Augsburg,45793,Volksparkstadion,Daniel Siebert,Match Report,
Regular Season,14,Sat,2016-12-10,15:30 (08:30),Köln,1–1,Dortmund,50000,RheinEnergieSTADION,Felix Zwayer,Match Report,
Regular Season,14,Sat,2016-12-10,15:30 (08:30),Freiburg,1–0,Darmstadt 98,24000,Schwarzwald-Stadion,Wolfgang Stark,Match Report,
Regular Season,14,Sat,2016-12-10,18:30 (11:30),Hertha BSC,0–1,Werder Bremen,51337,Olympiastadion Berlin,Harm Osmers,Match Report,
Regular Season,14,Sun,2016-12-11,15:30 (08:30),M'gladbach,1–0,Mainz 05,48037,Stadion im Borussia-Park,Robert Hartmann,Match Report,
Regular Season,14,Sun,2016-12-11,17:30 (10:30),Schalke 04,0–1,Bayer,60821,Veltins-Arena,Deniz Aytekin,Match Report,
,,,,,,,,,,,,
Regular Season,15,Fri,2016-12-16,20:30 (13:30),Hoffenheim,2–2,Dortmund,30150,Wirsol Rhein-Neckar-Arena,Benjamin Brand,Match Report,
Regular Season,15,Sat,2016-12-17,15:30 (08:30),Werder Bremen,1–1,Köln,42100,Weserstadion,Wolfgang Stark,Match Report,
Regular Season,15,Sat,2016-12-17,15:30 (08:30),Mainz 05,3–1,Hamburger SV,30179,Opel Arena,Deniz Aytekin,Match Report,
Regular Season,15,Sat,2016-12-17,15:30 (08:30),RB Leipzig,2–0,Hertha BSC,42558,Red Bull Arena,Marco Fritz,Match Report,
Regular Season,15,Sat,2016-12-17,15:30 (08:30),Schalke 04,1–1,Freiburg,60445,Veltins-Arena,Manuel Gräfe,Match Report,
Regular Season,15,Sat,2016-12-17,15:30 (08:30),Augsburg,1–0,M'gladbach,28653,WWK Arena,Tobias Stieler,Match Report,
Regular Season,15,Sat,2016-12-17,18:30 (11:30),Wolfsburg,1–0,Eint Frankfurt,26967,Volkswagen Arena,Felix Brych,Match Report,
Regular Season,15,Sun,2016-12-18,15:30 (08:30),Darmstadt 98,0–1,Bayern Munich,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Bastian Dankert,Match Report,
Regular Season,15,Sun,2016-12-18,17:30 (10:30),Bayer,1–2,Ingolstadt 04,25075,BayArena,Frank Willenborg,Match Report,
,,,,,,,,,,,,
Regular Season,16,Tue,2016-12-20,20:00 (13:00),Eint Frankfurt,3–0,Mainz 05,48500,Commerzbank-Arena,Günter Perl,Match Report,
Regular Season,16,Tue,2016-12-20,20:00 (13:00),Hamburger SV,2–1,Schalke 04,49789,Volksparkstadion,Jochen Drees,Match Report,
Regular Season,16,Tue,2016-12-20,20:00 (13:00),Dortmund,1–1,Augsburg,81360,Signal Iduna Park,Guido Winkmann,Match Report,
Regular Season,16,Tue,2016-12-20,20:00 (13:00),M'gladbach,1–2,Wolfsburg,47067,Stadion im Borussia-Park,Robert Kampka,Match Report,
Regular Season,16,Wed,2016-12-21,20:00 (13:00),Hertha BSC,2–0,Darmstadt 98,31912,Olympiastadion Berlin,Robert Hartmann,Match Report,
Regular Season,16,Wed,2016-12-21,20:00 (13:00),Bayern Munich,3–0,RB Leipzig,75000,Allianz Arena,Felix Zwayer,Match Report,
Regular Season,16,Wed,2016-12-21,20:00 (13:00),Hoffenheim,1–1,Werder Bremen,29076,Wirsol Rhein-Neckar-Arena,Benjamin Cortus,Match Report,
Regular Season,16,Wed,2016-12-21,20:00 (13:00),Köln,1–1,Bayer,50000,RheinEnergieSTADION,Manuel Gräfe,Match Report,
Regular Season,16,Wed,2016-12-21,20:00 (13:00),Ingolstadt 04,1–2,Freiburg,13904,Audi-Sportpark,Sascha Stegemann,Match Report,
,,,,,,,,,,,,
Regular Season,17,Fri,2017-01-20,20:30 (13:30),Freiburg,1–2,Bayern Munich,24000,Schwarzwald-Stadion,Manuel Gräfe,Match Report,
Regular Season,17,Sat,2017-01-21,15:30 (08:30),Augsburg,0–2,Hoffenheim,24515,WWK Arena,Markus Schmidt,Match Report,
Regular Season,17,Sat,2017-01-21,15:30 (08:30),Darmstadt 98,0–0,M'gladbach,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Marco Fritz,Match Report,
Regular Season,17,Sat,2017-01-21,15:30 (08:30),Werder Bremen,1–2,Dortmund,42100,Weserstadion,Daniel Siebert,Match Report,
Regular Season,17,Sat,2017-01-21,15:30 (08:30),Wolfsburg,1–0,Hamburger SV,30000,Volkswagen Arena,Felix Zwayer,Match Report,
Regular Season,17,Sat,2017-01-21,15:30 (08:30),Schalke 04,1–0,Ingolstadt 04,58004,Veltins-Arena,Harm Osmers,Match Report,
Regular Season,17,Sat,2017-01-21,18:30 (11:30),RB Leipzig,3–0,Eint Frankfurt,42558,Red Bull Arena,Deniz Aytekin,Match Report,
Regular Season,17,Sun,2017-01-22,15:30 (08:30),Bayer,3–1,Hertha BSC,26904,BayArena,Tobias Stieler,Match Report,
Regular Season,17,Sun,2017-01-22,17:30 (10:30),Mainz 05,0–0,Köln,29314,Opel Arena,Felix Brych,Match Report,
,,,,,,,,,,,,
Regular Season,18,Fri,2017-01-27,20:30 (13:30),Schalke 04,0–1,Eint Frankfurt,60885,Veltins-Arena,Robert Hartmann,Match Report,
Regular Season,18,Sat,2017-01-28,15:30 (08:30),RB Leipzig,2–1,Hoffenheim,39633,Red Bull Arena,Wolfgang Stark,Match Report,
Regular Season,18,Sat,2017-01-28,15:30 (08:30),Werder Bremen,1–2,Bayern Munich,42100,Weserstadion,Sascha Stegemann,Match Report,
Regular Season,18,Sat,2017-01-28,15:30 (08:30),Darmstadt 98,1–6,Köln,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Robert Kampka,Match Report,
Regular Season,18,Sat,2017-01-28,15:30 (08:30),Wolfsburg,1–2,Augsburg,24811,Volkswagen Arena,Bastian Dankert,Match Report,
Regular Season,18,Sat,2017-01-28,15:30 (08:30),Ingolstadt 04,3–1,Hamburger SV,14549,Audi-Sportpark,Markus Schmidt,Match Report,
Regular Season,18,Sat,2017-01-28,18:30 (11:30),Bayer,2–3,M'gladbach,28869,BayArena,Deniz Aytekin,Match Report,
Regular Season,18,Sun,2017-01-29,15:30 (08:30),Freiburg,2–1,Hertha BSC,23800,Schwarzwald-Stadion,Günter Perl,Match Report,
Regular Season,18,Sun,2017-01-29,17:30 (10:30),Mainz 05,1–1,Dortmund,34000,Opel Arena,Felix Zwayer,Match Report,
,,,,,,,,,,,,
Regular Season,19,Fri,2017-02-03,20:30 (13:30),Hamburger SV,1–0,Bayer,45653,Volksparkstadion,Jochen Drees,Match Report,
Regular Season,19,Sat,2017-02-04,15:30 (08:30),Hertha BSC,1–0,Ingolstadt 04,33425,Olympiastadion Berlin,Frank Willenborg,Match Report,
Regular Season,19,Sat,2017-02-04,15:30 (08:30),Bayern Munich,1–1,Schalke 04,75000,Allianz Arena,Marco Fritz,Match Report,
Regular Season,19,Sat,2017-02-04,15:30 (08:30),M'gladbach,3–0,Freiburg,47194,Stadion im Borussia-Park,Felix Brych,Match Report,
Regular Season,19,Sat,2017-02-04,15:30 (08:30),Hoffenheim,4–0,Mainz 05,26078,Wirsol Rhein-Neckar-Arena,Guido Winkmann,Match Report,
Regular Season,19,Sat,2017-02-04,15:30 (08:30),Köln,1–0,Wolfsburg,49400,RheinEnergieSTADION,Patrick Ittrich,Match Report,
Regular Season,19,Sat,2017-02-04,18:30 (11:30),Dortmund,1–0,RB Leipzig,81360,Signal Iduna Park,Tobias Stieler,Match Report,
Regular Season,19,Sun,2017-02-05,15:30 (08:30),Augsburg,3–2,Werder Bremen,26812,WWK Arena,Christian Dingert,Match Report,
Regular Season,19,Sun,2017-02-05,17:30 (10:30),Eint Frankfurt,2–0,Darmstadt 98,51000,Commerzbank-Arena,Manuel Gräfe,Match Report,
,,,,,,,,,,,,
Regular Season,20,Fri,2017-02-10,20:30 (13:30),Mainz 05,2–0,Augsburg,23371,Opel Arena,Manuel Gräfe,Match Report,
Regular Season,20,Sat,2017-02-11,15:30 (08:30),RB Leipzig,0–3,Hamburger SV,42558,Red Bull Arena,Sascha Stegemann,Match Report,
Regular Season,20,Sat,2017-02-11,15:30 (08:30),Ingolstadt 04,0–2,Bayern Munich,15200,Audi-Sportpark,Felix Zwayer,Match Report,
Regular Season,20,Sat,2017-02-11,15:30 (08:30),Bayer,3–0,Eint Frankfurt,28882,BayArena,Benjamin Cortus,Match Report,
Regular Season,20,Sat,2017-02-11,15:30 (08:30),Werder Bremen,0–1,M'gladbach,42100,Weserstadion,Benjamin Brand,Match Report,
Regular Season,20,Sat,2017-02-11,15:30 (08:30),Darmstadt 98,2–1,Dortmund,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Wolfgang Stark,Match Report,
Regular Season,20,Sat,2017-02-11,18:30 (11:30),Schalke 04,2–0,Hertha BSC,61981,Veltins-Arena,Markus Schmidt,Match Report,
Regular Season,20,Sun,2017-02-12,15:30 (08:30),Wolfsburg,2–1,Hoffenheim,23148,Volkswagen Arena,Daniel Siebert,Match Report,
Regular Season,20,Sun,2017-02-12,17:30 (10:30),Freiburg,2–1,Köln,24000,Schwarzwald-Stadion,Robert Hartmann,Match Report,
,,,,,,,,,,,,
