Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,5,Tue,2014-09-23,20:00 (13:00),Bayern Munich,4–0,Paderborn 07,71000,Allianz Arena,Sascha Stegemann,Match Report,
Regular Season,5,Wed,2014-09-24,20:00 (13:00),Hannover 96,1–0,Köln,39400,HDI-Arena,Tobias Stieler,Match Report,
Regular Season,5,Wed,2014-09-24,20:00 (13:00),Bayer,1–0,Augsburg,23081,BayArena,Guido Winkmann,Match Report,
Regular Season,5,Wed,2014-09-24,20:00 (13:00),Dortmund,2–2,Stuttgart,79500,Signal Iduna Park,Manuel Gräfe,Match Report,
Regular Season,5,Wed,2014-09-24,20:00 (13:00),Hertha BSC,1–0,Wolfsburg,35847,Olympiastadion Berlin,Robert Hartmann,Match Report,
Regular Season,5,Wed,2014-09-24,20:00 (13:00),M'gladbach,1–0,Hamburger SV,44175,Stadion im Borussia-Park,Deniz Aytekin,Match Report,
,,,,,,,,,,,,
Regular Season,6,Fri,2014-09-26,20:30 (13:30),Mainz 05,0–0,Hoffenheim,28729,Opel Arena,Felix Zwayer,Match Report,
Regular Season,6,Sat,2014-09-27,15:30 (08:30),Stuttgart,1–0,Hannover 96,40500,Mercedes-Benz Arena,Günter Perl,Match Report,
Regular Season,6,Sat,2014-09-27,15:30 (08:30),Freiburg,0–0,Bayer,23500,Schwarzwald-Stadion,Felix Brych,Match Report,
Regular Season,6,Sat,2014-09-27,15:30 (08:30),Paderborn 07,1–2,M'gladbach,15000,Benteler-Arena,Marco Fritz,Match Report,
Regular Season,6,Sat,2014-09-27,15:30 (08:30),Köln,0–2,Bayern Munich,50000,RheinEnergieSTADION,Knut Kircher,Match Report,
Regular Season,6,Sat,2014-09-27,15:30 (08:30),Schalke 04,2–1,Dortmund,61973,Veltins-Arena,Peter Gagelmann,Match Report,
Regular Season,6,Sat,2014-09-27,18:30 (11:30),Wolfsburg,2–1,Werder Bremen,29117,Volkswagen Arena,Peter Sippel,Match Report,
Regular Season,6,Sun,2014-09-28,15:30 (08:30),Augsburg,1–0,Hertha BSC,28532,WWK Arena,Bastian Dankert,Match Report,
Regular Season,6,Sun,2014-09-28,17:30 (10:30),Hamburger SV,1–2,Eint Frankfurt,47643,Volksparkstadion,Florian Meyer,Match Report,
,,,,,,,,,,,,
Regular Season,7,Fri,2014-10-03,20:30 (13:30),Hertha BSC,3–2,Stuttgart,46312,Olympiastadion Berlin,Deniz Aytekin,Match Report,
Regular Season,7,Sat,2014-10-04,15:30 (08:30),Hoffenheim,2–1,Schalke 04,30000,PreZero Arena,Florian Meyer,Match Report,
Regular Season,7,Sat,2014-10-04,15:30 (08:30),Bayern Munich,4–0,Hannover 96,71000,Allianz Arena,Daniel Siebert,Match Report,
Regular Season,7,Sat,2014-10-04,15:30 (08:30),Werder Bremen,1–1,Freiburg,40029,Weserstadion,Knut Kircher,Match Report,
Regular Season,7,Sat,2014-10-04,15:30 (08:30),Dortmund,0–1,Hamburger SV,80667,Signal Iduna Park,Felix Zwayer,Match Report,
Regular Season,7,Sat,2014-10-04,15:30 (08:30),Bayer,2–2,Paderborn 07,30210,BayArena,Günter Perl,Match Report,
Regular Season,7,Sat,2014-10-04,18:30 (11:30),Eint Frankfurt,3–2,Köln,51500,Commerzbank-Arena,Wolfgang Stark,Match Report,
Regular Season,7,Sun,2014-10-05,15:30 (08:30),Wolfsburg,1–0,Augsburg,25734,Volkswagen Arena,Markus Schmidt,Match Report,
Regular Season,7,Sun,2014-10-05,17:30 (10:30),M'gladbach,1–1,Mainz 05,50383,Stadion im Borussia-Park,Manuel Gräfe,Match Report,
,,,,,,,,,,,,
Regular Season,8,Sat,2014-10-18,15:30 (08:30),Stuttgart,3–3,Bayer,40900,Mercedes-Benz Arena,Felix Zwayer,Match Report,
Regular Season,8,Sat,2014-10-18,15:30 (08:30),Bayern Munich,6–0,Werder Bremen,71000,Allianz Arena,Bastian Dankert,Match Report,
Regular Season,8,Sat,2014-10-18,15:30 (08:30),Hannover 96,0–3,M'gladbach,49000,HDI-Arena,Thorsten Kinhöfer,Match Report,
Regular Season,8,Sat,2014-10-18,15:30 (08:30),Mainz 05,2–1,Augsburg,27687,Opel Arena,Tobias Stieler,Match Report,
Regular Season,8,Sat,2014-10-18,15:30 (08:30),Freiburg,1–2,Wolfsburg,23500,Schwarzwald-Stadion,Christian Dingert,Match Report,
Regular Season,8,Sat,2014-10-18,15:30 (08:30),Köln,2–1,Dortmund,50000,RheinEnergieSTADION,Marco Fritz,Match Report,
Regular Season,8,Sat,2014-10-18,18:30 (11:30),Schalke 04,2–0,Hertha BSC,61973,Veltins-Arena,Knut Kircher,Match Report,
Regular Season,8,Sun,2014-10-19,15:30 (08:30),Hamburger SV,1–1,Hoffenheim,49003,Volksparkstadion,Peter Sippel,Match Report,
Regular Season,8,Sun,2014-10-19,17:30 (10:30),Paderborn 07,3–1,Eint Frankfurt,15000,Benteler-Arena,Deniz Aytekin,Match Report,
,,,,,,,,,,,,
Regular Season,9,Fri,2014-10-24,20:30 (13:30),Werder Bremen,0–1,Köln,42100,Weserstadion,Felix Brych,Match Report,
Regular Season,9,Sat,2014-10-25,15:30 (08:30),Augsburg,2–0,Freiburg,28324,WWK Arena,Marco Fritz,Match Report,
Regular Season,9,Sat,2014-10-25,15:30 (08:30),Hertha BSC,3–0,Hamburger SV,58768,Olympiastadion Berlin,Thorsten Kinhöfer,Match Report,
Regular Season,9,Sat,2014-10-25,15:30 (08:30),Eint Frankfurt,4–5,Stuttgart,49700,Commerzbank-Arena,Christian Dingert,Match Report,
Regular Season,9,Sat,2014-10-25,15:30 (08:30),Dortmund,0–1,Hannover 96,80667,Signal Iduna Park,Tobias Stieler,Match Report,
Regular Season,9,Sat,2014-10-25,15:30 (08:30),Hoffenheim,1–0,Paderborn 07,25712,PreZero Arena,Robert Hartmann,Match Report,
Regular Season,9,Sat,2014-10-25,18:30 (11:30),Bayer,1–0,Schalke 04,30210,BayArena,Manuel Gräfe,Match Report,
Regular Season,9,Sun,2014-10-26,15:30 (09:30),Wolfsburg,3–0,Mainz 05,26238,Volkswagen Arena,Guido Winkmann,Match Report,
Regular Season,9,Sun,2014-10-26,17:30 (11:30),M'gladbach,0–0,Bayern Munich,54010,Stadion im Borussia-Park,Felix Zwayer,Match Report,
,,,,,,,,,,,,
Regular Season,10,Fri,2014-10-31,20:30 (14:30),Schalke 04,1–0,Augsburg,60954,Veltins-Arena,Christian Dingert,Match Report,
Regular Season,10,Sat,2014-11-01,15:30 (09:30),Mainz 05,1–2,Werder Bremen,31017,Opel Arena,Wolfgang Stark,Match Report,
Regular Season,10,Sat,2014-11-01,15:30 (09:30),Hannover 96,1–0,Eint Frankfurt,42200,HDI-Arena,Sascha Stegemann,Match Report,
Regular Season,10,Sat,2014-11-01,15:30 (09:30),Stuttgart,0–4,Wolfsburg,50050,Mercedes-Benz Arena,Bastian Dankert,Match Report,
Regular Season,10,Sat,2014-11-01,15:30 (09:30),Hamburger SV,1–0,Bayer,52990,Volksparkstadion,Florian Meyer,Match Report,
Regular Season,10,Sat,2014-11-01,18:30 (12:30),Bayern Munich,2–1,Dortmund,71000,Allianz Arena,Manuel Gräfe,Match Report,
Regular Season,10,Sun,2014-11-02,15:30 (08:30),M'gladbach,3–1,Hoffenheim,52409,Stadion im Borussia-Park,Deniz Aytekin,Match Report,
Regular Season,10,Sun,2014-11-02,17:30 (10:30),Köln,0–1,Freiburg,46500,RheinEnergieSTADION,Peter Gagelmann,Match Report,
Regular Season,10,Sun,2014-11-02,17:30 (10:30),Paderborn 07,3–1,Hertha BSC,14630,Benteler-Arena,Jochen Drees,Match Report,
,,,,,,,,,,,,
Regular Season,11,Fri,2014-11-07,20:30 (13:30),Hertha BSC,0–2,Hannover 96,39710,Olympiastadion Berlin,Peter Sippel,Match Report,
Regular Season,11,Sat,2014-11-08,15:30 (08:30),Freiburg,2–0,Schalke 04,24000,Schwarzwald-Stadion,Felix Zwayer,Match Report,
Regular Season,11,Sat,2014-11-08,15:30 (08:30),Eint Frankfurt,0–4,Bayern Munich,51500,Commerzbank-Arena,Florian Meyer,Match Report,
Regular Season,11,Sat,2014-11-08,15:30 (08:30),Augsburg,3–0,Paderborn 07,27755,WWK Arena,Daniel Siebert,Match Report,
Regular Season,11,Sat,2014-11-08,15:30 (08:30),Hoffenheim,3–4,Köln,30150,PreZero Arena,Günter Perl,Match Report,
Regular Season,11,Sat,2014-11-08,15:30 (08:30),Bayer,0–0,Mainz 05,29714,BayArena,Markus Schmidt,Match Report,
Regular Season,11,Sat,2014-11-08,18:30 (11:30),Werder Bremen,2–0,Stuttgart,40284,Weserstadion,Guido Winkmann,Match Report,
Regular Season,11,Sun,2014-11-09,15:30 (08:30),Wolfsburg,2–0,Hamburger SV,30000,Volkswagen Arena,Knut Kircher,Match Report,
Regular Season,11,Sun,2014-11-09,17:30 (10:30),Dortmund,1–0,M'gladbach,80667,Signal Iduna Park,Felix Brych,Match Report,
,,,,,,,,,,,,
Regular Season,12,Sat,2014-11-22,15:30 (08:30),Mainz 05,2–2,Freiburg,28157,Opel Arena,Daniel Siebert,Match Report,
Regular Season,12,Sat,2014-11-22,15:30 (08:30),Paderborn 07,2–2,Dortmund,15000,Benteler-Arena,Wolfgang Stark,Match Report,
Regular Season,12,Sat,2014-11-22,15:30 (08:30),M'gladbach,1–3,Eint Frankfurt,54010,Stadion im Borussia-Park,Bastian Dankert,Match Report,
Regular Season,12,Sat,2014-11-22,15:30 (08:30),Schalke 04,3–2,Wolfsburg,60989,Veltins-Arena,Robert Hartmann,Match Report,
Regular Season,12,Sat,2014-11-22,15:30 (08:30),Bayern Munich,4–0,Hoffenheim,71000,Allianz Arena,Peter Gagelmann,Match Report,
Regular Season,12,Sat,2014-11-22,15:30 (08:30),Hannover 96,1–3,Bayer,40800,HDI-Arena,Marco Fritz,Match Report,
Regular Season,12,Sat,2014-11-22,18:30 (11:30),Köln,1–2,Hertha BSC,49200,RheinEnergieSTADION,Tobias Stieler,Match Report,
Regular Season,12,Sun,2014-11-23,15:30 (08:30),Hamburger SV,2–0,Werder Bremen,57000,Volksparkstadion,Felix Zwayer,Match Report,
Regular Season,12,Sun,2014-11-23,17:30 (10:30),Stuttgart,0–1,Augsburg,48200,Mercedes-Benz Arena,Thorsten Kinhöfer,Match Report,
,,,,,,,,,,,,
Regular Season,13,Fri,2014-11-28,20:30 (13:30),Freiburg,1–4,Stuttgart,24000,Schwarzwald-Stadion,Manuel Gräfe,Match Report,
Regular Season,13,Sat,2014-11-29,15:30 (08:30),Augsburg,3–1,Hamburger SV,30321,WWK Arena,Jochen Drees,Match Report,
Regular Season,13,Sat,2014-11-29,15:30 (08:30),Werder Bremen,4–0,Paderborn 07,41800,Weserstadion,Knut Kircher,Match Report,
Regular Season,13,Sat,2014-11-29,15:30 (08:30),Bayer,5–1,Köln,30210,BayArena,Thorsten Kinhöfer,Match Report,
Regular Season,13,Sat,2014-11-29,15:30 (08:30),Hertha BSC,0–1,Bayern Munich,76195,Olympiastadion Berlin,Christian Dingert,Match Report,
Regular Season,13,Sat,2014-11-29,15:30 (08:30),Schalke 04,4–1,Mainz 05,60904,Veltins-Arena,Günter Perl,Match Report,
Regular Season,13,Sat,2014-11-29,18:30 (11:30),Hoffenheim,4–3,Hannover 96,22716,PreZero Arena,Felix Brych,Match Report,
Regular Season,13,Sun,2014-11-30,15:30 (08:30),Wolfsburg,1–0,M'gladbach,30000,Volkswagen Arena,Wolfgang Stark,Match Report,
Regular Season,13,Sun,2014-11-30,17:30 (10:30),Eint Frankfurt,2–0,Dortmund,51500,Commerzbank-Arena,Peter Gagelmann,Match Report,
,,,,,,,,,,,,
Regular Season,14,Fri,2014-12-05,20:30 (13:30),Dortmund,1–0,Hoffenheim,80000,Signal Iduna Park,Felix Zwayer,Match Report,
Regular Season,14,Sat,2014-12-06,15:30 (08:30),Köln,1–2,Augsburg,48500,RheinEnergieSTADION,Tobias Welz,Match Report,
Regular Season,14,Sat,2014-12-06,15:30 (08:30),M'gladbach,3–2,Hertha BSC,50190,Stadion im Borussia-Park,Marco Fritz,Match Report,
Regular Season,14,Sat,2014-12-06,15:30 (08:30),Stuttgart,0–4,Schalke 04,44700,Mercedes-Benz Arena,Florian Meyer,Match Report,
Regular Season,14,Sat,2014-12-06,15:30 (08:30),Hannover 96,1–3,Wolfsburg,41400,HDI-Arena,Markus Schmidt,Match Report,
Regular Season,14,Sat,2014-12-06,15:30 (08:30),Paderborn 07,1–1,Freiburg,14738,Benteler-Arena,Peter Sippel,Match Report,
Regular Season,14,Sat,2014-12-06,18:30 (11:30),Bayern Munich,1–0,Bayer,71000,Allianz Arena,Knut Kircher,Match Report,
Regular Season,14,Sun,2014-12-07,15:30 (08:30),Hamburger SV,2–1,Mainz 05,45968,Volksparkstadion,Sascha Stegemann,Match Report,
Regular Season,14,Sun,2014-12-07,17:30 (10:30),Eint Frankfurt,5–2,Werder Bremen,46800,Commerzbank-Arena,Christian Dingert,Match Report,
,,,,,,,,,,,,
Regular Season,15,Fri,2014-12-12,20:30 (13:30),Hoffenheim,3–2,Eint Frankfurt,28331,PreZero Arena,Jochen Drees,Match Report,
Regular Season,15,Sat,2014-12-13,15:30 (08:30),Freiburg,0–0,Hamburger SV,24000,Schwarzwald-Stadion,Wolfgang Stark,Match Report,
Regular Season,15,Sat,2014-12-13,15:30 (08:30),Schalke 04,1–2,Köln,61516,Veltins-Arena,Felix Brych,Match Report,
Regular Season,15,Sat,2014-12-13,15:30 (08:30),Werder Bremen,3–3,Hannover 96,40932,Weserstadion,Tobias Welz,Match Report,
Regular Season,15,Sat,2014-12-13,15:30 (08:30),Hertha BSC,1–0,Dortmund,75254,Olympiastadion Berlin,Günter Perl,Match Report,
Regular Season,15,Sat,2014-12-13,15:30 (08:30),Augsburg,0–4,Bayern Munich,30660,WWK Arena,Tobias Stieler,Match Report,
Regular Season,15,Sat,2014-12-13,18:30 (11:30),Mainz 05,1–1,Stuttgart,29279,Opel Arena,Bastian Dankert,Match Report,
Regular Season,15,Sun,2014-12-14,15:30 (08:30),Bayer,1–1,M'gladbach,30210,BayArena,Peter Gagelmann,Match Report,
Regular Season,15,Sun,2014-12-14,17:30 (10:30),Wolfsburg,1–1,Paderborn 07,26044,Volkswagen Arena,Manuel Gräfe,Match Report,
,,,,,,,,,,,,
Regular Season,16,Tue,2014-12-16,20:00 (13:00),Hamburger SV,0–1,Stuttgart,48223,Volksparkstadion,Felix Brych,Match Report,
Regular Season,16,Tue,2014-12-16,20:00 (13:00),Hannover 96,2–0,Augsburg,30800,HDI-Arena,Christian Dingert,Match Report,
Regular Season,16,Tue,2014-12-16,20:00 (13:00),Bayern Munich,2–0,Freiburg,71000,Allianz Arena,Jochen Drees,Match Report,
Regular Season,16,Tue,2014-12-16,20:00 (13:00),Köln,0–0,Mainz 05,42900,RheinEnergieSTADION,Florian Meyer,Match Report,
Regular Season,16,Wed,2014-12-17,20:00 (13:00),Paderborn 07,1–2,Schalke 04,15000,Benteler-Arena,Marco Fritz,Match Report,
Regular Season,16,Wed,2014-12-17,20:00 (13:00),M'gladbach,4–1,Werder Bremen,44513,Stadion im Borussia-Park,Robert Hartmann,Match Report,
Regular Season,16,Wed,2014-12-17,20:00 (13:00),Hoffenheim,0–1,Bayer,24731,PreZero Arena,Daniel Siebert,Match Report,
Regular Season,16,Wed,2014-12-17,20:00 (13:00),Dortmund,2–2,Wolfsburg,80467,Signal Iduna Park,Tobias Welz,Match Report,
Regular Season,16,Wed,2014-12-17,20:00 (13:00),Eint Frankfurt,4–4,Hertha BSC,40200,Commerzbank-Arena,Guido Winkmann,Match Report,
,,,,,,,,,,,,
Regular Season,17,Fri,2014-12-19,20:30 (13:30),Mainz 05,1–2,Bayern Munich,34000,Opel Arena,Felix Zwayer,Match Report,
Regular Season,17,Sat,2014-12-20,15:30 (08:30),Stuttgart,0–0,Paderborn 07,55000,Mercedes-Benz Arena,Tobias Stieler,Match Report,
Regular Season,17,Sat,2014-12-20,15:30 (08:30),Bayer,1–1,Eint Frankfurt,30210,BayArena,Wolfgang Stark,Match Report,
Regular Season,17,Sat,2014-12-20,15:30 (08:30),Schalke 04,0–0,Hamburger SV,61973,Veltins-Arena,Markus Schmidt,Match Report,
Regular Season,17,Sat,2014-12-20,15:30 (08:30),Augsburg,2–1,M'gladbach,30660,WWK Arena,Bastian Dankert,Match Report,
Regular Season,17,Sat,2014-12-20,15:30 (08:30),Werder Bremen,2–1,Dortmund,42100,Weserstadion,Manuel Gräfe,Match Report,
Regular Season,17,Sat,2014-12-20,18:30 (11:30),Wolfsburg,2–1,Köln,26824,Volkswagen Arena,Peter Gagelmann,Match Report,
Regular Season,17,Sun,2014-12-21,15:30 (08:30),Hertha BSC,0–5,Hoffenheim,39604,Olympiastadion Berlin,Peter Sippel,Match Report,
Regular Season,17,Sun,2014-12-21,17:30 (10:30),Freiburg,2–2,Hannover 96,23550,Schwarzwald-Stadion,Günter Perl,Match Report,
,,,,,,,,,,,,
Regular Season,18,Fri,2015-01-30,20:30 (13:30),Wolfsburg,4–1,Bayern Munich,30000,Volkswagen Arena,Tobias Welz,Match Report,
Regular Season,18,Sat,2015-01-31,15:30 (08:30),Schalke 04,1–0,Hannover 96,61646,Veltins-Arena,Sascha Stegemann,Match Report,
Regular Season,18,Sat,2015-01-31,15:30 (08:30),Stuttgart,0–1,M'gladbach,46200,Mercedes-Benz Arena,Christian Dingert,Match Report,
Regular Season,18,Sat,2015-01-31,15:30 (08:30),Freiburg,4–1,Eint Frankfurt,24000,Schwarzwald-Stadion,Felix Zwayer,Match Report,
Regular Season,18,Sat,2015-01-31,15:30 (08:30),Mainz 05,5–0,Paderborn 07,27114,Opel Arena,Robert Hartmann,Match Report,
Regular Season,18,Sat,2015-01-31,15:30 (08:30),Hamburger SV,0–2,Köln,56053,Volksparkstadion,Wolfgang Stark,Match Report,
Regular Season,18,Sat,2015-01-31,18:30 (11:30),Bayer,0–0,Dortmund,30210,BayArena,Knut Kircher,Match Report,
Regular Season,18,Sun,2015-02-01,15:30 (08:30),Werder Bremen,2–0,Hertha BSC,40187,Weserstadion,Felix Brych,Match Report,
Regular Season,18,Sun,2015-02-01,17:30 (10:30),Augsburg,3–1,Hoffenheim,27090,WWK Arena,Florian Meyer,Match Report,
,,,,,,,,,,,,
Regular Season,19,Tue,2015-02-03,20:00 (13:00),M'gladbach,1–0,Freiburg,37091,Stadion im Borussia-Park,Markus Schmidt,Match Report,
Regular Season,19,Tue,2015-02-03,20:00 (13:00),Eint Frankfurt,1–1,Wolfsburg,34400,Commerzbank-Arena,Günter Perl,Match Report,
Regular Season,19,Tue,2015-02-03,20:00 (13:00),Hannover 96,1–1,Mainz 05,30500,HDI-Arena,Thorsten Kinhöfer,Match Report,
Regular Season,19,Tue,2015-02-03,20:00 (13:00),Bayern Munich,1–1,Schalke 04,75000,Allianz Arena,Bastian Dankert,Match Report,
Regular Season,19,Wed,2015-02-04,20:00 (13:00),Köln,0–0,Stuttgart,48400,RheinEnergieSTADION,Tobias Stieler,Match Report,
Regular Season,19,Wed,2015-02-04,20:00 (13:00),Hoffenheim,1–2,Werder Bremen,23631,PreZero Arena,Guido Winkmann,Match Report,
Regular Season,19,Wed,2015-02-04,20:00 (13:00),Paderborn 07,0–3,Hamburger SV,15000,Benteler-Arena,Peter Gagelmann,Match Report,
Regular Season,19,Wed,2015-02-04,20:00 (13:00),Dortmund,0–1,Augsburg,80667,Signal Iduna Park,Marco Fritz,Match Report,
Regular Season,19,Wed,2015-02-04,20:00 (13:00),Hertha BSC,0–1,Bayer,34636,Olympiastadion Berlin,Jochen Drees,Match Report,
,,,,,,,,,,,,
Regular Season,20,Fri,2015-02-06,20:30 (13:30),Schalke 04,1–0,M'gladbach,61973,Veltins-Arena,Wolfgang Stark,Match Report,
Regular Season,20,Sat,2015-02-07,15:30 (08:30),Mainz 05,0–2,Hertha BSC,26756,Opel Arena,Deniz Aytekin,Match Report,
Regular Season,20,Sat,2015-02-07,15:30 (08:30),Stuttgart,0–2,Bayern Munich,60000,Mercedes-Benz Arena,Florian Meyer,Match Report,
Regular Season,20,Sat,2015-02-07,15:30 (08:30),Köln,0–0,Paderborn 07,49500,RheinEnergieSTADION,Christian Dingert,Match Report,
Regular Season,20,Sat,2015-02-07,15:30 (08:30),Wolfsburg,3–0,Hoffenheim,26356,Volkswagen Arena,Jochen Drees,Match Report,
Regular Season,20,Sat,2015-02-07,15:30 (08:30),Freiburg,0–3,Dortmund,24000,Schwarzwald-Stadion,Felix Brych,Match Report,
Regular Season,20,Sat,2015-02-07,18:30 (11:30),Hamburger SV,2–1,Hannover 96,51779,Volksparkstadion,Manuel Gräfe,Match Report,
Regular Season,20,Sun,2015-02-08,15:30 (08:30),Werder Bremen,2–1,Bayer,39653,Weserstadion,Peter Sippel,Match Report,
Regular Season,20,Sun,2015-02-08,17:30 (10:30),Augsburg,2–2,Eint Frankfurt,27122,WWK Arena,Knut Kircher,Match Report,
,,,,,,,,,,,,
Regular Season,21,Fri,2015-02-13,20:30 (13:30),Dortmund,4–2,Mainz 05,80200,Signal Iduna Park,Tobias Stieler,Match Report,
Regular Season,21,Sat,2015-02-14,15:30 (08:30),Werder Bremen,3–2,Augsburg,39746,Weserstadion,Christian Dingert,Match Report,
Regular Season,21,Sat,2015-02-14,15:30 (08:30),Hoffenheim,2–1,Stuttgart,29309,PreZero Arena,Tobias Welz,Match Report,
Regular Season,21,Sat,2015-02-14,15:30 (08:30),M'gladbach,1–0,Köln,54010,Stadion im Borussia-Park,Deniz Aytekin,Match Report,
Regular Season,21,Sat,2015-02-14,15:30 (08:30),Bayern Munich,8–0,Hamburger SV,75000,Allianz Arena,Michael Weiner,Match Report,
