Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
18,Wed,2018-12-26,18:00 (11:00),Roma,2.8,3–1,0.8,Sassuolo,35893,Stadio Olimpico,Piero Giacomelli,Match Report,
18,Wed,2018-12-26,20:30 (13:30),Inter,0.8,1–0,0.8,Napoli,63946,Stadio Giuseppe Meazza,Paolo Mazzoleni,Match Report,
,,,,,,,,,,,,,
19,Sat,2018-12-29,12:30 (05:30),Juventus,1.5,2–1,1.5,Sampdoria,40641,Allianz Stadium,Paolo Valeri,Match Report,
19,Sat,2018-12-29,15:00 (08:00),Chievo,1.1,1–0,0.6,Frosinone,8000,Stadio Marc'Antonio Bentegodi,Gianluca Rocchi,Match Report,
19,Sat,2018-12-29,15:00 (08:00),Genoa,0.5,0–0,1.3,Fiorentina,21000,Stadio Comunale Luigi Ferraris,Davide Massa,Match Report,
19,Sat,2018-12-29,15:00 (08:00),Sassuolo,1.0,2–6,3.2,Atalanta,8000,Stadio Città del Tricolore,Fabrizio Pasqua,Match Report,
19,Sat,2018-12-29,15:00 (08:00),Parma,0.7,0–2,2.0,Roma,17997,Stadio Ennio Tardini,Gianluca Manganiello,Match Report,
19,Sat,2018-12-29,15:00 (08:00),Empoli,0.6,0–1,1.0,Inter,10393,Stadio Carlo Castellani,Federico La Penna,Match Report,
19,Sat,2018-12-29,15:00 (08:00),Udinese,2.6,2–0,0.3,Cagliari,20000,Dacia Arena,Maurizio Mariani,Match Report,
19,Sat,2018-12-29,15:00 (08:00),Lazio,1.2,1–1,1.8,Torino,35000,Stadio Olimpico,Massimiliano Irrati,Match Report,
19,Sat,2018-12-29,18:00 (11:00),Napoli,1.5,3–2,0.7,Bologna,46585,Stadio San Paolo,Giampaolo Calvarese,Match Report,
19,Sat,2018-12-29,20:30 (13:30),Milan,1.3,2–1,0.4,SPAL,48070,Stadio Giuseppe Meazza,Rosario Abisso,Match Report,
,,,,,,,,,,,,,
20,Sat,2019-01-19,15:00 (08:00),Roma,3.1,3–2,1.0,Torino,32978,Stadio Olimpico,Piero Giacomelli,Match Report,
20,Sat,2019-01-19,18:00 (11:00),Udinese,1.5,1–2,1.8,Parma,15000,Dacia Arena,Paolo Mazzoleni,Match Report,
20,Sat,2019-01-19,20:30 (13:30),Inter,1.1,0–0,1.3,Sassuolo,11000,Stadio Giuseppe Meazza,Luca Pairetto,Match Report,
20,Sun,2019-01-20,12:30 (05:30),Frosinone,0.7,0–5,2.1,Atalanta,12728,Stadio Benito Stirpe,Daniele Chiffi,Match Report,
20,Sun,2019-01-20,15:00 (08:00),SPAL,1.0,1–1,1.3,Bologna,14524,Stadio Paolo Mazza,Michael Fabbri,Match Report,
20,Sun,2019-01-20,15:00 (08:00),Fiorentina,2.6,3–3,1.9,Sampdoria,27844,Stadio Artemio Franchi,Marco Di Bello,Match Report,
20,Sun,2019-01-20,18:00 (11:00),Cagliari,0.9,2–2,1.4,Empoli,13796,Sardegna Arena,Fabrizio Pasqua,Match Report,
20,Sun,2019-01-20,20:30 (13:30),Napoli,1.8,2–1,1.2,Lazio,19448,Stadio San Paolo,Gianluca Rocchi,Match Report,
20,Mon,2019-01-21,15:00 (08:00),Genoa,1.7,0–2,1.3,Milan,19794,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
20,Mon,2019-01-21,20:30 (13:30),Juventus,2.6,3–0,0.5,Chievo,30239,Allianz Stadium,Marco Piccinini,Match Report,
,,,,,,,,,,,,,
21,Sat,2019-01-26,15:00 (08:00),Sassuolo,2.9,3–0,0.9,Cagliari,9970,Stadio Città del Tricolore,Massimiliano Irrati,Match Report,
21,Sat,2019-01-26,18:00 (11:00),Sampdoria,2.9,4–0,0.6,Udinese,18020,Stadio Comunale Luigi Ferraris,Davide Massa,Match Report,
21,Sat,2019-01-26,20:30 (13:30),Milan,0.9,0–0,0.7,Napoli,56729,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
21,Sun,2019-01-27,12:30 (05:30),Chievo,2.7,3–4,1.9,Fiorentina,10000,Stadio Marc'Antonio Bentegodi,Daniele Chiffi,Match Report,
21,Sun,2019-01-27,15:00 (08:00),Atalanta,2.6,3–3,1.1,Roma,19459,Stadio Atleti Azzurri d'Italia,Giampaolo Calvarese,Match Report,
21,Sun,2019-01-27,15:00 (08:00),Bologna,1.1,0–4,1.2,Frosinone,16076,Stadio Renato Dall'Ara,Luca Banti,Match Report,
21,Sun,2019-01-27,15:00 (08:00),Parma,2.0,2–3,2.3,SPAL,15297,Stadio Ennio Tardini,Rosario Abisso,Match Report,
21,Sun,2019-01-27,18:00 (11:00),Torino,0.7,1–0,0.8,Inter,22002,Stadio Olimpico di Torino,Fabio Maresca,Match Report,
21,Sun,2019-01-27,20:30 (13:30),Lazio,1.4,1–2,1.2,Juventus,60687,Stadio Olimpico,Marco Guida,Match Report,
21,Mon,2019-01-28,20:30 (13:30),Empoli,1.4,1–3,1.7,Genoa,7675,Stadio Carlo Castellani,Federico La Penna,Match Report,
,,,,,,,,,,,,,
22,Sat,2019-02-02,15:00 (08:00),Empoli,2.1,2–2,1.6,Chievo,7030,Stadio Carlo Castellani,Marco Di Bello,Match Report,
22,Sat,2019-02-02,18:00 (11:00),Napoli,1.7,3–0,0.7,Sampdoria,19455,Stadio San Paolo,Luca Pairetto,Match Report,
22,Sat,2019-02-02,20:30 (13:30),Juventus,1.9,3–3,1.1,Parma,39548,Allianz Stadium,Piero Giacomelli,Match Report,
22,Sun,2019-02-03,12:30 (05:30),SPAL,0.5,0–0,0.5,Torino,12743,Stadio Paolo Mazza,Maurizio Mariani,Match Report,
22,Sun,2019-02-03,15:00 (08:00),Genoa,1.4,1–1,0.9,Sassuolo,18927,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Match Report,
22,Sun,2019-02-03,15:00 (08:00),Udinese,1.1,1–1,0.8,Fiorentina,18118,Stadio Benito Stirpe,Daniele Orsato,Match Report,
22,Sun,2019-02-03,18:00 (11:00),Inter,1.4,0–1,0.7,Bologna,51566,Stadio Giuseppe Meazza,Fabrizio Pasqua,Match Report,
22,Sun,2019-02-03,20:30 (13:30),Roma,1.6,1–1,0.7,Milan,37581,Stadio Olimpico,Fabio Maresca,Match Report,
22,Mon,2019-02-04,19:00 (12:00),Frosinone,0.8,0–1,1.2,Lazio,13221,Stadio Benito Stirpe,Michael Fabbri,Match Report,
22,Mon,2019-02-04,21:00 (14:00),Cagliari,0.9,0–1,0.5,Atalanta,14821,Sardegna Arena,Paolo Valeri,Match Report,
,,,,,,,,,,,,,
23,Thu,2019-02-07,20:30 (13:30),Lazio,1.7,1–0,0.6,Empoli,28121,Stadio Olimpico,Daniele Chiffi,Match Report,
23,Fri,2019-02-08,20:30 (13:30),Chievo,1.4,0–3,1.4,Roma,15000,Stadio Marc'Antonio Bentegodi,Rosario Abisso,Match Report,
23,Sat,2019-02-09,18:00 (11:00),Fiorentina,0.8,0–0,2.3,Napoli,29377,Stadio Artemio Franchi,Giampaolo Calvarese,Match Report,
23,Sat,2019-02-09,20:30 (13:30),Parma,0.5,0–1,2.1,Inter,18155,Stadio Ennio Tardini,Massimiliano Irrati,Match Report,
23,Sun,2019-02-10,12:30 (05:30),Bologna,1.3,1–1,0.8,Genoa,17385,Stadio Renato Dall'Ara,Gianluca Rocchi,Match Report,
23,Sun,2019-02-10,15:00 (08:00),Torino,1.7,1–0,2.2,Udinese,16557,Stadio Olimpico di Torino,Marco Guida,Match Report,
23,Sun,2019-02-10,15:00 (08:00),Atalanta,2.0,2–1,0.9,SPAL,18342,Stadio Atleti Azzurri d'Italia,Davide Massa,Match Report,
23,Sun,2019-02-10,15:00 (08:00),Sampdoria,0.6,0–1,0.4,Frosinone,18937,Stadio Comunale Luigi Ferraris,Livio Marinelli,Match Report,
23,Sun,2019-02-10,18:00 (11:00),Sassuolo,1.1,0–3,1.6,Juventus,21584,Stadio Città del Tricolore,Paolo Mazzoleni,Match Report,
23,Sun,2019-02-10,20:30 (13:30),Milan,1.8,3–0,1.1,Cagliari,45576,Stadio Giuseppe Meazza,Federico La Penna,Match Report,
,,,,,,,,,,,,,
24,Fri,2019-02-15,20:30 (13:30),Juventus,1.4,3–0,0.6,Frosinone,10570,Allianz Stadium,Antonio Giua,Match Report,
24,Sat,2019-02-16,18:00 (11:00),Cagliari,1.3,2–1,0.4,Parma,16119,Sardegna Arena,Gianluca Manganiello,Match Report,
24,Sat,2019-02-16,20:30 (13:30),Atalanta,0.8,1–3,0.7,Milan,20801,Stadio Atleti Azzurri d'Italia,Fabrizio Pasqua,Match Report,
24,Sun,2019-02-17,12:30 (05:30),SPAL,0.9,1–4,3.0,Fiorentina,37294,Stadio Paolo Mazza,Luca Pairetto,Match Report,
24,Sun,2019-02-17,15:00 (08:00),Udinese,1.3,1–0,1.5,Chievo,18008,Dacia Arena,Paolo Valeri,Match Report,
24,Sun,2019-02-17,15:00 (08:00),Genoa,1.2,2–1,0.6,Lazio,19936,Stadio Comunale Luigi Ferraris,Luca Banti,Match Report,
24,Sun,2019-02-17,15:00 (08:00),Empoli,1.2,3–0,0.6,Sassuolo,7202,Stadio Carlo Castellani,Maurizio Mariani,Match Report,
24,Sun,2019-02-17,18:00 (11:00),Inter,2.1,2–1,1.3,Sampdoria,55127,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
24,Sun,2019-02-17,20:30 (13:30),Napoli,2.7,0–0,0.5,Torino,21830,Stadio San Paolo,Michael Fabbri,Match Report,
24,Mon,2019-02-18,20:30 (13:30),Roma,1.7,2–1,2.0,Bologna,31572,Stadio Olimpico,Marco Di Bello,Match Report,
,,,,,,,,,,,,,
25,Fri,2019-02-22,20:30 (13:30),Milan,1.4,3–0,0.6,Empoli,47866,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
25,Sat,2019-02-23,15:00 (08:00),Torino,1.2,2–0,0.9,Atalanta,21062,Stadio Olimpico di Torino,Daniele Orsato,Match Report,
25,Sat,2019-02-23,20:30 (13:30),Frosinone,1.5,2–3,2.0,Roma,15063,Stadio Benito Stirpe,Gianluca Manganiello,Match Report,
25,Sun,2019-02-24,12:30 (05:30),Sampdoria,2.7,1–0,0.6,Cagliari,18840,Stadio Comunale Luigi Ferraris,Luca Massimi,Match Report,
25,Sun,2019-02-24,15:00 (08:00),Sassuolo,0.4,1–1,1.1,SPAL,11554,Stadio Città del Tricolore,Fabio Maresca,Match Report,
25,Sun,2019-02-24,15:00 (08:00),Chievo,0.4,0–0,0.5,Genoa,10500,Stadio Marc'Antonio Bentegodi,Manuel Volpi,Match Report,
25,Sun,2019-02-24,15:00 (08:00),Bologna,1.0,0–1,0.4,Juventus,28934,Stadio Renato Dall'Ara,Giampaolo Calvarese,Match Report,
25,Sun,2019-02-24,18:00 (11:00),Parma,0.4,0–4,1.4,Napoli,18478,Stadio Ennio Tardini,Daniele Chiffi,Match Report,
25,Sun,2019-02-24,20:30 (13:30),Fiorentina,1.8,3–3,1.5,Inter,32824,Stadio Artemio Franchi,Rosario Abisso,Match Report,
,,,,,,,,,,,,,
26,Fri,2019-03-01,20:30 (13:30),Cagliari,1.7,2–1,1.5,Inter,16223,Sardegna Arena,Luca Banti,Match Report,
26,Sat,2019-03-02,15:00 (08:00),Empoli,2.8,3–3,2.0,Parma,8404,Stadio Carlo Castellani,Marco Di Bello,Match Report,
26,Sat,2019-03-02,18:00 (11:00),Milan,1.1,1–0,0.7,Sassuolo,61462,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
26,Sat,2019-03-02,20:30 (13:30),Lazio,1.9,3–0,1.0,Roma,53112,Stadio Olimpico,Paolo Mazzoleni,Match Report,
26,Sun,2019-03-03,12:30 (05:30),Torino,1.3,3–0,1.0,Chievo,25269,Stadio Olimpico di Torino,Federico La Penna,Match Report,
26,Sun,2019-03-03,15:00 (08:00),SPAL,1.0,1–2,0.7,Sampdoria,12731,Stadio Paolo Mazza,Fabrizio Pasqua,Match Report,
26,Sun,2019-03-03,15:00 (08:00),Genoa,0.8,0–0,0.4,Frosinone,19920,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
26,Sun,2019-03-03,15:00 (08:00),Udinese,1.5,2–1,1.8,Bologna,18349,Dacia Arena,Davide Massa,Match Report,
26,Sun,2019-03-03,18:00 (11:00),Atalanta,2.1,3–1,0.5,Fiorentina,18796,Stadio Atleti Azzurri d'Italia,Marco Guida,Match Report,
26,Sun,2019-03-03,20:30 (13:30),Napoli,2.5,1–2,0.3,Juventus,42667,Stadio San Paolo,Gianluca Rocchi,Match Report,
,,,,,,,,,,,,,
27,Fri,2019-03-08,20:30 (13:30),Juventus,2.2,4–1,0.1,Udinese,39987,Allianz Stadium,Daniele Chiffi,Match Report,
27,Sat,2019-03-09,18:00 (11:00),Parma,0.8,1–0,0.8,Genoa,14787,Stadio Ennio Tardini,Juan Sacchi,Match Report,
27,Sat,2019-03-09,20:30 (13:30),Chievo,0.3,1–2,1.3,Milan,20000,Stadio Marc'Antonio Bentegodi,Luca Pairetto,Match Report,
27,Sun,2019-03-10,12:30 (06:30),Bologna,2.7,2–0,0.7,Cagliari,20557,Stadio Renato Dall'Ara,Massimiliano Irrati,Match Report,
27,Sun,2019-03-10,15:00 (09:00),Sampdoria,2.0,1–2,1.7,Atalanta,20896,Stadio Comunale Luigi Ferraris,Michael Fabbri,Match Report,
27,Sun,2019-03-10,15:00 (09:00),Frosinone,0.7,1–2,1.3,Torino,14165,Stadio Benito Stirpe,Piero Giacomelli,Match Report,
27,Sun,2019-03-10,15:00 (09:00),Inter,0.9,2–0,0.3,SPAL,61339,Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
27,Sun,2019-03-10,18:00 (12:00),Sassuolo,1.0,1–1,0.6,Napoli,14969,Stadio Città del Tricolore,Gianluca Manganiello,Match Report,
27,Sun,2019-03-10,20:30 (14:30),Fiorentina,0.5,1–1,0.9,Lazio,28727,Stadio Artemio Franchi,Daniele Orsato,Match Report,
27,Mon,2019-03-11,20:30 (14:30),Roma,0.7,2–1,0.4,Empoli,34508,Stadio Olimpico,Fabio Maresca,Match Report,
,,,,,,,,,,,,,
28,Fri,2019-03-15,20:30 (14:30),Cagliari,1.1,2–1,0.5,Fiorentina,14735,Sardegna Arena,Daniele Doveri,Match Report,
28,Sat,2019-03-16,15:00 (09:00),Sassuolo,1.6,3–5,1.8,Sampdoria,11193,Stadio Città del Tricolore,Federico Dionisi,Match Report,
28,Sat,2019-03-16,18:00 (12:00),SPAL,1.1,2–1,1.7,Roma,15089,Stadio Paolo Mazza,Gianluca Rocchi,Match Report,
28,Sat,2019-03-16,20:30 (14:30),Torino,1.4,2–3,2.4,Bologna,24863,Stadio Olimpico di Torino,Maurizio Mariani,Match Report,
28,Sun,2019-03-17,12:30 (06:30),Genoa,1.3,2–0,0.4,Juventus,30695,Stadio Comunale Luigi Ferraris,Marco Di Bello,Match Report,
28,Sun,2019-03-17,15:00 (09:00),Atalanta,1.9,1–1,0.7,Chievo,18537,Stadio Atleti Azzurri d'Italia,Massimiliano Irrati,Match Report,
28,Sun,2019-03-17,15:00 (09:00),Empoli,2.0,2–1,1.4,Frosinone,10000,Stadio Carlo Castellani,Davide Massa,Match Report,
28,Sun,2019-03-17,15:00 (09:00),Lazio,1.8,4–1,0.3,Parma,38000,Stadio Olimpico,Luca Banti,Match Report,
28,Sun,2019-03-17,18:00 (12:00),Napoli,1.3,4–2,0.9,Udinese,25718,Stadio San Paolo,Paolo Valeri,Match Report,
28,Sun,2019-03-17,20:30 (14:30),Milan,1.2,2–3,2.5,Inter,77749,Stadio Giuseppe Meazza,Marco Guida,Match Report,
,,,,,,,,,,,,,
29,Fri,2019-03-29,20:30 (14:30),Chievo,0.9,0–3,1.1,Cagliari,10000,Stadio Marc'Antonio Bentegodi,Rosario Abisso,Match Report,
29,Sat,2019-03-30,15:00 (09:00),Udinese,1.8,2–0,1.5,Genoa,17072,Dacia Arena,Luca Pairetto,Match Report,
29,Sat,2019-03-30,18:00 (12:00),Juventus,1.4,1–0,0.4,Empoli,39290,Allianz Stadium,Federico La Penna,Match Report,
29,Sat,2019-03-30,20:30 (14:30),Sampdoria,1.7,1–0,0.6,Milan,23475,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
29,Sun,2019-03-31,12:30 (05:30),Parma,0.8,1–3,3.2,Atalanta,18168,Stadio Ennio Tardini,Daniele Chiffi,Match Report,
29,Sun,2019-03-31,15:00 (08:00),Frosinone,0.9,0–1,0.3,SPAL,12969,Stadio Benito Stirpe,Marco Di Bello,Match Report,
29,Sun,2019-03-31,15:00 (08:00),Fiorentina,2.7,1–1,0.5,Torino,36707,Stadio Artemio Franchi,Fabrizio Pasqua,Match Report,
29,Sun,2019-03-31,15:00 (08:00),Roma,1.7,1–4,2.5,Napoli,36525,Stadio Olimpico,Giampaolo Calvarese,Match Report,
29,Sun,2019-03-31,18:00 (11:00),Bologna,1.9,2–1,0.5,Sassuolo,23551,Stadio Renato Dall'Ara,Marco Guida,Match Report,
29,Sun,2019-03-31,20:30 (13:30),Inter,0.9,0–1,1.2,Lazio,56348,Stadio Giuseppe Meazza,Paolo Mazzoleni,Match Report,
,,,,,,,,,,,,,
30,Tue,2019-04-02,19:00 (12:00),Milan,1.8,1–1,0.9,Udinese,49665,Stadio Giuseppe Meazza,Luca Banti,Match Report,
30,Tue,2019-04-02,21:00 (14:00),Cagliari,0.6,0–2,2.6,Juventus,15958,Sardegna Arena,Piero Giacomelli,Match Report,
30,Wed,2019-04-03,19:00 (12:00),Empoli,1.7,2–1,0.7,Napoli,10911,Stadio Carlo Castellani,Daniele Doveri,Match Report,
30,Wed,2019-04-03,21:00 (14:00),Genoa,0.4,0–4,2.4,Inter,21865,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
30,Wed,2019-04-03,21:00 (14:00),Roma,1.3,2–2,0.8,Fiorentina,30123,Stadio Olimpico,Davide Massa,Match Report,
30,Wed,2019-04-03,21:00 (14:00),SPAL,1.3,1–0,0.7,Lazio,13415,Stadio Paolo Mazza,Marco Guida,Match Report,
30,Wed,2019-04-03,21:00 (14:00),Torino,1.0,2–1,0.3,Sampdoria,22618,Stadio Olimpico di Torino,Fabio Maresca,Match Report,
30,Wed,2019-04-03,21:00 (14:00),Frosinone,1.9,3–2,1.8,Parma,12285,Stadio Benito Stirpe,Gianluca Manganiello,Match Report,
30,Thu,2019-04-04,19:00 (12:00),Sassuolo,1.5,4–0,1.5,Chievo,9193,Stadio Città del Tricolore,Lorenzo Maggioni,Match Report,
30,Thu,2019-04-04,21:00 (14:00),Atalanta,1.4,4–1,1.2,Bologna,18441,Stadio Atleti Azzurri d'Italia,Gianluca Rocchi,Match Report,
,,,,,,,,,,,,,
31,Sat,2019-04-06,15:00 (08:00),Parma,0.7,0–0,0.9,Torino,16924,Stadio Ennio Tardini,Daniele Doveri,Match Report,
31,Sat,2019-04-06,18:00 (11:00),Juventus,2.0,2–1,1.4,Milan,40057,Allianz Stadium,Michael Fabbri,Match Report,
31,Sat,2019-04-06,20:30 (13:30),Sampdoria,1.1,0–1,1.9,Roma,19594,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
31,Sun,2019-04-07,12:30 (05:30),Fiorentina,1.6,0–1,0.7,Frosinone,26958,Stadio Artemio Franchi,Daniele Chiffi,Match Report,
31,Sun,2019-04-07,15:00 (08:00),Udinese,2.3,3–2,1.6,Empoli,22537,Dacia Arena,Daniele Orsato,Match Report,
31,Sun,2019-04-07,15:00 (08:00),Cagliari,2.4,2–1,1.1,SPAL,16121,Sardegna Arena,Luca Banti,Match Report,
31,Sun,2019-04-07,18:00 (11:00),Inter,1.2,0–0,1.3,Atalanta,35000,Stadio Giuseppe Meazza,Massimiliano Irrati,Match Report,
31,Sun,2019-04-07,18:00 (11:00),Lazio,3.3,2–2,1.0,Sassuolo,37487,Stadio Olimpico,Rosario Abisso,Match Report,
31,Sun,2019-04-07,20:30 (13:30),Napoli,1.7,1–1,0.7,Genoa,22935,Stadio San Paolo,Fabrizio Pasqua,Match Report,
31,Mon,2019-04-08,20:30 (13:30),Bologna,2.3,3–0,0.5,Chievo,19107,Stadio Renato Dall'Ara,Luca Pairetto,Match Report,
,,,,,,,,,,,,,
32,Sat,2019-04-13,15:00 (08:00),SPAL,1.0,2–1,0.5,Juventus,16000,Stadio Paolo Mazza,Daniele Doveri,Match Report,
32,Sat,2019-04-13,18:00 (11:00),Roma,1.8,1–0,0.6,Udinese,34449,Stadio Olimpico,Marco Di Bello,Match Report,
32,Sat,2019-04-13,20:30 (13:30),Milan,1.7,1–0,1.2,Lazio,61216,Stadio Giuseppe Meazza,Gianluca Rocchi,Match Report,
32,Sun,2019-04-14,12:30 (05:30),Torino,1.3,1–1,0.8,Cagliari,23869,Stadio Olimpico di Torino,Massimiliano Irrati,Match Report,
32,Sun,2019-04-14,15:00 (08:00),Sampdoria,2.5,2–0,1.0,Genoa,30548,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese,Match Report,
32,Sun,2019-04-14,15:00 (08:00),Fiorentina,0.7,0–0,0.1,Bologna,29394,Stadio Artemio Franchi,Piero Giacomelli,Match Report,
32,Sun,2019-04-14,15:00 (08:00),Sassuolo,1.6,0–0,0.8,Parma,12538,Stadio Città del Tricolore,Marco Piccinini,Match Report,
32,Sun,2019-04-14,18:00 (11:00),Chievo,0.2,1–3,1.5,Napoli,13500,Stadio Marc'Antonio Bentegodi,Federico La Penna,Match Report,
32,Sun,2019-04-14,20:30 (13:30),Frosinone,0.7,1–3,3.1,Inter,15856,Stadio Benito Stirpe,Davide Massa,Match Report,
32,Mon,2019-04-15,20:30 (13:30),Atalanta,4.8,0–0,0.4,Empoli,19229,Stadio Atleti Azzurri d'Italia,Gianluca Manganiello,Match Report,
,,,,,,,,,,,,,
25,Wed,2019-04-17,19:00 (12:00),Lazio,1.6,2–0,1.4,Udinese,30162,Stadio Olimpico,Giampaolo Calvarese,Match Report,
,,,,,,,,,,,,,
33,Sat,2019-04-20,12:30 (05:30),Parma,0.8,1–1,0.6,Milan,20018,Stadio Ennio Tardini,Paolo Valeri,Match Report,
33,Sat,2019-04-20,15:00 (08:00),Genoa,1.0,0–1,1.0,Torino,8000,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
33,Sat,2019-04-20,15:00 (08:00),Bologna,1.0,3–0,0.6,Sampdoria,21391,Stadio Renato Dall'Ara,Maurizio Mariani,Match Report,
33,Sat,2019-04-20,15:00 (08:00),Empoli,1.7,2–4,1.6,SPAL,10444,Stadio Carlo Castellani,Gianluca Rocchi,Match Report,
33,Sat,2019-04-20,15:00 (08:00),Cagliari,1.5,1–0,0.9,Frosinone,16095,Sardegna Arena,Rosario Abisso,Match Report,
33,Sat,2019-04-20,15:00 (08:00),Udinese,0.7,1–1,0.7,Sassuolo,21000,Dacia Arena,Luca Pairetto,Match Report,
33,Sat,2019-04-20,15:00 (08:00),Lazio,1.6,1–2,0.9,Chievo,25000,Stadio Olimpico,Daniele Chiffi,Match Report,
33,Sat,2019-04-20,18:00 (11:00),Juventus,1.4,2–1,1.7,Fiorentina,40339,Allianz Stadium,Fabrizio Pasqua,Match Report,
33,Sat,2019-04-20,20:30 (13:30),Inter,1.8,1–1,0.8,Roma,60013,Stadio Giuseppe Meazza,Marco Guida,Match Report,
33,Mon,2019-04-22,19:00 (12:00),Napoli,1.8,1–2,1.1,Atalanta,19604,Stadio San Paolo,Daniele Orsato,Match Report,
,,,,,,,,,,,,,
34,Sat,2019-04-27,15:00 (08:00),Bologna,2.1,3–1,0.5,Empoli,25189,Stadio Renato Dall'Ara,Paolo Valeri,Match Report,
34,Sat,2019-04-27,18:00 (11:00),Roma,2.4,3–0,0.5,Cagliari,35964,Stadio Olimpico,Gianluca Manganiello,Match Report,
34,Sat,2019-04-27,20:30 (13:30),Inter,1.2,1–1,0.4,Juventus,73855,Stadio Giuseppe Meazza,Luca Banti,Match Report,
34,Sun,2019-04-28,12:30 (05:30),Frosinone,1.4,0–2,1.7,Napoli,13600,Stadio Benito Stirpe,Federico La Penna,Match Report,
34,Sun,2019-04-28,15:00 (08:00),Chievo,0.8,1–1,0.4,Parma,7000,Stadio Marc'Antonio Bentegodi,Juan Sacchi,Match Report,
34,Sun,2019-04-28,15:00 (08:00),SPAL,0.8,1–1,1.1,Genoa,13563,Stadio Paolo Mazza,Davide Massa,Match Report,
34,Sun,2019-04-28,18:00 (11:00),Sampdoria,1.2,1–2,1.3,Lazio,18450,Stadio Comunale Luigi Ferraris,Fabio Maresca,Match Report,
34,Sun,2019-04-28,20:30 (13:30),Torino,1.3,2–0,0.6,Milan,26849,Stadio Olimpico di Torino,Marco Guida,Match Report,
34,Mon,2019-04-29,19:00 (12:00),Atalanta,2.1,2–0,0.2,Udinese,18663,Stadio Atleti Azzurri d'Italia,Piero Giacomelli,Match Report,
34,Mon,2019-04-29,21:00 (14:00),Fiorentina,1.2,0–1,1.4,Sassuolo,25567,Stadio Artemio Franchi,Francesco Fourneau,Match Report,
,,,,,,,,,,,,,
35,Fri,2019-05-03,20:30 (13:30),Juventus,1.1,1–1,0.6,Torino,38530,Allianz Stadium,Daniele Orsato,Match Report,
35,Sat,2019-05-04,18:00 (11:00),Chievo,0.3,0–4,1.7,SPAL,10000,Stadio Marc'Antonio Bentegodi,Riccardo Ros,Match Report,
35,Sat,2019-05-04,20:30 (13:30),Udinese,0.4,0–0,1.7,Inter,24741,Dacia Arena,Gianluca Rocchi,Match Report,
35,Sun,2019-05-05,12:30 (05:30),Empoli,1.0,1–0,2.1,Fiorentina,8285,Stadio Carlo Castellani,Massimiliano Irrati,Match Report,
35,Sun,2019-05-05,15:00 (08:00),Lazio,0.6,1–3,1.4,Atalanta,25000,Stadio Olimpico,Giampaolo Calvarese,Match Report,
35,Sun,2019-05-05,15:00 (08:00),Parma,2.3,3–3,2.3,Sampdoria,16992,Stadio Ennio Tardini,Michael Fabbri,Match Report,
35,Sun,2019-05-05,15:00 (08:00),Sassuolo,2.1,2–2,0.9,Frosinone,10073,Stadio Città del Tricolore,Antonio Giua,Match Report,
35,Sun,2019-05-05,18:00 (11:00),Genoa,2.0,1–1,0.9,Roma,20703,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
35,Sun,2019-05-05,20:30 (13:30),Napoli,1.9,2–1,0.5,Cagliari,16171,Stadio San Paolo,Daniele Chiffi,Match Report,
35,Mon,2019-05-06,20:30 (13:30),Milan,1.1,2–1,1.0,Bologna,51472,Stadio Giuseppe Meazza,Marco Di Bello,Match Report,
,,,,,,,,,,,,,
36,Sat,2019-05-11,15:00 (08:00),Atalanta,1.3,2–1,1.7,Genoa,12000,Stadio Atleti Azzurri d'Italia,Massimiliano Irrati,Match Report,
36,Sat,2019-05-11,18:00 (11:00),Cagliari,1.0,1–2,0.7,Lazio,16179,Sardegna Arena,Michael Fabbri,Match Report,
36,Sat,2019-05-11,20:30 (13:30),Fiorentina,0.6,0–1,0.6,Milan,33250,Stadio Artemio Franchi,Maurizio Mariani,Match Report,
36,Sun,2019-05-12,12:30 (05:30),Torino,3.4,3–2,0.6,Sassuolo,25360,Stadio Olimpico di Torino,Piero Giacomelli,Match Report,
36,Sun,2019-05-12,15:00 (08:00),Sampdoria,1.9,1–2,2.1,Empoli,19034,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
36,Sun,2019-05-12,15:00 (08:00),Frosinone,2.0,1–3,2.1,Udinese,12261,Stadio Benito Stirpe,Fabrizio Pasqua,Match Report,
36,Sun,2019-05-12,18:00 (11:00),SPAL,1.8,1–2,1.4,Napoli,14175,Stadio Paolo Mazza,Eugenio Abbattista,Match Report,
