Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
3,Sun,2018-09-02,20:30 (13:30),Sampdoria,0.7,3–0,1.7,Napoli,19835,Stadio Comunale Luigi Ferraris,Davide Massa,Match Report,
3,Sun,2018-09-02,20:30 (13:30),Sassuolo,1.4,5–3,1.6,Genoa,9740,Stadio Città del Tricolore,Gianluca Rocchi,Match Report,
3,Sun,2018-09-02,20:30 (13:30),Torino,1.0,1–0,1.0,SPAL,17785,Stadio Olimpico di Torino,Fabrizio Pasqua,Match Report,
,,,,,,,,,,,,,
4,Sat,2018-09-15,15:00 (08:00),Inter,1.6,0–1,0.5,Parma,59648,Stadio Giuseppe Meazza,Gianluca Manganiello,Match Report,
4,Sat,2018-09-15,18:00 (11:00),Napoli,1.5,1–0,0.4,Fiorentina,20131,Stadio San Paolo,Michael Fabbri,Match Report,
4,Sat,2018-09-15,20:30 (13:30),Frosinone,0.6,0–5,2.7,Sampdoria,12502,Stadio Benito Stirpe,Massimiliano Irrati,Match Report,
4,Sun,2018-09-16,12:30 (05:30),Roma,2.6,2–2,1.1,Chievo,39849,Stadio Olimpico,Paolo Mazzoleni,Match Report,
4,Sun,2018-09-16,15:00 (08:00),Udinese,0.4,1–1,0.9,Torino,18813,Dacia Arena,Paolo Valeri,Match Report,
4,Sun,2018-09-16,15:00 (08:00),Juventus,2.5,2–1,0.8,Sassuolo,40563,Allianz Stadium,Daniele Chiffi,Match Report,
4,Sun,2018-09-16,15:00 (08:00),Genoa,0.6,1–0,0.8,Bologna,20032,Stadio Comunale Luigi Ferraris,Luca Banti,Match Report,
4,Sun,2018-09-16,18:00 (11:00),Empoli,1.4,0–1,2.1,Lazio,10832,Stadio Carlo Castellani,Daniele Orsato,Match Report,
4,Sun,2018-09-16,20:30 (13:30),Cagliari,0.5,1–1,1.4,Milan,16201,Sardegna Arena,Rosario Abisso,Match Report,
4,Mon,2018-09-17,20:30 (13:30),SPAL,1.5,2–0,0.9,Atalanta,14153,Stadio Paolo Mazza,Maurizio Mariani,Match Report,
,,,,,,,,,,,,,
1,Wed,2018-09-19,19:00 (12:00),Sampdoria,0.7,1–1,1.4,Fiorentina,18334,Stadio Comunale Luigi Ferraris,Fabio Maresca,Match Report,
,,,,,,,,,,,,,
5,Fri,2018-09-21,20:30 (13:30),Sassuolo,1.6,3–1,1.6,Empoli,10183,Stadio Città del Tricolore,Federico La Penna,Match Report,
5,Sat,2018-09-22,15:00 (08:00),Parma,1.9,2–0,1.2,Cagliari,14852,Stadio Ennio Tardini,Giampaolo Calvarese,Match Report,
5,Sat,2018-09-22,18:00 (11:00),Fiorentina,1.5,3–0,0.6,SPAL,30068,Stadio Artemio Franchi,Davide Ghersini,Match Report,
5,Sat,2018-09-22,20:30 (13:30),Sampdoria,0.6,0–1,0.8,Inter,22835,Stadio Comunale Luigi Ferraris,Marco Guida,Match Report,
5,Sun,2018-09-23,12:30 (05:30),Torino,1.4,1–3,1.9,Napoli,22655,Stadio Olimpico di Torino,Massimiliano Irrati,Match Report,
5,Sun,2018-09-23,15:00 (08:00),Lazio,2.4,4–1,0.9,Genoa,30000,Stadio Olimpico,Rosario Abisso,Match Report,
5,Sun,2018-09-23,15:00 (08:00),Bologna,1.7,2–0,2.8,Roma,20067,Stadio Renato Dall'Ara,Davide Massa,Match Report,
5,Sun,2018-09-23,15:00 (08:00),Chievo,1.5,0–2,1.5,Udinese,10000,Stadio Marc'Antonio Bentegodi,Luca Pairetto,Match Report,
5,Sun,2018-09-23,18:00 (11:00),Milan,2.0,2–2,2.1,Atalanta,51684,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
5,Sun,2018-09-23,20:30 (13:30),Frosinone,0.1,0–2,2.1,Juventus,16000,Stadio Benito Stirpe,Piero Giacomelli,Match Report,
,,,,,,,,,,,,,
6,Tue,2018-09-25,21:00 (14:00),Inter,2.2,2–1,1.2,Fiorentina,55840,Stadio Giuseppe Meazza,Paolo Mazzoleni,Match Report,
6,Wed,2018-09-26,19:00 (12:00),Udinese,0.6,1–2,1.0,Lazio,19455,Dacia Arena,Fabio Maresca,Match Report,
6,Wed,2018-09-26,21:00 (14:00),Juventus,1.1,2–0,0.5,Bologna,38472,Allianz Stadium,Maurizio Mariani,Match Report,
6,Wed,2018-09-26,21:00 (14:00),Atalanta,0.9,0–0,0.2,Torino,18144,Stadio Atleti Azzurri d'Italia,Daniele Orsato,Match Report,
6,Wed,2018-09-26,21:00 (14:00),Genoa,1.5,2–0,1.2,Chievo,18969,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua,Match Report,
6,Wed,2018-09-26,21:00 (14:00),Cagliari,0.8,0–0,2.6,Sampdoria,14038,Sardegna Arena,Gianluca Rocchi,Match Report,
6,Wed,2018-09-26,21:00 (14:00),Roma,2.7,4–0,1.0,Frosinone,34380,Stadio Olimpico,Marco Di Bello,Match Report,
6,Wed,2018-09-26,21:00 (14:00),Napoli,3.2,3–0,0.1,Parma,29354,Stadio San Paolo,Daniele Doveri,Match Report,
6,Thu,2018-09-27,19:00 (12:00),SPAL,1.4,0–2,2.2,Sassuolo,13945,Stadio Paolo Mazza,Eugenio Abbattista,Match Report,
6,Thu,2018-09-27,21:00 (14:00),Empoli,1.4,1–1,1.8,Milan,13890,Stadio Carlo Castellani,Michael Fabbri,Match Report,
,,,,,,,,,,,,,
7,Sat,2018-09-29,15:00 (08:00),Roma,1.4,3–1,1.0,Lazio,47600,Stadio Olimpico,Gianluca Rocchi,Match Report,
7,Sat,2018-09-29,18:00 (11:00),Juventus,2.3,3–1,1.6,Napoli,39252,Allianz Stadium,Luca Banti,Match Report,
7,Sat,2018-09-29,20:30 (13:30),Inter,1.2,2–0,0.1,Cagliari,55486,Stadio Giuseppe Meazza,Davide Massa,Match Report,
7,Sun,2018-09-30,12:30 (05:30),Bologna,1.3,2–1,0.7,Udinese,19039,Stadio Renato Dall'Ara,Gianluca Manganiello,Match Report,
7,Sun,2018-09-30,15:00 (08:00),Frosinone,1.5,1–2,1.4,Genoa,12384,Stadio Benito Stirpe,Juan Sacchi,Match Report,
7,Sun,2018-09-30,15:00 (08:00),Fiorentina,1.1,2–0,0.8,Atalanta,30535,Stadio Artemio Franchi,Paolo Valeri,Match Report,
7,Sun,2018-09-30,15:00 (08:00),Chievo,0.5,0–1,2.3,Torino,10500,Stadio Marc'Antonio Bentegodi,Marco Guida,Match Report,
7,Sun,2018-09-30,18:00 (11:00),Parma,0.8,1–0,1.3,Empoli,14584,Stadio Ennio Tardini,Luca Pairetto,Match Report,
7,Sun,2018-09-30,20:30 (13:30),Sassuolo,0.9,1–4,1.4,Milan,16795,Stadio Città del Tricolore,Piero Giacomelli,Match Report,
7,Mon,2018-10-01,20:30 (13:30),Sampdoria,1.2,2–1,1.2,SPAL,17885,Stadio Comunale Luigi Ferraris,Federico La Penna,Match Report,
,,,,,,,,,,,,,
8,Fri,2018-10-05,20:30 (13:30),Torino,2.5,3–2,1.8,Frosinone,16554,Stadio Olimpico di Torino,Ivan Pezzuto,Match Report,
8,Sat,2018-10-06,15:00 (08:00),Cagliari,1.5,2–0,0.4,Bologna,15019,Sardegna Arena,Fabrizio Pasqua,Match Report,
8,Sat,2018-10-06,18:00 (11:00),Udinese,0.8,0–2,2.3,Juventus,25000,Dacia Arena,Rosario Abisso,Match Report,
8,Sat,2018-10-06,20:30 (13:30),Empoli,1.6,0–2,0.9,Roma,10670,Stadio Carlo Castellani,Paolo Mazzoleni,Match Report,
8,Sun,2018-10-07,12:30 (05:30),Genoa,1.6,1–3,1.2,Parma,20511,Stadio Comunale Luigi Ferraris,Daniele Chiffi,Match Report,
8,Sun,2018-10-07,15:00 (08:00),Milan,2.1,3–1,0.5,Chievo,48088,Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
8,Sun,2018-10-07,15:00 (08:00),Atalanta,1.7,0–1,0.6,Sampdoria,19164,Stadio Atleti Azzurri d'Italia,Massimiliano Irrati,Match Report,
8,Sun,2018-10-07,15:00 (08:00),Lazio,1.1,1–0,1.3,Fiorentina,30000,Stadio Olimpico,Daniele Orsato,Match Report,
8,Sun,2018-10-07,18:00 (11:00),Napoli,2.0,2–0,0.8,Sassuolo,29647,Stadio San Paolo,Marco Di Bello,Match Report,
8,Sun,2018-10-07,20:30 (13:30),SPAL,2.8,1–2,1.3,Inter,15750,Stadio Paolo Mazza,Fabio Maresca,Match Report,
,,,,,,,,,,,,,
9,Sat,2018-10-20,15:00 (08:00),Roma,2.1,0–2,1.7,SPAL,39838,Stadio Olimpico,Luca Pairetto,Match Report,
9,Sat,2018-10-20,18:00 (11:00),Juventus,2.0,1–1,0.6,Genoa,37735,Allianz Stadium,Federico La Penna,Match Report,
9,Sat,2018-10-20,20:30 (13:30),Udinese,0.9,0–3,1.9,Napoli,21449,Dacia Arena,Maurizio Mariani,Match Report,
9,Sun,2018-10-21,12:30 (05:30),Frosinone,1.1,3–3,1.5,Empoli,12287,Stadio Benito Stirpe,Daniele Orsato,Match Report,
9,Sun,2018-10-21,15:00 (08:00),Parma,0.2,0–2,2.2,Lazio,18969,Stadio Ennio Tardini,Michael Fabbri,Match Report,
9,Sun,2018-10-21,15:00 (08:00),Bologna,1.3,2–2,0.9,Torino,23245,Stadio Renato Dall'Ara,Luca Banti,Match Report,
9,Sun,2018-10-21,15:00 (08:00),Chievo,0.9,1–5,2.0,Atalanta,12000,Stadio Marc'Antonio Bentegodi,Gianluca Rocchi,Match Report,
9,Sun,2018-10-21,18:00 (11:00),Fiorentina,1.4,1–1,0.8,Cagliari,31567,Stadio Artemio Franchi,Piero Giacomelli,Match Report,
9,Sun,2018-10-21,20:30 (13:30),Inter,1.6,1–0,0.7,Milan,78275,Stadio Giuseppe Meazza,Marco Guida,Match Report,
9,Mon,2018-10-22,20:30 (13:30),Sampdoria,0.7,0–0,0.3,Sassuolo,19064,Stadio Comunale Luigi Ferraris,Francesco Fourneau,Match Report,
,,,,,,,,,,,,,
10,Sat,2018-10-27,15:00 (08:00),Atalanta,2.1,3–0,1.1,Parma,18152,Stadio Atleti Azzurri d'Italia,Rosario Abisso,Match Report,
10,Sat,2018-10-27,18:00 (11:00),Empoli,0.6,1–2,1.8,Juventus,15889,Stadio Carlo Castellani,Giampaolo Calvarese,Match Report,
10,Sat,2018-10-27,20:30 (13:30),Torino,0.9,1–1,1.2,Fiorentina,17871,Stadio Olimpico di Torino,Michael Fabbri,Match Report,
10,Sun,2018-10-28,12:30 (06:30),Sassuolo,1.8,2–2,1.4,Bologna,12647,Stadio Città del Tricolore,Daniele Doveri,Match Report,
10,Sun,2018-10-28,15:00 (09:00),Genoa,1.7,2–2,0.8,Udinese,18880,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
10,Sun,2018-10-28,15:00 (09:00),SPAL,0.6,0–3,0.7,Frosinone,13676,Stadio Paolo Mazza,Daniele Chiffi,Match Report,
10,Sun,2018-10-28,15:00 (09:00),Cagliari,1.6,2–1,1.7,Chievo,15805,Sardegna Arena,Marco Piccinini,Match Report,
10,Sun,2018-10-28,18:00 (12:00),Milan,1.7,3–2,0.5,Sampdoria,47347,Stadio Giuseppe Meazza,Fabio Maresca,Match Report,
10,Sun,2018-10-28,20:30 (14:30),Napoli,2.5,1–1,0.8,Roma,30037,Stadio San Paolo,Davide Massa,Match Report,
10,Mon,2018-10-29,20:30 (14:30),Lazio,1.1,0–3,1.5,Inter,40068,Stadio Olimpico,Massimiliano Irrati,Match Report,
,,,,,,,,,,,,,
1,Wed,2018-10-31,20:30 (14:30),Milan,1.6,2–1,0.5,Genoa,46720,Stadio Giuseppe Meazza,Fabrizio Pasqua,Match Report,
,,,,,,,,,,,,,
11,Fri,2018-11-02,20:30 (14:30),Napoli,1.8,5–1,1.1,Empoli,31370,Stadio San Paolo,Luca Pairetto,Match Report,
11,Sat,2018-11-03,15:00 (09:00),Inter,2.6,5–0,0.3,Genoa,67532,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
11,Sat,2018-11-03,18:00 (12:00),Fiorentina,1.4,1–1,1.7,Roma,30590,Stadio Artemio Franchi,Luca Banti,Match Report,
11,Sat,2018-11-03,20:30 (14:30),Juventus,1.3,3–1,0.7,Cagliari,40644,Allianz Stadium,Maurizio Mariani,Match Report,
11,Sun,2018-11-04,12:30 (05:30),Lazio,2.4,4–1,0.8,SPAL,35573,Stadio Olimpico,Marco Guida,Match Report,
11,Sun,2018-11-04,15:00 (08:00),Parma,0.9,0–0,0.4,Frosinone,14004,Stadio Ennio Tardini,Gianluca Manganiello,Match Report,
11,Sun,2018-11-04,15:00 (08:00),Sampdoria,1.3,1–4,2.7,Torino,20364,Stadio Comunale Luigi Ferraris,Gianluca Rocchi,Match Report,
11,Sun,2018-11-04,15:00 (08:00),Chievo,0.6,0–2,1.1,Sassuolo,8100,Stadio Marc'Antonio Bentegodi,Gianluca Aureliano,Match Report,
11,Sun,2018-11-04,18:00 (11:00),Bologna,1.9,1–2,2.2,Atalanta,19038,Stadio Renato Dall'Ara,Federico La Penna,Match Report,
11,Sun,2018-11-04,20:30 (13:30),Udinese,0.7,0–1,0.9,Milan,23540,Dacia Arena,Marco Di Bello,Match Report,
,,,,,,,,,,,,,
12,Fri,2018-11-09,20:30 (13:30),Frosinone,0.4,1–1,1.4,Fiorentina,13378,Stadio Benito Stirpe,Fabrizio Pasqua,Match Report,
12,Sat,2018-11-10,15:00 (08:00),Torino,1.9,1–2,1.7,Parma,17431,Stadio Olimpico di Torino,Davide Massa,Match Report,
12,Sat,2018-11-10,18:00 (11:00),SPAL,1.6,2–2,1.0,Cagliari,13250,Stadio Paolo Mazza,Daniele Doveri,Match Report,
12,Sat,2018-11-10,20:30 (13:30),Genoa,0.6,1–2,2.2,Napoli,25365,Stadio Comunale Luigi Ferraris,Rosario Abisso,Match Report,
12,Sun,2018-11-11,12:30 (05:30),Atalanta,3.2,4–1,1.1,Inter,20633,Stadio Atleti Azzurri d'Italia,Fabio Maresca,Match Report,
12,Sun,2018-11-11,15:00 (08:00),Roma,2.4,4–1,1.0,Sampdoria,37582,Stadio Olimpico,Massimiliano Irrati,Match Report,
12,Sun,2018-11-11,15:00 (08:00),Chievo,2.0,2–2,1.7,Bologna,9500,Stadio Marc'Antonio Bentegodi,Daniele Orsato,Match Report,
12,Sun,2018-11-11,15:00 (08:00),Empoli,1.3,2–1,3.3,Udinese,7553,Stadio Carlo Castellani,Piero Giacomelli,Match Report,
12,Sun,2018-11-11,18:00 (11:00),Sassuolo,0.9,1–1,1.5,Lazio,11317,Stadio Città del Tricolore,Giampaolo Calvarese,Match Report,
12,Sun,2018-11-11,20:30 (13:30),Milan,0.8,0–2,1.1,Juventus,74729,Stadio Giuseppe Meazza,Paolo Mazzoleni,Match Report,
,,,,,,,,,,,,,
13,Sat,2018-11-24,15:00 (08:00),Udinese,1.0,1–0,1.7,Roma,21986,Dacia Arena,Michael Fabbri,Match Report,
13,Sat,2018-11-24,18:00 (11:00),Juventus,1.6,2–0,0.3,SPAL,41052,Allianz Stadium,Federico La Penna,Match Report,
13,Sat,2018-11-24,20:30 (13:30),Inter,2.5,3–0,0.3,Frosinone,63645,Stadio Giuseppe Meazza,Luca Pairetto,Match Report,
13,Sun,2018-11-25,12:30 (05:30),Parma,1.7,2–1,1.8,Sassuolo,14354,Stadio Ennio Tardini,Paolo Valeri,Match Report,
13,Sun,2018-11-25,15:00 (08:00),Empoli,1.8,3–2,1.5,Atalanta,8736,Stadio Carlo Castellani,Gianluca Manganiello,Match Report,
13,Sun,2018-11-25,15:00 (08:00),Bologna,0.3,0–0,1.4,Fiorentina,21241,Stadio Renato Dall'Ara,Marco Di Bello,Match Report,
13,Sun,2018-11-25,15:00 (08:00),Napoli,1.7,0–0,0.5,Chievo,44468,Stadio San Paolo,Daniele Chiffi,Match Report,
13,Sun,2018-11-25,18:00 (11:00),Lazio,1.4,1–1,0.5,Milan,38269,Stadio Olimpico,Luca Banti,Match Report,
13,Sun,2018-11-25,20:30 (13:30),Genoa,2.3,1–1,0.7,Sampdoria,31756,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
13,Mon,2018-11-26,20:30 (13:30),Cagliari,0.2,0–0,0.9,Torino,15804,Sardegna Arena,Fabrizio Pasqua,Match Report,
,,,,,,,,,,,,,
14,Sat,2018-12-01,15:00 (08:00),SPAL,0.6,2–2,2.2,Empoli,12622,Stadio Paolo Mazza,Paolo Mazzoleni,Match Report,
14,Sat,2018-12-01,18:00 (11:00),Fiorentina,1.3,0–3,1.9,Juventus,40872,Stadio Artemio Franchi,Daniele Orsato,Match Report,
14,Sat,2018-12-01,20:30 (13:30),Sampdoria,1.5,4–1,1.4,Bologna,17844,Stadio Comunale Luigi Ferraris,Rosario Abisso,Match Report,
14,Sun,2018-12-02,12:30 (05:30),Milan,1.6,2–1,1.1,Parma,53275,Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
14,Sun,2018-12-02,15:00 (08:00),Torino,2.3,2–1,1.3,Genoa,15324,Stadio Olimpico di Torino,Maurizio Mariani,Match Report,
14,Sun,2018-12-02,15:00 (08:00),Sassuolo,1.8,0–0,0.2,Udinese,10655,Stadio Città del Tricolore,Marco Guida,Match Report,
14,Sun,2018-12-02,15:00 (08:00),Frosinone,1.9,1–1,2.1,Cagliari,12377,Stadio Benito Stirpe,Marco Serra,Match Report,
14,Sun,2018-12-02,18:00 (11:00),Chievo,1.0,1–1,1.5,Lazio,7000,Stadio Marc'Antonio Bentegodi,Fabio Maresca,Match Report,
14,Sun,2018-12-02,20:30 (13:30),Roma,1.6,2–2,2.2,Inter,41009,Stadio Olimpico,Gianluca Rocchi,Match Report,
14,Mon,2018-12-03,20:30 (13:30),Atalanta,0.9,1–2,1.7,Napoli,19871,Stadio Atleti Azzurri d'Italia,Piero Giacomelli,Match Report,
,,,,,,,,,,,,,
15,Fri,2018-12-07,20:30 (13:30),Juventus,1.5,1–0,1.0,Inter,41495,Allianz Stadium,Massimiliano Irrati,Match Report,
15,Sat,2018-12-08,15:00 (08:00),Napoli,2.2,4–0,0.3,Frosinone,34631,Stadio San Paolo,Gianluca Manganiello,Match Report,
15,Sat,2018-12-08,18:00 (11:00),Cagliari,2.1,2–2,1.4,Roma,14938,Sardegna Arena,Paolo Mazzoleni,Match Report,
15,Sat,2018-12-08,20:30 (13:30),Lazio,3.5,2–2,0.8,Sampdoria,28000,Stadio Olimpico,Davide Massa,Match Report,
15,Sun,2018-12-09,12:30 (05:30),Sassuolo,1.4,3–3,2.3,Fiorentina,11436,Stadio Città del Tricolore,Daniele Chiffi,Match Report,
15,Sun,2018-12-09,15:00 (08:00),Parma,1.3,1–1,1.5,Chievo,13994,Stadio Ennio Tardini,Federico La Penna,Match Report,
15,Sun,2018-12-09,15:00 (08:00),Udinese,0.8,1–3,2.1,Atalanta,24413,Dacia Arena,Giampaolo Calvarese,Match Report,
15,Sun,2018-12-09,15:00 (08:00),Empoli,1.6,2–1,1.8,Bologna,8379,Stadio Carlo Castellani,Paolo Valeri,Match Report,
15,Sun,2018-12-09,18:00 (11:00),Genoa,1.3,1–1,2.5,SPAL,19571,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua,Match Report,
15,Sun,2018-12-09,20:30 (13:30),Milan,2.0,0–0,1.2,Torino,44572,Stadio Giuseppe Meazza,Daniele Orsato,Match Report,
,,,,,,,,,,,,,
16,Sat,2018-12-15,18:00 (11:00),Inter,2.0,1–0,0.4,Udinese,57025,Stadio Giuseppe Meazza,Rosario Abisso,Match Report,
16,Sat,2018-12-15,20:30 (13:30),Torino,0.4,0–1,1.5,Juventus,26588,Stadio Olimpico di Torino,Marco Guida,Match Report,
16,Sun,2018-12-16,12:30 (05:30),SPAL,0.7,0–0,0.7,Chievo,11882,Stadio Paolo Mazza,Luca Banti,Match Report,
16,Sun,2018-12-16,15:00 (08:00),Sampdoria,1.4,2–0,0.4,Parma,19000,Stadio Comunale Luigi Ferraris,Luca Pairetto,Match Report,
16,Sun,2018-12-16,15:00 (08:00),Frosinone,0.4,0–2,1.4,Sassuolo,12000,Stadio Benito Stirpe,Eugenio Abbattista,Match Report,
16,Sun,2018-12-16,15:00 (08:00),Fiorentina,1.6,3–1,1.1,Empoli,30000,Stadio Artemio Franchi,Piero Giacomelli,Match Report,
16,Sun,2018-12-16,18:00 (11:00),Cagliari,0.5,0–1,1.7,Napoli,15081,Sardegna Arena,Daniele Doveri,Match Report,
16,Sun,2018-12-16,20:30 (13:30),Roma,1.9,3–2,2.2,Genoa,29111,Stadio Olimpico,Marco Di Bello,Match Report,
16,Mon,2018-12-17,20:30 (13:30),Atalanta,0.5,1–0,1.0,Lazio,17401,Stadio Atleti Azzurri d'Italia,Daniele Orsato,Match Report,
16,Tue,2018-12-18,20:30 (13:30),Bologna,0.4,0–0,0.7,Milan,22214,Stadio Renato Dall'Ara,Fabio Maresca,Match Report,
,,,,,,,,,,,,,
17,Sat,2018-12-22,12:30 (05:30),Lazio,2.4,3–1,1.9,Cagliari,20000,Stadio Olimpico,Gianluca Manganiello,Match Report,
17,Sat,2018-12-22,15:00 (08:00),Napoli,2.4,1–0,0.6,SPAL,37093,Stadio San Paolo,Federico La Penna,Match Report,
17,Sat,2018-12-22,15:00 (08:00),Sassuolo,1.5,1–1,0.3,Torino,11148,Stadio Città del Tricolore,Luca Banti,Match Report,
17,Sat,2018-12-22,15:00 (08:00),Genoa,1.6,3–1,2.0,Atalanta,19841,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
17,Sat,2018-12-22,15:00 (08:00),Empoli,1.5,2–4,1.1,Sampdoria,8815,Stadio Carlo Castellani,Giampaolo Calvarese,Match Report,
17,Sat,2018-12-22,15:00 (08:00),Udinese,0.4,1–1,1.2,Frosinone,18000,Dacia Arena,Paolo Valeri,Match Report,
17,Sat,2018-12-22,15:00 (08:00),Milan,0.7,0–1,0.4,Fiorentina,52592,Stadio Giuseppe Meazza,Maurizio Mariani,Match Report,
17,Sat,2018-12-22,18:00 (11:00),Chievo,0.6,1–1,1.7,Inter,22000,Stadio Marc'Antonio Bentegodi,Fabrizio Pasqua,Match Report,
17,Sat,2018-12-22,18:00 (11:00),Parma,0.9,0–0,0.3,Bologna,15058,Stadio Ennio Tardini,Rosario Abisso,Match Report,
17,Sat,2018-12-22,20:30 (13:30),Juventus,2.2,1–0,0.5,Roma,40069,Allianz Stadium,Davide Massa,Match Report,
,,,,,,,,,,,,,
18,Wed,2018-12-26,12:30 (05:30),Frosinone,0.6,0–0,1.9,Milan,15217,Stadio Benito Stirpe,Marco Guida,Match Report,
18,Wed,2018-12-26,15:00 (08:00),Cagliari,0.9,1–0,0.8,Genoa,15777,Sardegna Arena,Daniele Orsato,Match Report,
18,Wed,2018-12-26,15:00 (08:00),Fiorentina,2.2,0–1,0.5,Parma,31767,Stadio Artemio Franchi,Michael Fabbri,Match Report,
18,Wed,2018-12-26,15:00 (08:00),Bologna,0.2,0–2,1.4,Lazio,19230,Stadio Renato Dall'Ara,Luca Pairetto,Match Report,
18,Wed,2018-12-26,15:00 (08:00),Atalanta,1.4,2–2,1.3,Juventus,19787,Stadio Atleti Azzurri d'Italia,Luca Banti,Match Report,
18,Wed,2018-12-26,15:00 (08:00),Sampdoria,1.0,2–0,0.6,Chievo,19190,Stadio Comunale Luigi Ferraris,Antonio Giua,Match Report,
18,Wed,2018-12-26,18:00 (11:00),Torino,1.3,3–0,0.3,Empoli,20047,Stadio Olimpico di Torino,Fabio Maresca,Match Report,
18,Wed,2018-12-26,18:00 (11:00),SPAL,0.7,0–0,0.2,Udinese,13195,Stadio Paolo Mazza,Daniele Doveri,Match Report,
