Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
18,Sat,2019-11-30,17:00 (11:00),Tenerife,1–3,Almería,12292,Estadio Heliodoro Rodríguez Lopéz,Javier Villanueva,Match Report,
18,Sat,2019-11-30,18:00 (11:00),Ponferradina,1–1,Albacete,5055,Estadio El Toralín,Aitor Gorostegui,Match Report,
18,Sat,2019-11-30,21:00 (14:00),Zaragoza,3–3,Girona,19298,Estadio de la Romareda,Miguel Ángel Ortiz Arias,Match Report,
18,Sun,2019-12-01,12:00 (05:00),Fuenlabrada,1–0,Cádiz,5282,Estadio Fernando Torres,Saúl Ais,Match Report,
18,Sun,2019-12-01,16:00 (09:00),Oviedo,2–1,Rayo Vallecano,10585,Estadio Nuevo Carlos Tartiere,Juan Pulido,Match Report,
18,Sun,2019-12-01,18:00 (11:00),Elche,2–0,Santander,9487,Estadio Manuel Martínez Valero,Jorge Figueroa,Match Report,
18,Sun,2019-12-01,18:00 (11:00),Lugo,0–0,La Coruña,4511,Estadio Anxo Carro,José López,Match Report,
18,Sun,2019-12-01,20:00 (13:00),Extremadura,0–1,Las Palmas,4476,Estadio Francisco de la Hera,Gorka Sagues,Match Report,
,,,,,,,,,,,
19,Fri,2019-12-06,12:00 (05:00),Albacete,1–1,Extremadura,7761,Estadio Carlos Belmonte,Oliver De La Fuente,Match Report,
19,Fri,2019-12-06,16:00 (09:00),Santander,2–2,Fuenlabrada,12076,Campos de Sport de El Sardinero,Jon González,Match Report,
19,Fri,2019-12-06,18:30 (11:30),Alcorcón,1–3,Oviedo,2610,Estadio Santo Domingo,Iñaki Bikandi,Match Report,
19,Fri,2019-12-06,21:00 (14:00),Málaga,2–0,Tenerife,14027,Estadio La Rosaleda,Saúl Ais,Match Report,
19,Sat,2019-12-07,16:00 (09:00),Huesca,0–2,Rayo Vallecano,6473,Estadio El Alcoraz,Daniel Ocón,Match Report,
19,Sat,2019-12-07,18:00 (11:00),Sporting Gijón,1–0,Ponferradina,18580,Estadio Municipal El Molinón,Isidro Díaz de Mera,Match Report,
19,Sat,2019-12-07,20:00 (13:00),Almería,3–1,CD Mirandés,8768,Estadio de los Juegos Mediterráneos,Víctor Areces,Match Report,
19,Sun,2019-12-08,12:00 (05:00),Girona,3–1,Lugo,8584,Estadi Municipal de Montilivi,Santiago Varón,Match Report,
19,Sun,2019-12-08,16:00 (09:00),La Coruña,1–3,Zaragoza,13481,Estadio Municipal de Riazor,Iosu Galech,Match Report,
19,Sun,2019-12-08,17:00 (11:00),Las Palmas,3–1,Numancia,10841,Estadio de Gran Canaria,Álvaro Moreno,Match Report,
19,Sun,2019-12-08,21:00 (14:00),Cádiz,0–0,Elche,16625,Estadio Ramón de Carranza,Daniel Trujillo,Match Report,
,,,,,,,,,,,
20,Fri,2019-12-13,21:00 (14:00),Numancia,2–0,Girona,2634,Nuevo Estadio Los Pajaritos,Javier Villanueva,Match Report,
20,Sat,2019-12-14,16:00 (09:00),CD Mirandés,2–0,Huesca,2894,Estadio Municipal de Anduva,Gorka Sagues,Match Report,
20,Sat,2019-12-14,17:00 (11:00),Tenerife,0–0,Alcorcón,8117,Estadio Heliodoro Rodríguez Lopéz,Aitor Gorostegui,Match Report,
20,Sat,2019-12-14,18:00 (11:00),Ponferradina,2–0,La Coruña,6178,Estadio El Toralín,Miguel Ángel Ortiz Arias,Match Report,
20,Sat,2019-12-14,21:00 (14:00),Zaragoza,2–0,Santander,22365,Estadio de la Romareda,Juan Pulido,Match Report,
20,Sun,2019-12-15,12:00 (05:00),Extremadura,0–0,Málaga,3250,Estadio Francisco de la Hera,Santiago Varón,Match Report,
20,Sun,2019-12-15,16:00 (09:00),Oviedo,0–2,Cádiz,11808,Estadio Carlos Tartiere,Daniel Ocón,Match Report,
20,Sun,2019-12-15,18:00 (11:00),Lugo,1–2,Sporting Gijón,4212,Estadio Anxo Carro,Jorge Figueroa,Match Report,
20,Sun,2019-12-15,18:00 (11:00),Elche,2–3,Las Palmas,10772,Estadio Manuel Martínez Valero,Luis Milla,Match Report,
20,Sun,2019-12-15,20:00 (13:00),Fuenlabrada,2–2,Almería,4873,Estadio Fernando Torres,Dámaso Arcediano,Match Report,
20,Sun,2019-12-15,20:00 (13:00),Rayo Vallecano,0–0,Albacete,9114,Estadio del Rayo Vallecano,José López,Match Report,Match Suspended
,,,,,,,,,,,
21,Fri,2019-12-20,21:00 (14:00),La Coruña,2–1,Tenerife,8322,Estadio Municipal de Riazor,Iñaki Bikandi,Match Report,
21,Sat,2019-12-21,16:00 (09:00),Málaga,1–1,Lugo,14700,Estadio La Rosaleda,Oliver De La Fuente,Match Report,
21,Sat,2019-12-21,16:00 (09:00),Albacete,0–1,Elche,7717,Estadio Carlos Belmonte,Iosu Galech,Match Report,
21,Sat,2019-12-21,17:00 (11:00),Las Palmas,1–1,Rayo Vallecano,13636,Anexo Gran Canaria,Saúl Ais,Match Report,
21,Sat,2019-12-21,18:00 (11:00),Sporting Gijón,0–1,Extremadura,14840,Estadio Municipal El Molinón,Daniel Trujillo,Match Report,
21,Sat,2019-12-21,20:00 (13:00),Santander,1–1,Oviedo,14537,Campos de Sport de El Sardinero,Alejandro Muñíz,Match Report,
21,Sat,2019-12-21,21:00 (14:00),Cádiz,2–4,Numancia,14653,Estadio Ramón de Carranza,Rubén Ávalos,Match Report,
21,Sun,2019-12-22,12:00 (05:00),Almería,2–3,Ponferradina,9957,Estadio de los Juegos Mediterráneos,Santiago Varón,Match Report,
21,Sun,2019-12-22,16:00 (09:00),Huesca,2–1,Zaragoza,7181,Estadio El Alcoraz,Isidro Díaz de Mera,Match Report,
21,Sun,2019-12-22,18:00 (11:00),Alcorcón,1–1,Fuenlabrada,2761,Estadio Santo Domingo,Víctor Areces,Match Report,
21,Sun,2019-12-22,20:00 (13:00),Girona,0–3,CD Mirandés,6694,Estadi Municipal de Montilivi,Jon González,Match Report,
,,,,,,,,,,,
22,Fri,2020-01-03,19:00 (12:00),Extremadura,0–0,Alcorcón,6949,Estadio Francisco de la Hera,Javier Villanueva,Match Report,
22,Sat,2020-01-04,13:00 (06:00),Fuenlabrada,0–0,Las Palmas,5117,Estadio Fernando Torres,Jorge Figueroa,Match Report,
22,Sat,2020-01-04,16:00 (09:00),Ponferradina,0–0,Cádiz,5633,Estadio El Toralín,Juan Pulido,Match Report,
22,Sat,2020-01-04,17:00 (11:00),Tenerife,4–2,Albacete,8178,Estadio Heliodoro Rodríguez Lopéz,Daniel Ocón,Match Report,
22,Sat,2020-01-04,18:00 (11:00),Lugo,0–4,Almería,3070,Estadio Anxo Carro,Aitor Gorostegui,Match Report,
22,Sat,2020-01-04,20:00 (13:00),CD Mirandés,0–0,Santander,4094,Estadio Municipal de Anduva,Dámaso Arcediano,Match Report,
22,Sat,2020-01-04,20:00 (13:00),Elche,1–1,Huesca,8914,Estadio Manuel Martínez Valero,José López,Match Report,
22,Sun,2020-01-05,12:00 (05:00),Numancia,0–1,La Coruña,5583,Nuevo Estadio Los Pajaritos,Gorka Sagues,Match Report,
22,Sun,2020-01-05,16:00 (09:00),Rayo Vallecano,1–0,Girona,8427,Estadio del Rayo Vallecano,Luis Milla,Match Report,
22,Sun,2020-01-05,21:00 (14:00),Oviedo,1–1,Málaga,8638,Estadio Nuevo Carlos Tartiere,Miguel Ángel Ortiz Arias,Match Report,
22,Tue,2020-01-07,21:00 (14:00),Zaragoza,2–0,Sporting Gijón,15478,Estadio de la Romareda,Álvaro Moreno,Match Report,
,,,,,,,,,,,
23,Tue,2020-01-14,19:00 (12:00),Albacete,1–1,Fuenlabrada,5642,Estadio Carlos Belmonte,Saúl Ais,Match Report,
23,Tue,2020-01-14,19:00 (12:00),Sporting Gijón,1–0,Elche,13804,Estadio Municipal El Molinón,Jon González,Match Report,
23,Tue,2020-01-14,20:00 (13:00),Málaga,1–0,Ponferradina,12203,Estadio La Rosaleda,Daniel Trujillo,Match Report,
23,Tue,2020-01-14,20:30 (14:30),Las Palmas,0–1,Zaragoza,9397,Anexo Gran Canaria,Iñaki Bikandi,Match Report,
23,Wed,2020-01-15,19:00 (12:00),Alcorcón,2–2,Numancia,1834,Estadio Santo Domingo,Iosu Galech,Match Report,
23,Wed,2020-01-15,19:00 (12:00),Huesca,2–1,Tenerife,5209,Estadio El Alcoraz,Santiago Varón,Match Report,
23,Wed,2020-01-15,20:00 (13:00),Rayo Vallecano,1–0,Lugo,7784,Estadio del Rayo Vallecano,Isidro Díaz de Mera,Match Report,
23,Wed,2020-01-15,21:00 (14:00),Cádiz,3–3,CD Mirandés,14890,Estadio Ramón de Carranza,Alejandro Muñíz,Match Report,
23,Thu,2020-01-16,19:00 (12:00),La Coruña,2–1,Santander,18698,Estadio Municipal de Riazor,Rubén Ávalos,Match Report,
23,Thu,2020-01-16,20:00 (13:00),Girona,3–1,Extremadura,5663,Estadi Municipal de Montilivi,Víctor Areces,Match Report,
23,Thu,2020-01-16,21:00 (14:00),Almería,2–0,Oviedo,8821,Estadio de los Juegos Mediterráneos,Oliver De La Fuente,Match Report,
,,,,,,,,,,,
24,Fri,2020-01-17,21:00 (14:00),Fuenlabrada,0–0,Málaga,4563,Estadio Fernando Torres,José López,Match Report,
24,Sat,2020-01-18,16:00 (09:00),Numancia,2–0,Sporting Gijón,3202,Nuevo Estadio Los Pajaritos,Daniel Ocón,Match Report,
24,Sat,2020-01-18,18:15 (11:15),Lugo,1–0,Albacete,2377,Estadio Anxo Carro,Álvaro Moreno,Match Report,
24,Sat,2020-01-18,18:15 (11:15),Ponferradina,1–1,Rayo Vallecano,5226,Estadio El Toralín,Dámaso Arcediano,Match Report,
24,Sat,2020-01-18,21:00 (14:00),CD Mirandés,,Zaragoza,,Estadio Municipal de Anduva,Gorka Sagues,,Match Postponed
24,Sun,2020-01-19,12:00 (05:00),Elche,1–1,Alcorcón,8846,Estadio Manuel Martínez Valero,Juan Pulido,Match Report,
24,Sun,2020-01-19,16:00 (09:00),La Coruña,1–0,Cádiz,24229,Estadio Municipal de Riazor,Aitor Gorostegui,Match Report,
24,Sun,2020-01-19,18:15 (11:15),Oviedo,1–1,Huesca,10926,Estadio Nuevo Carlos Tartiere,Isidro Díaz de Mera,Match Report,
24,Sun,2020-01-19,18:15 (11:15),Santander,1–1,Las Palmas,10732,Campos de Sport de El Sardinero,Javier Villanueva,Match Report,
24,Sun,2020-01-19,19:30 (13:30),Tenerife,1–0,Girona,9430,Estadio Heliodoro Rodríguez Lopéz,Jorge Figueroa,Match Report,
24,Sun,2020-01-19,20:30 (13:30),Extremadura,1–2,Almería,5095,Estadio Francisco de la Hera,Miguel Ángel Ortiz Arias,Match Report,
,,,,,,,,,,,
25,Fri,2020-01-24,21:00 (14:00),Cádiz,1–0,Santander,11667,Estadio Ramón de Carranza,Oliver De La Fuente,Match Report,
25,Sat,2020-01-25,16:00 (09:00),Huesca,2–1,Lugo,6086,Estadio El Alcoraz,Rubén Ávalos,Match Report,
25,Sat,2020-01-25,16:00 (09:00),Sporting Gijón,1–0,Fuenlabrada,15840,Estadio Municipal El Molinón,Iosu Galech,Match Report,
25,Sat,2020-01-25,17:15 (11:15),Las Palmas,0–0,Tenerife,21464,Anexo Gran Canaria,José López,Match Report,
25,Sat,2020-01-25,21:00 (14:00),Zaragoza,1–0,Numancia,22599,Estadio de la Romareda,Daniel Trujillo,Match Report,
25,Sun,2020-01-26,12:00 (05:00),Málaga,,CD Mirandés,,Estadio La Rosaleda,,,
25,Sun,2020-01-26,16:00 (09:00),Albacete,,La Coruña,,Estadio Carlos Belmonte,,,
25,Sun,2020-01-26,16:00 (09:00),Almería,,Elche,,Estadio de los Juegos Mediterráneos,,,
25,Sun,2020-01-26,18:15 (11:15),Rayo Vallecano,,Extremadura,,Estadio del Rayo Vallecano,,,
25,Sun,2020-01-26,18:15 (11:15),Alcorcón,,Ponferradina,,Estadio Santo Domingo,,,
25,Sun,2020-01-26,20:30 (13:30),Girona,,Oviedo,,Estadi Municipal de Montilivi,,,
,,,,,,,,,,,
26,Fri,2020-01-31,20:00 (14:00),Tenerife,,Sporting Gijón,,Estadio Heliodoro Rodríguez Lopéz,,,
26,Sat,2020-02-01,16:00 (09:00),Extremadura,,Lugo,,Estadio Francisco de la Hera,,,
26,Sat,2020-02-01,18:15 (11:15),Ponferradina,,Huesca,,Estadio El Toralín,,,
26,Sat,2020-02-01,18:15 (11:15),La Coruña,,Las Palmas,,Estadio Municipal de Riazor,,,
26,Sat,2020-02-01,21:00 (14:00),Elche,,Málaga,,Estadio Manuel Martínez Valero,,,
26,Sun,2020-02-02,12:00 (05:00),Fuenlabrada,,Girona,,Estadio Fernando Torres,,,
26,Sun,2020-02-02,16:00 (09:00),Cádiz,,Zaragoza,,Estadio Ramón de Carranza,,,
26,Sun,2020-02-02,18:15 (11:15),CD Mirandés,,Rayo Vallecano,,Estadio Municipal de Anduva,,,
26,Sun,2020-02-02,18:15 (11:15),Numancia,,Almería,,Nuevo Estadio Los Pajaritos,,,
26,Sun,2020-02-02,20:30 (13:30),Oviedo,,Albacete,,Estadio Nuevo Carlos Tartiere,,,
26,Sun,2020-02-02,20:30 (13:30),Santander,,Alcorcón,,Campos de Sport de El Sardinero,,,
,,,,,,,,,,,
27,Fri,2020-02-07,21:00 (14:00),Almería,,Santander,,Estadio de los Juegos Mediterráneos,,,
27,Sat,2020-02-08,16:00 (09:00),Extremadura,,Tenerife,,Estadio Francisco de la Hera,,,
27,Sat,2020-02-08,16:00 (09:00),Girona,,Huesca,,Estadi Municipal de Montilivi,,,
27,Sat,2020-02-08,17:15 (11:15),Las Palmas,,Cádiz,,Estadio de Gran Canaria,,,
27,Sat,2020-02-08,21:00 (14:00),Zaragoza,,Fuenlabrada,,Estadio de la Romareda,,,
27,Sun,2020-02-09,12:00 (05:00),Alcorcón,,La Coruña,,Estadio Carlos Belmonte,,,
27,Sun,2020-02-09,12:00 (05:00),Albacete,,Ponferradina,,Estadio Carlos Belmonte,,,
27,Sun,2020-02-09,16:00 (09:00),Sporting Gijón,,CD Mirandés,,Estadio Municipal El Molinón,,,
27,Sun,2020-02-09,18:15 (11:15),Lugo,,Elche,,Estadio Municipal El Molinón,,,
27,Sun,2020-02-09,18:15 (11:15),Rayo Vallecano,,Oviedo,,Estadio del Rayo Vallecano,,,
27,Sun,2020-02-09,20:30 (13:30),Málaga,,Numancia,,Estadio La Rosaleda,,,
,,,,,,,,,,,
28,Fri,2020-02-14,21:00 (14:00),La Coruña,,Girona,,Estadio Municipal de Riazor,,,
28,Sat,2020-02-15,16:00 (09:00),Huesca,,Almería,,Estadio El Alcoraz,,,
28,Sat,2020-02-15,16:00 (09:00),CD Mirandés,,Albacete,,Estadio El Alcoraz,,,
28,Sat,2020-02-15,18:15 (11:15),Oviedo,,Alcorcón,,Estadio Nuevo Carlos Tartiere,,,
28,Sat,2020-02-15,18:15 (11:15),Numancia,,Las Palmas,,Nuevo Estadio Los Pajaritos,,,
28,Sat,2020-02-15,21:00 (14:00),Elche,,Zaragoza,,Estadio Manuel Martínez Valero,,,
28,Sun,2020-02-16,12:00 (05:00),Fuenlabrada,,Lugo,,Estadio Fernando Torres,,,
28,Sun,2020-02-16,16:00 (09:00),Cádiz,,Málaga,,Estadio Ramón de Carranza,,,
28,Sun,2020-02-16,18:15 (11:15),Ponferradina,,Extremadura,,Estadio Ramón de Carranza,,,
28,Sun,2020-02-16,18:15 (11:15),Santander,,Sporting Gijón,,Campos de Sport de El Sardinero,,,
28,Sun,2020-02-16,19:30 (13:30),Tenerife,,Rayo Vallecano,,Estadio Heliodoro Rodríguez Lopéz,,,
,,,,,,,,,,,
29,Sun,2020-02-23,,Málaga,,Santander,,,,,
29,Sun,2020-02-23,,Rayo Vallecano,,Huesca,,,,,
29,Sun,2020-02-23,,Albacete,,Numancia,,,,,
29,Sun,2020-02-23,,Lugo,,Oviedo,,,,,
29,Sun,2020-02-23,,Extremadura,,CD Mirandés,,,,,
29,Sun,2020-02-23,,Tenerife,,Elche,,,,,
29,Sun,2020-02-23,,Almería,,Fuenlabrada,,,,,
29,Sun,2020-02-23,,Alcorcón,,Las Palmas,,,,,
29,Sun,2020-02-23,,Girona,,Ponferradina,,,,,
29,Sun,2020-02-23,,Zaragoza,,La Coruña,,,,,
29,Sun,2020-02-23,,Sporting Gijón,,Cádiz,,,,,
,,,,,,,,,,,
30,Sun,2020-03-01,,Huesca,,Extremadura,,,,,
30,Sun,2020-03-01,,Ponferradina,,Sporting Gijón,,,,,
30,Sun,2020-03-01,,Las Palmas,,Málaga,,,,,
30,Sun,2020-03-01,,Albacete,,Rayo Vallecano,,,,,
30,Sun,2020-03-01,,La Coruña,,Lugo,,,,,
30,Sun,2020-03-01,,Santander,,Zaragoza,,,,,
30,Sun,2020-03-01,,Oviedo,,Tenerife,,,,,
30,Sun,2020-03-01,,Cádiz,,Almería,,,,,
30,Sun,2020-03-01,,Elche,,Numancia,,,,,
30,Sun,2020-03-01,,Fuenlabrada,,Alcorcón,,,,,
30,Sun,2020-03-01,,CD Mirandés,,Girona,,,,,
,,,,,,,,,,,
31,Sun,2020-03-08,,Sporting Gijón,,Las Palmas,,,,,
31,Sun,2020-03-08,,Tenerife,,Ponferradina,,,,,
31,Sun,2020-03-08,,Huesca,,Fuenlabrada,,,,,
31,Sun,2020-03-08,,Alcorcón,,CD Mirandés,,,,,
31,Sun,2020-03-08,,Numancia,,Santander,,,,,
31,Sun,2020-03-08,,Málaga,,Zaragoza,,,,,
31,Sun,2020-03-08,,Almería,,La Coruña,,,,,
31,Sun,2020-03-08,,Lugo,,Cádiz,,,,,
31,Sun,2020-03-08,,Girona,,Albacete,,,,,
31,Sun,2020-03-08,,Rayo Vallecano,,Elche,,,,,
31,Sun,2020-03-08,,Extremadura,,Oviedo,,,,,
,,,,,,,,,,,
32,Sun,2020-03-15,,Albacete,,Almería,,,,,
32,Sun,2020-03-15,,Elche,,Extremadura,,,,,
32,Sun,2020-03-15,,CD Mirandés,,Numancia,,,,,
32,Sun,2020-03-15,,Zaragoza,,Alcorcón,,,,,
32,Sun,2020-03-15,,Málaga,,Huesca,,,,,
32,Sun,2020-03-15,,Las Palmas,,Girona,,,,,
32,Sun,2020-03-15,,La Coruña,,Sporting Gijón,,,,,
32,Sun,2020-03-15,,Cádiz,,Rayo Vallecano,,,,,
32,Sun,2020-03-15,,Santander,,Lugo,,,,,
32,Sun,2020-03-15,,Fuenlabrada,,Tenerife,,,,,
32,Sun,2020-03-15,,Oviedo,,Ponferradina,,,,,
,,,,,,,,,,,
33,Sun,2020-03-22,,Numancia,,Cádiz,,,,,
33,Sun,2020-03-22,,Alcorcón,,Sporting Gijón,,,,,
33,Sun,2020-03-22,,Tenerife,,Málaga,,,,,
33,Sun,2020-03-22,,Rayo Vallecano,,Fuenlabrada,,,,,
33,Sun,2020-03-22,,Almería,,Las Palmas,,,,,
33,Sun,2020-03-22,,Girona,,Santander,,,,,
33,Sun,2020-03-22,,Oviedo,,La Coruña,,,,,
33,Sun,2020-03-22,,Ponferradina,,Elche,,,,,
33,Sun,2020-03-22,,Extremadura,,Albacete,,,,,
33,Sun,2020-03-22,,Lugo,,Zaragoza,,,,,
33,Sun,2020-03-22,,Huesca,,CD Mirandés,,,,,
,,,,,,,,,,,
34,Sun,2020-03-29,,Fuenlabrada,,Numancia,,,,,
34,Sun,2020-03-29,,CD Mirandés,,Ponferradina,,,,,
34,Sun,2020-03-29,,Sporting Gijón,,Oviedo,,,,,
34,Sun,2020-03-29,,Las Palmas,,Lugo,,,,,
34,Sun,2020-03-29,,Zaragoza,,Almería,,,,,
34,Sun,2020-03-29,,Albacete,,Huesca,,,,,
34,Sun,2020-03-29,,La Coruña,,Rayo Vallecano,,,,,
34,Sun,2020-03-29,,Cádiz,,Alcorcón,,,,,
34,Sun,2020-03-29,,Málaga,,Extremadura,,,,,
34,Sun,2020-03-29,,Santander,,Tenerife,,,,,
34,Sun,2020-03-29,,Elche,,Girona,,,,,
,,,,,,,,,,,
35,Sun,2020-04-05,,Huesca,,Cádiz,,,,,
35,Sun,2020-04-05,,Ponferradina,,Santander,,,,,
35,Sun,2020-04-05,,Almería,,Alcorcón,,,,,
35,Sun,2020-04-05,,Girona,,Numancia,,,,,
35,Sun,2020-04-05,,Lugo,,Málaga,,,,,
35,Sun,2020-04-05,,Oviedo,,Fuenlabrada,,,,,
35,Sun,2020-04-05,,Elche,,La Coruña,,,,,
35,Sun,2020-04-05,,Tenerife,,CD Mirandés,,,,,
35,Sun,2020-04-05,,Rayo Vallecano,,Sporting Gijón,,,,,
35,Sun,2020-04-05,,Extremadura,,Zaragoza,,,,,
35,Sun,2020-04-05,,Albacete,,Las Palmas,,,,,
,,,,,,,,,,,
36,Sun,2020-04-12,,Santander,,Albacete,,,,,
36,Sun,2020-04-12,,CD Mirandés,,Almería,,,,,
36,Sun,2020-04-12,,Numancia,,Oviedo,,,,,
36,Sun,2020-04-12,,Zaragoza,,Huesca,,,,,
36,Sun,2020-04-12,,Fuenlabrada,,Extremadura,,,,,
36,Sun,2020-04-12,,Málaga,,Girona,,,,,
36,Sun,2020-04-12,,Las Palmas,,Elche,,,,,
36,Sun,2020-04-12,,La Coruña,,Ponferradina,,,,,
36,Sun,2020-04-12,,Cádiz,,Tenerife,,,,,
36,Sun,2020-04-12,,Alcorcón,,Rayo Vallecano,,,,,
36,Sun,2020-04-12,,Sporting Gijón,,Lugo,,,,,
,,,,,,,,,,,
37,Sun,2020-04-19,,Tenerife,,La Coruña,,,,,
37,Sun,2020-04-19,,Albacete,,Alcorcón,,,,,
37,Sun,2020-04-19,,Huesca,,Las Palmas,,,,,
37,Sun,2020-04-19,,Elche,,Cádiz,,,,,
37,Sun,2020-04-19,,Extremadura,,Santander,,,,,
37,Sun,2020-04-19,,Ponferradina,,Fuenlabrada,,,,,
37,Sun,2020-04-19,,Lugo,,Numancia,,,,,
37,Sun,2020-04-19,,Girona,,Zaragoza,,,,,
37,Sun,2020-04-19,,Rayo Vallecano,,Málaga,,,,,
37,Sun,2020-04-19,,Almería,,Sporting Gijón,,,,,
37,Sun,2020-04-19,,Oviedo,,CD Mirandés,,,,,
,,,,,,,,,,,
38,Sun,2020-04-26,,Las Palmas,,Ponferradina,,,,,
38,Sun,2020-04-26,,Santander,,Elche,,,,,
38,Sun,2020-04-26,,La Coruña,,Huesca,,,,,
38,Sun,2020-04-26,,Numancia,,Extremadura,,,,,
38,Sun,2020-04-26,,Málaga,,Albacete,,,,,
38,Sun,2020-04-26,,Cádiz,,Oviedo,,,,,
38,Sun,2020-04-26,,Almería,,Tenerife,,,,,
38,Sun,2020-04-26,,Zaragoza,,Rayo Vallecano,,,,,
38,Sun,2020-04-26,,Alcorcón,,Lugo,,,,,
38,Sun,2020-04-26,,Sporting Gijón,,Girona,,,,,
38,Sun,2020-04-26,,Fuenlabrada,,CD Mirandés,,,,,
,,,,,,,,,,,
39,Sun,2020-05-03,,Ponferradina,,Lugo,,,,,
39,Sun,2020-05-03,,Albacete,,Sporting Gijón,,,,,
39,Sun,2020-05-03,,Málaga,,La Coruña,,,,,
39,Sun,2020-05-03,,Extremadura,,Cádiz,,,,,
39,Sun,2020-05-03,,Huesca,,Alcorcón,,,,,
39,Sun,2020-05-03,,Fuenlabrada,,Santander,,,,,
39,Sun,2020-05-03,,Oviedo,,Las Palmas,,,,,
39,Sun,2020-05-03,,Tenerife,,Zaragoza,,,,,
39,Sun,2020-05-03,,CD Mirandés,,Elche,,,,,
39,Sun,2020-05-03,,Girona,,Almería,,,,,
39,Sun,2020-05-03,,Rayo Vallecano,,Numancia,,,,,
,,,,,,,,,,,
40,Sun,2020-05-10,,Cádiz,,Fuenlabrada,,,,,
40,Sun,2020-05-10,,Numancia,,Ponferradina,,,,,
40,Sun,2020-05-10,,La Coruña,,Extremadura,,,,,
40,Sun,2020-05-10,,Elche,,Albacete,,,,,
40,Sun,2020-05-10,,Zaragoza,,Oviedo,,,,,
40,Sun,2020-05-10,,Sporting Gijón,,Málaga,,,,,
40,Sun,2020-05-10,,Alcorcón,,Tenerife,,,,,
40,Sun,2020-05-10,,Las Palmas,,CD Mirandés,,,,,
40,Sun,2020-05-10,,Santander,,Huesca,,,,,
40,Sun,2020-05-10,,Almería,,Rayo Vallecano,,,,,
40,Sun,2020-05-10,,Lugo,,Girona,,,,,
,,,,,,,,,,,
41,Sun,2020-05-17,,Oviedo,,Santander,,,,,
41,Sun,2020-05-17,,Extremadura,,Sporting Gijón,,,,,
41,Sun,2020-05-17,,Tenerife,,Lugo,,,,,
41,Sun,2020-05-17,,Málaga,,Alcorcón,,,,,
41,Sun,2020-05-17,,Ponferradina,,Almería,,,,,
41,Sun,2020-05-17,,Girona,,Cádiz,,,,,
41,Sun,2020-05-17,,Huesca,,Numancia,,,,,
41,Sun,2020-05-17,,CD Mirandés,,La Coruña,,,,,
41,Sun,2020-05-17,,Fuenlabrada,,Elche,,,,,
41,Sun,2020-05-17,,Albacete,,Zaragoza,,,,,
41,Sun,2020-05-17,,Rayo Vallecano,,Las Palmas,,,,,
,,,,,,,,,,,
42,Sun,2020-05-24,,Almería,,Málaga,,,,,
42,Sun,2020-05-24,,Zaragoza,,Ponferradina,,,,,
42,Sun,2020-05-24,,Alcorcón,,Girona,,,,,
42,Sun,2020-05-24,,Cádiz,,Albacete,,,,,
42,Sun,2020-05-24,,Elche,,Oviedo,,,,,
42,Sun,2020-05-24,,Sporting Gijón,,Huesca,,,,,
42,Sun,2020-05-24,,Numancia,,Tenerife,,,,,
42,Sun,2020-05-24,,Las Palmas,,Extremadura,,,,,
42,Sun,2020-05-24,,Lugo,,CD Mirandés,,,,,
42,Sun,2020-05-24,,La Coruña,,Fuenlabrada,,,,,
42,Sun,2020-05-24,,Santander,,Rayo Vallecano,,,,,
