Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,2,Sun,2014-09-07,15:00 (08:00),Ternana,1–1,Pescara,5960,Stadio Libero Liberati,Michael Fabbri,Match Report,
Regular Season,2,Sun,2014-09-07,15:00 (08:00),Bologna,1–1,Virtus Entella,11490,Stadio Renato Dall'Ara,Filippo Merchiori,Match Report,
Regular Season,2,Sun,2014-09-07,15:00 (08:00),Cittadella,3–1,Avellino,2445,Stadio Pier Cesare Tombolato,Gianluca Aureliano,Match Report,
Regular Season,2,Sun,2014-09-07,18:00 (11:00),Pro Vercelli,3–2,Catania,3524,Stadio Silvio Piola,Luigi Nasca,Match Report,
Regular Season,2,Sun,2014-09-07,20:30 (13:30),Bari,0–2,Perugia,23463,Stadio Comunale San Nicola,Fabrizio Pasqua,Match Report,
,,,,,,,,,,,,
Regular Season,1,Wed,2014-09-10,20:30 (13:30),Vicenza,0–0,Latina,5856,Stadio Romeo Menti,Eugenio Abbattista,Match Report,
,,,,,,,,,,,,
Regular Season,3,Fri,2014-09-12,20:30 (13:30),Pescara,2–3,Bologna,7401,Stadio Adriatico-Giovanni Cornacchia,Renzo Candussio,Match Report,
Regular Season,3,Sat,2014-09-13,15:00 (08:00),Trapani,2–1,Cittadella,4609,Stadio Polisportivo Provinciale,Ivan Pezzuto,Match Report,
Regular Season,3,Sat,2014-09-13,15:00 (08:00),Avellino,0–0,Spezia,6500,Stadio Partenio,Claudio Gavillucci,Match Report,
Regular Season,3,Sat,2014-09-13,15:00 (08:00),Modena,1–0,Pro Vercelli,4877,Stadio Alberto Braglia,Francesco Paolo Saia,Match Report,
Regular Season,3,Sat,2014-09-13,15:00 (08:00),Perugia,1–0,Catania,12506,Stadio Renato Curi,Maurizio Mariani,Match Report,
Regular Season,3,Sat,2014-09-13,15:00 (08:00),Virtus Entella,0–1,Brescia,2229,Stadio Comunale Chiavari,Diego Roca,Match Report,
Regular Season,3,Sat,2014-09-13,15:00 (08:00),Varese,1–1,Virtus Lanciano,2870,Stadio Franco Ossola,Fabio Maresca,Match Report,
Regular Season,3,Sat,2014-09-13,15:00 (08:00),Frosinone,1–1,Bari,6300,Stadio Comunale Matusa,Riccardo Pinzani,Match Report,
Regular Season,3,Sat,2014-09-13,15:00 (08:00),Crotone,1–1,Carpi,3862,Stadio Ezio Scida,Rosario Abisso,Match Report,
Regular Season,3,Sun,2014-09-14,18:00 (11:00),Vicenza,0–1,Ternana,6492,Stadio Romeo Menti,Leonardo Baracani,Match Report,
Regular Season,3,Mon,2014-09-15,20:30 (13:30),Livorno,1–1,Latina,6916,Stadio Armando Picchi,Daniele Chiffi,Match Report,
,,,,,,,,,,,,
Regular Season,4,Fri,2014-09-19,19:00 (12:00),Carpi,2–2,Trapani,2046,Stadio Sandro Cabassi,Gianluca Aureliano,Match Report,
Regular Season,4,Fri,2014-09-19,21:00 (14:00),Spezia,1–0,Virtus Entella,6193,Stadio Alberto Picco,Fabrizio Pasqua,Match Report,
Regular Season,4,Sat,2014-09-20,15:00 (08:00),Latina,1–2,Avellino,4412,Stadio Comunale Domenico Francioni,Leonardo Baracani,Match Report,
Regular Season,4,Sat,2014-09-20,15:00 (08:00),Brescia,0–0,Ternana,5057,Stadio Mario Rigamonti,Davide Ghersini,Match Report,
Regular Season,4,Sat,2014-09-20,15:00 (08:00),Catania,0–0,Modena,13467,Stadio Angelo Massimino,Aleandro Di Paolo,Match Report,
Regular Season,4,Sat,2014-09-20,15:00 (08:00),Bologna,0–2,Crotone,10759,Stadio Renato Dall'Ara,Federico La Penna,Match Report,
Regular Season,4,Sat,2014-09-20,15:00 (08:00),Virtus Lanciano,1–5,Frosinone,3007,Stadio Comunale Guido Biondi,Michael Fabbri,Match Report,
Regular Season,4,Sat,2014-09-20,15:00 (08:00),Pro Vercelli,4–0,Varese,2900,Stadio Silvio Piola,Eugenio Abbattista,Match Report,
Regular Season,4,Sat,2014-09-20,15:00 (08:00),Bari,2–0,Livorno,15785,Stadio Comunale San Nicola,Daniele Minelli,Match Report,
Regular Season,4,Sat,2014-09-20,15:00 (08:00),Perugia,2–2,Vicenza,10775,Stadio Renato Curi,Luigi Nasca,Match Report,
Regular Season,4,Sat,2014-09-20,15:00 (08:00),Cittadella,3–2,Pescara,2204,Stadio Pier Cesare Tombolato,Riccardo Ros,Match Report,
,,,,,,,,,,,,
Regular Season,5,Mon,2014-09-22,20:30 (13:30),Spezia,1–2,Carpi,6054,Stadio Alberto Picco,Renzo Candussio,Match Report,
Regular Season,5,Tue,2014-09-23,20:30 (13:30),Cittadella,1–2,Pro Vercelli,2337,Stadio Pier Cesare Tombolato,Claudio Gavillucci,Match Report,
Regular Season,5,Tue,2014-09-23,20:30 (13:30),Trapani,2–2,Virtus Entella,5209,Stadio Polisportivo Provinciale,Juan Sacchi,Match Report,
Regular Season,5,Tue,2014-09-23,20:30 (13:30),Modena,0–0,Perugia,5739,Stadio Alberto Braglia,Riccardo Pinzani,Match Report,
Regular Season,5,Tue,2014-09-23,20:30 (13:30),Brescia,1–1,Virtus Lanciano,5500,Stadio Mario Rigamonti,Daniele Chiffi,Match Report,
Regular Season,5,Tue,2014-09-23,20:30 (13:30),Livorno,1–0,Varese,5894,Stadio Armando Picchi,Rosario Abisso,Match Report,
Regular Season,5,Tue,2014-09-23,20:30 (13:30),Frosinone,0–0,Avellino,3878,Stadio Comunale Matusa,Fabrizio Pasqua,Match Report,
Regular Season,5,Tue,2014-09-23,20:30 (13:30),Pescara,1–1,Latina,6459,Stadio Adriatico-Giovanni Cornacchia,Ivan Pezzuto,Match Report,
Regular Season,5,Tue,2014-09-23,20:30 (13:30),Vicenza,1–0,Bari,6936,Stadio Romeo Menti,Fabio Maresca,Match Report,
Regular Season,5,Tue,2014-09-23,20:30 (13:30),Ternana,0–1,Bologna,7063,Stadio Libero Liberati,Daniele Minelli,Match Report,
Regular Season,5,Tue,2014-09-23,20:30 (13:30),Crotone,1–1,Catania,4698,Stadio Ezio Scida,Luca Pairetto,Match Report,
,,,,,,,,,,,,
Regular Season,6,Sat,2014-09-27,15:00 (08:00),Virtus Entella,2–0,Carpi,1897,Stadio Comunale Chiavari,Maurizio Mariani,Match Report,
Regular Season,6,Sat,2014-09-27,15:00 (08:00),Varese,5–2,Trapani,3109,Stadio Franco Ossola,Leonardo Baracani,Match Report,
Regular Season,6,Sat,2014-09-27,15:00 (08:00),Bologna,1–0,Cittadella,10104,Stadio Renato Dall'Ara,Eugenio Abbattista,Match Report,
Regular Season,6,Sat,2014-09-27,15:00 (08:00),Crotone,0–0,Vicenza,3894,Stadio Ezio Scida,Gianluca Manganiello,Match Report,
Regular Season,6,Sat,2014-09-27,15:00 (08:00),Avellino,2–1,Livorno,8000,Stadio Partenio,Luigi Nasca,Match Report,
Regular Season,6,Sat,2014-09-27,15:00 (08:00),Modena,2–0,Spezia,9526,Stadio Alberto Braglia,Federico La Penna,Match Report,
Regular Season,6,Sat,2014-09-27,15:00 (08:00),Latina,1–1,Ternana,3440,Stadio Comunale Domenico Francioni,Aleandro Di Paolo,Match Report,
Regular Season,6,Sat,2014-09-27,15:00 (08:00),Pro Vercelli,1–1,Frosinone,2870,Stadio Silvio Piola,Gianluca Aureliano,Match Report,
Regular Season,6,Sat,2014-09-27,15:00 (08:00),Perugia,1–0,Brescia,10216,Stadio Renato Curi,Luca Pairetto,Match Report,
Regular Season,6,Sun,2014-09-28,18:00 (11:00),Catania,2–1,Pescara,14319,Stadio Angelo Massimino,Davide Ghersini,Match Report,
Regular Season,6,Mon,2014-09-29,20:30 (13:30),Virtus Lanciano,1–1,Bari,4458,Stadio Comunale Guido Biondi,Filippo Merchiori,Match Report,
,,,,,,,,,,,,
Regular Season,7,Fri,2014-10-03,20:30 (13:30),Livorno,1–0,Crotone,5883,Stadio Armando Picchi,Ivan Pezzuto,Match Report,
Regular Season,7,Sat,2014-10-04,15:00 (08:00),Brescia,1–1,Varese,5079,Stadio Mario Rigamonti,Francesco Paolo Saia,Match Report,
Regular Season,7,Sat,2014-10-04,15:00 (08:00),Bari,1–1,Modena,13865,Stadio Comunale San Nicola,Riccardo Ros,Match Report,
Regular Season,7,Sat,2014-10-04,15:00 (08:00),Carpi,1–0,Pro Vercelli,2120,Stadio Sandro Cabassi,Fabrizio Pasqua,Match Report,
Regular Season,7,Sat,2014-10-04,15:00 (08:00),Frosinone,1–0,Catania,5007,Stadio Comunale Matusa,Daniele Chiffi,Match Report,
Regular Season,7,Sat,2014-10-04,15:00 (08:00),Cittadella,2–3,Virtus Lanciano,2072,Stadio Pier Cesare Tombolato,Diego Roca,Match Report,
Regular Season,7,Sat,2014-10-04,15:00 (08:00),Spezia,2–0,Perugia,6420,Stadio Alberto Picco,Michael Fabbri,Match Report,
Regular Season,7,Sat,2014-10-04,15:00 (08:00),Pescara,4–0,Virtus Entella,9347,Stadio Adriatico-Giovanni Cornacchia,Luca Pairetto,Match Report,
Regular Season,7,Sat,2014-10-04,15:00 (08:00),Trapani,1–0,Latina,4154,Stadio Polisportivo Provinciale,Daniele Minelli,Match Report,
Regular Season,7,Sat,2014-10-04,15:00 (08:00),Vicenza,0–0,Bologna,8358,Stadio Romeo Menti,Rosario Abisso,Match Report,
Regular Season,7,Mon,2014-10-06,20:30 (13:30),Ternana,2–2,Avellino,6333,Stadio Libero Liberati,Riccardo Pinzani,Match Report,
,,,,,,,,,,,,
Regular Season,8,Sat,2014-10-11,18:00 (11:00),Pro Vercelli,1–0,Spezia,3025,Stadio Silvio Piola,Aleandro Di Paolo,Match Report,
Regular Season,8,Sat,2014-10-11,20:30 (13:30),Modena,1–1,Brescia,5172,Stadio Alberto Braglia,Luigi Nasca,Match Report,
Regular Season,8,Sun,2014-10-12,12:30 (05:30),Catania,2–3,Bari,13864,Stadio Angelo Massimino,Renzo Candussio,Match Report,
Regular Season,8,Sun,2014-10-12,15:00 (08:00),Crotone,1–4,Pescara,4424,Stadio Ezio Scida,Eugenio Abbattista,Match Report,
Regular Season,8,Sun,2014-10-12,15:00 (08:00),Virtus Lanciano,4–0,Vicenza,3009,Stadio Comunale Guido Biondi,Francesco Paolo Saia,Match Report,
Regular Season,8,Sun,2014-10-12,15:00 (08:00),Livorno,6–0,Trapani,6442,Stadio Armando Picchi,Filippo Merchiori,Match Report,
Regular Season,8,Sun,2014-10-12,15:00 (08:00),Latina,1–2,Bologna,5243,Stadio Comunale Domenico Francioni,Fabio Maresca,Match Report,
Regular Season,8,Sun,2014-10-12,15:00 (08:00),Avellino,1–0,Carpi,8500,Stadio Partenio,Gianluca Manganiello,Match Report,
Regular Season,8,Sun,2014-10-12,20:30 (13:30),Perugia,0–1,Frosinone,11392,Stadio Renato Curi,Daniele Minelli,Match Report,
Regular Season,8,Mon,2014-10-13,20:30 (13:30),Varese,2–2,Cittadella,2793,Stadio Franco Ossola,Federico La Penna,Match Report,
,,,,,,,,,,,,
Regular Season,9,Fri,2014-10-17,20:30 (13:30),Vicenza,2–1,Pescara,7261,Stadio Romeo Menti,Gianluca Aureliano,Match Report,
Regular Season,9,Sat,2014-10-18,15:00 (08:00),Frosinone,2–0,Modena,4964,Stadio Comunale Matusa,Diego Roca,Match Report,
Regular Season,9,Sat,2014-10-18,15:00 (08:00),Virtus Lanciano,1–1,Perugia,3543,Stadio Comunale Guido Biondi,Ivan Pezzuto,Match Report,
Regular Season,9,Sat,2014-10-18,15:00 (08:00),Spezia,3–0,Catania,5737,Stadio Alberto Picco,Leonardo Baracani,Match Report,
Regular Season,9,Sat,2014-10-18,15:00 (08:00),Ternana,0–4,Livorno,4770,Stadio Libero Liberati,Juan Sacchi,Match Report,
Regular Season,9,Sat,2014-10-18,15:00 (08:00),Brescia,2–1,Pro Vercelli,5500,Stadio Mario Rigamonti,Maurizio Mariani,Match Report,
Regular Season,9,Sat,2014-10-18,15:00 (08:00),Carpi,2–1,Latina,2124,Stadio Sandro Cabassi,Luca Pairetto,Match Report,
Regular Season,9,Sat,2014-10-18,15:00 (08:00),Bologna,3–0,Varese,20186,Stadio Renato Dall'Ara,Davide Ghersini,Match Report,
Regular Season,9,Sat,2014-10-18,15:00 (08:00),Trapani,3–1,Crotone,4155,Stadio Polisportivo Provinciale,Riccardo Ros,Match Report,
Regular Season,9,Sun,2014-10-19,18:00 (11:00),Bari,4–2,Avellino,25366,Stadio Comunale San Nicola,Michael Fabbri,Match Report,
Regular Season,9,Mon,2014-10-20,20:30 (13:30),Cittadella,0–1,Virtus Entella,2307,Stadio Pier Cesare Tombolato,Aleandro Di Paolo,Match Report,
,,,,,,,,,,,,
Regular Season,10,Fri,2014-10-24,19:00 (12:00),Ternana,1–2,Trapani,3701,Stadio Libero Liberati,Fabio Maresca,Match Report,
Regular Season,10,Fri,2014-10-24,21:00 (14:00),Modena,0–0,Bologna,11699,Stadio Alberto Braglia,Fabrizio Pasqua,Match Report,
Regular Season,10,Sat,2014-10-25,15:00 (08:00),Varese,2–1,Bari,3880,Stadio Franco Ossola,Gianluca Manganiello,Match Report,
Regular Season,10,Sat,2014-10-25,15:00 (08:00),Latina,1–1,Brescia,3044,Stadio Comunale Domenico Francioni,Rosario Abisso,Match Report,
Regular Season,10,Sat,2014-10-25,15:00 (08:00),Virtus Entella,1–0,Frosinone,2061,Stadio Comunale Chiavari,Renzo Candussio,Match Report,
Regular Season,10,Sat,2014-10-25,15:00 (08:00),Livorno,0–1,Spezia,7949,Stadio Armando Picchi,Claudio Gavillucci,Match Report,
Regular Season,10,Sat,2014-10-25,15:00 (08:00),Crotone,2–2,Cittadella,3787,Stadio Ezio Scida,Vincenzo Ripa,Match Report,
Regular Season,10,Sat,2014-10-25,15:00 (08:00),Avellino,1–1,Virtus Lanciano,6500,Stadio Partenio,Eugenio Abbattista,Match Report,
Regular Season,10,Sat,2014-10-25,15:00 (08:00),Catania,3–1,Vicenza,12505,Stadio Angelo Massimino,Ivan Pezzuto,Match Report,
Regular Season,10,Sat,2014-10-25,15:00 (08:00),Pescara,0–5,Carpi,5518,Stadio Adriatico-Giovanni Cornacchia,Riccardo Pinzani,Match Report,
Regular Season,10,Sat,2014-10-25,15:00 (08:00),Pro Vercelli,0–0,Perugia,3210,Stadio Silvio Piola,Filippo Merchiori,Match Report,
,,,,,,,,,,,,
Regular Season,11,Mon,2014-10-27,20:30 (14:30),Bologna,2–1,Trapani,15180,Stadio Renato Dall'Ara,Leonardo Baracani,Match Report,
Regular Season,11,Tue,2014-10-28,20:30 (14:30),Bari,1–1,Pescara,20040,Stadio Comunale San Nicola,Daniele Chiffi,Match Report,
Regular Season,11,Tue,2014-10-28,20:30 (14:30),Brescia,2–1,Crotone,4497,Stadio Mario Rigamonti,Gianluca Aureliano,Match Report,
Regular Season,11,Tue,2014-10-28,20:30 (14:30),Spezia,1–1,Latina,5772,Stadio Alberto Picco,Francesco Paolo Saia,Match Report,
Regular Season,11,Tue,2014-10-28,20:30 (14:30),Catania,5–1,Virtus Entella,12475,Stadio Angelo Massimino,Michael Fabbri,Match Report,
Regular Season,11,Tue,2014-10-28,20:30 (14:30),Cittadella,1–1,Livorno,2150,Stadio Pier Cesare Tombolato,Davide Ghersini,Match Report,
Regular Season,11,Tue,2014-10-28,20:30 (14:30),Frosinone,1–1,Varese,5130,Stadio Comunale Matusa,Luigi Nasca,Match Report,
Regular Season,11,Tue,2014-10-28,20:30 (14:30),Carpi,3–1,Ternana,2646,Stadio Sandro Cabassi,Daniele Minelli,Match Report,
Regular Season,11,Tue,2014-10-28,20:30 (14:30),Vicenza,0–2,Modena,6479,Stadio Romeo Menti,Vincenzo Ripa,Match Report,
Regular Season,11,Tue,2014-10-28,20:30 (14:30),Perugia,0–0,Avellino,11019,Stadio Renato Curi,Federico La Penna,Match Report,
Regular Season,11,Tue,2014-10-28,20:30 (14:30),Virtus Lanciano,2–0,Pro Vercelli,2513,Stadio Comunale Guido Biondi,Juan Sacchi,Match Report,
,,,,,,,,,,,,
Regular Season,12,Sat,2014-11-01,15:00 (09:00),Avellino,1–0,Catania,9796,Stadio Partenio,Gianluca Aureliano,Match Report,
Regular Season,12,Sat,2014-11-01,15:00 (09:00),Crotone,2–1,Perugia,4149,Stadio Ezio Scida,Aleandro Di Paolo,Match Report,
Regular Season,12,Sat,2014-11-01,15:00 (09:00),Ternana,1–1,Cittadella,3426,Stadio Libero Liberati,Ivan Pezzuto,Match Report,
Regular Season,12,Sat,2014-11-01,15:00 (09:00),Pescara,1–2,Spezia,5659,Stadio Adriatico-Giovanni Cornacchia,Maurizio Mariani,Match Report,
Regular Season,12,Sat,2014-11-01,15:00 (09:00),Carpi,1–0,Vicenza,2779,Stadio Sandro Cabassi,Claudio Gavillucci,Match Report,
Regular Season,12,Sat,2014-11-01,15:00 (09:00),Pro Vercelli,3–0,Bari,3440,Stadio Silvio Piola,Rosario Abisso,Match Report,
Regular Season,12,Sat,2014-11-01,15:00 (09:00),Virtus Entella,0–0,Virtus Lanciano,1634,Stadio Comunale Chiavari,Gianluca Manganiello,Match Report,
Regular Season,12,Sat,2014-11-01,15:00 (09:00),Trapani,3–2,Brescia,4528,Stadio Polisportivo Provinciale,Renzo Candussio,Match Report,
Regular Season,12,Sat,2014-11-01,15:00 (09:00),Livorno,3–2,Bologna,7014,Stadio Armando Picchi,Luca Pairetto,Match Report,
Regular Season,12,Sun,2014-11-02,12:30 (05:30),Latina,1–4,Frosinone,4348,Stadio Comunale Domenico Francioni,Filippo Merchiori,Match Report,
Regular Season,12,Sun,2014-11-02,18:00 (11:00),Varese,2–1,Modena,3424,Stadio Franco Ossola,Fabio Maresca,Match Report,
,,,,,,,,,,,,
Regular Season,8,Tue,2014-11-04,18:00 (11:00),Virtus Entella,2–1,Ternana,1345,Stadio Comunale Chiavari,Claudio Gavillucci,Match Report,
,,,,,,,,,,,,
Regular Season,13,Fri,2014-11-07,20:30 (13:30),Spezia,2–1,Crotone,5979,Stadio Alberto Picco,Luigi Nasca,Match Report,
Regular Season,13,Sat,2014-11-08,15:00 (08:00),Brescia,1–3,Pescara,5172,Stadio Mario Rigamonti,Ivan Pezzuto,Match Report,
Regular Season,13,Sat,2014-11-08,15:00 (08:00),Frosinone,4–1,Trapani,5157,Stadio Comunale Matusa,Davide Ghersini,Match Report,
Regular Season,13,Sat,2014-11-08,15:00 (08:00),Vicenza,2–1,Pro Vercelli,5947,Stadio Romeo Menti,Diego Roca,Match Report,
Regular Season,13,Sat,2014-11-08,15:00 (08:00),Catania,2–1,Varese,12314,Stadio Angelo Massimino,Riccardo Ros,Match Report,
Regular Season,13,Sat,2014-11-08,15:00 (08:00),Bologna,0–0,Carpi,14996,Stadio Renato Dall'Ara,Michael Fabbri,Match Report,
Regular Season,13,Sat,2014-11-08,15:00 (08:00),Perugia,2–1,Virtus Entella,8812,Stadio Renato Curi,Daniele Chiffi,Match Report,
Regular Season,13,Sat,2014-11-08,15:00 (08:00),Virtus Lanciano,1–0,Livorno,2767,Stadio Comunale Guido Biondi,Federico La Penna,Match Report,
Regular Season,13,Sat,2014-11-08,15:00 (08:00),Modena,1–2,Avellino,5307,Stadio Alberto Braglia,Daniele Minelli,Match Report,
Regular Season,13,Sat,2014-11-08,15:00 (08:00),Cittadella,1–1,Latina,1975,Stadio Pier Cesare Tombolato,Juan Sacchi,Match Report,
Regular Season,13,Mon,2014-11-10,20:30 (13:30),Bari,0–1,Ternana,18600,Stadio Comunale San Nicola,Luca Pairetto,Match Report,
,,,,,,,,,,,,
Regular Season,14,Sat,2014-11-15,18:00 (11:00),Carpi,5–2,Cittadella,2103,Stadio Sandro Cabassi,Francesco Paolo Saia,Match Report,
Regular Season,14,Sat,2014-11-15,20:30 (13:30),Bologna,1–2,Brescia,14207,Stadio Renato Dall'Ara,Aleandro Di Paolo,Match Report,
Regular Season,14,Sun,2014-11-16,12:30 (05:30),Trapani,2–2,Catania,7056,Stadio Polisportivo Provinciale,Fabrizio Pasqua,Match Report,
Regular Season,14,Sun,2014-11-16,15:00 (08:00),Latina,1–0,Virtus Lanciano,3792,Stadio Comunale Domenico Francioni,Renzo Candussio,Match Report,
Regular Season,14,Sun,2014-11-16,15:00 (08:00),Ternana,0–0,Spezia,3858,Stadio Libero Liberati,Rosario Abisso,Match Report,
Regular Season,14,Sun,2014-11-16,15:00 (08:00),Livorno,3–1,Pro Vercelli,5399,Stadio Armando Picchi,Vincenzo Ripa,Match Report,
Regular Season,14,Sun,2014-11-16,15:00 (08:00),Varese,1–1,Perugia,3430,Stadio Franco Ossola,Maurizio Mariani,Match Report,
Regular Season,14,Sun,2014-11-16,15:00 (08:00),Crotone,3–0,Bari,4166,Stadio Ezio Scida,Leonardo Baracani,Match Report,
Regular Season,14,Sun,2014-11-16,15:00 (08:00),Pescara,3–0,Frosinone,7389,Stadio Adriatico-Giovanni Cornacchia,Fabio Maresca,Match Report,
Regular Season,14,Sun,2014-11-16,18:00 (11:00),Avellino,0–1,Vicenza,8000,Stadio Partenio,Gianluca Manganiello,Match Report,
,,,,,,,,,,,,
Regular Season,15,Fri,2014-11-21,20:30 (13:30),Frosinone,5–1,Livorno,5408,Stadio Comunale Matusa,Luigi Nasca,Match Report,
Regular Season,15,Sat,2014-11-22,15:00 (08:00),Virtus Lanciano,1–1,Crotone,2740,Stadio Comunale Guido Biondi,Daniele Minelli,Match Report,
Regular Season,15,Sat,2014-11-22,15:00 (08:00),Pro Vercelli,2–0,Virtus Entella,2740,Stadio Silvio Piola,Riccardo Ros,Match Report,
Regular Season,15,Sat,2014-11-22,15:00 (08:00),Modena,2–0,Pescara,4940,Stadio Alberto Braglia,Davide Ghersini,Match Report,
Regular Season,15,Sat,2014-11-22,15:00 (08:00),Bari,2–1,Trapani,20433,Stadio Comunale San Nicola,Gianluca Aureliano,Match Report,
Regular Season,15,Sat,2014-11-22,15:00 (08:00),Avellino,0–0,Varese,10796,Stadio Partenio,Juan Sacchi,Match Report,
Regular Season,15,Sat,2014-11-22,15:00 (08:00),Vicenza,1–1,Cittadella,6502,Stadio Romeo Menti,Luca Pairetto,Match Report,
Regular Season,15,Sat,2014-11-22,15:00 (08:00),Perugia,2–2,Ternana,16124,Stadio Renato Curi,Claudio Gavillucci,Match Report,
Regular Season,15,Sat,2014-11-22,15:00 (08:00),Brescia,3–3,Carpi,5600,Stadio Mario Rigamonti,Filippo Merchiori,Match Report,
Regular Season,15,Sat,2014-11-22,15:00 (08:00),Spezia,1–1,Bologna,7534,Stadio Alberto Picco,Daniele Chiffi,Match Report,
Regular Season,15,Sun,2014-11-23,18:00 (11:00),Catania,1–0,Latina,13691,Stadio Angelo Massimino,Diego Roca,Match Report,
,,,,,,,,,,,,
Regular Season,16,Fri,2014-11-28,20:30 (13:30),Pescara,1–1,Virtus Lanciano,9935,Stadio Adriatico-Giovanni Cornacchia,Michael Fabbri,Match Report,
Regular Season,16,Sat,2014-11-29,15:00 (08:00),Ternana,1–0,Catania,4208,Stadio Libero Liberati,Renzo Candussio,Match Report,
Regular Season,16,Sat,2014-11-29,15:00 (08:00),Virtus Entella,0–0,Avellino,1836,Stadio Comunale Chiavari,Ivan Pezzuto,Match Report,
Regular Season,16,Sat,2014-11-29,15:00 (08:00),Livorno,0–0,Perugia,6282,Stadio Armando Picchi,Leonardo Baracani,Match Report,
Regular Season,16,Sat,2014-11-29,15:00 (08:00),Varese,2–3,Vicenza,1836,Stadio Franco Ossola,Eugenio Abbattista,Match Report,
Regular Season,16,Sat,2014-11-29,15:00 (08:00),Latina,1–1,Pro Vercelli,3365,Stadio Comunale Domenico Francioni,Federico La Penna,Match Report,
Regular Season,16,Sat,2014-11-29,15:00 (08:00),Carpi,0–0,Frosinone,3426,Stadio Sandro Cabassi,Rosario Abisso,Match Report,
Regular Season,16,Sat,2014-11-29,15:00 (08:00),Crotone,1–4,Modena,3954,Stadio Ezio Scida,Francesco Paolo Saia,Match Report,
Regular Season,16,Sat,2014-11-29,15:00 (08:00),Trapani,3–2,Spezia,4377,Stadio Polisportivo Provinciale,Aleandro Di Paolo,Match Report,
Regular Season,16,Sat,2014-11-29,15:00 (08:00),Cittadella,1–1,Brescia,2261,Stadio Pier Cesare Tombolato,Gianluca Manganiello,Match Report,
Regular Season,16,Sun,2014-11-30,12:30 (05:30),Bologna,2–0,Bari,15389,Stadio Renato Dall'Ara,Maurizio Mariani,Match Report,
,,,,,,,,,,,,
Regular Season,17,Fri,2014-12-05,20:30 (13:30),Frosinone,0–1,Ternana,4499,Stadio Comunale Matusa,Daniele Chiffi,Match Report,
Regular Season,17,Sat,2014-12-06,15:00 (08:00),Bari,0–1,Carpi,17717,Stadio Comunale San Nicola,Daniele Minelli,Match Report,
Regular Season,17,Sat,2014-12-06,15:00 (08:00),Spezia,0–0,Cittadella,5753,Stadio Alberto Picco,Juan Sacchi,Match Report,
Regular Season,17,Sat,2014-12-06,15:00 (08:00),Catania,2–2,Bologna,2770,Stadio Angelo Massimino,Luca Pairetto,Match Report,
Regular Season,17,Sat,2014-12-06,15:00 (08:00),Perugia,0–0,Latina,9163,Stadio Renato Curi,Fabio Maresca,Match Report,
Regular Season,17,Sat,2014-12-06,15:00 (08:00),Pro Vercelli,0–4,Pescara,2630,Stadio Silvio Piola,Fabrizio Pasqua,Match Report,
