Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,4,Sun,2014-09-14,20:00 (14:00),Tenerife,1–0,Mirandés,8175,Estadio Heliodoro Rodríguez Lopéz,David Medié,Match Report,
Regular Season,4,Sun,2014-09-14,21:00 (14:00),Alcorcón,0–1,Valladolid,2000,Estadio Santo Domingo,Dámaso Arcediano,Match Report,
,,,,,,,,,,,,
Regular Season,5,Sat,2014-09-20,16:00 (09:00),Recreativo,0–0,Lugo,5000,Estadio Nuevo Colombino,Francisco Arias,Match Report,
Regular Season,5,Sat,2014-09-20,18:00 (11:00),Barcelona B,0–1,Llagostera,3278,Mini Estadi,Daniel Trujillo,Match Report,
Regular Season,5,Sat,2014-09-20,18:00 (11:00),Mirandés,0–2,Sporting Gijón,4072,Estadio Municipal de Anduva,David Pérez,Match Report,
Regular Season,5,Sat,2014-09-20,18:15 (11:15),Zaragoza,1–0,Alavés,15000,Estadio de la Romareda,Dámaso Arcediano,Match Report,
Regular Season,5,Sat,2014-09-20,19:00 (13:00),Las Palmas,4–1,Alcorcón,15802,Estadio de Gran Canaria,José Sánchez,Match Report,
Regular Season,5,Sat,2014-09-20,20:00 (13:00),Sabadell,1–0,Ponferradina,3489,Estadi de la Nova Creu Alta,José Luis Munuera,Match Report,
Regular Season,5,Sun,2014-09-21,12:00 (05:00),Osasuna,6–4,Mallorca,12920,Estadio El Sadar,José Lesma,Match Report,
Regular Season,5,Sun,2014-09-21,17:00 (10:00),Girona,1–3,Betis,7284,Estadi Municipal de Montilivi,Jorge Valdés Aller,Match Report,
Regular Season,5,Sun,2014-09-21,18:15 (11:15),Leganés,2–2,Racing Sant,4354,Estadio Municipal de Butarque,Juan López,Match Report,
Regular Season,5,Sun,2014-09-21,20:00 (13:00),Valladolid,2–1,Tenerife,10252,Estadio Municipal José Zorrilla,Víctor Areces,Match Report,
Regular Season,5,Sun,2014-09-21,21:00 (14:00),Albacete,0–1,Numancia,7520,Estadio Carlos Belmonte,José Piñeiro,Match Report,
,,,,,,,,,,,,
Regular Season,6,Sat,2014-09-27,16:00 (09:00),Lugo,4–3,Osasuna,3030,Estadio Anxo Carro,Oliver De La Fuente,Match Report,
Regular Season,6,Sat,2014-09-27,16:00 (09:00),Llagostera,0–1,Zaragoza,2813,Estadi Municipal Palamós Costa Brava,Jesús Muñoz,Match Report,
Regular Season,6,Sat,2014-09-27,18:00 (11:00),Alavés,3–1,Sabadell,5300,Estadio de Mendizorroza,Pablo González,Match Report,
Regular Season,6,Sat,2014-09-27,18:15 (11:15),Racing Sant,3–0,Recreativo,5000,Campos de Sport de El Sardinero,Rubén Eiriz,Match Report,
Regular Season,6,Sun,2014-09-28,11:00 (05:00),Tenerife,2–1,Las Palmas,17064,Estadio Heliodoro Rodríguez Lopéz,Ricardo de Burgos,Match Report,
Regular Season,6,Sun,2014-09-28,17:00 (10:00),Mallorca,3–3,Barcelona B,6000,Iberostar Estadi,Valentín Pizarro,Match Report,
Regular Season,6,Sun,2014-09-28,17:00 (10:00),Numancia,2–2,Girona,3000,Nuevo Estadio Los Pajaritos,Gorka Sagues,Match Report,
Regular Season,6,Sun,2014-09-28,17:00 (10:00),Sporting Gijón,1–1,Valladolid,16506,Estadio Municipal El Molinón,David Medié,Match Report,
Regular Season,6,Sun,2014-09-28,18:00 (11:00),Alcorcón,1–0,Leganés,4200,Estadio Santo Domingo,Jorge Figueroa,Match Report,
Regular Season,6,Sun,2014-09-28,18:15 (11:15),Betis,2–0,Mirandés,30203,Estadio Benito Villamarín,Daniel Ocón,Match Report,
Regular Season,6,Mon,2014-09-29,20:30 (13:30),Ponferradina,1–0,Albacete,4500,Estadio El Toralín,Pedro Sureda,Match Report,
,,,,,,,,,,,,
Regular Season,7,Sat,2014-10-04,16:00 (09:00),Barcelona B,0–1,Lugo,2316,Mini Estadi,Juan López,Match Report,
Regular Season,7,Sat,2014-10-04,16:00 (09:00),Alavés,0–0,Llagostera,8744,Estadio de Mendizorroza,José Piñeiro,Match Report,
Regular Season,7,Sat,2014-10-04,18:00 (11:00),Girona,3–0,Ponferradina,3682,Estadi Municipal de Montilivi,José Lesma,Match Report,
Regular Season,7,Sat,2014-10-04,18:15 (11:15),Osasuna,0–2,Racing Sant,13513,Estadio El Sadar,Víctor Areces,Match Report,
Regular Season,7,Sat,2014-10-04,19:00 (13:00),Las Palmas,1–1,Sporting Gijón,18023,Estadio de Gran Canaria,Jorge Valdés Aller,Match Report,
Regular Season,7,Sun,2014-10-05,12:00 (05:00),Valladolid,0–0,Betis,16800,Estadio Municipal José Zorrilla,José Antonio Sánchez,Match Report,
Regular Season,7,Sun,2014-10-05,17:00 (10:00),Recreativo,2–1,Alcorcón,8900,Estadio Nuevo Colombino,Daniel Trujillo,Match Report,
Regular Season,7,Sun,2014-10-05,17:00 (10:00),Sabadell,6–1,Albacete,3098,Estadi de la Nova Creu Alta,David Pérez,Match Report,
Regular Season,7,Sun,2014-10-05,18:15 (11:15),Zaragoza,2–0,Mallorca,11500,Estadio de la Romareda,José Luis Munuera,Match Report,
Regular Season,7,Sun,2014-10-05,19:00 (12:00),Leganés,2–0,Tenerife,3100,Estadio Municipal de Butarque,Francisco Arias,Match Report,
Regular Season,7,Sun,2014-10-05,21:00 (14:00),Mirandés,2–0,Numancia,2543,Estadio Municipal de Anduva,Dámaso Arcediano,Match Report,
,,,,,,,,,,,,
Regular Season,8,Sat,2014-10-11,16:00 (09:00),Ponferradina,1–0,Mirandés,5000,Estadio El Toralín,Jesús Muñoz,Match Report,
Regular Season,8,Sat,2014-10-11,16:00 (09:00),Mallorca,2–0,Alavés,7000,Iberostar Estadi,Rubén Eiriz,Match Report,
Regular Season,8,Sat,2014-10-11,18:00 (11:00),Racing Sant,0–0,Barcelona B,9000,Campos de Sport de El Sardinero,Daniel Ocón,Match Report,
Regular Season,8,Sat,2014-10-11,18:15 (11:15),Alcorcón,2–0,Osasuna,2736,Estadio Santo Domingo,Gorka Sagues,Match Report,
Regular Season,8,Sat,2014-10-11,20:00 (13:00),Albacete,0–1,Girona,7300,Estadio Carlos Belmonte,Ricardo de Burgos,Match Report,
Regular Season,8,Sat,2014-10-11,20:00 (14:00),Tenerife,0–2,Recreativo,8155,Estadio Heliodoro Rodríguez Lopéz,Pablo González,Match Report,
Regular Season,8,Sat,2014-10-11,21:00 (14:00),Numancia,0–1,Valladolid,2817,Nuevo Estadio Los Pajaritos,Jorge Figueroa,Match Report,
Regular Season,8,Sun,2014-10-12,12:00 (05:00),Betis,0–0,Las Palmas,30312,Estadio Benito Villamarín,Oliver De La Fuente,Match Report,
Regular Season,8,Sun,2014-10-12,17:00 (10:00),Sporting Gijón,2–1,Leganés,15287,Estadio Municipal El Molinón,Pedro Sureda,Match Report,
Regular Season,8,Sun,2014-10-12,18:15 (11:15),Lugo,3–3,Zaragoza,3600,Estadio Anxo Carro,David Medié,Match Report,
Regular Season,8,Sun,2014-10-12,18:45 (11:45),Llagostera,0–1,Sabadell,2753,Estadi Municipal Palamós Costa Brava,Valentín Pizarro,Match Report,
,,,,,,,,,,,,
Regular Season,9,Sat,2014-10-18,16:00 (09:00),Valladolid,0–0,Ponferradina,10309,Estadio Municipal José Zorrilla,Daniel Trujillo,Match Report,
Regular Season,9,Sat,2014-10-18,18:00 (11:00),Alavés,1–0,Lugo,6300,Estadio de Mendizorroza,José Sánchez,Match Report,
Regular Season,9,Sat,2014-10-18,18:00 (11:00),Mirandés,3–2,Albacete,3058,Estadio Municipal de Anduva,Francisco Arias,Match Report,
Regular Season,9,Sat,2014-10-18,18:15 (11:15),Zaragoza,2–1,Racing Sant,22600,Estadio de la Romareda,José López,Match Report,
Regular Season,9,Sat,2014-10-18,20:00 (13:00),Osasuna,3–2,Tenerife,13063,Estadio El Sadar,Jorge Valdés Aller,Match Report,
Regular Season,9,Sat,2014-10-18,20:00 (13:00),Sabadell,0–2,Girona,4412,Estadi de la Nova Creu Alta,Juan López,Match Report,
Regular Season,9,Sun,2014-10-19,12:00 (05:00),Recreativo,1–1,Sporting Gijón,6727,Estadio Nuevo Colombino,Dámaso Arcediano,Match Report,
Regular Season,9,Sun,2014-10-19,17:00 (10:00),Llagostera,1–4,Mallorca,1913,Estadi Municipal Palamós Costa Brava,Víctor Areces,Match Report,
Regular Season,9,Sun,2014-10-19,18:15 (11:15),Leganés,1–0,Betis,8050,Estadio Municipal de Butarque,David Pérez,Match Report,
Regular Season,9,Sun,2014-10-19,18:00 (12:00),Las Palmas,2–0,Numancia,18000,Estadio de Gran Canaria,José Luis Munuera,Match Report,
Regular Season,9,Sun,2014-10-19,21:00 (14:00),Barcelona B,4–1,Alcorcón,1564,Mini Estadi,José Piñeiro,Match Report,
,,,,,,,,,,,,
Regular Season,10,Sat,2014-10-25,16:00 (09:00),Mallorca,1–0,Sabadell,5824,Iberostar Estadi,Oliver De La Fuente,Match Report,
Regular Season,10,Sat,2014-10-25,18:00 (11:00),Racing Sant,1–1,Alavés,7155,Campos de Sport de El Sardinero,David Medié,Match Report,
Regular Season,10,Sat,2014-10-25,18:15 (11:15),Betis,3–2,Recreativo,26087,Estadio Benito Villamarín,Pedro Sureda,Match Report,
Regular Season,10,Sat,2014-10-25,20:00 (13:00),Ponferradina,2–2,Las Palmas,4135,Estadio El Toralín,Valentín Pizarro,Match Report,
Regular Season,10,Sun,2014-10-26,12:00 (06:00),Albacete,3–4,Valladolid,3500,Estadio Carlos Belmonte,Gorka Sagues,Match Report,
Regular Season,10,Sun,2014-10-26,17:00 (11:00),Lugo,1–1,Llagostera,3235,Estadio Anxo Carro,Daniel Ocón,Match Report,
Regular Season,10,Sun,2014-10-26,17:00 (11:00),Sporting Gijón,2–0,Osasuna,16000,Estadio Municipal El Molinón,Rubén Eiriz,Match Report,
Regular Season,10,Sun,2014-10-26,17:00 (11:00),Girona,3–0,Mirandés,9800,Estadi Municipal de Montilivi,Jorge Figueroa,Match Report,
Regular Season,10,Sun,2014-10-26,18:15 (12:15),Alcorcón,1–3,Zaragoza,3664,Estadio Santo Domingo,Ricardo de Burgos,Match Report,
Regular Season,10,Sun,2014-10-26,18:00 (13:00),Tenerife,2–0,Barcelona B,9062,Estadio Heliodoro Rodríguez Lopéz,Jesús Muñoz,Match Report,
Regular Season,10,Sun,2014-10-26,21:00 (15:00),Numancia,1–1,Leganés,3200,Nuevo Estadio Los Pajaritos,Pablo González,Match Report,
,,,,,,,,,,,,
Regular Season,11,Sat,2014-11-01,16:00 (10:00),Mallorca,2–1,Lugo,6423,Iberostar Estadi,Jorge Valdés Aller,Match Report,
Regular Season,11,Sat,2014-11-01,18:00 (12:00),Barcelona B,0–0,Sporting Gijón,5348,Mini Estadi,Francisco Arias,Match Report,
Regular Season,11,Sat,2014-11-01,18:00 (12:00),Alavés,1–1,Alcorcón,9745,Estadio de Mendizorroza,José Luis Munuera,Match Report,
Regular Season,11,Sat,2014-11-01,18:15 (12:15),Llagostera,0–2,Racing Sant,2604,Estadi Municipal Palamós Costa Brava,Daniel Trujillo,Match Report,
Regular Season,11,Sat,2014-11-01,19:00 (14:00),Las Palmas,2–1,Albacete,15000,Estadio de Gran Canaria,Víctor Areces,Match Report,
Regular Season,11,Sat,2014-11-01,20:00 (14:00),Sabadell,3–2,Mirandés,2723,Estadi de la Nova Creu Alta,José Antonio Sánchez,Match Report,
Regular Season,11,Sun,2014-11-02,12:00 (05:00),Osasuna,3–2,Betis,15000,Estadio El Sadar,José Piñeiro,Match Report,
Regular Season,11,Sun,2014-11-02,17:00 (10:00),Valladolid,2–1,Girona,10913,Estadio Municipal José Zorrilla,David Pérez,Match Report,
Regular Season,11,Sun,2014-11-02,18:15 (11:15),Recreativo,0–3,Numancia,4923,Estadio Nuevo Colombino,José Lesma,Match Report,
Regular Season,11,Sun,2014-11-02,21:00 (14:00),Leganés,1–1,Ponferradina,3200,Estadio Municipal de Butarque,Dámaso Arcediano,Match Report,
Regular Season,11,Mon,2014-11-03,21:00 (14:00),Zaragoza,2–3,Tenerife,10500,Estadio de la Romareda,Juan López,Match Report,
,,,,,,,,,,,,
Regular Season,12,Sat,2014-11-08,16:00 (09:00),Mirandés,0–0,Valladolid,4000,Estadio Municipal de Anduva,Pedro Sureda,Match Report,
Regular Season,12,Sat,2014-11-08,18:00 (11:00),Albacete,1–0,Leganés,9015,Estadio Carlos Belmonte,Juan López,Match Report,
Regular Season,12,Sat,2014-11-08,18:00 (11:00),Betis,1–0,Barcelona B,27487,Estadio Benito Villamarín,Pablo González,Match Report,
Regular Season,12,Sat,2014-11-08,18:15 (11:15),Numancia,0–0,Osasuna,4376,Nuevo Estadio Los Pajaritos,David Medié,Match Report,
Regular Season,12,Sat,2014-11-08,20:00 (13:00),Girona,1–2,Las Palmas,4300,Estadi Municipal de Montilivi,Daniel Ocón,Match Report,
Regular Season,12,Sat,2014-11-08,21:00 (14:00),Alcorcón,2–0,Llagostera,2500,Estadio Santo Domingo,Oliver De La Fuente,Match Report,
Regular Season,12,Sun,2014-11-09,12:00 (05:00),Sporting Gijón,3–1,Zaragoza,16000,Estadio Municipal El Molinón,Valentín Pizarro,Match Report,
Regular Season,12,Sun,2014-11-09,17:00 (10:00),Lugo,2–1,Sabadell,3800,Estadio Anxo Carro,Jesús Muñoz,Match Report,
Regular Season,12,Sun,2014-11-09,17:00 (10:00),Ponferradina,3–3,Recreativo,5500,Estadio El Toralín,David Pérez,Match Report,
Regular Season,12,Sun,2014-11-09,18:15 (11:15),Racing Sant,0–1,Mallorca,9346,Campos de Sport de El Sardinero,Ricardo de Burgos,Match Report,
Regular Season,12,Sun,2014-11-09,18:00 (12:00),Tenerife,1–1,Alavés,3800,Estadio Heliodoro Rodríguez Lopéz,Jorge Figueroa,Match Report,
,,,,,,,,,,,,
Regular Season,13,Sat,2014-11-15,16:00 (09:00),Leganés,1–2,Girona,4500,Estadio Municipal de Butarque,Oliver De La Fuente,Match Report,
Regular Season,13,Sat,2014-11-15,16:00 (09:00),Mallorca,1–1,Alcorcón,8000,Iberostar Estadi,Francisco Arias,Match Report,
Regular Season,13,Sat,2014-11-15,18:00 (11:00),Barcelona B,1–1,Numancia,3489,Mini Estadi,José Sánchez,Match Report,
Regular Season,13,Sat,2014-11-15,18:00 (11:00),Alavés,0–0,Sporting Gijón,10730,Estadio de Mendizorroza,Daniel Trujillo,Match Report,
Regular Season,13,Sat,2014-11-15,18:00 (11:00),Sabadell,0–0,Valladolid,3572,Estadi de la Nova Creu Alta,José Lesma,Match Report,
Regular Season,13,Sat,2014-11-15,18:15 (11:15),Osasuna,0–1,Ponferradina,12457,Estadio El Sadar,Juan López,Match Report,
Regular Season,13,Sat,2014-11-15,17:30 (11:30),Las Palmas,0–0,Mirandés,16049,Estadio de Gran Canaria,David Pérez,Match Report,
Regular Season,13,Sun,2014-11-16,17:00 (10:00),Lugo,0–0,Racing Sant,3000,Estadio Anxo Carro,Dámaso Arcediano,Match Report,
Regular Season,13,Sun,2014-11-16,18:15 (11:15),Recreativo,4–1,Albacete,7000,Estadio Nuevo Colombino,José Piñeiro,Match Report,
Regular Season,13,Sun,2014-11-16,19:00 (12:00),Llagostera,2–0,Tenerife,1758,Estadi Municipal Palamós Costa Brava,José Luis Munuera,Match Report,
Regular Season,13,Sun,2014-11-16,20:00 (13:00),Zaragoza,2–2,Betis,15000,Estadio de la Romareda,Víctor Areces,Match Report,
,,,,,,,,,,,,
Regular Season,14,Sat,2014-11-22,16:00 (09:00),Racing Sant,3–1,Sabadell,9800,Campos de Sport de El Sardinero,Jorge Valdés Aller,Match Report,
Regular Season,14,Sat,2014-11-22,16:00 (09:00),Ponferradina,4–4,Barcelona B,4800,Estadio El Toralín,José Luis Munuera,Match Report,
Regular Season,14,Sat,2014-11-22,18:00 (11:00),Sporting Gijón,0–0,Llagostera,19000,Estadio Municipal El Molinón,Ricardo de Burgos,Match Report,
Regular Season,14,Sat,2014-11-22,18:15 (11:15),Numancia,2–0,Zaragoza,3800,Nuevo Estadio Los Pajaritos,Daniel Ocón,Match Report,
Regular Season,14,Sat,2014-11-22,19:00 (13:00),Tenerife,0–0,Mallorca,13000,Estadio Heliodoro Rodríguez Lopéz,Dámaso Arcediano,Match Report,
Regular Season,14,Sun,2014-11-23,12:00 (05:00),Valladolid,1–2,Las Palmas,10047,Estadio Municipal José Zorrilla,Jorge Figueroa,Match Report,
Regular Season,14,Sun,2014-11-23,17:00 (10:00),Girona,2–0,Recreativo,5507,Estadi Municipal de Montilivi,Jesús Muñoz,Match Report,
Regular Season,14,Sun,2014-11-23,17:00 (10:00),Mirandés,1–0,Leganés,3128,Estadio Municipal de Anduva,David Medié,Match Report,
Regular Season,14,Sun,2014-11-23,18:15 (11:15),Betis,1–2,Alavés,35000,Estadio Benito Villamarín,Valentín Pizarro,Match Report,
Regular Season,14,Sun,2014-11-23,19:00 (12:00),Albacete,2–0,Osasuna,9000,Estadio Carlos Belmonte,Pablo González,Match Report,
Regular Season,14,Sun,2014-11-23,21:00 (14:00),Alcorcón,1–0,Lugo,3000,Estadio Santo Domingo,Pedro Sureda,Match Report,
,,,,,,,,,,,,
Regular Season,15,Sat,2014-11-29,18:00 (11:00),Osasuna,0–0,Girona,11526,Estadio El Sadar,Francisco Arias,Match Report,
Regular Season,15,Sat,2014-11-29,18:00 (11:00),Alavés,0–2,Numancia,9210,Estadio de Mendizorroza,Juan López,Match Report,
Regular Season,15,Sat,2014-11-29,18:15 (11:15),Llagostera,0–2,Betis,3568,Estadi Municipal Palamós Costa Brava,Gorka Sagues,Match Report,
Regular Season,15,Sat,2014-11-29,21:30 (14:30),Leganés,1–0,Valladolid,4000,Estadio Municipal de Butarque,Daniel Trujillo,Match Report,
Regular Season,15,Sun,2014-11-30,12:00 (05:00),Mallorca,0–1,Sporting Gijón,6950,Iberostar Estadi,José Sánchez,Match Report,
Regular Season,15,Sun,2014-11-30,12:15 (05:15),Racing Sant,0–1,Alcorcón,7266,Campos de Sport de El Sardinero,David Pérez,Match Report,
Regular Season,15,Sun,2014-11-30,17:00 (10:00),Barcelona B,1–2,Albacete,2129,Mini Estadi,Daniel Ocón,Match Report,
Regular Season,15,Sun,2014-11-30,17:00 (10:00),Recreativo,0–1,Mirandés,6403,Estadio Nuevo Colombino,Víctor Areces,Match Report,
Regular Season,15,Sun,2014-11-30,18:15 (11:15),Zaragoza,4–1,Ponferradina,9600,Estadio de la Romareda,José Piñeiro,Match Report,
Regular Season,15,Sun,2014-11-30,19:00 (12:00),Lugo,1–0,Tenerife,3486,Estadio Anxo Carro,José Lesma,Match Report,
,,,,,,,,,,,,
Regular Season,16,Sat,2014-12-06,16:00 (09:00),Numancia,3–2,Llagostera,2086,Nuevo Estadio Los Pajaritos,Dámaso Arcediano,Match Report,
Regular Season,16,Sat,2014-12-06,18:00 (11:00),Mirandés,1–0,Osasuna,3000,Estadio Municipal de Anduva,Valentín Pizarro,Match Report,
Regular Season,16,Sat,2014-12-06,19:00 (13:00),Las Palmas,1–0,Leganés,13000,Estadio de Gran Canaria,Jesús Muñoz,Match Report,
Regular Season,16,Sat,2014-12-06,20:00 (13:00),Ponferradina,2–1,Alavés,4200,Estadio El Toralín,Pablo González,Match Report,
Regular Season,16,Sun,2014-12-07,12:00 (05:00),Girona,0–1,Barcelona B,3200,Estadi Municipal de Montilivi,Ricardo de Burgos,Match Report,
Regular Season,16,Sun,2014-12-07,17:00 (10:00),Alcorcón,3–2,Sabadell,3300,Estadio Santo Domingo,José Luis Munuera,Match Report,
Regular Season,16,Sun,2014-12-07,17:00 (10:00),Sporting Gijón,2–1,Lugo,17000,Estadio Municipal El Molinón,Oliver De La Fuente,Match Report,
Regular Season,16,Sun,2014-12-07,18:15 (11:15),Valladolid,1–0,Recreativo,8861,Estadio Municipal José Zorrilla,David Medié,Match Report,
Regular Season,16,Sun,2014-12-07,18:00 (12:00),Tenerife,1–0,Racing Sant,13000,Estadio Heliodoro Rodríguez Lopéz,Pedro Sureda,Match Report,
Regular Season,16,Mon,2014-12-08,18:15 (11:15),Betis,1–0,Mallorca,25007,Estadio Benito Villamarín,Jorge Valdés Aller,Match Report,
Regular Season,16,Mon,2014-12-08,20:30 (13:30),Albacete,2–2,Zaragoza,6745,Estadio Carlos Belmonte,Jorge Figueroa,Match Report,
,,,,,,,,,,,,
Regular Season,15,Wed,2014-12-10,20:00 (13:00),Sabadell,2–2,Las Palmas,1986,Estadi de la Nova Creu Alta,Rubén Eiriz,Match Report,
,,,,,,,,,,,,
Regular Season,17,Sat,2014-12-13,18:00 (11:00),Racing Sant,1–1,Sporting Gijón,12987,Campos de Sport de El Sardinero,Juan López,Match Report,
Regular Season,17,Sat,2014-12-13,18:00 (11:00),Barcelona B,1–3,Mirandés,3200,Mini Estadi,José Lesma,Match Report,
Regular Season,17,Sat,2014-12-13,18:15 (11:15),Lugo,0–1,Betis,2600,Estadio Anxo Carro,Ricardo de Burgos,Match Report,
Regular Season,17,Sat,2014-12-13,20:00 (13:00),Recreativo,2–4,Las Palmas,2736,Estadio Nuevo Colombino,Gorka Sagues,Match Report,
Regular Season,17,Sun,2014-12-14,12:00 (05:00),Osasuna,2–1,Valladolid,12000,Estadio El Sadar,José Luis Munuera,Match Report,
