Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
18,Mon,2020-01-06,15:00 (08:00),Juventus,2.8,4–0,0.9,Cagliari,40598,Allianz Stadium,Piero Giacomelli,Match Report,
18,Mon,2020-01-06,15:00 (08:00),Atalanta,2.0,5–0,0.1,Parma,19213,Stadio Atleti Azzurri d'Italia,Fabrizio Pasqua,Match Report,
18,Mon,2020-01-06,18:00 (11:00),Lecce,0.7,0–1,0.7,Udinese,21321,Stadio Comunale Via Del Mare,Antonio Giua,Match Report,
18,Mon,2020-01-06,20:45 (13:45),Napoli,2.0,1–3,1.3,Inter,31191,Stadio San Paolo,Daniele Doveri,Match Report,
,,,,,,,,,,,,,
19,Sat,2020-01-11,15:00 (08:00),Cagliari,0.7,0–2,1.4,Milan,16412,Sardegna Arena,Rosario Abisso,Match Report,
19,Sat,2020-01-11,18:00 (11:00),Lazio,1.1,1–0,0.6,Napoli,40000,Stadio Olimpico,Daniele Orsato,Match Report,
19,Sat,2020-01-11,20:45 (13:45),Inter,0.5,1–1,2.4,Atalanta,70042,Stadio Giuseppe Meazza,Gianluca Rocchi,Match Report,
19,Sun,2020-01-12,12:30 (05:30),Udinese,2.0,3–0,1.0,Sassuolo,21731,Dacia Arena,Manuel Volpi,Match Report,
19,Sun,2020-01-12,15:00 (08:00),Sampdoria,3.4,5–1,1.0,Brescia,20117,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese,Match Report,
19,Sun,2020-01-12,15:00 (08:00),Torino,0.6,1–0,1.9,Bologna,,Stadio Olimpico di Torino,Marco Piccinini,Match Report,
19,Sun,2020-01-12,15:00 (08:00),Fiorentina,1.7,1–0,1.1,SPAL,33970,Stadio Artemio Franchi,Daniele Doveri,Match Report,
19,Sun,2020-01-12,18:00 (11:00),Hellas Verona,,2–1,,Genoa,,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,Match Report,
19,Sun,2020-01-12,20:45 (13:45),Roma,2.5,1–2,1.3,Juventus,,Stadio Olimpico,Marco Guida,Match Report,
19,Mon,2020-01-13,20:45 (13:45),Parma,,,,Lecce,,Stadio Ennio Tardini,,,
,,,,,,,,,,,,,
20,Sat,2020-01-18,15:00 (08:00),Lazio,,,,Sampdoria,,Stadio Olimpico,,,
20,Sat,2020-01-18,18:00 (11:00),Sassuolo,,,,Torino,,Mapei Stadium - Città del Tricolore,,,
20,Sat,2020-01-18,20:45 (13:45),Napoli,,,,Fiorentina,,Stadio San Paolo,,,
20,Sun,2020-01-19,12:30 (05:30),Milan,,,,Udinese,,Stadio Giuseppe Meazza,,,
20,Sun,2020-01-19,15:00 (08:00),Bologna,,,,Hellas Verona,,Stadio Renato Dall'Ara,,,
20,Sun,2020-01-19,15:00 (08:00),Lecce,,,,Inter,,Stadio Comunale Via Del Mare,,,
20,Sun,2020-01-19,15:00 (08:00),Brescia,,,,Cagliari,,Stadio Mario Rigamonti,,,
20,Sun,2020-01-19,18:00 (11:00),Genoa,,,,Roma,,Stadio Comunale Luigi Ferraris,,,
20,Sun,2020-01-19,20:45 (13:45),Juventus,,,,Parma,,Allianz Stadium,,,
20,Mon,2020-01-20,20:45 (13:45),Atalanta,,,,SPAL,,Stadio Atleti Azzurri d'Italia,,,
,,,,,,,,,,,,,
21,Fri,2020-01-24,20:45 (13:45),Brescia,,,,Milan,,Stadio Mario Rigamonti,,,
21,Sat,2020-01-25,15:00 (08:00),SPAL,,,,Bologna,,Stadio Paolo Mazza,,,
21,Sat,2020-01-25,18:00 (11:00),Fiorentina,,,,Genoa,,Stadio Artemio Franchi,,,
21,Sat,2020-01-25,20:45 (13:45),Torino,,,,Atalanta,,Stadio Olimpico di Torino,,,
21,Sun,2020-01-26,12:30 (05:30),Inter,,,,Cagliari,,Stadio Giuseppe Meazza,,,
21,Sun,2020-01-26,15:00 (08:00),Parma,,,,Udinese,,Stadio Ennio Tardini,,,
21,Sun,2020-01-26,15:00 (08:00),Hellas Verona,,,,Lecce,,Stadio Marc'Antonio Bentegodi,,,
21,Sun,2020-01-26,15:00 (08:00),Sampdoria,,,,Sassuolo,,Stadio Comunale Luigi Ferraris,,,
21,Sun,2020-01-26,18:00 (11:00),Roma,,,,Lazio,,Stadio Olimpico,,,
21,Sun,2020-01-26,20:45 (13:45),Napoli,,,,Juventus,,Stadio San Paolo,,,
,,,,,,,,,,,,,
22,Sat,2020-02-01,15:00 (08:00),Bologna,,,,Brescia,,Stadio Renato Dall'Ara,,,
22,Sat,2020-02-01,18:00 (11:00),Cagliari,,,,Parma,,Sardegna Arena,,,
22,Sat,2020-02-01,20:45 (13:45),Sassuolo,,,,Roma,,Mapei Stadium - Città del Tricolore,,,
22,Sun,2020-02-02,12:30 (05:30),Juventus,,,,Fiorentina,,Allianz Stadium,,,
22,Sun,2020-02-02,15:00 (08:00),Atalanta,,,,Genoa,,Stadio Atleti Azzurri d'Italia,,,
22,Sun,2020-02-02,15:00 (08:00),Lazio,,,,SPAL,,Stadio Olimpico,,,
22,Sun,2020-02-02,15:00 (08:00),Milan,,,,Hellas Verona,,Stadio Giuseppe Meazza,,,
22,Sun,2020-02-02,18:00 (11:00),Lecce,,,,Torino,,Stadio Comunale Via Del Mare,,,
22,Sun,2020-02-02,20:45 (13:45),Udinese,,,,Inter,,Dacia Arena,,,
22,Mon,2020-02-03,20:45 (13:45),Sampdoria,,,,Napoli,,Stadio Comunale Luigi Ferraris,,,
,,,,,,,,,,,,,
17,Wed,2020-02-05,20:45 (13:45),Lazio,,,,Hellas Verona,,Stadio Olimpico,,,
,,,,,,,,,,,,,
23,Sun,2020-02-09,,Inter,,,,Milan,,Stadio Giuseppe Meazza,,,
23,Sun,2020-02-09,,Fiorentina,,,,Atalanta,,Stadio Artemio Franchi,,,
23,Sun,2020-02-09,,Brescia,,,,Udinese,,Stadio Mario Rigamonti,,,
23,Sun,2020-02-09,,Torino,,,,Sampdoria,,Stadio Olimpico di Torino,,,
23,Sun,2020-02-09,,Hellas Verona,,,,Juventus,,Stadio Marc'Antonio Bentegodi,,,
23,Sun,2020-02-09,,SPAL,,,,Sassuolo,,Stadio Paolo Mazza,,,
23,Sun,2020-02-09,,Parma,,,,Lazio,,Stadio Ennio Tardini,,,
23,Sun,2020-02-09,,Roma,,,,Bologna,,Stadio Olimpico,,,
23,Sun,2020-02-09,,Genoa,,,,Cagliari,,Stadio Comunale Luigi Ferraris,,,
23,Sun,2020-02-09,,Napoli,,,,Lecce,,Stadio San Paolo,,,
,,,,,,,,,,,,,
24,Sun,2020-02-16,,Sampdoria,,,,Fiorentina,,Stadio Comunale Luigi Ferraris,,,
24,Sun,2020-02-16,,Sassuolo,,,,Parma,,Mapei Stadium - Città del Tricolore,,,
24,Sun,2020-02-16,,Lecce,,,,SPAL,,Stadio Comunale Via Del Mare,,,
24,Sun,2020-02-16,,Cagliari,,,,Napoli,,Sardegna Arena,,,
24,Sun,2020-02-16,,Udinese,,,,Hellas Verona,,Dacia Arena,,,
24,Sun,2020-02-16,,Atalanta,,,,Roma,,Stadio Atleti Azzurri d'Italia,,,
24,Sun,2020-02-16,,Lazio,,,,Inter,,Stadio Olimpico,,,
24,Sun,2020-02-16,,Juventus,,,,Brescia,,Allianz Stadium,,,
24,Sun,2020-02-16,,Milan,,,,Torino,,Stadio Giuseppe Meazza,,,
24,Sun,2020-02-16,,Bologna,,,,Genoa,,Stadio Renato Dall'Ara,,,
,,,,,,,,,,,,,
25,Sun,2020-02-23,,Genoa,,,,Lazio,,Stadio Comunale Luigi Ferraris,,,
25,Sun,2020-02-23,,Inter,,,,Sampdoria,,Stadio Giuseppe Meazza,,,
25,Sun,2020-02-23,,Fiorentina,,,,Milan,,Stadio Artemio Franchi,,,
25,Sun,2020-02-23,,Torino,,,,Parma,,Stadio Olimpico di Torino,,,
25,Sun,2020-02-23,,Brescia,,,,Napoli,,Stadio Mario Rigamonti,,,
25,Sun,2020-02-23,,Bologna,,,,Udinese,,Stadio Renato Dall'Ara,,,
25,Sun,2020-02-23,,Hellas Verona,,,,Cagliari,,Stadio Marc'Antonio Bentegodi,,,
25,Sun,2020-02-23,,Roma,,,,Lecce,,Stadio Olimpico,,,
25,Sun,2020-02-23,,Atalanta,,,,Sassuolo,,Stadio Atleti Azzurri d'Italia,,,
25,Sun,2020-02-23,,SPAL,,,,Juventus,,Stadio Paolo Mazza,,,
,,,,,,,,,,,,,
26,Sun,2020-03-01,,Sampdoria,,,,Hellas Verona,,Stadio Comunale Luigi Ferraris,,,
26,Sun,2020-03-01,,Cagliari,,,,Roma,,Sardegna Arena,,,
26,Sun,2020-03-01,,Udinese,,,,Fiorentina,,Dacia Arena,,,
26,Sun,2020-03-01,,Lazio,,,,Bologna,,Stadio Olimpico,,,
26,Sun,2020-03-01,,Milan,,,,Genoa,,Stadio Giuseppe Meazza,,,
26,Sun,2020-03-01,,Lecce,,,,Atalanta,,Stadio Comunale Via Del Mare,,,
26,Sun,2020-03-01,,Sassuolo,,,,Brescia,,Mapei Stadium - Città del Tricolore,,,
26,Sun,2020-03-01,,Parma,,,,SPAL,,Stadio Ennio Tardini,,,
26,Sun,2020-03-01,,Juventus,,,,Inter,,Allianz Stadium,,,
26,Sun,2020-03-01,,Napoli,,,,Torino,,Stadio San Paolo,,,
,,,,,,,,,,,,,
27,Sun,2020-03-08,,Roma,,,,Sampdoria,,Stadio Olimpico,,,
27,Sun,2020-03-08,,Hellas Verona,,,,Napoli,,Stadio Marc'Antonio Bentegodi,,,
27,Sun,2020-03-08,,Torino,,,,Udinese,,Stadio Olimpico di Torino,,,
27,Sun,2020-03-08,,Atalanta,,,,Lazio,,Stadio Atleti Azzurri d'Italia,,,
27,Sun,2020-03-08,,Genoa,,,,Parma,,Stadio Comunale Luigi Ferraris,,,
27,Sun,2020-03-08,,Inter,,,,Sassuolo,,Stadio Giuseppe Meazza,,,
27,Sun,2020-03-08,,Bologna,,,,Juventus,,Stadio Renato Dall'Ara,,,
27,Sun,2020-03-08,,SPAL,,,,Cagliari,,Stadio Paolo Mazza,,,
27,Sun,2020-03-08,,Fiorentina,,,,Brescia,,Stadio Artemio Franchi,,,
27,Sun,2020-03-08,,Lecce,,,,Milan,,Stadio Comunale Via Del Mare,,,
,,,,,,,,,,,,,
28,Sun,2020-03-15,,Udinese,,,,Atalanta,,Dacia Arena,,,
28,Sun,2020-03-15,,Brescia,,,,Genoa,,Stadio Mario Rigamonti,,,
28,Sun,2020-03-15,,Cagliari,,,,Torino,,Sardegna Arena,,,
28,Sun,2020-03-15,,Sassuolo,,,,Hellas Verona,,Mapei Stadium - Città del Tricolore,,,
28,Sun,2020-03-15,,Parma,,,,Inter,,Stadio Ennio Tardini,,,
28,Sun,2020-03-15,,Napoli,,,,SPAL,,Stadio San Paolo,,,
28,Sun,2020-03-15,,Milan,,,,Roma,,Stadio Giuseppe Meazza,,,
28,Sun,2020-03-15,,Sampdoria,,,,Bologna,,Stadio Comunale Luigi Ferraris,,,
28,Sun,2020-03-15,,Juventus,,,,Lecce,,Allianz Stadium,,,
28,Sun,2020-03-15,,Lazio,,,,Fiorentina,,Stadio Olimpico,,,
,,,,,,,,,,,,,
29,Sun,2020-03-22,,Hellas Verona,,,,Parma,,Stadio Marc'Antonio Bentegodi,,,
29,Sun,2020-03-22,,Lecce,,,,Sampdoria,,Stadio Comunale Via Del Mare,,,
29,Sun,2020-03-22,,SPAL,,,,Milan,,Stadio Paolo Mazza,,,
29,Sun,2020-03-22,,Inter,,,,Brescia,,Stadio Giuseppe Meazza,,,
29,Sun,2020-03-22,,Bologna,,,,Cagliari,,Stadio Renato Dall'Ara,,,
29,Sun,2020-03-22,,Fiorentina,,,,Sassuolo,,Stadio Artemio Franchi,,,
29,Sun,2020-03-22,,Genoa,,,,Juventus,,Stadio Comunale Luigi Ferraris,,,
29,Sun,2020-03-22,,Torino,,,,Lazio,,Stadio Olimpico di Torino,,,
29,Sun,2020-03-22,,Roma,,,,Udinese,,Stadio Olimpico,,,
29,Sun,2020-03-22,,Atalanta,,,,Napoli,,Stadio Atleti Azzurri d'Italia,,,
,,,,,,,,,,,,,
30,Sun,2020-04-05,,Parma,,,,Fiorentina,,Stadio Ennio Tardini,,,
30,Sun,2020-04-05,,Lazio,,,,Milan,,Stadio Olimpico,,,
30,Sun,2020-04-05,,Sassuolo,,,,Lecce,,Mapei Stadium - Città del Tricolore,,,
30,Sun,2020-04-05,,Juventus,,,,Torino,,Allianz Stadium,,,
30,Sun,2020-04-05,,Inter,,,,Bologna,,Stadio Giuseppe Meazza,,,
30,Sun,2020-04-05,,Napoli,,,,Roma,,Stadio San Paolo,,,
30,Sun,2020-04-05,,Brescia,,,,Hellas Verona,,Stadio Mario Rigamonti,,,
30,Sun,2020-04-05,,Sampdoria,,,,SPAL,,Stadio Comunale Luigi Ferraris,,,
30,Sun,2020-04-05,,Udinese,,,,Genoa,,Dacia Arena,,,
30,Sun,2020-04-05,,Cagliari,,,,Atalanta,,Sardegna Arena,,,
,,,,,,,,,,,,,
31,Sat,2020-04-11,,Atalanta,,,,Sampdoria,,Stadio Atleti Azzurri d'Italia,,,
31,Sat,2020-04-11,,Milan,,,,Juventus,,Stadio Giuseppe Meazza,,,
31,Sat,2020-04-11,,Lecce,,,,Lazio,,Stadio Comunale Via Del Mare,,,
31,Sat,2020-04-11,,Bologna,,,,Sassuolo,,Stadio Renato Dall'Ara,,,
31,Sat,2020-04-11,,Fiorentina,,,,Cagliari,,Stadio Artemio Franchi,,,
31,Sat,2020-04-11,,Hellas Verona,,,,Inter,,Stadio Marc'Antonio Bentegodi,,,
31,Sat,2020-04-11,,Torino,,,,Brescia,,Stadio Olimpico di Torino,,,
31,Sat,2020-04-11,,Roma,,,,Parma,,Stadio Olimpico,,,
31,Sat,2020-04-11,,Genoa,,,,Napoli,,Stadio Comunale Luigi Ferraris,,,
31,Sat,2020-04-11,,SPAL,,,,Udinese,,Stadio Paolo Mazza,,,
,,,,,,,,,,,,,
32,Sun,2020-04-19,,Genoa,,,,SPAL,,Stadio Comunale Luigi Ferraris,,,
32,Sun,2020-04-19,,Udinese,,,,Sampdoria,,Dacia Arena,,,
32,Sun,2020-04-19,,Brescia,,,,Roma,,Stadio Mario Rigamonti,,,
32,Sun,2020-04-19,,Inter,,,,Torino,,Stadio Giuseppe Meazza,,,
32,Sun,2020-04-19,,Lazio,,,,Sassuolo,,Stadio Olimpico,,,
32,Sun,2020-04-19,,Juventus,,,,Atalanta,,Allianz Stadium,,,
32,Sun,2020-04-19,,Cagliari,,,,Lecce,,Sardegna Arena,,,
32,Sun,2020-04-19,,Fiorentina,,,,Hellas Verona,,Stadio Artemio Franchi,,,
32,Sun,2020-04-19,,Parma,,,,Bologna,,Stadio Ennio Tardini,,,
32,Sun,2020-04-19,,Napoli,,,,Milan,,Stadio San Paolo,,,
,,,,,,,,,,,,,
33,Wed,2020-04-22,,Torino,,,,Genoa,,Stadio Olimpico di Torino,,,
33,Wed,2020-04-22,,Udinese,,,,Lazio,,Dacia Arena,,,
33,Wed,2020-04-22,,Roma,,,,Hellas Verona,,Stadio Olimpico,,,
33,Wed,2020-04-22,,Lecce,,,,Fiorentina,,Stadio Comunale Via Del Mare,,,
33,Wed,2020-04-22,,Milan,,,,Parma,,Stadio Giuseppe Meazza,,,
33,Wed,2020-04-22,,Sassuolo,,,,Juventus,,Mapei Stadium - Città del Tricolore,,,
33,Wed,2020-04-22,,Sampdoria,,,,Cagliari,,Stadio Comunale Luigi Ferraris,,,
33,Wed,2020-04-22,,SPAL,,,,Inter,,Stadio Paolo Mazza,,,
33,Wed,2020-04-22,,Bologna,,,,Napoli,,Stadio Renato Dall'Ara,,,
33,Wed,2020-04-22,,Atalanta,,,,Brescia,,Stadio Atleti Azzurri d'Italia,,,
,,,,,,,,,,,,,
34,Sun,2020-04-26,,Napoli,,,,Udinese,,Stadio San Paolo,,,
34,Sun,2020-04-26,,Fiorentina,,,,Torino,,Stadio Artemio Franchi,,,
34,Sun,2020-04-26,,Parma,,,,Sampdoria,,Stadio Ennio Tardini,,,
34,Sun,2020-04-26,,Hellas Verona,,,,Atalanta,,Stadio Marc'Antonio Bentegodi,,,
34,Sun,2020-04-26,,Brescia,,,,SPAL,,Stadio Mario Rigamonti,,,
34,Sun,2020-04-26,,Cagliari,,,,Sassuolo,,Sardegna Arena,,,
34,Sun,2020-04-26,,Roma,,,,Inter,,Stadio Olimpico,,,
34,Sun,2020-04-26,,Milan,,,,Bologna,,Stadio Giuseppe Meazza,,,
34,Sun,2020-04-26,,Juventus,,,,Lazio,,Allianz Stadium,,,
34,Sun,2020-04-26,,Genoa,,,,Lecce,,Stadio Comunale Luigi Ferraris,,,
,,,,,,,,,,,,,
35,Sun,2020-05-03,,Lazio,,,,Cagliari,,Stadio Olimpico,,,
35,Sun,2020-05-03,,Parma,,,,Napoli,,Stadio Ennio Tardini,,,
35,Sun,2020-05-03,,Sampdoria,,,,Genoa,,Stadio Comunale Luigi Ferraris,,,
35,Sun,2020-05-03,,Inter,,,,Fiorentina,,Stadio Giuseppe Meazza,,,
35,Sun,2020-05-03,,Sassuolo,,,,Milan,,Mapei Stadium - Città del Tricolore,,,
35,Sun,2020-05-03,,Lecce,,,,Brescia,,Stadio Comunale Via Del Mare,,,
35,Sun,2020-05-03,,SPAL,,,,Roma,,Stadio Paolo Mazza,,,
35,Sun,2020-05-03,,Udinese,,,,Juventus,,Dacia Arena,,,
35,Sun,2020-05-03,,Torino,,,,Hellas Verona,,Stadio Olimpico di Torino,,,
35,Sun,2020-05-03,,Atalanta,,,,Bologna,,Stadio Atleti Azzurri d'Italia,,,
,,,,,,,,,,,,,
36,Sun,2020-05-10,,Cagliari,,,,Udinese,,Sardegna Arena,,,
36,Sun,2020-05-10,,Roma,,,,Fiorentina,,Stadio Olimpico,,,
36,Sun,2020-05-10,,Brescia,,,,Parma,,Stadio Mario Rigamonti,,,
36,Sun,2020-05-10,,Juventus,,,,Sampdoria,,Allianz Stadium,,,
36,Sun,2020-05-10,,SPAL,,,,Torino,,Stadio Paolo Mazza,,,
36,Sun,2020-05-10,,Hellas Verona,,,,Lazio,,Stadio Marc'Antonio Bentegodi,,,
36,Sun,2020-05-10,,Genoa,,,,Inter,,Stadio Comunale Luigi Ferraris,,,
36,Sun,2020-05-10,,Milan,,,,Atalanta,,Stadio Giuseppe Meazza,,,
36,Sun,2020-05-10,,Napoli,,,,Sassuolo,,Stadio San Paolo,,,
36,Sun,2020-05-10,,Bologna,,,,Lecce,,Stadio Renato Dall'Ara,,,
,,,,,,,,,,,,,
37,Sun,2020-05-17,,Parma,,,,Atalanta,,Stadio Ennio Tardini,,,
37,Sun,2020-05-17,,Sassuolo,,,,Genoa,,Mapei Stadium - Città del Tricolore,,,
37,Sun,2020-05-17,,Udinese,,,,Lecce,,Dacia Arena,,,
37,Sun,2020-05-17,,Torino,,,,Roma,,Stadio Olimpico di Torino,,,
37,Sun,2020-05-17,,Lazio,,,,Brescia,,Stadio Olimpico,,,
37,Sun,2020-05-17,,Cagliari,,,,Juventus,,Sardegna Arena,,,
37,Sun,2020-05-17,,Inter,,,,Napoli,,Stadio Giuseppe Meazza,,,
37,Sun,2020-05-17,,Fiorentina,,,,Bologna,,Stadio Artemio Franchi,,,
37,Sun,2020-05-17,,Sampdoria,,,,Milan,,Stadio Comunale Luigi Ferraris,,,
37,Sun,2020-05-17,,Hellas Verona,,,,SPAL,,Stadio Marc'Antonio Bentegodi,,,
,,,,,,,,,,,,,
38,Sun,2020-05-24,,Juventus,,,,Roma,,Allianz Stadium,,,
38,Sun,2020-05-24,,Lecce,,,,Parma,,Stadio Comunale Via Del Mare,,,
38,Sun,2020-05-24,,Genoa,,,,Hellas Verona,,Stadio Comunale Luigi Ferraris,,,
38,Sun,2020-05-24,,Napoli,,,,Lazio,,Stadio San Paolo,,,
38,Sun,2020-05-24,,Atalanta,,,,Inter,,Stadio Atleti Azzurri d'Italia,,,
38,Sun,2020-05-24,,Brescia,,,,Sampdoria,,Stadio Mario Rigamonti,,,
38,Sun,2020-05-24,,Milan,,,,Cagliari,,Stadio Giuseppe Meazza,,,
38,Sun,2020-05-24,,Bologna,,,,Torino,,Stadio Renato Dall'Ara,,,
38,Sun,2020-05-24,,Sassuolo,,,,Udinese,,Mapei Stadium - Città del Tricolore,,,
38,Sun,2020-05-24,,SPAL,,,,Fiorentina,,Stadio Paolo Mazza,,,
