Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,1,Fri,2017-08-25,20:30 (13:30),Parma,1–0,Cremonese,11387,Stadio Ennio Tardini,Eugenio Abbattista,Match Report,
Regular Season,1,Sat,2017-08-26,20:30 (13:30),Carpi,1–0,Novara,2187,Stadio Sandro Cabassi,Antonello Balice,Match Report,
Regular Season,1,Sat,2017-08-26,20:30 (13:30),Cittadella,3–2,Ascoli,2901,Stadio Pier Cesare Tombolato,Ivan Pezzuto,Match Report,
Regular Season,1,Sat,2017-08-26,20:30 (13:30),Palermo,2–0,Spezia,6770,Stadio Renzo Barbera,Luigi Nasca,Match Report,
Regular Season,1,Sat,2017-08-26,20:30 (13:30),Pro Vercelli,0–2,Frosinone,2718,Stadio Silvio Piola,Lorenzo Illuzzi,Match Report,
Regular Season,1,Sat,2017-08-26,20:30 (13:30),Avellino,2–1,Brescia,8000,Stadio Partenio,Valerio Marini,Match Report,
Regular Season,1,Sat,2017-08-26,20:30 (13:30),Venezia,0–0,Salernitana,4100,Stadio Pierluigi Penzo,Marco Piccinini,Match Report,
Regular Season,1,Sat,2017-08-26,20:30 (13:30),Ternana,1–1,Empoli,4536,Stadio Libero Liberati,Livio Marinelli,Match Report,
Regular Season,1,Sat,2017-08-26,20:30 (13:30),Virtus Entella,1–5,Perugia,2147,Stadio Comunale Chiavari,Luigi Pillitteri,Match Report,
Regular Season,1,Sun,2017-08-27,17:30 (10:30),Pescara,5–1,Foggia,12672,Stadio Adriatico-Giovanni Cornacchia,Francesco Paolo Saia,Match Report,
Regular Season,1,Mon,2017-08-28,20:30 (13:30),Bari,3–0,Cesena,17950,Stadio Comunale San Nicola,Juan Sacchi,Match Report,
,,,,,,,,,,,,
Regular Season,2,Sat,2017-09-02,18:00 (11:00),Brescia,0–0,Palermo,5081,Stadio Mario Rigamonti,Antonio Rapuano,Match Report,
Regular Season,2,Sun,2017-09-03,17:30 (10:30),Empoli,3–2,Bari,4445,Stadio Carlo Castellani,Daniele Chiffi,Match Report,
Regular Season,2,Sun,2017-09-03,20:30 (13:30),Cremonese,3–1,Avellino,6663,Stadio Giovanni Zin,Davide Ghersini,Match Report,
Regular Season,2,Sun,2017-09-03,20:30 (13:30),Perugia,4–2,Pescara,10993,Stadio Renato Curi,Gianluca Aureliano,Match Report,
Regular Season,2,Sun,2017-09-03,20:30 (13:30),Novara,0–1,Parma,4581,Stadio Comunale Silvio Piola,Daniele Martinelli,Match Report,
Regular Season,2,Sun,2017-09-03,20:30 (13:30),Frosinone,2–1,Cittadella,912,Stadio Comunale Matusa,Antonio Di Martino,Match Report,
Regular Season,2,Sun,2017-09-03,20:30 (13:30),Spezia,0–1,Carpi,5820,Stadio Alberto Picco,Niccolò Baroni,Match Report,
Regular Season,2,Sun,2017-09-03,20:30 (13:30),Cesena,0–0,Venezia,11581,Stadio Dino Manuzzi,Francesco Fourneau,Match Report,
Regular Season,2,Sun,2017-09-03,20:30 (13:30),Ascoli,1–0,Pro Vercelli,5365,Stadio Cino e Lillo Del Duca,Antonio Giua,Match Report,
Regular Season,2,Sun,2017-09-03,20:30 (13:30),Foggia,1–1,Virtus Entella,11906,Stadio Comunale Pino Zaccheria,Federico La Penna,Match Report,
Regular Season,2,Mon,2017-09-04,20:30 (13:30),Salernitana,3–3,Ternana,11579,Stadio Arechi,Riccardo Ros,Match Report,
,,,,,,,,,,,,
Regular Season,3,Fri,2017-09-08,20:30 (13:30),Pescara,3–3,Frosinone,9495,Stadio Adriatico-Giovanni Cornacchia,Juan Sacchi,Match Report,
Regular Season,3,Sat,2017-09-09,15:00 (08:00),Ternana,1–0,Cesena,5076,Stadio Libero Liberati,Francesco Paolo Saia,Match Report,
Regular Season,3,Sat,2017-09-09,15:00 (08:00),Bari,0–2,Venezia,14302,Stadio Comunale San Nicola,Livio Marinelli,Match Report,
Regular Season,3,Sat,2017-09-09,15:00 (08:00),Carpi,1–0,Salernitana,2580,Stadio Sandro Cabassi,Ivan Pezzuto,Match Report,
Regular Season,3,Sat,2017-09-09,15:00 (08:00),Palermo,3–3,Empoli,6270,Stadio Renzo Barbera,Aleandro Di Paolo,Match Report,
Regular Season,3,Sat,2017-09-09,15:00 (08:00),Avellino,5–1,Foggia,9513,Stadio Partenio,Riccardo Pinzani,Match Report,
Regular Season,3,Sat,2017-09-09,15:00 (08:00),Spezia,2–1,Virtus Entella,5488,Stadio Alberto Picco,Marco Piccinini,Match Report,
Regular Season,3,Sat,2017-09-09,15:00 (08:00),Ascoli,1–2,Novara,5376,Stadio Cino e Lillo Del Duca,Valerio Marini,Match Report,
Regular Season,3,Sat,2017-09-09,15:00 (08:00),Pro Vercelli,1–4,Cremonese,2380,Stadio Silvio Piola,Luigi Pillitteri,Match Report,
Regular Season,3,Sun,2017-09-10,17:30 (10:30),Parma,0–1,Brescia,11541,Stadio Ennio Tardini,Daniele Minelli,Match Report,
Regular Season,3,Mon,2017-09-11,20:30 (13:30),Cittadella,1–1,Perugia,3323,Stadio Pier Cesare Tombolato,Marco Serra,Match Report,
,,,,,,,,,,,,
Regular Season,4,Fri,2017-09-15,19:00 (12:00),Venezia,0–0,Spezia,3218,Stadio Pierluigi Penzo,Lorenzo Illuzzi,Match Report,
Regular Season,4,Fri,2017-09-15,21:00 (14:00),Cesena,3–1,Avellino,11393,Stadio Dino Manuzzi,Niccolò Baroni,Match Report,
Regular Season,4,Sat,2017-09-16,15:00 (08:00),Novara,1–0,Cittadella,3136,Stadio Comunale Silvio Piola,Luigi Nasca,Match Report,
