Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,1,Fri,2015-07-24,20:30 (13:30),MSV Duisburg,1–3,Kaiserslautern,23686,Schauinsland-Reisen-Arena,Sascha Stegemann,Match Report,
Regular Season,1,Sat,2015-07-25,13:00 (06:00),Greuther Fürth,1–0,Karlsruher,10835,Sportpark Ronhof Thomas Sommer,Tobias Welz,Match Report,
Regular Season,1,Sat,2015-07-25,15:30 (08:30),St. Pauli,0–0,Arminia,29546,Millerntor-Stadion,Wolfgang Stark,Match Report,
Regular Season,1,Sat,2015-07-25,15:30 (08:30),FSV Frankfurt,0–1,RB Leipzig,7021,Frankfurter Volksbank Stadion,Robert Hartmann,Match Report,
Regular Season,1,Sun,2015-07-26,13:30 (06:30),Paderborn 07,0–1,Bochum,13073,Benteler-Arena,Marco Fritz,Match Report,
Regular Season,1,Sun,2015-07-26,15:30 (08:30),Braunschweig,1–3,Sandhausen,20680,Eintracht-Stadion,Jochen Drees,Match Report,
Regular Season,1,Sun,2015-07-26,15:30 (08:30),Heidenheim,1–0,1860 Munich,14500,Voith-Arena,Christian Dingert,Match Report,
Regular Season,1,Sun,2015-07-26,15:30 (08:30),Union Berlin,1–1,Düsseldorf,20786,Stadion An der Alten Försterei,Günter Perl,Match Report,
Regular Season,1,Mon,2015-07-27,20:15 (13:15),Freiburg,6–3,Nürnberg,23700,Schwarzwald-Stadion,Tobias Stieler,Match Report,
,,,,,,,,,,,,
Regular Season,2,Fri,2015-07-31,18:30 (11:30),Nürnberg,3–2,Heidenheim,24825,Max-Morlock-Stadion,Bastian Dankert,Match Report,
Regular Season,2,Fri,2015-07-31,18:30 (11:30),Arminia,0–0,FSV Frankfurt,17207,SchücoArena,Martin Thomsen,Match Report,
Regular Season,2,Fri,2015-07-31,20:30 (13:30),Kaiserslautern,0–0,Braunschweig,33036,Fritz-Walter-Stadion,Felix Brych,Match Report,
Regular Season,2,Sat,2015-08-01,13:00 (06:00),Bochum,3–0,MSV Duisburg,23542,Vonovia Ruhrstadion,Florian Meyer,Match Report,
Regular Season,2,Sat,2015-08-01,15:30 (08:30),1860 Munich,0–1,Freiburg,23800,Allianz Arena,Guido Winkmann,Match Report,
Regular Season,2,Sun,2015-08-02,13:30 (06:30),Düsseldorf,1–2,Paderborn 07,30416,Merkur Spielarena,Knut Kircher,Match Report,
Regular Season,2,Sun,2015-08-02,15:30 (08:30),Karlsruher,1–2,St. Pauli,21899,Wildparkstadion,Benjamin Brand,Match Report,
Regular Season,2,Sun,2015-08-02,15:30 (08:30),Sandhausen,4–3,Union Berlin,4753,Hardtwaldstadion,Thorben Siewer,Match Report,
Regular Season,2,Mon,2015-08-03,20:15 (13:15),RB Leipzig,2–2,Greuther Fürth,27216,Red Bull Arena,Daniel Siebert,Match Report,
,,,,,,,,,,,,
Regular Season,3,Fri,2015-08-14,18:30 (11:30),Heidenheim,1–0,Düsseldorf,13300,Voith-Arena,Sven Jablonski,Match Report,
Regular Season,3,Fri,2015-08-14,18:30 (11:30),Paderborn 07,0–6,Sandhausen,8632,Benteler-Arena,Robert Schröder,Match Report,
Regular Season,3,Fri,2015-08-14,18:30 (11:30),FSV Frankfurt,1–2,Karlsruher,6348,Frankfurter Volksbank Stadion,Thorsten Schriever,Match Report,
Regular Season,3,Sat,2015-08-15,13:00 (06:00),Braunschweig,0–2,RB Leipzig,21315,Eintracht-Stadion,Deniz Aytekin,Match Report,
Regular Season,3,Sat,2015-08-15,13:00 (06:00),Freiburg,1–3,Bochum,23700,Schwarzwald-Stadion,Peter Sippel,Match Report,
Regular Season,3,Sun,2015-08-16,13:30 (06:30),MSV Duisburg,2–2,Arminia,17046,Schauinsland-Reisen-Arena,Felix Zwayer,Match Report,
Regular Season,3,Sun,2015-08-16,13:30 (06:30),Union Berlin,2–2,Kaiserslautern,20149,Stadion An der Alten Försterei,Robert Kempter,Match Report,
Regular Season,3,Sun,2015-08-16,13:30 (06:30),St. Pauli,3–2,Greuther Fürth,28421,Millerntor-Stadion,Frank Willenborg,Match Report,
Regular Season,3,Mon,2015-08-17,20:15 (13:15),Nürnberg,2–2,1860 Munich,36547,Max-Morlock-Stadion,Robert Kampka,Match Report,
,,,,,,,,,,,,
Regular Season,4,Fri,2015-08-21,18:30 (11:30),Arminia,0–2,Braunschweig,18383,SchücoArena,René Rohde,Match Report,
