Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
20,Sat,2020-01-18,15:00 (08:00),Trapani,3–1,Ascoli,4322,Stadio Polisportivo Provinciale,Giacomo Camplone,Match Report,
20,Sat,2020-01-18,18:00 (11:00),Chievo,2–0,Perugia,3500,Stadio Marc'Antonio Bentegodi,Riccardo Ros,Match Report,
20,Sun,2020-01-19,15:00 (08:00),Pescara,1–2,Salernitana,4981,Stadio Adriatico-Giovanni Cornacchia,Daniele Minelli,Match Report,
20,Sun,2020-01-19,15:00 (08:00),Spezia,1–1,Cittadella,6327,Stadio Alberto Picco,Livio Marinelli,Match Report,
20,Sun,2020-01-19,21:00 (14:00),Benevento,1–1,AC Pisa,9527,Stadio Ciro Vigorito,Ivan Robilotta,Match Report,
20,Mon,2020-01-20,21:00 (14:00),Cosenza,0–1,Crotone,8817,Stadio San Vito,Eugenio Abbattista,Match Report,
,,,,,,,,,,,
21,Fri,2020-01-24,21:00 (14:00),Empoli,1–1,Chievo,,Stadio Carlo Castellani,Gianluca Aureliano,Match Report,
21,Sat,2020-01-25,15:00 (08:00),Virtus Entella,1–1,Cremonese,,Stadio Comunale Chiavari,Antonio Di Martino,Match Report,
21,Sat,2020-01-25,15:00 (08:00),Pordenone,0–2,Pescara,,Dacia Arena,Juan Sacchi,Match Report,
21,Sat,2020-01-25,15:00 (08:00),Cittadella,1–2,Benevento,,Stadio Pier Cesare Tombolato,Niccolò Baroni,Match Report,
21,Sat,2020-01-25,15:00 (08:00),AC Pisa,1–1,Juve Stabia,,Arena Garibaldi - Stadio Romeo Anconetan...,Valerio Marini,Match Report,
21,Sat,2020-01-25,18:00 (11:00),Salernitana,2–1,Cosenza,,Stadio Arechi,Daniel Amabile,Match Report,
21,Sun,2020-01-26,15:00 (08:00),Venezia,,Trapani,,Stadio Pierluigi Penzo,,,
21,Sun,2020-01-26,15:00 (08:00),Crotone,,Spezia,,Stadio Ezio Scida,,,
21,Sun,2020-01-26,21:00 (14:00),Ascoli,,Frosinone,,Stadio Cino e Lillo Del Duca,,,
21,Mon,2020-01-27,21:00 (14:00),Perugia,,Livorno,,Stadio Renato Curi,,,
,,,,,,,,,,,
22,Fri,2020-01-31,21:00 (14:00),Cremonese,,AC Pisa,,Stadio Giovanni Zin,,,
22,Sat,2020-02-01,15:00 (08:00),Frosinone,,Virtus Entella,,Stadio Benito Stirpe,,,
22,Sat,2020-02-01,15:00 (08:00),Trapani,,Cittadella,,Stadio Polisportivo Provinciale,,,
22,Sat,2020-02-01,15:00 (08:00),Livorno,,Ascoli,,Stadio Armando Picchi,,,
22,Sat,2020-02-01,15:00 (08:00),Spezia,,Pordenone,,Stadio Alberto Picco,,,
22,Sat,2020-02-01,18:00 (11:00),Empoli,,Crotone,,Stadio Carlo Castellani,,,
22,Sun,2020-02-02,15:00 (08:00),Juve Stabia,,Perugia,,Stadio Comunale Romeo Menti,,,
22,Sun,2020-02-02,15:00 (08:00),Chievo,,Venezia,,Stadio Marc'Antonio Bentegodi,,,
22,Sun,2020-02-02,21:00 (14:00),Benevento,,Salernitana,,Stadio Ciro Vigorito,,,
22,Mon,2020-02-03,21:00 (14:00),Pescara,,Cosenza,,Stadio Adriatico-Giovanni Cornacchia,,,
,,,,,,,,,,,
23,Fri,2020-02-07,21:00 (14:00),Ascoli,,Juve Stabia,,Stadio Cino e Lillo Del Duca,,,
23,Sat,2020-02-08,15:00 (08:00),Venezia,,Frosinone,,Stadio Pierluigi Penzo,,,
23,Sat,2020-02-08,15:00 (08:00),Cittadella,,Empoli,,Stadio Pier Cesare Tombolato,,,
23,Sat,2020-02-08,15:00 (08:00),Pordenone,,Livorno,,Dacia Arena,,,
23,Sat,2020-02-08,15:00 (08:00),Crotone,,Cremonese,,Stadio Ezio Scida,,,
23,Sat,2020-02-08,18:00 (11:00),Perugia,,Spezia,,Stadio Renato Curi,,,
23,Sun,2020-02-09,15:00 (08:00),Virtus Entella,,Pescara,,Stadio Comunale Chiavari,,,
23,Sun,2020-02-09,15:00 (08:00),AC Pisa,,Chievo,,Arena Garibaldi - Stadio Romeo Anconetan...,,,
23,Sun,2020-02-09,21:00 (14:00),Cosenza,,Benevento,,Stadio San Vito,,,
23,Mon,2020-02-10,21:00 (14:00),Salernitana,,Trapani,,Stadio Arechi,,,
,,,,,,,,,,,
17,Tue,2020-02-11,21:00 (14:00),Spezia,,Cremonese,,Stadio Alberto Picco,,,
,,,,,,,,,,,
24,Fri,2020-02-14,21:00 (14:00),Pescara,,Cittadella,,Stadio Adriatico-Giovanni Cornacchia,,,
24,Sat,2020-02-15,15:00 (08:00),Venezia,,Virtus Entella,,Stadio Pierluigi Penzo,,,
24,Sat,2020-02-15,15:00 (08:00),Benevento,,Pordenone,,Stadio Ciro Vigorito,,,
24,Sat,2020-02-15,15:00 (08:00),Juve Stabia,,Crotone,,Stadio Comunale Romeo Menti,,,
24,Sat,2020-02-15,15:00 (08:00),Livorno,,Cosenza,,Stadio Armando Picchi,,,
24,Sat,2020-02-15,18:00 (11:00),Spezia,,Ascoli,,Stadio Alberto Picco,,,
24,Sun,2020-02-16,15:00 (08:00),Cremonese,,Trapani,,Stadio Giovanni Zin,,,
24,Sun,2020-02-16,15:00 (08:00),Frosinone,,Perugia,,Stadio Benito Stirpe,,,
24,Sun,2020-02-16,21:00 (14:00),Empoli,,AC Pisa,,Stadio Carlo Castellani,,,
24,Mon,2020-02-17,21:00 (14:00),Chievo,,Salernitana,,Stadio Marc'Antonio Bentegodi,,,
,,,,,,,,,,,
25,Fri,2020-02-21,21:00 (14:00),Cosenza,,Frosinone,,Stadio San Vito,,,
25,Sat,2020-02-22,15:00 (08:00),Trapani,,Spezia,,Stadio Polisportivo Provinciale,,,
25,Sat,2020-02-22,15:00 (08:00),Virtus Entella,,Benevento,,Stadio Comunale Chiavari,,,
25,Sat,2020-02-22,15:00 (08:00),Ascoli,,Cremonese,,Stadio Cino e Lillo Del Duca,,,
25,Sat,2020-02-22,15:00 (08:00),Cittadella,,Juve Stabia,,Stadio Pier Cesare Tombolato,,,
25,Sat,2020-02-22,18:00 (11:00),AC Pisa,,Venezia,,Arena Garibaldi - Stadio Romeo Anconetan...,,,
25,Sun,2020-02-23,15:00 (08:00),Pordenone,,Chievo,,Dacia Arena,,,
25,Sun,2020-02-23,15:00 (08:00),Salernitana,,Livorno,,Stadio Arechi,,,
25,Sun,2020-02-23,21:00 (14:00),Crotone,,Pescara,,Stadio Ezio Scida,,,
25,Mon,2020-02-24,21:00 (14:00),Perugia,,Empoli,,Stadio Renato Curi,,,
,,,,,,,,,,,
26,Sat,2020-02-29,,Pescara,,Ascoli,,Stadio Adriatico-Giovanni Cornacchia,,,
26,Sat,2020-02-29,,Frosinone,,Salernitana,,Stadio Benito Stirpe,,,
26,Sat,2020-02-29,,Chievo,,Livorno,,Stadio Marc'Antonio Bentegodi,,,
26,Sat,2020-02-29,,Juve Stabia,,Trapani,,Stadio Comunale Romeo Menti,,,
26,Sat,2020-02-29,,Cittadella,,Cremonese,,Stadio Pier Cesare Tombolato,,,
26,Sat,2020-02-29,,Empoli,,Pordenone,,Stadio Carlo Castellani,,,
26,Sat,2020-02-29,,Benevento,,Spezia,,Stadio Ciro Vigorito,,,
26,Sat,2020-02-29,,Virtus Entella,,Crotone,,Stadio Comunale Chiavari,,,
26,Sat,2020-02-29,,Venezia,,Cosenza,,Stadio Pierluigi Penzo,,,
26,Sat,2020-02-29,,AC Pisa,,Perugia,,Arena Garibaldi - Stadio Romeo Anconetan...,,,
,,,,,,,,,,,
27,Tue,2020-03-03,,Cosenza,,Cittadella,,Stadio San Vito,,,
27,Tue,2020-03-03,,Spezia,,Pescara,,Stadio Alberto Picco,,,
27,Tue,2020-03-03,,Trapani,,Virtus Entella,,Stadio Polisportivo Provinciale,,,
27,Tue,2020-03-03,,Ascoli,,Chievo,,Stadio Cino e Lillo Del Duca,,,
27,Tue,2020-03-03,,Pordenone,,Juve Stabia,,Dacia Arena,,,
27,Tue,2020-03-03,,Salernitana,,Venezia,,Stadio Arechi,,,
27,Tue,2020-03-03,,Crotone,,AC Pisa,,Stadio Ezio Scida,,,
27,Tue,2020-03-03,,Cremonese,,Empoli,,Stadio Giovanni Zin,,,
27,Tue,2020-03-03,,Livorno,,Frosinone,,Stadio Armando Picchi,,,
27,Tue,2020-03-03,,Perugia,,Benevento,,Stadio Renato Curi,,,
,,,,,,,,,,,
28,Sat,2020-03-07,,Frosinone,,Cremonese,,Stadio Benito Stirpe,,,
28,Sat,2020-03-07,,Venezia,,Crotone,,Stadio Pierluigi Penzo,,,
28,Sat,2020-03-07,,Empoli,,Trapani,,Stadio Carlo Castellani,,,
28,Sat,2020-03-07,,Juve Stabia,,Spezia,,Stadio Comunale Romeo Menti,,,
28,Sat,2020-03-07,,Chievo,,Cosenza,,Stadio Marc'Antonio Bentegodi,,,
28,Sat,2020-03-07,,Perugia,,Salernitana,,Stadio Renato Curi,,,
28,Sat,2020-03-07,,Cittadella,,Pordenone,,Stadio Pier Cesare Tombolato,,,
28,Sat,2020-03-07,,AC Pisa,,Livorno,,Arena Garibaldi - Stadio Romeo Anconetan...,,,
28,Sat,2020-03-07,,Benevento,,Pescara,,Stadio Ciro Vigorito,,,
28,Sat,2020-03-07,,Virtus Entella,,Ascoli,,Stadio Comunale Chiavari,,,
,,,,,,,,,,,
29,Sat,2020-03-14,,Pordenone,,Venezia,,Dacia Arena,,,
29,Sat,2020-03-14,,Spezia,,Empoli,,Stadio Alberto Picco,,,
29,Sat,2020-03-14,,Cosenza,,Virtus Entella,,Stadio San Vito,,,
29,Sat,2020-03-14,,Cremonese,,Benevento,,Stadio Giovanni Zin,,,
29,Sat,2020-03-14,,Ascoli,,Perugia,,Stadio Cino e Lillo Del Duca,,,
29,Sat,2020-03-14,,Pescara,,Juve Stabia,,Stadio Adriatico-Giovanni Cornacchia,,,
29,Sat,2020-03-14,,Trapani,,Frosinone,,Stadio Polisportivo Provinciale,,,
29,Sat,2020-03-14,,Livorno,,Cittadella,,Stadio Armando Picchi,,,
29,Sat,2020-03-14,,Salernitana,,AC Pisa,,Stadio Arechi,,,
29,Sat,2020-03-14,,Crotone,,Chievo,,Stadio Ezio Scida,,,
,,,,,,,,,,,
30,Sat,2020-03-21,,Perugia,,Crotone,,Stadio Renato Curi,,,
30,Sat,2020-03-21,,Venezia,,Ascoli,,Stadio Pierluigi Penzo,,,
30,Sat,2020-03-21,,Juve Stabia,,Livorno,,Stadio Comunale Romeo Menti,,,
30,Sat,2020-03-21,,Trapani,,Pordenone,,Stadio Polisportivo Provinciale,,,
30,Sat,2020-03-21,,Virtus Entella,,Salernitana,,Stadio Comunale Chiavari,,,
30,Sat,2020-03-21,,Cremonese,,Cosenza,,Stadio Giovanni Zin,,,
30,Sat,2020-03-21,,AC Pisa,,Pescara,,Arena Garibaldi - Stadio Romeo Anconetan...,,,
30,Sat,2020-03-21,,Chievo,,Spezia,,Stadio Marc'Antonio Bentegodi,,,
30,Sat,2020-03-21,,Frosinone,,Cittadella,,Stadio Benito Stirpe,,,
30,Sat,2020-03-21,,Empoli,,Benevento,,Stadio Carlo Castellani,,,
,,,,,,,,,,,
31,Sat,2020-04-04,,Spezia,,AC Pisa,,Stadio Alberto Picco,,,
31,Sat,2020-04-04,,Salernitana,,Cremonese,,Stadio Arechi,,,
31,Sat,2020-04-04,,Cittadella,,Perugia,,Stadio Pier Cesare Tombolato,,,
31,Sat,2020-04-04,,Ascoli,,Crotone,,Stadio Cino e Lillo Del Duca,,,
31,Sat,2020-04-04,,Benevento,,Juve Stabia,,Stadio Ciro Vigorito,,,
31,Sat,2020-04-04,,Pordenone,,Virtus Entella,,Dacia Arena,,,
31,Sat,2020-04-04,,Pescara,,Empoli,,Stadio Adriatico-Giovanni Cornacchia,,,
31,Sat,2020-04-04,,Chievo,,Frosinone,,Stadio Marc'Antonio Bentegodi,,,
31,Sat,2020-04-04,,Livorno,,Venezia,,Stadio Armando Picchi,,,
31,Sat,2020-04-04,,Cosenza,,Trapani,,Stadio San Vito,,,
,,,,,,,,,,,
32,Mon,2020-04-13,,Venezia,,Empoli,,Stadio Pierluigi Penzo,,,
32,Mon,2020-04-13,,Trapani,,Livorno,,Stadio Polisportivo Provinciale,,,
32,Mon,2020-04-13,,Crotone,,Benevento,,Stadio Ezio Scida,,,
32,Mon,2020-04-13,,AC Pisa,,Cittadella,,Arena Garibaldi - Stadio Romeo Anconetan...,,,
32,Mon,2020-04-13,,Frosinone,,Spezia,,Stadio Benito Stirpe,,,
32,Mon,2020-04-13,,Virtus Entella,,Chievo,,Stadio Comunale Chiavari,,,
32,Mon,2020-04-13,,Cremonese,,Pescara,,Stadio Giovanni Zin,,,
32,Mon,2020-04-13,,Salernitana,,Juve Stabia,,Stadio Arechi,,,
32,Mon,2020-04-13,,Perugia,,Pordenone,,Stadio Renato Curi,,,
32,Mon,2020-04-13,,Cosenza,,Ascoli,,Stadio San Vito,,,
,,,,,,,,,,,
33,Sat,2020-04-18,,Livorno,,Cremonese,,Stadio Armando Picchi,,,
33,Sat,2020-04-18,,Spezia,,Cosenza,,Stadio Alberto Picco,,,
33,Sat,2020-04-18,,Ascoli,,Salernitana,,Stadio Cino e Lillo Del Duca,,,
33,Sat,2020-04-18,,Benevento,,Venezia,,Stadio Ciro Vigorito,,,
33,Sat,2020-04-18,,Empoli,,Frosinone,,Stadio Carlo Castellani,,,
33,Sat,2020-04-18,,Cittadella,,Crotone,,Stadio Pier Cesare Tombolato,,,
33,Sat,2020-04-18,,Chievo,,Trapani,,Stadio Marc'Antonio Bentegodi,,,
33,Sat,2020-04-18,,Pordenone,,AC Pisa,,Dacia Arena,,,
33,Sat,2020-04-18,,Juve Stabia,,Virtus Entella,,Stadio Comunale Romeo Menti,,,
33,Sat,2020-04-18,,Pescara,,Perugia,,Stadio Adriatico-Giovanni Cornacchia,,,
,,,,,,,,,,,
34,Tue,2020-04-21,,Ascoli,,Empoli,,Stadio Cino e Lillo Del Duca,,,
34,Tue,2020-04-21,,Cosenza,,Perugia,,Stadio San Vito,,,
34,Tue,2020-04-21,,Frosinone,,Juve Stabia,,Stadio Benito Stirpe,,,
34,Tue,2020-04-21,,Livorno,,Spezia,,Stadio Armando Picchi,,,
34,Tue,2020-04-21,,Venezia,,Pescara,,Stadio Pierluigi Penzo,,,
34,Tue,2020-04-21,,Salernitana,,Cittadella,,Stadio Arechi,,,
34,Tue,2020-04-21,,Crotone,,Pordenone,,Stadio Ezio Scida,,,
34,Tue,2020-04-21,,Cremonese,,Chievo,,Stadio Giovanni Zin,,,
34,Tue,2020-04-21,,Virtus Entella,,AC Pisa,,Stadio Comunale Chiavari,,,
34,Tue,2020-04-21,,Trapani,,Benevento,,Stadio Polisportivo Provinciale,,,
,,,,,,,,,,,
35,Sat,2020-04-25,,Perugia,,Cremonese,,Stadio Renato Curi,,,
35,Sat,2020-04-25,,Spezia,,Venezia,,Stadio Alberto Picco,,,
35,Sat,2020-04-25,,Empoli,,Virtus Entella,,Stadio Carlo Castellani,,,
35,Sat,2020-04-25,,Pescara,,Frosinone,,Stadio Adriatico-Giovanni Cornacchia,,,
35,Sat,2020-04-25,,AC Pisa,,Trapani,,Arena Garibaldi - Stadio Romeo Anconetan...,,,
35,Sat,2020-04-25,,Juve Stabia,,Chievo,,Stadio Comunale Romeo Menti,,,
35,Sat,2020-04-25,,Crotone,,Salernitana,,Stadio Ezio Scida,,,
35,Sat,2020-04-25,,Cittadella,,Ascoli,,Stadio Pier Cesare Tombolato,,,
35,Sat,2020-04-25,,Pordenone,,Cosenza,,Dacia Arena,,,
35,Sat,2020-04-25,,Benevento,,Livorno,,Stadio Ciro Vigorito,,,
,,,,,,,,,,,
36,Sat,2020-05-02,,Virtus Entella,,Perugia,,Stadio Comunale Chiavari,,,
36,Sat,2020-05-02,,Venezia,,Juve Stabia,,Stadio Pierluigi Penzo,,,
36,Sat,2020-05-02,,Cremonese,,Spezia,,Stadio Giovanni Zin,,,
36,Sat,2020-05-02,,Salernitana,,Empoli,,Stadio Arechi,,,
36,Sat,2020-05-02,,Frosinone,,Benevento,,Stadio Benito Stirpe,,,
36,Sat,2020-05-02,,Ascoli,,Pordenone,,Stadio Cino e Lillo Del Duca,,,
36,Sat,2020-05-02,,Cosenza,,AC Pisa,,Stadio San Vito,,,
36,Sat,2020-05-02,,Trapani,,Pescara,,Stadio Polisportivo Provinciale,,,
36,Sat,2020-05-02,,Chievo,,Cittadella,,Stadio Marc'Antonio Bentegodi,,,
36,Sat,2020-05-02,,Livorno,,Crotone,,Stadio Armando Picchi,,,
,,,,,,,,,,,
37,Sat,2020-05-09,,Perugia,,Trapani,,Stadio Renato Curi,,,
37,Sat,2020-05-09,,Juve Stabia,,Cremonese,,Stadio Comunale Romeo Menti,,,
37,Sat,2020-05-09,,AC Pisa,,Ascoli,,Arena Garibaldi - Stadio Romeo Anconetan...,,,
37,Sat,2020-05-09,,Pescara,,Livorno,,Stadio Adriatico-Giovanni Cornacchia,,,
37,Sat,2020-05-09,,Benevento,,Chievo,,Stadio Ciro Vigorito,,,
37,Sat,2020-05-09,,Pordenone,,Salernitana,,Dacia Arena,,,
37,Sat,2020-05-09,,Empoli,,Cosenza,,Stadio Carlo Castellani,,,
37,Sat,2020-05-09,,Cittadella,,Venezia,,Stadio Pier Cesare Tombolato,,,
37,Sat,2020-05-09,,Spezia,,Virtus Entella,,Stadio Alberto Picco,,,
37,Sat,2020-05-09,,Crotone,,Frosinone,,Stadio Ezio Scida,,,
,,,,,,,,,,,
38,Thu,2020-05-14,,Livorno,,Empoli,,Stadio Armando Picchi,,,
38,Thu,2020-05-14,,Cosenza,,Juve Stabia,,Stadio San Vito,,,
38,Thu,2020-05-14,,Virtus Entella,,Cittadella,,Stadio Comunale Chiavari,,,
38,Thu,2020-05-14,,Salernitana,,Spezia,,Stadio Arechi,,,
38,Thu,2020-05-14,,Frosinone,,AC Pisa,,Stadio Benito Stirpe,,,
38,Thu,2020-05-14,,Venezia,,Perugia,,Stadio Pierluigi Penzo,,,
38,Thu,2020-05-14,,Trapani,,Crotone,,Stadio Polisportivo Provinciale,,,
38,Thu,2020-05-14,,Chievo,,Pescara,,Stadio Marc'Antonio Bentegodi,,,
38,Thu,2020-05-14,,Cremonese,,Pordenone,,Stadio Giovanni Zin,,,
38,Thu,2020-05-14,,Ascoli,,Benevento,,Stadio Cino e Lillo Del Duca,,,
