Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
20,Mon,2015-01-26,19:00 (12:00),Empoli,1–2,Udinese,7381,Stadio Carlo Castellani,Davide Ghersini,Match Report,
20,Mon,2015-01-26,21:00 (14:00),Napoli,2–1,Genoa,39321,Stadio San Paolo,Giampaolo Calvarese,Match Report,
,,,,,,,,,,,
21,Sat,2015-01-31,18:00 (11:00),Genoa,1–1,Fiorentina,18829,Stadio Comunale Luigi Ferraris,Nicola Rizzoli,Match Report,
21,Sat,2015-01-31,20:45 (13:45),Roma,1–1,Empoli,33621,Stadio Olimpico,Carmine Russo,Match Report,
21,Sun,2015-02-01,12:30 (05:30),Sassuolo,3–1,Inter,18446,Stadio Città del Tricolore,Paolo Valeri,Match Report,
21,Sun,2015-02-01,15:00 (08:00),Chievo,1–2,Napoli,15000,Stadio Marc'Antonio Bentegodi,Luca Banti,Match Report,
21,Sun,2015-02-01,15:00 (08:00),Palermo,2–1,Hellas Verona,14058,Stadio Renzo Barbera,Dino Tommasi,Match Report,
21,Sun,2015-02-01,15:00 (08:00),Udinese,0–0,Juventus,11241,Dacia Arena,Andrea Gervasoni,Match Report,
21,Sun,2015-02-01,15:00 (08:00),Torino,5–1,Sampdoria,14401,Stadio Olimpico di Torino,Piero Giacomelli,Match Report,
21,Sun,2015-02-01,15:00 (08:00),Cesena,2–1,Lazio,14818,Stadio Dino Manuzzi,Sebastiano Peruzzo,Match Report,
21,Sun,2015-02-01,15:00 (08:00),Atalanta,2–1,Cagliari,12353,Stadio Atleti Azzurri d'Italia,Daniele Orsato,Match Report,
21,Sun,2015-02-01,20:45 (13:45),Milan,3–1,Parma,24396,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
,,,,,,,,,,,
22,Sat,2015-02-07,18:00 (11:00),Hellas Verona,1–3,Torino,17038,Stadio Marc'Antonio Bentegodi,Michael Fabbri,Match Report,
22,Sat,2015-02-07,20:45 (13:45),Juventus,3–1,Milan,39015,Allianz Stadium,Antonio Damato,Match Report,
22,Sun,2015-02-08,12:30 (05:30),Fiorentina,3–2,Atalanta,27018,Stadio Artemio Franchi,Dino Tommasi,Match Report,
22,Sun,2015-02-08,15:00 (08:00),Cagliari,1–2,Roma,9961,Stadio Sant'Elia,Paolo Tagliavento,Match Report,
22,Sun,2015-02-08,15:00 (08:00),Empoli,2–0,Cesena,7586,Stadio Carlo Castellani,Daniele Orsato,Match Report,
22,Sun,2015-02-08,15:00 (08:00),Napoli,3–1,Udinese,28773,Stadio San Paolo,Paolo Mazzoleni,Match Report,
22,Sun,2015-02-08,15:00 (08:00),Sampdoria,1–1,Sassuolo,19710,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
22,Sun,2015-02-08,20:45 (13:45),Inter,3–0,Palermo,30085,Stadio Giuseppe Meazza,Marco Guida,Match Report,
22,Mon,2015-02-09,20:45 (13:45),Lazio,0–1,Genoa,28355,Stadio Olimpico,Andrea Gervasoni,Match Report,
22,Wed,2015-02-11,18:00 (11:00),Parma,0–1,Chievo,10250,Stadio Ennio Tardini,Gianluca Rocchi,Match Report,
,,,,,,,,,,,
23,Sat,2015-02-14,18:00 (11:00),Sassuolo,1–3,Fiorentina,12816,Stadio Città del Tricolore,Daniele Doveri,Match Report,
23,Sat,2015-02-14,20:45 (13:45),Palermo,3–1,Napoli,12784,Stadio Renzo Barbera,Paolo Mazzoleni,Match Report,
23,Sun,2015-02-15,12:30 (05:30),Milan,1–1,Empoli,27170,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
23,Sun,2015-02-15,15:00 (08:00),Atalanta,1–4,Inter,13765,Stadio Atleti Azzurri d'Italia,Luca Banti,Match Report,
23,Sun,2015-02-15,15:00 (08:00),Udinese,0–1,Lazio,8283,Dacia Arena,Davide Massa,Match Report,
23,Sun,2015-02-15,15:00 (08:00),Roma,0–0,Parma,37539,Stadio Olimpico,Piero Giacomelli,Match Report,
23,Sun,2015-02-15,15:00 (08:00),Torino,1–1,Cagliari,15554,Stadio Olimpico di Torino,Giampaolo Calvarese,Match Report,
23,Sun,2015-02-15,15:00 (08:00),Genoa,5–2,Hellas Verona,17823,Stadio Comunale Luigi Ferraris,Antonio Damato,Match Report,
23,Sun,2015-02-15,18:00 (11:00),Chievo,2–1,Sampdoria,9128,Stadio Marc'Antonio Bentegodi,Sebastiano Peruzzo,Match Report,
23,Sun,2015-02-15,20:45 (13:45),Cesena,2–2,Juventus,23661,Stadio Dino Manuzzi,Carmine Russo,Match Report,
,,,,,,,,,,,
24,Fri,2015-02-20,20:45 (13:45),Juventus,2–1,Atalanta,37195,Allianz Stadium,Massimiliano Irrati,Match Report,
24,Sun,2015-02-22,15:00 (08:00),Hellas Verona,1–1,Roma,17953,Stadio Marc'Antonio Bentegodi,Andrea Gervasoni,Match Report,
24,Sun,2015-02-22,15:00 (08:00),Lazio,2–1,Palermo,27186,Stadio Olimpico,Marco Di Bello,Match Report,
24,Sun,2015-02-22,15:00 (08:00),Milan,2–0,Cesena,27958,Stadio Giuseppe Meazza,Dino Tommasi,Match Report,
24,Sun,2015-02-22,15:00 (08:00),Empoli,3–0,Chievo,7338,Stadio Carlo Castellani,Paolo Tagliavento,Match Report,
24,Sun,2015-02-22,20:45 (13:45),Fiorentina,1–1,Torino,27088,Stadio Artemio Franchi,Marco Guida,Match Report,
24,Mon,2015-02-23,19:00 (12:00),Napoli,2–0,Sassuolo,46925,Stadio San Paolo,Davide Massa,Match Report,
24,Mon,2015-02-23,21:00 (14:00),Cagliari,1–2,Inter,16000,Stadio Sant'Elia,Paolo Mazzoleni,Match Report,
24,Tue,2015-02-24,18:30 (11:30),Sampdoria,1–1,Genoa,30595,Stadio Comunale Luigi Ferraris,Gianluca Rocchi,Match Report,
,,,,,,,,,,,
25,Sat,2015-02-28,20:45 (13:45),Chievo,0–0,Milan,16128,Stadio Marc'Antonio Bentegodi,Giampaolo Calvarese,Match Report,
25,Sun,2015-03-01,12:30 (05:30),Cagliari,1–2,Hellas Verona,14000,Stadio Sant'Elia,Paolo Valeri,Match Report,
25,Sun,2015-03-01,15:00 (08:00),Sassuolo,0–3,Lazio,11807,Stadio Città del Tricolore,Carmine Russo,Match Report,
25,Sun,2015-03-01,15:00 (08:00),Palermo,0–0,Empoli,22352,Stadio Renzo Barbera,Angelo Cervellera,Match Report,
25,Sun,2015-03-01,15:00 (08:00),Cesena,1–0,Udinese,14794,Stadio Dino Manuzzi,Daniele Doveri,Match Report,
25,Sun,2015-03-01,15:00 (08:00),Atalanta,1–2,Sampdoria,16180,Stadio Atleti Azzurri d'Italia,Antonio Damato,Match Report,
25,Sun,2015-03-01,18:00 (11:00),Inter,0–1,Fiorentina,39310,Stadio Giuseppe Meazza,Davide Massa,Match Report,
25,Sun,2015-03-01,20:45 (13:45),Torino,1–0,Napoli,20274,Stadio Olimpico di Torino,Massimiliano Irrati,Match Report,
25,Mon,2015-03-02,20:45 (13:45),Roma,1–1,Juventus,55651,Stadio Olimpico,Daniele Orsato,Match Report,
,,,,,,,,,,,
26,Sat,2015-03-07,18:00 (11:00),Sampdoria,2–0,Cagliari,21127,Stadio Comunale Luigi Ferraris,Dino Tommasi,Match Report,
26,Sat,2015-03-07,20:45 (13:45),Milan,2–2,Hellas Verona,29510,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
26,Sun,2015-03-08,12:30 (06:30),Cesena,0–0,Palermo,15071,Stadio Dino Manuzzi,Luca Banti,Match Report,
26,Sun,2015-03-08,15:00 (09:00),Udinese,3–2,Torino,8519,Dacia Arena,Nicola Rizzoli,Match Report,
26,Sun,2015-03-08,15:00 (09:00),Parma,0–0,Atalanta,10448,Stadio Ennio Tardini,Marco Di Bello,Match Report,
26,Sun,2015-03-08,15:00 (09:00),Empoli,1–1,Genoa,10392,Stadio Carlo Castellani,Fabio Maresca,Match Report,
26,Sun,2015-03-08,15:00 (09:00),Chievo,0–0,Roma,15128,Stadio Marc'Antonio Bentegodi,Paolo Mazzoleni,Match Report,
26,Sun,2015-03-08,20:45 (14:45),Napoli,2–2,Inter,36646,Stadio San Paolo,Gianluca Rocchi,Match Report,
26,Mon,2015-03-09,19:00 (13:00),Lazio,4–0,Fiorentina,33025,Stadio Olimpico,Paolo Tagliavento,Match Report,
26,Mon,2015-03-09,21:00 (15:00),Juventus,1–0,Sassuolo,37506,Allianz Stadium,Sebastiano Peruzzo,Match Report,
,,,,,,,,,,,
27,Sat,2015-03-14,18:00 (12:00),Palermo,0–1,Juventus,29850,Stadio Renzo Barbera,Marco Guida,Match Report,
27,Sat,2015-03-14,20:45 (14:45),Cagliari,1–1,Empoli,10059,Stadio Sant'Elia,Nicola Rizzoli,Match Report,
27,Sun,2015-03-15,15:00 (09:00),Sassuolo,4–1,Parma,10525,Stadio Città del Tricolore,Angelo Cervellera,Match Report,
27,Sun,2015-03-15,15:00 (09:00),Genoa,0–2,Chievo,17630,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
27,Sun,2015-03-15,15:00 (09:00),Atalanta,0–0,Udinese,14073,Stadio Atleti Azzurri d'Italia,Gianluca Rocchi,Match Report,
27,Sun,2015-03-15,18:00 (12:00),Hellas Verona,2–0,Napoli,22468,Stadio Marc'Antonio Bentegodi,Luca Banti,Match Report,
27,Sun,2015-03-15,20:45 (14:45),Inter,1–1,Cesena,24589,Stadio Giuseppe Meazza,Andrea Gervasoni,Match Report,
27,Mon,2015-03-16,19:00 (13:00),Fiorentina,2–1,Milan,31432,Stadio Artemio Franchi,Carmine Russo,Match Report,
27,Mon,2015-03-16,19:00 (13:00),Torino,0–2,Lazio,12932,Stadio Olimpico di Torino,Daniele Orsato,Match Report,
27,Mon,2015-03-16,21:00 (15:00),Roma,0–2,Sampdoria,33250,Stadio Olimpico,Giampaolo Calvarese,Match Report,
,,,,,,,,,,,
28,Sat,2015-03-21,18:00 (12:00),Chievo,1–0,Palermo,9128,Stadio Marc'Antonio Bentegodi,Piero Giacomelli,Match Report,
28,Sat,2015-03-21,20:45 (14:45),Milan,3–1,Cagliari,30748,Stadio Giuseppe Meazza,Paolo Tagliavento,Match Report,
28,Sun,2015-03-22,12:30 (06:30),Empoli,3–1,Sassuolo,7703,Stadio Carlo Castellani,Dino Tommasi,Match Report,
28,Sun,2015-03-22,15:00 (09:00),Juventus,1–0,Genoa,39919,Allianz Stadium,Marco Di Bello,Match Report,
28,Sun,2015-03-22,20:45 (14:45),Udinese,2–2,Fiorentina,9000,Dacia Arena,Massimiliano Irrati,Match Report,
28,Sun,2015-03-22,20:45 (14:45),Parma,0–2,Torino,10145,Stadio Ennio Tardini,Maurizio Mariani,Match Report,
28,Sun,2015-03-22,20:45 (14:45),Sampdoria,1–0,Inter,22865,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
28,Sun,2015-03-22,20:45 (14:45),Cesena,0–1,Roma,16575,Stadio Dino Manuzzi,Antonio Damato,Match Report,
28,Sun,2015-03-22,20:45 (14:45),Napoli,1–1,Atalanta,30820,Stadio San Paolo,Giampaolo Calvarese,Match Report,
28,Sun,2015-03-22,20:45 (14:45),Lazio,2–0,Hellas Verona,40119,Stadio Olimpico,Davide Massa,Match Report,
,,,,,,,,,,,
29,Sat,2015-04-04,12:30 (05:30),Roma,1–0,Napoli,34425,Stadio Olimpico,Nicola Rizzoli,Match Report,
29,Sat,2015-04-04,15:00 (08:00),Atalanta,1–2,Torino,15718,Stadio Atleti Azzurri d'Italia,Marco Guida,Match Report,
29,Sat,2015-04-04,15:00 (08:00),Hellas Verona,3–3,Cesena,17590,Stadio Marc'Antonio Bentegodi,Daniele Orsato,Match Report,
29,Sat,2015-04-04,15:00 (08:00),Palermo,1–2,Milan,15113,Stadio Renzo Barbera,Daniele Doveri,Match Report,
29,Sat,2015-04-04,15:00 (08:00),Cagliari,1–3,Lazio,12000,Stadio Sant'Elia,Gianluca Rocchi,Match Report,
29,Sat,2015-04-04,15:00 (08:00),Genoa,1–1,Udinese,18117,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
29,Sat,2015-04-04,15:00 (08:00),Sassuolo,1–0,Chievo,10686,Stadio Città del Tricolore,Luca Pairetto,Match Report,
29,Sat,2015-04-04,15:00 (08:00),Inter,1–1,Parma,33175,Stadio Giuseppe Meazza,Sebastiano Peruzzo,Match Report,
29,Sat,2015-04-04,18:30 (11:30),Fiorentina,2–0,Sampdoria,33777,Stadio Artemio Franchi,Luca Banti,Match Report,
29,Sat,2015-04-04,21:00 (14:00),Juventus,2–0,Empoli,40029,Allianz Stadium,Piero Giacomelli,Match Report,
,,,,,,,,,,,
24,Wed,2015-04-08,18:30 (11:30),Parma,1–0,Udinese,9772,Stadio Ennio Tardini,Angelo Cervellera,Match Report,
,,,,,,,,,,,
30,Sat,2015-04-11,18:00 (11:00),Parma,1–0,Juventus,15311,Stadio Ennio Tardini,Andrea Gervasoni,Match Report,
30,Sat,2015-04-11,18:00 (11:00),Genoa,2–0,Cagliari,17727,Stadio Comunale Luigi Ferraris,Carmine Russo,Match Report,
30,Sat,2015-04-11,20:45 (13:45),Hellas Verona,0–3,Inter,20645,Stadio Marc'Antonio Bentegodi,Paolo Tagliavento,Match Report,
30,Sun,2015-04-12,12:30 (05:30),Cesena,0–1,Chievo,15094,Stadio Dino Manuzzi,Paolo Valeri,Match Report,
30,Sun,2015-04-12,15:00 (08:00),Udinese,1–3,Palermo,8704,Dacia Arena,Dino Tommasi,Match Report,
30,Sun,2015-04-12,15:00 (08:00),Torino,1–1,Roma,11317,Stadio Olimpico di Torino,Massimiliano Irrati,Match Report,
30,Sun,2015-04-12,15:00 (08:00),Lazio,4–0,Empoli,49096,Stadio Olimpico,Sebastiano Peruzzo,Match Report,
30,Sun,2015-04-12,15:00 (08:00),Napoli,3–0,Fiorentina,21804,Stadio San Paolo,Antonio Damato,Match Report,
30,Sun,2015-04-12,15:00 (08:00),Atalanta,2–1,Sassuolo,15311,Stadio Atleti Azzurri d'Italia,Daniele Doveri,Match Report,
30,Sun,2015-04-12,20:45 (13:45),Milan,1–1,Sampdoria,30735,Stadio Giuseppe Meazza,Gianluca Rocchi,Match Report,
,,,,,,,,,,,
25,Wed,2015-04-15,18:30 (11:30),Genoa,2–0,Parma,17568,Stadio Comunale Luigi Ferraris,Claudio Gavillucci,Match Report,
,,,,,,,,,,,
31,Sat,2015-04-18,18:00 (11:00),Sampdoria,0–0,Cesena,21182,Stadio Comunale Luigi Ferraris,Piero Giacomelli,Match Report,
31,Sat,2015-04-18,20:45 (13:45),Juventus,2–0,Lazio,38916,Allianz Stadium,Nicola Rizzoli,Match Report,
31,Sun,2015-04-19,12:30 (05:30),Sassuolo,1–1,Torino,12500,Stadio Città del Tricolore,Giampaolo Calvarese,Match Report,
31,Sun,2015-04-19,15:00 (08:00),Chievo,1–1,Udinese,10128,Stadio Marc'Antonio Bentegodi,Davide Massa,Match Report,
31,Sun,2015-04-19,15:00 (08:00),Empoli,2–2,Parma,7767,Stadio Carlo Castellani,Fabrizio Pasqua,Match Report,
31,Sun,2015-04-19,15:00 (08:00),Roma,1–1,Atalanta,35088,Stadio Olimpico,Andrea Gervasoni,Match Report,
31,Sun,2015-04-19,15:00 (08:00),Palermo,2–1,Genoa,15471,Stadio Renzo Barbera,Angelo Cervellera,Match Report,
31,Sun,2015-04-19,18:00 (11:00),Cagliari,0–3,Napoli,8000,Stadio Sant'Elia,Paolo Valeri,Match Report,
31,Sun,2015-04-19,20:45 (13:45),Inter,0–0,Milan,74022,Stadio Giuseppe Meazza,Luca Banti,Match Report,
31,Mon,2015-04-20,20:45 (13:45),Fiorentina,0–1,Hellas Verona,27094,Stadio Artemio Franchi,Paolo Mazzoleni,Match Report,
,,,,,,,,,,,
32,Sat,2015-04-25,18:00 (11:00),Udinese,2–1,Milan,9006,Dacia Arena,Antonio Damato,Match Report,
32,Sat,2015-04-25,20:45 (13:45),Inter,2–1,Roma,37695,Stadio Giuseppe Meazza,Daniele Orsato,Match Report,
32,Sun,2015-04-26,12:30 (05:30),Atalanta,2–2,Empoli,13651,Stadio Atleti Azzurri d'Italia,Angelo Cervellera,Match Report,
32,Sun,2015-04-26,15:00 (08:00),Parma,1–0,Palermo,10921,Stadio Ennio Tardini,Marco Di Bello,Match Report,
32,Sun,2015-04-26,15:00 (08:00),Lazio,1–1,Chievo,45359,Stadio Olimpico,Dino Tommasi,Match Report,
32,Sun,2015-04-26,15:00 (08:00),Genoa,3–1,Cesena,19663,Stadio Comunale Luigi Ferraris,Sebastiano Peruzzo,Match Report,
32,Sun,2015-04-26,15:00 (08:00),Torino,2–1,Juventus,26296,Stadio Olimpico di Torino,Paolo Tagliavento,Match Report,
32,Sun,2015-04-26,15:00 (08:00),Hellas Verona,3–2,Sassuolo,18375,Stadio Marc'Antonio Bentegodi,Daniele Chiffi,Match Report,
32,Sun,2015-04-26,18:00 (11:00),Fiorentina,1–3,Cagliari,27560,Stadio Artemio Franchi,Marco Guida,Match Report,
32,Sun,2015-04-26,20:45 (13:45),Napoli,4–2,Sampdoria,30724,Stadio San Paolo,Daniele Doveri,Match Report,
,,,,,,,,,,,
33,Tue,2015-04-28,20:45 (13:45),Udinese,1–2,Inter,8901,Dacia Arena,Gianluca Rocchi,Match Report,
33,Wed,2015-04-29,20:45 (13:45),Sassuolo,0–3,Roma,12196,Stadio Città del Tricolore,Paolo Mazzoleni,Match Report,
33,Wed,2015-04-29,20:45 (13:45),Palermo,2–2,Torino,15238,Stadio Renzo Barbera,Andrea Gervasoni,Match Report,
33,Wed,2015-04-29,20:45 (13:45),Lazio,4–0,Parma,32367,Stadio Olimpico,Giampaolo Calvarese,Match Report,
33,Wed,2015-04-29,20:45 (13:45),Cesena,2–2,Atalanta,14170,Stadio Dino Manuzzi,Nicola Rizzoli,Match Report,
33,Wed,2015-04-29,20:45 (13:45),Sampdoria,1–1,Hellas Verona,19609,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
33,Wed,2015-04-29,20:45 (13:45),Chievo,1–0,Cagliari,9128,Stadio Marc'Antonio Bentegodi,Marco Di Bello,Match Report,
33,Wed,2015-04-29,20:45 (13:45),Milan,1–3,Genoa,25916,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
33,Wed,2015-04-29,20:45 (13:45),Juventus,3–2,Fiorentina,37503,Allianz Stadium,Luca Banti,Match Report,
33,Thu,2015-04-30,20:45 (13:45),Empoli,4–2,Napoli,9201,Stadio Carlo Castellani,Davide Massa,Match Report,
,,,,,,,,,,,
34,Sat,2015-05-02,18:00 (11:00),Sampdoria,0–1,Juventus,22083,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
34,Sat,2015-05-02,20:45 (13:45),Sassuolo,0–0,Palermo,11321,Stadio Città del Tricolore,Ivan Pezzuto,Match Report,
34,Sun,2015-05-03,12:30 (05:30),Roma,2–0,Genoa,37068,Stadio Olimpico,Antonio Damato,Match Report,
34,Sun,2015-05-03,15:00 (08:00),Atalanta,1–1,Lazio,15479,Stadio Atleti Azzurri d'Italia,Daniele Orsato,Match Report,
34,Sun,2015-05-03,15:00 (08:00),Fiorentina,3–1,Cesena,28675,Stadio Artemio Franchi,Daniele Doveri,Match Report,
34,Sun,2015-05-03,15:00 (08:00),Hellas Verona,0–1,Udinese,17418,Stadio Marc'Antonio Bentegodi,Angelo Cervellera,Match Report,
34,Sun,2015-05-03,15:00 (08:00),Inter,0–0,Chievo,33144,Stadio Giuseppe Meazza,Marco Guida,Match Report,
34,Sun,2015-05-03,20:45 (13:45),Napoli,3–0,Milan,25469,Stadio San Paolo,Paolo Mazzoleni,Match Report,
34,Mon,2015-05-04,20:45 (13:45),Cagliari,4–0,Parma,10000,Stadio Sant'Elia,Massimiliano Irrati,Match Report,
34,Wed,2015-05-06,15:00 (08:00),Torino,0–1,Empoli,10074,Stadio Olimpico di Torino,Dino Tommasi,Match Report,
,,,,,,,,,,,
35,Sat,2015-05-09,18:00 (11:00),Juventus,1–1,Cagliari,38847,Allianz Stadium,Sebastiano Peruzzo,Match Report,
35,Sat,2015-05-09,20:45 (13:45),Milan,2–1,Roma,35614,Stadio Giuseppe Meazza,Paolo Tagliavento,Match Report,
35,Sun,2015-05-10,12:30 (05:30),Chievo,2–2,Hellas Verona,22128,Stadio Marc'Antonio Bentegodi,Nicola Rizzoli,Match Report,
35,Sun,2015-05-10,15:00 (08:00),Palermo,2–3,Atalanta,13792,Stadio Renzo Barbera,Giampaolo Calvarese,Match Report,
35,Sun,2015-05-10,15:00 (08:00),Udinese,1–4,Sampdoria,8942,Dacia Arena,Marco Di Bello,Match Report,
35,Sun,2015-05-10,15:00 (08:00),Cesena,2–3,Sassuolo,13712,Stadio Dino Manuzzi,Luca Banti,Match Report,
35,Sun,2015-05-10,18:00 (11:00),Empoli,2–3,Fiorentina,9878,Stadio Carlo Castellani,Andrea Gervasoni,Match Report,
35,Sun,2015-05-10,18:00 (11:00),Parma,2–2,Napoli,13172,Stadio Ennio Tardini,Piero Giacomelli,Match Report,
35,Sun,2015-05-10,20:45 (13:45),Lazio,1–2,Inter,37367,Stadio Olimpico,Davide Massa,Match Report,
35,Mon,2015-05-11,20:45 (13:45),Genoa,5–1,Torino,20282,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
,,,,,,,,,,,
36,Sat,2015-05-16,18:00 (11:00),Inter,1–2,Juventus,60362,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
36,Sat,2015-05-16,20:45 (13:45),Sampdoria,0–1,Lazio,21843,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
36,Sun,2015-05-17,12:30 (05:30),Sassuolo,3–2,Milan,13777,Stadio Città del Tricolore,Marco Guida,Match Report,
36,Sun,2015-05-17,15:00 (08:00),Torino,2–0,Chievo,15000,Stadio Olimpico di Torino,Gianluca Rocchi,Match Report,
36,Sun,2015-05-17,15:00 (08:00),Hellas Verona,2–1,Empoli,18588,Stadio Marc'Antonio Bentegodi,Federico La Penna,Match Report,
36,Sun,2015-05-17,15:00 (08:00),Cagliari,0–1,Palermo,5000,Stadio Sant'Elia,Angelo Cervellera,Match Report,
36,Sun,2015-05-17,15:00 (08:00),Atalanta,1–4,Genoa,16881,Stadio Atleti Azzurri d'Italia,Andrea Gervasoni,Match Report,
36,Sun,2015-05-17,20:45 (13:45),Roma,2–1,Udinese,35720,Stadio Olimpico,Luca Banti,Match Report,
36,Mon,2015-05-18,19:00 (12:00),Fiorentina,3–0,Parma,27179,Stadio Artemio Franchi,Dino Tommasi,Match Report,
36,Mon,2015-05-18,21:00 (14:00),Napoli,3–2,Cesena,37568,Stadio San Paolo,Massimiliano Irrati,Match Report,
,,,,,,,,,,,
37,Sat,2015-05-23,18:00 (11:00),Juventus,3–1,Napoli,40485,Allianz Stadium,Luca Banti,Match Report,
37,Sat,2015-05-23,20:45 (13:45),Genoa,3–2,Inter,27161,Stadio Renzo Barbera,Piero Giacomelli,Match Report,
37,Sun,2015-05-24,12:30 (05:30),Empoli,1–1,Sampdoria,9084,Stadio Carlo Castellani,Giampaolo Calvarese,Match Report,
37,Sun,2015-05-24,15:00 (08:00),Cesena,0–1,Cagliari,13945,Stadio Dino Manuzzi,Eugenio Abbattista,Match Report,
37,Sun,2015-05-24,15:00 (08:00),Parma,2–2,Hellas Verona,11889,Stadio Ennio Tardini,Daniele Minelli,Match Report,
37,Sun,2015-05-24,15:00 (08:00),Palermo,2–3,Fiorentina,27429,Stadio Comunale Luigi Ferraris,Piero Giacomelli,Match Report,
37,Sun,2015-05-24,15:00 (08:00),Chievo,1–1,Atalanta,10128,Stadio Marc'Antonio Bentegodi,Juan Sacchi,Match Report,
37,Sun,2015-05-24,15:00 (08:00),Udinese,0–1,Sassuolo,8899,Dacia Arena,Rosario Abisso,Match Report,
37,Sun,2015-05-24,20:45 (13:45),Milan,3–0,Torino,33818,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
37,Mon,2015-05-25,18:00 (11:00),Lazio,1–2,Roma,49385,Stadio Olimpico,Nicola Rizzoli,Match Report,
,,,,,,,,,,,
38,Sat,2015-05-30,18:00 (11:00),Hellas Verona,2–2,Juventus,23249,Stadio Marc'Antonio Bentegodi,Marco Di Bello,Match Report,
38,Sat,2015-05-30,20:45 (13:45),Atalanta,1–3,Milan,18426,Stadio Atleti Azzurri d'Italia,Riccardo Pinzani,Match Report,
38,Sun,2015-05-31,18:00 (11:00),Cagliari,4–3,Udinese,7000,Stadio Sant'Elia,Gianluca Manganiello,Match Report,
38,Sun,2015-05-31,20:45 (13:45),Sampdoria,2–2,Parma,20913,Stadio Comunale Luigi Ferraris,Davide Massa,Match Report,
38,Sun,2015-05-31,20:45 (13:45),Inter,4–3,Empoli,32036,Stadio Giuseppe Meazza,Antonio Damato,Match Report,
38,Sun,2015-05-31,20:45 (13:45),Torino,5–0,Cesena,18569,Stadio Olimpico di Torino,Aleandro Di Paolo,Match Report,
38,Sun,2015-05-31,20:45 (13:45),Fiorentina,3–0,Chievo,32199,Stadio Artemio Franchi,Paolo Valeri,Match Report,
38,Sun,2015-05-31,20:45 (13:45),Sassuolo,3–1,Genoa,14936,Stadio Città del Tricolore,Angelo Cervellera,Match Report,
38,Sun,2015-05-31,20:45 (13:45),Napoli,2–4,Lazio,57510,Stadio San Paolo,Gianluca Rocchi,Match Report,
38,Sun,2015-05-31,20:45 (13:45),Roma,1–2,Palermo,44752,Stadio Olimpico,Luigi Nasca,Match Report,
