Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2,Sun,2014-09-14,15:00 (08:00),Fiorentina,0–0,Genoa,34058,Stadio Artemio Franchi,Daniele Orsato,Match Report,
2,Sun,2014-09-14,20:45 (13:45),Parma,4–5,Milan,14264,Stadio Ennio Tardini,Davide Massa,Match Report,
2,Mon,2014-09-15,20:45 (13:45),Hellas Verona,2–1,Palermo,18304,Stadio Marc'Antonio Bentegodi,Gianluca Rocchi,Match Report,
,,,,,,,,,,,
3,Sat,2014-09-20,18:00 (11:00),Cesena,2–2,Empoli,14073,Stadio Dino Manuzzi,Claudio Gavillucci,Match Report,
3,Sat,2014-09-20,20:45 (13:45),Milan,0–1,Juventus,78681,Stadio Giuseppe Meazza,Nicola Rizzoli,Match Report,
3,Sun,2014-09-21,12:30 (05:30),Chievo,2–3,Parma,10000,Stadio Marc'Antonio Bentegodi,Antonio Damato,Match Report,
3,Sun,2014-09-21,15:00 (08:00),Roma,2–0,Cagliari,40977,Stadio Olimpico,Sebastiano Peruzzo,Match Report,
3,Sun,2014-09-21,15:00 (08:00),Genoa,1–0,Lazio,18009,Stadio Comunale Luigi Ferraris,Marco Guida,Match Report,
3,Sun,2014-09-21,15:00 (08:00),Sassuolo,0–0,Sampdoria,12004,Stadio Città del Tricolore,Marco Di Bello,Match Report,
3,Sun,2014-09-21,18:00 (11:00),Atalanta,0–1,Fiorentina,15406,Stadio Atleti Azzurri d'Italia,Carmine Russo,Match Report,
3,Sun,2014-09-21,18:00 (11:00),Udinese,1–0,Napoli,8833,Dacia Arena,Paolo Tagliavento,Match Report,
3,Sun,2014-09-21,20:45 (13:45),Palermo,1–1,Inter,18292,Stadio Renzo Barbera,Paolo Valeri,Match Report,
3,Sun,2014-09-21,20:45 (13:45),Torino,0–1,Hellas Verona,13405,Stadio Olimpico di Torino,Luca Banti,Match Report,
,,,,,,,,,,,
4,Tue,2014-09-23,20:45 (13:45),Empoli,2–2,Milan,12619,Stadio Carlo Castellani,Giampaolo Calvarese,Match Report,
4,Wed,2014-09-24,20:45 (13:45),Napoli,3–3,Palermo,18521,Stadio San Paolo,Daniele Doveri,Match Report,
4,Wed,2014-09-24,20:45 (13:45),Inter,2–0,Atalanta,29535,Stadio Giuseppe Meazza,Andrea Gervasoni,Match Report,
4,Wed,2014-09-24,20:45 (13:45),Fiorentina,0–0,Sassuolo,28175,Stadio Artemio Franchi,Angelo Cervellera,Match Report,
4,Wed,2014-09-24,20:45 (13:45),Sampdoria,2–1,Chievo,19346,Stadio Comunale Luigi Ferraris,Michael Fabbri,Match Report,
4,Wed,2014-09-24,20:45 (13:45),Hellas Verona,2–2,Genoa,16785,Stadio Marc'Antonio Bentegodi,Dino Tommasi,Match Report,
4,Wed,2014-09-24,20:45 (13:45),Parma,1–2,Roma,12657,Stadio Ennio Tardini,Paolo Mazzoleni,Match Report,
4,Wed,2014-09-24,20:45 (13:45),Cagliari,1–2,Torino,9400,Stadio Sant'Elia,Massimiliano Irrati,Match Report,
4,Wed,2014-09-24,20:45 (13:45),Juventus,3–0,Cesena,36027,Allianz Stadium,Piero Giacomelli,Match Report,
4,Thu,2014-09-25,20:45 (13:45),Lazio,0–1,Udinese,26919,Stadio Olimpico,Gianluca Rocchi,Match Report,
,,,,,,,,,,,
5,Sat,2014-09-27,18:00 (11:00),Roma,2–0,Hellas Verona,40432,Stadio Olimpico,Carmine Russo,Match Report,
5,Sat,2014-09-27,20:45 (13:45),Atalanta,0–3,Juventus,22074,Stadio Atleti Azzurri d'Italia,Daniele Orsato,Match Report,
5,Sun,2014-09-28,12:30 (05:30),Sassuolo,0–1,Napoli,13935,Stadio Città del Tricolore,Sebastiano Peruzzo,Match Report,
5,Sun,2014-09-28,15:00 (08:00),Inter,1–4,Cagliari,36925,Stadio Giuseppe Meazza,Luca Banti,Match Report,
5,Sun,2014-09-28,15:00 (08:00),Cesena,1–1,Milan,22027,Stadio Dino Manuzzi,Marco Guida,Match Report,
5,Sun,2014-09-28,15:00 (08:00),Chievo,1–1,Empoli,6000,Stadio Marc'Antonio Bentegodi,Davide Massa,Match Report,
5,Sun,2014-09-28,15:00 (08:00),Torino,1–1,Fiorentina,15134,Stadio Olimpico di Torino,Paolo Valeri,Match Report,
5,Sun,2014-09-28,20:45 (13:45),Genoa,0–1,Sampdoria,29800,Stadio Comunale Luigi Ferraris,Antonio Damato,Match Report,
5,Mon,2014-09-29,19:00 (12:00),Udinese,4–2,Parma,8652,Dacia Arena,Giampaolo Calvarese,Match Report,
5,Mon,2014-09-29,21:00 (14:00),Palermo,0–4,Lazio,17087,Stadio Renzo Barbera,Marco Di Bello,Match Report,
,,,,,,,,,,,
6,Sat,2014-10-04,18:00 (11:00),Hellas Verona,1–0,Cagliari,17813,Stadio Marc'Antonio Bentegodi,Piero Giacomelli,Match Report,
6,Sat,2014-10-04,20:45 (13:45),Milan,2–0,Chievo,34601,Stadio Giuseppe Meazza,Paolo Mazzoleni,Match Report,
6,Sun,2014-10-05,12:30 (05:30),Empoli,3–0,Palermo,7504,Stadio Carlo Castellani,Nicola Rizzoli,Match Report,
6,Sun,2014-10-05,15:00 (08:00),Sampdoria,1–0,Atalanta,20050,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
6,Sun,2014-10-05,15:00 (08:00),Udinese,1–1,Cesena,8887,Dacia Arena,Maurizio Mariani,Match Report,
6,Sun,2014-10-05,15:00 (08:00),Lazio,3–2,Sassuolo,29381,Stadio Olimpico,Dino Tommasi,Match Report,
6,Sun,2014-10-05,15:00 (08:00),Parma,1–2,Genoa,11898,Stadio Ennio Tardini,Daniele Doveri,Match Report,
6,Sun,2014-10-05,18:00 (11:00),Juventus,3–2,Roma,39102,Allianz Stadium,Gianluca Rocchi,Match Report,
6,Sun,2014-10-05,20:45 (13:45),Napoli,2–1,Torino,30586,Stadio San Paolo,Davide Massa,Match Report,
6,Sun,2014-10-05,20:45 (13:45),Fiorentina,3–0,Inter,34279,Stadio Artemio Franchi,Paolo Tagliavento,Match Report,
,,,,,,,,,,,
7,Sat,2014-10-18,18:00 (11:00),Roma,3–0,Chievo,41522,Stadio Olimpico,Giampaolo Calvarese,Match Report,
7,Sat,2014-10-18,20:45 (13:45),Sassuolo,1–1,Juventus,21584,Stadio Città del Tricolore,Luca Banti,Match Report,
7,Sun,2014-10-19,12:30 (05:30),Fiorentina,0–2,Lazio,30967,Stadio Artemio Franchi,Sebastiano Peruzzo,Match Report,
7,Sun,2014-10-19,15:00 (08:00),Palermo,2–1,Cesena,14780,Stadio Renzo Barbera,Antonio Damato,Match Report,
7,Sun,2014-10-19,15:00 (08:00),Hellas Verona,1–3,Milan,27125,Stadio Marc'Antonio Bentegodi,Paolo Valeri,Match Report,
7,Sun,2014-10-19,15:00 (08:00),Cagliari,2–2,Sampdoria,9426,Stadio Sant'Elia,Andrea Gervasoni,Match Report,
7,Sun,2014-10-19,15:00 (08:00),Torino,1–0,Udinese,13434,Stadio Olimpico di Torino,Carmine Russo,Match Report,
7,Sun,2014-10-19,15:00 (08:00),Atalanta,1–0,Parma,14944,Stadio Atleti Azzurri d'Italia,Marco Guida,Match Report,
7,Sun,2014-10-19,20:45 (13:45),Inter,2–2,Napoli,40383,Stadio Giuseppe Meazza,Daniele Orsato,Match Report,
7,Mon,2014-10-20,20:45 (13:45),Genoa,1–1,Empoli,17843,Stadio Comunale Luigi Ferraris,Angelo Cervellera,Match Report,
,,,,,,,,,,,
8,Sat,2014-10-25,15:00 (08:00),Empoli,0–4,Cagliari,8121,Stadio Carlo Castellani,Luca Pairetto,Match Report,
8,Sat,2014-10-25,18:00 (11:00),Parma,1–3,Sassuolo,11313,Stadio Ennio Tardini,Paolo Tagliavento,Match Report,
8,Sat,2014-10-25,20:45 (13:45),Sampdoria,0–0,Roma,23548,Stadio Comunale Luigi Ferraris,Nicola Rizzoli,Match Report,
8,Sun,2014-10-26,15:00 (09:00),Juventus,2–0,Palermo,38891,Allianz Stadium,Giampaolo Calvarese,Match Report,
8,Sun,2014-10-26,15:00 (09:00),Udinese,2–0,Atalanta,8300,Dacia Arena,Dino Tommasi,Match Report,
8,Sun,2014-10-26,15:00 (09:00),Chievo,1–2,Genoa,7000,Stadio Marc'Antonio Bentegodi,Marco Di Bello,Match Report,
8,Sun,2014-10-26,18:00 (12:00),Cesena,0–1,Inter,22917,Stadio Dino Manuzzi,Paolo Mazzoleni,Match Report,
8,Sun,2014-10-26,18:00 (12:00),Lazio,2–1,Torino,34782,Stadio Olimpico,Piero Giacomelli,Match Report,
8,Sun,2014-10-26,18:00 (12:00),Napoli,6–2,Hellas Verona,25992,Stadio San Paolo,Andrea Gervasoni,Match Report,
8,Sun,2014-10-26,20:45 (14:45),Milan,1–1,Fiorentina,38384,Stadio Giuseppe Meazza,Luca Banti,Match Report,
,,,,,,,,,,,
9,Tue,2014-10-28,20:45 (14:45),Sassuolo,3–1,Empoli,10440,Stadio Città del Tricolore,Daniele Orsato,Match Report,
9,Wed,2014-10-29,20:45 (14:45),Atalanta,1–1,Napoli,14882,Stadio Atleti Azzurri d'Italia,Antonio Damato,Match Report,
9,Wed,2014-10-29,20:45 (14:45),Cagliari,1–1,Milan,16000,Stadio Sant'Elia,Daniele Doveri,Match Report,
9,Wed,2014-10-29,20:45 (14:45),Roma,2–0,Cesena,34044,Stadio Olimpico,Dino Tommasi,Match Report,
9,Wed,2014-10-29,20:45 (14:45),Inter,1–0,Sampdoria,28057,Stadio Giuseppe Meazza,Carmine Russo,Match Report,
9,Wed,2014-10-29,20:45 (14:45),Fiorentina,3–0,Udinese,27016,Stadio Artemio Franchi,Davide Massa,Match Report,
9,Wed,2014-10-29,20:45 (14:45),Genoa,1–0,Juventus,21971,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
9,Wed,2014-10-29,20:45 (14:45),Palermo,1–0,Chievo,13985,Stadio Renzo Barbera,Sebastiano Peruzzo,Match Report,
9,Wed,2014-10-29,20:45 (14:45),Torino,1–0,Parma,12648,Stadio Olimpico di Torino,Gianluca Rocchi,Match Report,
9,Thu,2014-10-30,20:45 (14:45),Hellas Verona,1–1,Lazio,17760,Stadio Marc'Antonio Bentegodi,Massimiliano Irrati,Match Report,
,,,,,,,,,,,
10,Sat,2014-11-01,15:00 (09:00),Napoli,2–0,Roma,30157,Stadio San Paolo,Paolo Tagliavento,Match Report,
10,Sat,2014-11-01,18:00 (12:00),Empoli,0–2,Juventus,14698,Stadio Carlo Castellani,Paolo Valeri,Match Report,
10,Sat,2014-11-01,20:45 (14:45),Parma,2–0,Inter,13539,Stadio Ennio Tardini,Nicola Rizzoli,Match Report,
10,Sun,2014-11-02,15:00 (08:00),Sampdoria,3–1,Fiorentina,20822,Stadio Comunale Luigi Ferraris,Piero Giacomelli,Match Report,
10,Sun,2014-11-02,15:00 (08:00),Chievo,0–0,Sassuolo,6000,Stadio Marc'Antonio Bentegodi,Marco Guida,Match Report,
10,Sun,2014-11-02,15:00 (08:00),Torino,0–0,Atalanta,13489,Stadio Olimpico di Torino,Angelo Cervellera,Match Report,
10,Sun,2014-11-02,15:00 (08:00),Udinese,2–4,Genoa,8701,Dacia Arena,Massimiliano Irrati,Match Report,
10,Sun,2014-11-02,20:45 (13:45),Milan,0–2,Palermo,28272,Stadio Giuseppe Meazza,Andrea Gervasoni,Match Report,
10,Mon,2014-11-03,19:00 (12:00),Cesena,1–1,Hellas Verona,15375,Stadio Dino Manuzzi,Giampaolo Calvarese,Match Report,
10,Mon,2014-11-03,21:00 (14:00),Lazio,4–2,Cagliari,32569,Stadio Olimpico,Marco Di Bello,Match Report,
,,,,,,,,,,,
11,Sat,2014-11-08,18:00 (11:00),Sassuolo,0–0,Atalanta,10776,Stadio Città del Tricolore,Fabrizio Pasqua,Match Report,
11,Sat,2014-11-08,20:45 (13:45),Sampdoria,2–2,Milan,23893,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
11,Sun,2014-11-09,12:30 (05:30),Cagliari,1–1,Genoa,8000,Stadio Sant'Elia,Sebastiano Peruzzo,Match Report,
11,Sun,2014-11-09,15:00 (08:00),Empoli,2–1,Lazio,8153,Stadio Carlo Castellani,Paolo Mazzoleni,Match Report,
11,Sun,2014-11-09,15:00 (08:00),Chievo,2–1,Cesena,5000,Stadio Marc'Antonio Bentegodi,Paolo Tagliavento,Match Report,
11,Sun,2014-11-09,15:00 (08:00),Palermo,1–1,Udinese,15658,Stadio Renzo Barbera,Daniele Doveri,Match Report,
11,Sun,2014-11-09,15:00 (08:00),Juventus,7–0,Parma,38816,Allianz Stadium,Carmine Russo,Match Report,
11,Sun,2014-11-09,18:00 (11:00),Fiorentina,0–1,Napoli,31987,Stadio Artemio Franchi,Paolo Valeri,Match Report,
11,Sun,2014-11-09,20:45 (13:45),Inter,2–2,Hellas Verona,27314,Stadio Giuseppe Meazza,Gianluca Rocchi,Match Report,
11,Sun,2014-11-09,20:45 (13:45),Roma,3–0,Torino,35770,Stadio Olimpico,Luca Banti,Match Report,
,,,,,,,,,,,
12,Sat,2014-11-22,18:00 (11:00),Atalanta,1–2,Roma,17286,Stadio Atleti Azzurri d'Italia,Davide Massa,Match Report,
12,Sat,2014-11-22,20:45 (13:45),Lazio,0–3,Juventus,55000,Stadio Olimpico,Antonio Damato,Match Report,
12,Sun,2014-11-23,12:30 (05:30),Torino,0–1,Sassuolo,15528,Stadio Olimpico di Torino,Nicola Rizzoli,Match Report,
12,Sun,2014-11-23,15:00 (08:00),Hellas Verona,1–2,Fiorentina,21553,Stadio Marc'Antonio Bentegodi,Marco Di Bello,Match Report,
12,Sun,2014-11-23,15:00 (08:00),Parma,0–2,Empoli,10625,Stadio Ennio Tardini,Piero Giacomelli,Match Report,
12,Sun,2014-11-23,15:00 (08:00),Udinese,1–1,Chievo,8544,Dacia Arena,Angelo Cervellera,Match Report,
12,Sun,2014-11-23,15:00 (08:00),Cesena,1–1,Sampdoria,16184,Stadio Dino Manuzzi,Andrea Gervasoni,Match Report,
12,Sun,2014-11-23,15:00 (08:00),Napoli,3–3,Cagliari,45413,Stadio San Paolo,Dino Tommasi,Match Report,
12,Sun,2014-11-23,20:45 (13:45),Milan,1–1,Inter,79173,Stadio Giuseppe Meazza,Marco Guida,Match Report,
12,Mon,2014-11-24,20:45 (13:45),Genoa,1–1,Palermo,18588,Stadio Comunale Luigi Ferraris,Michael Fabbri,Match Report,
,,,,,,,,,,,
13,Sat,2014-11-29,18:00 (11:00),Sassuolo,2–1,Hellas Verona,12234,Stadio Città del Tricolore,Daniele Doveri,Match Report,
13,Sat,2014-11-29,20:45 (13:45),Chievo,0–0,Lazio,7000,Stadio Marc'Antonio Bentegodi,Luca Banti,Match Report,
13,Sun,2014-11-30,15:00 (08:00),Palermo,2–1,Parma,14444,Stadio Renzo Barbera,Massimiliano Irrati,Match Report,
13,Sun,2014-11-30,15:00 (08:00),Empoli,0–0,Atalanta,6938,Stadio Carlo Castellani,Sebastiano Peruzzo,Match Report,
13,Sun,2014-11-30,15:00 (08:00),Cagliari,0–4,Fiorentina,11000,Stadio Sant'Elia,Giampaolo Calvarese,Match Report,
13,Sun,2014-11-30,15:00 (08:00),Cesena,0–3,Genoa,14650,Stadio Dino Manuzzi,Carmine Russo,Match Report,
13,Sun,2014-11-30,15:00 (08:00),Milan,2–0,Udinese,36170,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
13,Sun,2014-11-30,18:00 (11:00),Juventus,2–1,Torino,38899,Allianz Stadium,Daniele Orsato,Match Report,
13,Sun,2014-11-30,20:45 (13:45),Roma,4–2,Inter,41701,Stadio Olimpico,Paolo Mazzoleni,Match Report,
13,Mon,2014-12-01,21:00 (14:00),Sampdoria,1–1,Napoli,21033,Stadio Comunale Luigi Ferraris,Gianluca Rocchi,Match Report,
,,,,,,,,,,,
14,Fri,2014-12-05,20:45 (13:45),Fiorentina,0–0,Juventus,38160,Stadio Artemio Franchi,Nicola Rizzoli,Match Report,
14,Sat,2014-12-06,18:00 (11:00),Roma,2–2,Sassuolo,38787,Stadio Olimpico,Massimiliano Irrati,Match Report,
14,Sat,2014-12-06,20:45 (13:45),Torino,2–2,Palermo,13974,Stadio Olimpico di Torino,Piero Giacomelli,Match Report,
14,Sun,2014-12-07,12:30 (05:30),Napoli,2–2,Empoli,30128,Stadio San Paolo,Angelo Cervellera,Match Report,
14,Sun,2014-12-07,15:00 (08:00),Genoa,1–0,Milan,21319,Stadio Comunale Luigi Ferraris,Paolo Tagliavento,Match Report,
14,Sun,2014-12-07,15:00 (08:00),Atalanta,3–2,Cesena,12495,Stadio Atleti Azzurri d'Italia,Marco Di Bello,Match Report,
14,Sun,2014-12-07,15:00 (08:00),Parma,1–2,Lazio,10778,Stadio Ennio Tardini,Marco Guida,Match Report,
14,Sun,2014-12-07,20:45 (13:45),Inter,1–2,Udinese,34912,Stadio Giuseppe Meazza,Andrea Gervasoni,Match Report,
14,Mon,2014-12-08,19:00 (12:00),Cagliari,0–2,Chievo,12000,Stadio Sant'Elia,Maurizio Mariani,Match Report,
14,Mon,2014-12-08,21:00 (14:00),Hellas Verona,1–3,Sampdoria,18390,Stadio Marc'Antonio Bentegodi,Dino Tommasi,Match Report,
,,,,,,,,,,,
15,Sat,2014-12-13,18:00 (11:00),Palermo,2–1,Sassuolo,21086,Stadio Renzo Barbera,Fabio Maresca,Match Report,
15,Sat,2014-12-13,20:45 (13:45),Lazio,3–0,Atalanta,24477,Stadio Olimpico,Gianluca Rocchi,Match Report,
15,Sun,2014-12-14,12:30 (05:30),Juventus,1–1,Sampdoria,39089,Allianz Stadium,Daniele Doveri,Match Report,
15,Sun,2014-12-14,15:00 (08:00),Udinese,1–2,Hellas Verona,8247,Dacia Arena,Sebastiano Peruzzo,Match Report,
15,Sun,2014-12-14,15:00 (08:00),Parma,0–0,Cagliari,10646,Stadio Ennio Tardini,Paolo Valeri,Match Report,
15,Sun,2014-12-14,15:00 (08:00),Genoa,0–1,Roma,20055,Stadio Comunale Luigi Ferraris,Luca Banti,Match Report,
15,Sun,2014-12-14,18:00 (11:00),Cesena,1–4,Fiorentina,16275,Stadio Dino Manuzzi,Daniele Orsato,Match Report,
15,Sun,2014-12-14,20:45 (13:45),Milan,2–0,Napoli,35867,Stadio Giuseppe Meazza,Antonio Damato,Match Report,
15,Mon,2014-12-15,19:00 (12:00),Empoli,0–0,Torino,7796,Stadio Carlo Castellani,Giampaolo Calvarese,Match Report,
15,Mon,2014-12-15,21:00 (14:00),Chievo,0–2,Inter,15000,Stadio Marc'Antonio Bentegodi,Davide Massa,Match Report,
,,,,,,,,,,,
16,Thu,2014-12-18,19:00 (12:00),Cagliari,1–3,Juventus,16074,Stadio Sant'Elia,Paolo Mazzoleni,Match Report,
16,Thu,2014-12-18,21:00 (14:00),Napoli,2–0,Parma,20799,Stadio San Paolo,Marco Di Bello,Match Report,
16,Sat,2014-12-20,18:00 (11:00),Sassuolo,1–1,Cesena,11079,Stadio Città del Tricolore,Angelo Cervellera,Match Report,
16,Sat,2014-12-20,20:45 (13:45),Roma,0–0,Milan,46620,Stadio Olimpico,Nicola Rizzoli,Match Report,
16,Sun,2014-12-21,12:30 (05:30),Hellas Verona,0–1,Chievo,22927,Stadio Marc'Antonio Bentegodi,Andrea Gervasoni,Match Report,
16,Sun,2014-12-21,15:00 (08:00),Atalanta,3–3,Palermo,12344,Stadio Atleti Azzurri d'Italia,Daniele Orsato,Match Report,
16,Sun,2014-12-21,15:00 (08:00),Torino,2–1,Genoa,15611,Stadio Olimpico di Torino,Dino Tommasi,Match Report,
16,Sun,2014-12-21,15:00 (08:00),Sampdoria,2–2,Udinese,21413,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
16,Sun,2014-12-21,15:00 (08:00),Fiorentina,1–1,Empoli,34162,Stadio Artemio Franchi,Carmine Russo,Match Report,
16,Sun,2014-12-21,20:45 (13:45),Inter,2–2,Lazio,36344,Stadio Giuseppe Meazza,Paolo Tagliavento,Match Report,
,,,,,,,,,,,
17,Mon,2015-01-05,20:45 (13:45),Lazio,3–0,Sampdoria,31322,Stadio Olimpico,Giampaolo Calvarese,Match Report,
17,Tue,2015-01-06,12:30 (05:30),Udinese,0–1,Roma,10870,Dacia Arena,Marco Guida,Match Report,
17,Tue,2015-01-06,15:00 (08:00),Empoli,0–0,Hellas Verona,7705,Stadio Carlo Castellani,Piero Giacomelli,Match Report,
17,Tue,2015-01-06,15:00 (08:00),Chievo,0–0,Torino,7000,Stadio Marc'Antonio Bentegodi,Rosario Abisso,Match Report,
17,Tue,2015-01-06,15:00 (08:00),Genoa,2–2,Atalanta,18415,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
17,Tue,2015-01-06,15:00 (08:00),Milan,1–2,Sassuolo,35034,Stadio Giuseppe Meazza,Marco Di Bello,Match Report,
17,Tue,2015-01-06,15:00 (08:00),Palermo,5–0,Cagliari,18268,Stadio Renzo Barbera,Daniele Doveri,Match Report,
17,Tue,2015-01-06,15:00 (08:00),Parma,1–0,Fiorentina,12641,Stadio Ennio Tardini,Antonio Damato,Match Report,
17,Tue,2015-01-06,18:00 (11:00),Cesena,1–4,Napoli,16275,Stadio Dino Manuzzi,Davide Massa,Match Report,
17,Tue,2015-01-06,21:00 (14:00),Juventus,1–1,Inter,38791,Allianz Stadium,Luca Banti,Match Report,
,,,,,,,,,,,
18,Sat,2015-01-10,18:00 (11:00),Sassuolo,1–1,Udinese,11221,Stadio Città del Tricolore,Davide Massa,Match Report,
18,Sat,2015-01-10,20:45 (13:45),Torino,1–1,Milan,14350,Stadio Olimpico di Torino,Gianluca Rocchi,Match Report,
18,Sun,2015-01-11,12:30 (05:30),Inter,3–1,Genoa,37525,Stadio Giuseppe Meazza,Carmine Russo,Match Report,
18,Sun,2015-01-11,15:00 (08:00),Roma,2–2,Lazio,51252,Stadio Olimpico,Daniele Orsato,Match Report,
18,Sun,2015-01-11,15:00 (08:00),Hellas Verona,3–1,Parma,15915,Stadio Marc'Antonio Bentegodi,Claudio Gavillucci,Match Report,
18,Sun,2015-01-11,15:00 (08:00),Sampdoria,1–0,Empoli,19931,Stadio Comunale Luigi Ferraris,Dino Tommasi,Match Report,
18,Sun,2015-01-11,15:00 (08:00),Atalanta,1–1,Chievo,11876,Stadio Atleti Azzurri d'Italia,Paolo Valeri,Match Report,
18,Sun,2015-01-11,15:00 (08:00),Fiorentina,4–3,Palermo,26376,Stadio Artemio Franchi,Paolo Mazzoleni,Match Report,
18,Sun,2015-01-11,15:00 (08:00),Cagliari,2–1,Cesena,10000,Stadio Sant'Elia,Nicola Rizzoli,Match Report,
18,Sun,2015-01-11,20:45 (13:45),Napoli,1–3,Juventus,53006,Stadio San Paolo,Paolo Tagliavento,Match Report,
,,,,,,,,,,,
19,Sat,2015-01-17,18:00 (11:00),Empoli,0–0,Inter,13449,Stadio Carlo Castellani,Daniele Doveri,Match Report,
19,Sat,2015-01-17,20:45 (13:45),Palermo,1–1,Roma,15397,Stadio Renzo Barbera,Antonio Damato,Match Report,
19,Sun,2015-01-18,12:30 (05:30),Lazio,0–1,Napoli,26857,Stadio Olimpico,Nicola Rizzoli,Match Report,
19,Sun,2015-01-18,15:00 (08:00),Cesena,2–3,Torino,14910,Stadio Dino Manuzzi,Marco Guida,Match Report,
19,Sun,2015-01-18,15:00 (08:00),Chievo,1–2,Fiorentina,10000,Stadio Marc'Antonio Bentegodi,Angelo Cervellera,Match Report,
19,Sun,2015-01-18,15:00 (08:00),Udinese,2–2,Cagliari,9366,Dacia Arena,Marco Di Bello,Match Report,
19,Sun,2015-01-18,15:00 (08:00),Milan,0–1,Atalanta,27836,Stadio Giuseppe Meazza,Carmine Russo,Match Report,
19,Sun,2015-01-18,15:00 (08:00),Parma,0–2,Sampdoria,14130,Stadio Ennio Tardini,Andrea Gervasoni,Match Report,
19,Sun,2015-01-18,15:00 (08:00),Genoa,3–3,Sassuolo,17822,Stadio Comunale Luigi Ferraris,Piero Giacomelli,Match Report,
19,Sun,2015-01-18,20:45 (13:45),Juventus,4–0,Hellas Verona,36243,Allianz Stadium,Massimiliano Irrati,Match Report,
,,,,,,,,,,,
20,Sat,2015-01-24,18:00 (11:00),Cagliari,2–1,Sassuolo,14000,Stadio Sant'Elia,Gianluca Rocchi,Match Report,
20,Sat,2015-01-24,20:45 (13:45),Lazio,3–1,Milan,32228,Stadio Olimpico,Paolo Mazzoleni,Match Report,
20,Sun,2015-01-25,15:00 (08:00),Juventus,2–0,Chievo,38629,Allianz Stadium,Davide Massa,Match Report,
20,Sun,2015-01-25,15:00 (08:00),Hellas Verona,1–0,Atalanta,16857,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Match Report,
20,Sun,2015-01-25,15:00 (08:00),Parma,1–2,Cesena,11791,Stadio Ennio Tardini,Paolo Tagliavento,Match Report,
20,Sun,2015-01-25,15:00 (08:00),Inter,0–1,Torino,34209,Stadio Giuseppe Meazza,Massimiliano Irrati,Match Report,
20,Sun,2015-01-25,15:00 (08:00),Sampdoria,1–1,Palermo,22023,Stadio Comunale Luigi Ferraris,Angelo Cervellera,Match Report,
20,Sun,2015-01-25,20:45 (13:45),Fiorentina,1–1,Roma,28899,Stadio Artemio Franchi,Luca Banti,Match Report,
