Round,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Second Round,Sun,2018-08-05,20:30 (13:30),Padova,1–0,SS Monza 1912,1567,Stadio Comunale Euganeo,Eugenio Abbattista,Match Report,
Second Round,Sun,2018-08-05,20:30 (13:30),Cremonese,(2) 3–3 (4),AC Pisa,4601,Stadio Giovanni Zin,Lorenzo Maggioni,Match Report,AC Pisa won on penalty kicks following extra time
Second Round,Sun,2018-08-05,20:30 (13:30),Perugia,1–3,Novara,2626,Stadio Renato Curi,Federico Dionisi,Match Report,
Second Round,Sun,2018-08-05,20:45 (13:45),Salernitana,6–1,Rezzato,4180,Stadio Arechi,Aleandro Di Paolo,Match Report,
Second Round,Sun,2018-08-05,20:45 (13:45),Foggia,1–3,Catania,7000,Stadio Comunale Pino Zaccheria,Lorenzo Illuzzi,Match Report,
Second Round,Sun,2018-08-05,20:45 (13:45),Crotone,4–0,Erminio,2890,Stadio Ezio Scida,Ivan Pezzuto,Match Report,
Second Round,Tue,2018-08-07,20:30 (13:30),Lecce,1–0,FeralpiSalò,5438,Stadio Comunale Via Del Mare,Luigi Nasca,Match Report,Required Extra Time
Third Round,Sat,2018-08-11,20:00 (13:00),Udinese,1–2,Benevento,15141,Dacia Arena,Piero Giacomelli,Match Report,Required Extra Time
Third Round,Sat,2018-08-11,21:15 (14:15),Genoa,4–0,Lecce,15141,Stadio Comunale Luigi Ferraris,Federico La Penna,Match Report,
Third Round,Sun,2018-08-12,18:00 (11:00),Chievo,1–0,Pescara,1838,Stadio Marc'Antonio Bentegodi,Paolo Mazzoleni,Match Report,
Third Round,Sun,2018-08-12,18:30 (11:30),Spezia,0–1,SPAL,3049,Stadio Alberto Picco,Davide Ghersini,Match Report,
Third Round,Sun,2018-08-12,20:00 (13:00),Catania,2–0,Hellas Verona,7202,Stadio Angelo Massimino,Fabrizio Pasqua,Match Report,
Third Round,Sun,2018-08-12,20:30 (13:30),Livorno,0–1,Crotone,2422,Stadio Armando Picchi,Gianluca Rocchi,Match Report,
Third Round,Sun,2018-08-12,20:30 (13:30),Frosinone,0–2,Südtirol,,Stadio Ciro Vigorito,Fabio Maresca,Match Report,
Third Round,Sun,2018-08-12,20:30 (13:30),Sassuolo,5–1,Ternana,1307,Stadio Città del Tricolore,Giampaolo Calvarese,Match Report,
Third Round,Sun,2018-08-12,20:30 (13:30),Cagliari,2–1,Palermo,7000,Sardegna Arena,Paolo Valeri,Match Report,
Third Round,Sun,2018-08-12,20:30 (13:30),Sampdoria,1–0,Viterbese,7733,Stadio Comunale Luigi Ferraris,Gianluca Aureliano,Match Report,
Third Round,Sun,2018-08-12,20:30 (13:30),Virtus Entella,2–0,Salernitana,1031,Stadio Comunale Chiavari,Luca Pairetto,Match Report,
Third Round,Sun,2018-08-12,20:30 (13:30),Parma,0–1,AC Pisa,5497,Stadio Ennio Tardini,Marco Serra,Match Report,
Third Round,Sun,2018-08-12,20:30 (13:30),Brescia,(4) 2–2 (5),Novara,6000,Stadio Mario Rigamonti,Marco Piccinini,Match Report,Novara won on penalty kicks following extra time
Third Round,Sun,2018-08-12,20:30 (13:30),Empoli,0–3,Cittadella,3000,Stadio Carlo Castellani,Juan Sacchi,Match Report,
Third Round,Sun,2018-08-12,20:45 (13:45),Torino,4–0,Cosenza,6348,Stadio Olimpico di Torino,Rosario Abisso,Match Report,
Third Round,Sun,2018-08-12,21:00 (14:00),Bologna,2–0,Padova,12742,Stadio Renato Dall'Ara,Michael Fabbri,Match Report,
Fourth Round,Tue,2018-12-04,15:00 (08:00),Benevento,1–0,Cittadella,3629,Stadio Ciro Vigorito,Federico Dionisi,Match Report,
Fourth Round,Tue,2018-12-04,18:00 (11:00),Bologna,3–0,Crotone,30175,Stadio Renato Dall'Ara,Juan Sacchi,Match Report,
Fourth Round,Tue,2018-12-04,20:45 (13:45),Sampdoria,2–1,SPAL,2462,Stadio Comunale Luigi Ferraris,Aleandro Di Paolo,Match Report,
Fourth Round,Wed,2018-12-05,15:00 (08:00),Novara,3–2,AC Pisa,601,Stadio Comunale Silvio Piola,Lorenzo Illuzzi,Match Report,
Fourth Round,Wed,2018-12-05,18:00 (11:00),Sassuolo,2–1,Catania,1098,Stadio Città del Tricolore,Antonio Rapuano,Match Report,
Fourth Round,Wed,2018-12-05,20:45 (13:45),Chievo,1–2,Cagliari,1000,Stadio Marc'Antonio Bentegodi,Luigi Nasca,Match Report,
Fourth Round,Thu,2018-12-06,18:00 (11:00),Genoa,(6) 3–3 (7),Virtus Entella,2795,Stadio Comunale Luigi Ferraris,Valerio Marini,Match Report,Virtus Entella won on penalty kicks following extra time
Fourth Round,Thu,2018-12-06,20:45 (13:45),Torino,2–0,Südtirol,3339,Stadio Olimpico di Torino,Daniele Minelli,Match Report,
Round of 16,Sat,2019-01-12,15:00 (08:00),Lazio,4–1,Novara,13000,Stadio Olimpico,Eugenio Abbattista,Match Report,
Round of 16,Sat,2019-01-12,18:00 (11:00),Sampdoria,0–2,Milan,14854,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua,Match Report,Required Extra Time
Round of 16,Sat,2019-01-12,20:45 (13:45),Bologna,0–2,Juventus,15469,Stadio Renato Dall'Ara,Federico La Penna,Match Report,
Round of 16,Sun,2019-01-13,15:00 (08:00),Torino,0–2,Fiorentina,16957,Stadio Olimpico di Torino,Rosario Abisso,Match Report,
Round of 16,Sun,2019-01-13,18:00 (11:00),Inter,6–2,Benevento,,Stadio Giuseppe Meazza,Antonio Giua,Match Report,
Round of 16,Sun,2019-01-13,20:45 (13:45),Napoli,2–0,Sassuolo,14908,Stadio San Paolo,Daniele Chiffi,Match Report,
Round of 16,Mon,2019-01-14,17:30 (10:30),Cagliari,0–2,Atalanta,10119,Sardegna Arena,Marco Piccinini,Match Report,
Round of 16,Mon,2019-01-14,21:00 (14:00),Roma,4–0,Virtus Entella,20984,Stadio Olimpico,Aleandro Di Paolo,Match Report,
Quarter-finals,Tue,2019-01-29,20:45 (13:45),Milan,2–0,Napoli,22289,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
Quarter-finals,Wed,2019-01-30,18:15 (11:15),Fiorentina,7–1,Roma,21190,Stadio Artemio Franchi,Gianluca Manganiello,Match Report,
Quarter-finals,Wed,2019-01-30,20:45 (13:45),Atalanta,3–0,Juventus,18438,Stadio Atleti Azzurri d'Italia,Fabrizio Pasqua,Match Report,
Quarter-finals,Thu,2019-01-31,21:00 (14:00),Inter,(3) 1–1 (4),Lazio,23408,Stadio Giuseppe Meazza,Rosario Abisso,Match Report,Lazio won on penalty kicks following extra time
Semi-finals,Tue,2019-02-26,21:00 (14:00),Lazio,0–0,Milan,32235,Stadio Olimpico,Daniele Orsato,Match Report,Leg 1 of 2
Semi-finals,Wed,2019-02-27,21:00 (14:00),Fiorentina,3–3,Atalanta,34437,Stadio Artemio Franchi,Piero Giacomelli,Match Report,Leg 1 of 2
Semi-finals,Wed,2019-04-24,20:45 (13:45),Milan,0–1,Lazio,61045,Stadio Giuseppe Meazza,Paolo Mazzoleni,Match Report,Leg 2 of 2; Lazio won
Semi-finals,Thu,2019-04-25,20:45 (13:45),Atalanta,2–1,Fiorentina,20416,Stadio Atleti Azzurri d'Italia,Giampaolo Calvarese,Match Report,Leg 2 of 2; Atalanta won
Final,Wed,2019-05-15,20:45 (13:45),Atalanta,0–2,Lazio,57059,Stadio Olimpico,Luca Banti,Match Report,
