Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
20,Sun,2016-01-17,15:00 (08:00),Chievo,1–1,Empoli,5200,Stadio Marc'Antonio Bentegodi,Rosario Abisso,Match Report,
20,Sun,2016-01-17,20:45 (13:45),Milan,2–0,Fiorentina,28374,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
,,,,,,,,,,,
16,Wed,2016-01-20,20:45 (13:45),Sassuolo,1–1,Torino,7810,Stadio Città del Tricolore,Domenico Celi,Match Report,
,,,,,,,,,,,
21,Sat,2016-01-23,18:00 (11:00),Frosinone,0–0,Atalanta,7564,Stadio Comunale Matusa,Paolo Valeri,Match Report,
21,Sat,2016-01-23,20:45 (13:45),Empoli,2–2,Milan,11499,Stadio Carlo Castellani,Carmine Russo,Match Report,
21,Sun,2016-01-24,12:30 (05:30),Fiorentina,2–0,Torino,26392,Stadio Artemio Franchi,Paolo Mazzoleni,Match Report,
21,Sun,2016-01-24,15:00 (08:00),Sampdoria,2–4,Napoli,22635,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
21,Sun,2016-01-24,15:00 (08:00),Lazio,4–1,Chievo,2897,Stadio Olimpico,Giampaolo Calvarese,Match Report,
21,Sun,2016-01-24,15:00 (08:00),Sassuolo,0–2,Bologna,12202,Stadio Città del Tricolore,Angelo Cervellera,Match Report,
21,Sun,2016-01-24,15:00 (08:00),Hellas Verona,1–1,Genoa,15806,Stadio Marc'Antonio Bentegodi,Gianluca Rocchi,Match Report,
21,Sun,2016-01-24,15:00 (08:00),Palermo,4–1,Udinese,14334,Stadio Renzo Barbera,Paolo Tagliavento,Match Report,
21,Sun,2016-01-24,15:00 (08:00),Inter,1–1,Carpi,35826,Stadio Giuseppe Meazza,Andrea Gervasoni,Match Report,
21,Sun,2016-01-24,20:45 (13:45),Juventus,1–0,Roma,38348,Allianz Stadium,Luca Banti,Match Report,
,,,,,,,,,,,
22,Sat,2016-01-30,15:00 (08:00),Carpi,1–1,Palermo,6835,Stadio Sandro Cabassi,Nicola Rizzoli,Match Report,
22,Sat,2016-01-30,18:00 (11:00),Atalanta,1–1,Sassuolo,13640,Stadio Atleti Azzurri d'Italia,Claudio Gavillucci,Match Report,
22,Sat,2016-01-30,20:45 (13:45),Roma,3–1,Frosinone,29799,Stadio Olimpico,Marco Guida,Match Report,
22,Sun,2016-01-31,12:30 (05:30),Chievo,0–4,Juventus,25000,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Match Report,
22,Sun,2016-01-31,15:00 (08:00),Napoli,5–1,Empoli,39986,Stadio San Paolo,Davide Massa,Match Report,
22,Sun,2016-01-31,15:00 (08:00),Udinese,0–0,Lazio,13611,Dacia Arena,Domenico Celi,Match Report,
22,Sun,2016-01-31,15:00 (08:00),Bologna,3–2,Sampdoria,30777,Stadio Renato Dall'Ara,Michael Fabbri,Match Report,
22,Sun,2016-01-31,15:00 (08:00),Genoa,0–0,Fiorentina,20832,Stadio Comunale Luigi Ferraris,Piero Giacomelli,Match Report,
22,Sun,2016-01-31,15:00 (08:00),Torino,0–0,Hellas Verona,15838,Stadio Olimpico di Torino,Maurizio Mariani,Match Report,
22,Sun,2016-01-31,20:45 (13:45),Milan,3–0,Inter,77043,Stadio Giuseppe Meazza,Antonio Damato,Match Report,
,,,,,,,,,,,
23,Tue,2016-02-02,20:45 (13:45),Sassuolo,0–2,Roma,11102,Stadio Città del Tricolore,Giampaolo Calvarese,Match Report,
23,Wed,2016-02-03,18:30 (11:30),Frosinone,1–0,Bologna,6177,Stadio Comunale Matusa,Andrea Gervasoni,Match Report,
23,Wed,2016-02-03,20:45 (13:45),Fiorentina,2–1,Carpi,22791,Stadio Artemio Franchi,Angelo Cervellera,Match Report,
23,Wed,2016-02-03,20:45 (13:45),Palermo,0–2,Milan,17605,Stadio Renzo Barbera,Paolo Mazzoleni,Match Report,
23,Wed,2016-02-03,20:45 (13:45),Sampdoria,2–2,Torino,20223,Stadio Comunale Luigi Ferraris,Marco Guida,Match Report,
23,Wed,2016-02-03,20:45 (13:45),Empoli,1–1,Udinese,7581,Stadio Carlo Castellani,Eugenio Abbattista,Match Report,
23,Wed,2016-02-03,20:45 (13:45),Lazio,0–2,Napoli,34419,Stadio Olimpico,Massimiliano Irrati,Match Report,
23,Wed,2016-02-03,20:45 (13:45),Hellas Verona,2–1,Atalanta,15490,Stadio Marc'Antonio Bentegodi,Marco Di Bello,Match Report,
23,Wed,2016-02-03,20:45 (13:45),Juventus,1–0,Genoa,37151,Allianz Stadium,Carmine Russo,Match Report,
23,Wed,2016-02-03,20:45 (13:45),Inter,1–0,Chievo,31494,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
,,,,,,,,,,,
24,Sat,2016-02-06,18:00 (11:00),Bologna,1–1,Fiorentina,19591,Stadio Renato Dall'Ara,Luca Banti,Match Report,
24,Sat,2016-02-06,20:45 (13:45),Genoa,0–0,Lazio,19670,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
24,Sun,2016-02-07,12:30 (05:30),Hellas Verona,3–3,Inter,21104,Stadio Marc'Antonio Bentegodi,Piero Giacomelli,Match Report,
24,Sun,2016-02-07,15:00 (08:00),Torino,1–2,Chievo,14327,Stadio Olimpico di Torino,Gianluca Rocchi,Match Report,
24,Sun,2016-02-07,15:00 (08:00),Napoli,1–0,Carpi,37274,Stadio San Paolo,Daniele Doveri,Match Report,
24,Sun,2016-02-07,15:00 (08:00),Milan,1–1,Udinese,27656,Stadio Giuseppe Meazza,Massimiliano Irrati,Match Report,
24,Sun,2016-02-07,15:00 (08:00),Frosinone,0–2,Juventus,7954,Stadio Comunale Matusa,Davide Massa,Match Report,
24,Sun,2016-02-07,15:00 (08:00),Sassuolo,2–2,Palermo,8719,Stadio Città del Tricolore,Maurizio Mariani,Match Report,
24,Sun,2016-02-07,18:00 (11:00),Atalanta,0–0,Empoli,12352,Stadio Atleti Azzurri d'Italia,Michael Fabbri,Match Report,
24,Sun,2016-02-07,20:45 (13:45),Roma,2–1,Sampdoria,28301,Stadio Olimpico,Domenico Celi,Match Report,
,,,,,,,,,,,
25,Thu,2016-02-11,20:45 (13:45),Lazio,5–2,Hellas Verona,2304,Stadio Olimpico,Andrea Gervasoni,Match Report,
25,Fri,2016-02-12,20:45 (13:45),Carpi,1–3,Roma,9166,Stadio Sandro Cabassi,Paolo Tagliavento,Match Report,
25,Sat,2016-02-13,15:00 (08:00),Empoli,1–2,Frosinone,7897,Stadio Carlo Castellani,Marco Di Bello,Match Report,
25,Sat,2016-02-13,18:00 (11:00),Chievo,1–1,Sassuolo,12000,Stadio Marc'Antonio Bentegodi,Davide Ghersini,Match Report,
25,Sat,2016-02-13,20:45 (13:45),Juventus,1–0,Napoli,41305,Allianz Stadium,Daniele Orsato,Match Report,
25,Sun,2016-02-14,12:30 (05:30),Milan,2–1,Genoa,30547,Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
25,Sun,2016-02-14,15:00 (08:00),Palermo,1–3,Torino,13820,Stadio Renzo Barbera,Angelo Cervellera,Match Report,
25,Sun,2016-02-14,15:00 (08:00),Udinese,0–1,Bologna,14975,Dacia Arena,Carmine Russo,Match Report,
25,Sun,2016-02-14,15:00 (08:00),Sampdoria,0–0,Atalanta,20341,Stadio Comunale Luigi Ferraris,Antonio Damato,Match Report,
25,Sun,2016-02-14,20:45 (13:45),Fiorentina,2–1,Inter,30486,Stadio Artemio Franchi,Paolo Mazzoleni,Match Report,
,,,,,,,,,,,
26,Fri,2016-02-19,20:45 (13:45),Bologna,0–0,Juventus,29463,Stadio Renato Dall'Ara,Massimiliano Irrati,Match Report,
26,Sat,2016-02-20,18:00 (11:00),Hellas Verona,3–1,Chievo,22469,Stadio Marc'Antonio Bentegodi,Marco Guida,Match Report,
26,Sat,2016-02-20,20:45 (13:45),Inter,3–1,Sampdoria,39055,Stadio Giuseppe Meazza,Davide Massa,Match Report,
26,Sun,2016-02-21,15:00 (08:00),Genoa,2–1,Udinese,19061,Stadio Comunale Luigi Ferraris,Andrea Gervasoni,Match Report,
26,Sun,2016-02-21,15:00 (08:00),Atalanta,2–3,Fiorentina,15415,Stadio Atleti Azzurri d'Italia,Domenico Celi,Match Report,
26,Sun,2016-02-21,15:00 (08:00),Sassuolo,3–2,Empoli,11000,Stadio Città del Tricolore,Paolo Valeri,Match Report,
26,Sun,2016-02-21,15:00 (08:00),Torino,0–0,Carpi,22891,Stadio Olimpico di Torino,Claudio Gavillucci,Match Report,
26,Sun,2016-02-21,18:00 (11:00),Frosinone,0–0,Lazio,7954,Stadio Comunale Matusa,Carmine Russo,Match Report,
26,Sun,2016-02-21,20:45 (13:45),Roma,5–0,Palermo,48744,Stadio Olimpico,Piero Giacomelli,Match Report,
26,Mon,2016-02-22,21:00 (14:00),Napoli,1–1,Milan,54758,Stadio San Paolo,Luca Banti,Match Report,
,,,,,,,,,,,
27,Sat,2016-02-27,18:00 (11:00),Empoli,1–3,Roma,19501,Stadio Carlo Castellani,Andrea Gervasoni,Match Report,
27,Sat,2016-02-27,20:45 (13:45),Milan,1–0,Torino,33748,Stadio Giuseppe Meazza,Domenico Celi,Match Report,
27,Sun,2016-02-28,12:30 (05:30),Palermo,0–0,Bologna,15566,Stadio Renzo Barbera,Marco Di Bello,Match Report,
27,Sun,2016-02-28,15:00 (08:00),Chievo,1–0,Genoa,10000,Stadio Marc'Antonio Bentegodi,Michael Fabbri,Match Report,
27,Sun,2016-02-28,15:00 (08:00),Carpi,1–1,Atalanta,6699,Stadio Alberto Braglia,Giampaolo Calvarese,Match Report,
27,Sun,2016-02-28,15:00 (08:00),Sampdoria,2–0,Frosinone,20622,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
27,Sun,2016-02-28,15:00 (08:00),Udinese,2–0,Hellas Verona,14776,Dacia Arena,Daniele Doveri,Match Report,
27,Sun,2016-02-28,20:45 (13:45),Juventus,2–0,Inter,40204,Allianz Stadium,Gianluca Rocchi,Match Report,
27,Mon,2016-02-29,19:00 (12:00),Lazio,0–2,Sassuolo,13995,Stadio Olimpico,Antonio Damato,Match Report,
27,Mon,2016-02-29,21:00 (14:00),Fiorentina,1–1,Napoli,55775,Stadio Artemio Franchi,Paolo Tagliavento,Match Report,
,,,,,,,,,,,
28,Fri,2016-03-04,20:45 (13:45),Roma,4–1,Fiorentina,36263,Stadio Olimpico,Massimiliano Irrati,Match Report,
28,Sat,2016-03-05,18:00 (11:00),Hellas Verona,0–3,Sampdoria,18900,Stadio Marc'Antonio Bentegodi,Angelo Cervellera,Match Report,
28,Sat,2016-03-05,20:45 (13:45),Napoli,3–1,Chievo,33239,Stadio San Paolo,Marco Di Bello,Match Report,
28,Sun,2016-03-06,12:30 (05:30),Torino,1–1,Lazio,18863,Stadio Olimpico di Torino,Davide Massa,Match Report,
28,Sun,2016-03-06,15:00 (08:00),Atalanta,0–2,Juventus,19770,Stadio Atleti Azzurri d'Italia,Paolo Valeri,Match Report,
28,Sun,2016-03-06,15:00 (08:00),Genoa,1–0,Empoli,21134,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
28,Sun,2016-03-06,15:00 (08:00),Sassuolo,2–0,Milan,17697,Stadio Città del Tricolore,Piero Giacomelli,Match Report,
28,Sun,2016-03-06,15:00 (08:00),Frosinone,2–0,Udinese,6510,Stadio Comunale Matusa,Nicola Rizzoli,Match Report,
28,Sun,2016-03-06,15:00 (08:00),Bologna,0–0,Carpi,16820,Stadio Renato Dall'Ara,Paolo Mazzoleni,Match Report,
28,Sun,2016-03-06,20:45 (13:45),Inter,3–1,Palermo,32455,Stadio Giuseppe Meazza,Carmine Russo,Match Report,
,,,,,,,,,,,
29,Fri,2016-03-11,20:45 (13:45),Juventus,1–0,Sassuolo,39690,Allianz Stadium,Domenico Celi,Match Report,
29,Sat,2016-03-12,18:00 (11:00),Empoli,1–1,Sampdoria,15492,Stadio Carlo Castellani,Michael Fabbri,Match Report,
29,Sat,2016-03-12,20:45 (13:45),Inter,2–1,Bologna,40267,Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
29,Sun,2016-03-13,12:30 (06:30),Chievo,0–0,Milan,15000,Stadio Marc'Antonio Bentegodi,Antonio Damato,Match Report,
29,Sun,2016-03-13,15:00 (09:00),Udinese,1–2,Roma,17626,Dacia Arena,Paolo Mazzoleni,Match Report,
29,Sun,2016-03-13,15:00 (09:00),Carpi,2–1,Frosinone,8147,Stadio Alberto Braglia,Luca Banti,Match Report,
29,Sun,2016-03-13,15:00 (09:00),Genoa,3–2,Torino,20225,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
29,Sun,2016-03-13,15:00 (09:00),Fiorentina,1–1,Hellas Verona,27094,Stadio Artemio Franchi,Claudio Gavillucci,Match Report,
29,Sun,2016-03-13,20:45 (14:45),Palermo,0–1,Napoli,14628,Stadio Renzo Barbera,Gianluca Rocchi,Match Report,
29,Sun,2016-03-13,20:45 (14:45),Lazio,2–0,Atalanta,16553,Stadio Olimpico,Marco Guida,Match Report,
,,,,,,,,,,,
30,Sat,2016-03-19,18:00 (12:00),Empoli,0–0,Palermo,8597,Stadio Carlo Castellani,Davide Massa,Match Report,
30,Sat,2016-03-19,20:45 (14:45),Roma,1–1,Inter,47049,Stadio Olimpico,Daniele Orsato,Match Report,
30,Sun,2016-03-20,12:30 (06:30),Atalanta,2–0,Bologna,18258,Stadio Atleti Azzurri d'Italia,Piero Giacomelli,Match Report,
30,Sun,2016-03-20,15:00 (09:00),Sampdoria,0–1,Chievo,20754,Stadio Comunale Luigi Ferraris,Luca Pairetto,Match Report,
30,Sun,2016-03-20,15:00 (09:00),Hellas Verona,1–2,Carpi,17707,Stadio Marc'Antonio Bentegodi,Carmine Russo,Match Report,
30,Sun,2016-03-20,15:00 (09:00),Sassuolo,1–1,Udinese,10344,Stadio Città del Tricolore,Marco Di Bello,Match Report,
30,Sun,2016-03-20,15:00 (09:00),Frosinone,0–0,Fiorentina,7454,Stadio Comunale Matusa,Paolo Valeri,Match Report,
30,Sun,2016-03-20,15:00 (09:00),Torino,1–4,Juventus,24428,Stadio Olimpico di Torino,Nicola Rizzoli,Match Report,
30,Sun,2016-03-20,18:00 (12:00),Napoli,3–1,Genoa,43917,Stadio San Paolo,Andrea Gervasoni,Match Report,
30,Sun,2016-03-20,20:45 (14:45),Milan,1–1,Lazio,33481,Stadio Giuseppe Meazza,Paolo Tagliavento,Match Report,
,,,,,,,,,,,
31,Sat,2016-04-02,18:00 (11:00),Carpi,1–3,Sassuolo,7457,Stadio Alberto Braglia,Angelo Cervellera,Match Report,
31,Sat,2016-04-02,20:45 (13:45),Juventus,1–0,Empoli,38911,Allianz Stadium,Giampaolo Calvarese,Match Report,
31,Sun,2016-04-03,12:30 (05:30),Udinese,3–1,Napoli,20162,Dacia Arena,Massimiliano Irrati,Match Report,
31,Sun,2016-04-03,15:00 (08:00),Atalanta,2–1,Milan,18652,Stadio Atleti Azzurri d'Italia,Gianluca Rocchi,Match Report,
31,Sun,2016-04-03,15:00 (08:00),Fiorentina,1–1,Sampdoria,28803,Stadio Artemio Franchi,Andrea Gervasoni,Match Report,
31,Sun,2016-04-03,15:00 (08:00),Chievo,3–1,Palermo,8000,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,Match Report,
31,Sun,2016-04-03,15:00 (08:00),Lazio,1–4,Roma,29922,Stadio Olimpico,Luca Banti,Match Report,
31,Sun,2016-04-03,15:00 (08:00),Genoa,4–0,Frosinone,20033,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
31,Sun,2016-04-03,20:45 (13:45),Inter,1–2,Torino,39125,Stadio Giuseppe Meazza,Marco Guida,Match Report,
31,Mon,2016-04-04,20:45 (13:45),Bologna,0–1,Hellas Verona,16606,Stadio Renato Dall'Ara,Davide Ghersini,Match Report,
,,,,,,,,,,,
32,Sat,2016-04-09,15:00 (08:00),Frosinone,0–1,Inter,7954,Stadio Comunale Matusa,Paolo Tagliavento,Match Report,
32,Sat,2016-04-09,18:00 (11:00),Chievo,1–0,Carpi,8000,Stadio Marc'Antonio Bentegodi,Michael Fabbri,Match Report,
32,Sat,2016-04-09,18:00 (11:00),Sassuolo,0–1,Genoa,10249,Stadio Città del Tricolore,Claudio Gavillucci,Match Report,
32,Sat,2016-04-09,20:45 (13:45),Milan,1–2,Juventus,75393,Stadio Giuseppe Meazza,Daniele Orsato,Match Report,
32,Sun,2016-04-10,12:30 (05:30),Empoli,2–0,Fiorentina,9651,Stadio Carlo Castellani,Antonio Damato,Match Report,
32,Sun,2016-04-10,15:00 (08:00),Torino,2–1,Atalanta,19369,Stadio Olimpico di Torino,Marco Di Bello,Match Report,
32,Sun,2016-04-10,15:00 (08:00),Sampdoria,2–0,Udinese,20615,Stadio Comunale Luigi Ferraris,Carmine Russo,Match Report,
32,Sun,2016-04-10,15:00 (08:00),Napoli,3–0,Hellas Verona,42784,Stadio San Paolo,Domenico Celi,Match Report,
32,Sun,2016-04-10,20:45 (13:45),Palermo,0–3,Lazio,22531,Stadio Renzo Barbera,Andrea Gervasoni,Match Report,
32,Mon,2016-04-11,20:45 (13:45),Roma,1–1,Bologna,32835,Stadio Olimpico,Davide Massa,Match Report,
,,,,,,,,,,,
33,Sat,2016-04-16,15:00 (08:00),Bologna,0–1,Torino,20655,Stadio Renato Dall'Ara,Rosario Abisso,Match Report,
33,Sat,2016-04-16,18:00 (11:00),Carpi,4–1,Genoa,9243,Stadio Alberto Braglia,Nicola Rizzoli,Match Report,
33,Sat,2016-04-16,20:45 (13:45),Inter,2–0,Napoli,59310,Stadio Giuseppe Meazza,Gianluca Rocchi,Match Report,
33,Sun,2016-04-17,12:30 (05:30),Atalanta,3–3,Roma,15326,Stadio Atleti Azzurri d'Italia,Massimiliano Irrati,Match Report,
33,Sun,2016-04-17,15:00 (08:00),Hellas Verona,1–2,Frosinone,17761,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Match Report,
33,Sun,2016-04-17,15:00 (08:00),Fiorentina,3–1,Sassuolo,27585,Stadio Artemio Franchi,Luca Banti,Match Report,
33,Sun,2016-04-17,15:00 (08:00),Juventus,4–0,Palermo,39133,Allianz Stadium,Piero Giacomelli,Match Report,
33,Sun,2016-04-17,15:00 (08:00),Udinese,0–0,Chievo,15785,Dacia Arena,Claudio Gavillucci,Match Report,
33,Sun,2016-04-17,18:00 (11:00),Lazio,2–0,Empoli,20983,Stadio Olimpico,Angelo Cervellera,Match Report,
33,Sun,2016-04-17,20:45 (13:45),Sampdoria,0–1,Milan,21615,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
,,,,,,,,,,,
34,Tue,2016-04-19,20:45 (13:45),Napoli,6–0,Bologna,28983,Stadio San Paolo,Andrea Gervasoni,Match Report,
34,Wed,2016-04-20,18:30 (11:30),Sassuolo,0–0,Sampdoria,9392,Stadio Città del Tricolore,Maurizio Mariani,Match Report,
34,Wed,2016-04-20,20:45 (13:45),Genoa,1–0,Inter,22781,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
34,Wed,2016-04-20,20:45 (13:45),Empoli,1–0,Hellas Verona,7816,Stadio Carlo Castellani,Marco Serra,Match Report,
34,Wed,2016-04-20,20:45 (13:45),Roma,3–2,Torino,30407,Stadio Olimpico,Giampaolo Calvarese,Match Report,
34,Wed,2016-04-20,20:45 (13:45),Chievo,5–1,Frosinone,8000,Stadio Marc'Antonio Bentegodi,Carmine Russo,Match Report,
34,Wed,2016-04-20,20:45 (13:45),Udinese,2–1,Fiorentina,18493,Dacia Arena,Davide Massa,Match Report,
34,Wed,2016-04-20,20:45 (13:45),Juventus,3–0,Lazio,38655,Allianz Stadium,Paolo Mazzoleni,Match Report,
34,Wed,2016-04-20,20:45 (13:45),Palermo,2–2,Atalanta,28983,Stadio Renzo Barbera,Daniele Doveri,Match Report,
34,Thu,2016-04-21,20:45 (13:45),Milan,0–0,Carpi,28801,Stadio Giuseppe Meazza,Marco Guida,Match Report,
,,,,,,,,,,,
35,Sat,2016-04-23,20:45 (13:45),Inter,3–1,Udinese,48012,Stadio Giuseppe Meazza,Domenico Celi,Match Report,
35,Sun,2016-04-24,12:30 (05:30),Frosinone,0–2,Palermo,6095,Stadio Comunale Matusa,Gianluca Rocchi,Match Report,
35,Sun,2016-04-24,15:00 (08:00),Sampdoria,2–1,Lazio,20560,Stadio Comunale Luigi Ferraris,Nicola Rizzoli,Match Report,
35,Sun,2016-04-24,15:00 (08:00),Bologna,2–0,Genoa,17099,Stadio Renato Dall'Ara,Antonio Damato,Match Report,
35,Sun,2016-04-24,15:00 (08:00),Atalanta,1–0,Chievo,15914,Stadio Atleti Azzurri d'Italia,Angelo Cervellera,Match Report,
35,Sun,2016-04-24,15:00 (08:00),Torino,1–3,Sassuolo,19751,Stadio Olimpico di Torino,Michael Fabbri,Match Report,
35,Sun,2016-04-24,20:45 (13:45),Fiorentina,1–2,Juventus,33650,Stadio Artemio Franchi,Paolo Tagliavento,Match Report,
35,Mon,2016-04-25,15:00 (08:00),Roma,1–0,Napoli,35273,Stadio Olimpico,Daniele Orsato,Match Report,
35,Mon,2016-04-25,17:00 (10:00),Hellas Verona,2–1,Milan,18738,Stadio Marc'Antonio Bentegodi,Marco Di Bello,Match Report,
35,Mon,2016-04-25,19:00 (12:00),Carpi,1–0,Empoli,7667,Stadio Alberto Braglia,Paolo Valeri,Match Report,
,,,,,,,,,,,
36,Sat,2016-04-30,18:00 (11:00),Udinese,1–5,Torino,16699,Dacia Arena,Maurizio Mariani,Match Report,
36,Sat,2016-04-30,20:45 (13:45),Chievo,0–0,Fiorentina,10000,Stadio Marc'Antonio Bentegodi,Marco Guida,Match Report,
36,Sun,2016-05-01,12:30 (05:30),Juventus,2–0,Carpi,40316,Allianz Stadium,Massimiliano Irrati,Match Report,
36,Sun,2016-05-01,15:00 (08:00),Sassuolo,1–0,Hellas Verona,10389,Stadio Città del Tricolore,Claudio Gavillucci,Match Report,
36,Sun,2016-05-01,15:00 (08:00),Empoli,0–0,Bologna,9727,Stadio Carlo Castellani,Daniele Chiffi,Match Report,
36,Sun,2016-05-01,15:00 (08:00),Milan,3–3,Frosinone,35936,Stadio Giuseppe Meazza,Davide Massa,Match Report,
36,Sun,2016-05-01,15:00 (08:00),Palermo,2–0,Sampdoria,10023,Stadio Renzo Barbera,Paolo Mazzoleni,Match Report,
36,Sun,2016-05-01,20:45 (13:45),Lazio,2–0,Inter,20000,Stadio Olimpico,Luca Banti,Match Report,
36,Mon,2016-05-02,19:00 (12:00),Genoa,2–3,Roma,21355,Stadio Comunale Luigi Ferraris,Andrea Gervasoni,Match Report,
36,Mon,2016-05-02,21:00 (14:00),Napoli,2–1,Atalanta,24514,Stadio San Paolo,Piero Giacomelli,Match Report,
,,,,,,,,,,,
37,Sat,2016-05-07,18:00 (11:00),Inter,2–1,Empoli,44348,Stadio Giuseppe Meazza,Marco Di Bello,Match Report,
37,Sat,2016-05-07,20:45 (13:45),Bologna,0–1,Milan,22544,Stadio Renato Dall'Ara,Daniele Doveri,Match Report,
37,Sun,2016-05-08,12:30 (05:30),Roma,3–0,Chievo,55508,Stadio Olimpico,Domenico Celi,Match Report,
37,Sun,2016-05-08,15:00 (08:00),Atalanta,1–1,Udinese,19380,Stadio Atleti Azzurri d'Italia,Nicola Rizzoli,Match Report,
37,Sun,2016-05-08,15:00 (08:00),Sampdoria,0–3,Genoa,31375,Stadio Comunale Luigi Ferraris,Luca Banti,Match Report,
37,Sun,2016-05-08,15:00 (08:00),Fiorentina,0–0,Palermo,28090,Stadio Artemio Franchi,Daniele Orsato,Match Report,
37,Sun,2016-05-08,15:00 (08:00),Carpi,1–3,Lazio,9881,Stadio Alberto Braglia,Gianluca Rocchi,Match Report,
37,Sun,2016-05-08,15:00 (08:00),Frosinone,0–1,Sassuolo,6014,Stadio Comunale Matusa,Angelo Cervellera,Match Report,
37,Sun,2016-05-08,20:45 (13:45),Hellas Verona,2–1,Juventus,23423,Stadio Marc'Antonio Bentegodi,Fabio Maresca,Match Report,
37,Sun,2016-05-08,20:45 (13:45),Torino,1–2,Napoli,23095,Stadio Olimpico di Torino,Antonio Damato,Match Report,
,,,,,,,,,,,
38,Sat,2016-05-14,17:00 (10:00),Juventus,5–0,Sampdoria,39272,Allianz Stadium,Claudio Gavillucci,Match Report,
38,Sat,2016-05-14,20:45 (13:45),Napoli,4–0,Frosinone,56452,Stadio San Paolo,Domenico Celi,Match Report,
38,Sat,2016-05-14,20:45 (13:45),Milan,1–3,Roma,41571,Stadio Giuseppe Meazza,Nicola Rizzoli,Match Report,
38,Sat,2016-05-14,20:45 (13:45),Sassuolo,3–1,Inter,14213,Stadio Città del Tricolore,Andrea Gervasoni,Match Report,
38,Sun,2016-05-15,18:00 (11:00),Empoli,2–1,Torino,8791,Stadio Carlo Castellani,Francesco Paolo Saia,Match Report,
38,Sun,2016-05-15,18:00 (11:00),Genoa,1–2,Atalanta,21621,Stadio Comunale Luigi Ferraris,Gianluca Aureliano,Match Report,
38,Sun,2016-05-15,18:00 (11:00),Chievo,0–0,Bologna,8000,Stadio Marc'Antonio Bentegodi,Riccardo Ros,Match Report,
38,Sun,2016-05-15,20:45 (13:45),Lazio,2–4,Fiorentina,31108,Stadio Olimpico,Gianluca Manganiello,Match Report,
38,Sun,2016-05-15,20:45 (13:45),Palermo,3–2,Hellas Verona,33445,Stadio Renzo Barbera,Massimiliano Irrati,Match Report,
38,Sun,2016-05-15,20:45 (13:45),Udinese,1–2,Carpi,20456,Dacia Arena,Paolo Mazzoleni,Match Report,
