Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,1,Fri,2016-08-05,20:30 (13:30),Kaiserslautern,0–4,Hannover 96,40021,Fritz-Walter-Stadion,Wolfgang Stark,Match Report,
Regular Season,1,Sat,2016-08-06,13:00 (06:00),Bochum,2–1,Union Berlin,17118,Vonovia Ruhrstadion,Robert Kampka,Match Report,
Regular Season,1,Sat,2016-08-06,15:30 (08:30),Dynamo Dres,1–1,Nürnberg,29453,DDV-Stadion,Tobias Welz,Match Report,
Regular Season,1,Sat,2016-08-06,15:30 (08:30),Sandhausen,2–2,Düsseldorf,6451,Hardtwaldstadion,Günter Perl,Match Report,
Regular Season,1,Sun,2016-08-07,13:30 (06:30),Greuther Fürth,1–0,1860 Munich,13205,Sportpark Ronhof Thomas Sommer,Felix Zwayer,Match Report,
Regular Season,1,Sun,2016-08-07,15:30 (08:30),Arminia,0–0,Karlsruher,17733,SchücoArena,Tobias Stieler,Match Report,
Regular Season,1,Sun,2016-08-07,15:30 (08:30),Braunschweig,2–1,W'burg Kickers,20390,Eintracht-Stadion,Sascha Stegemann,Match Report,
Regular Season,1,Sun,2016-08-07,15:30 (08:30),Heidenheim,1–0,Erzgebirge Aue,11000,Voith-Arena,Guido Winkmann,Match Report,
Regular Season,1,Mon,2016-08-08,20:15 (13:15),Stuttgart,2–1,St. Pauli,60000,Mercedes-Benz Arena,Benjamin Brand,Match Report,
,,,,,,,,,,,,
Regular Season,2,Fri,2016-08-12,18:30 (11:30),Erzgebirge Aue,2–0,Sandhausen,7650,Sparkassen-Erzgebirgsstadion,Robert Schröder,Match Report,
Regular Season,2,Fri,2016-08-12,18:30 (11:30),Nürnberg,1–1,Heidenheim,25769,Max-Morlock-Stadion,Harm Osmers,Match Report,
Regular Season,2,Fri,2016-08-12,20:30 (13:30),Düsseldorf,1–0,Stuttgart,37173,Merkur Spielarena,Benjamin Cortus,Match Report,
Regular Season,2,Sat,2016-08-13,13:00 (06:00),Karlsruher,1–1,Bochum,14504,Wildparkstadion,Patrick Ittrich,Match Report,
Regular Season,2,Sat,2016-08-13,15:30 (08:30),St. Pauli,0–2,Braunschweig,29546,Millerntor-Stadion,Bastian Dankert,Match Report,
Regular Season,2,Sun,2016-08-14,13:30 (06:30),Hannover 96,3–1,Greuther Fürth,38400,HDI-Arena,Jochen Drees,Match Report,
Regular Season,2,Sun,2016-08-14,15:30 (08:30),W'burg Kickers,1–1,Kaiserslautern,12087,flyeralarm Arena,Manuel Gräfe,Match Report,
Regular Season,2,Sun,2016-08-14,15:30 (08:30),1860 Munich,1–0,Arminia,24800,Allianz Arena,Sven Jablonski,Match Report,
Regular Season,2,Mon,2016-08-15,20:15 (13:15),Union Berlin,2–2,Dynamo Dres,22012,Stadion An der Alten Försterei,Wolfgang Stark,Match Report,
,,,,,,,,,,,,
Regular Season,3,Fri,2016-08-26,18:30 (11:30),Bochum,1–1,Hannover 96,19218,Vonovia Ruhrstadion,Markus Schmidt,Match Report,
Regular Season,3,Fri,2016-08-26,18:30 (11:30),Heidenheim,1–2,W'burg Kickers,11100,Voith-Arena,Tobias Welz,Match Report,
Regular Season,3,Fri,2016-08-26,18:30 (11:30),Sandhausen,1–2,Stuttgart,13083,Hardtwaldstadion,Frank Willenborg,Match Report,
Regular Season,3,Sat,2016-08-27,13:00 (06:00),Karlsruher,0–0,1860 Munich,13246,Wildparkstadion,Guido Winkmann,Match Report,
Regular Season,3,Sat,2016-08-27,13:00 (06:00),Greuther Fürth,3–2,Erzgebirge Aue,8705,Sportpark Ronhof Thomas Sommer,Thorben Siewer,Match Report,
Regular Season,3,Sun,2016-08-28,13:30 (06:30),Braunschweig,6–1,Nürnberg,20840,Eintracht-Stadion,Felix Zwayer,Match Report,
Regular Season,3,Sun,2016-08-28,13:30 (06:30),Dynamo Dres,1–0,St. Pauli,29350,DDV-Stadion,Manuel Gräfe,Match Report,
Regular Season,3,Sun,2016-08-28,13:30 (06:30),Arminia,4–4,Union Berlin,13604,SchücoArena,Timo Gerach,Match Report,
Regular Season,3,Mon,2016-08-29,20:15 (13:15),Kaiserslautern,0–0,Düsseldorf,20278,Fritz-Walter-Stadion,Daniel Siebert,Match Report,
,,,,,,,,,,,,
Regular Season,4,Fri,2016-09-09,18:30 (11:30),Stuttgart,1–2,Heidenheim,52200,Mercedes-Benz Arena,Bibiana Steinhaus,Match Report,
Regular Season,4,Fri,2016-09-09,18:30 (11:30),Erzgebirge Aue,0–2,Braunschweig,8050,Sparkassen-Erzgebirgsstadion,Daniel Schlager,Match Report,
Regular Season,4,Fri,2016-09-09,18:30 (11:30),W'burg Kickers,2–0,Bochum,10473,flyeralarm Arena,Alexander Sather,Match Report,
Regular Season,4,Sat,2016-09-10,13:00 (06:00),Union Berlin,4–0,Karlsruher,19356,Stadion An der Alten Försterei,Aarne Aarnink,Match Report,
Regular Season,4,Sat,2016-09-10,13:00 (06:00),St. Pauli,2–1,Arminia,29546,Millerntor-Stadion,Robert Kempter,Match Report,
Regular Season,4,Sun,2016-09-11,13:30 (06:30),Sandhausen,2–0,Kaiserslautern,8188,Hardtwaldstadion,René Rohde,Match Report,
