Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Second Round,2,Sat,2014-12-06,15:00 (09:00),Oldham Athletic,0–1,Doncaster,3242,Boundary Park,Lee Collins,Match Report,
Second Round,2,Sat,2014-12-06,17:30 (11:30),Wrexham,3–1,Maidstone Utd,3093,Racecourse Ground,Scott Mathieson,Match Report,
,,,,,,,,,,,,
Second Round,,Sun,2014-12-07,12:00 (06:00),Gateshead,2–0,Warrington,2874,Gateshead International Stadium,James Adcock,Match Report,
Second Round,,Sun,2014-12-07,14:00 (08:00),Scunthorpe Utd,1–1,Worcester City,5606,Glanford Park,Graham Salisbury,Match Report,
Second Round,,Sun,2014-12-07,14:00 (08:00),Cheltenham,0–1,Dover Athletic,3552,Jonny-Rocks Stadium,Dean Whitestone,Match Report,
Second Round,,Sun,2014-12-07,14:00 (08:00),Bradford City,4–1,Dartford,5373,Northern Commercials Stadium,Andy Woolmer,Match Report,
Second Round,,Sun,2014-12-07,14:00 (08:00),Southport,2–1,Eastleigh,2169,Haig Avenue,Geoff Eltringham,Match Report,
Second Round,,Sun,2014-12-07,14:00 (08:00),Bristol City,1–0,Telford United,6678,Ashton Gate Stadium,Jeremy Simpson,Match Report,
Second Round,,Sun,2014-12-07,14:00 (08:00),Wycombe,0–1,AFC Wimbledon,3196,Adams Park,Chris Kavanagh,Match Report,
Second Round,,Sun,2014-12-07,14:00 (08:00),Aldershot Town,0–0,Rochdale,3143,Electrical Services Stadium,Phil Gibbs,Match Report,
Second Round,,Sun,2014-12-07,14:00 (08:00),Barnsley,0–0,Chester,7227,Oakwell Stadium,Darren Handley,Match Report,
Second Round,,Sun,2014-12-07,16:30 (10:30),Colchester Utd,1–0,P'borough Utd,2905,JobServe Community Stadium,Tony Harrington,Match Report,
Second Round,,Tue,2014-12-16,19:45 (13:45),Rochdale,4–1,Aldershot Town,2077,Crown Oil Arena,Mark Brown,Match Report,
Second Round,,Tue,2014-12-16,19:45 (13:45),Luton Town,1–0,Bury,2923,Kenilworth Road Stadium,Oliver Langford,Match Report,
Second Round,,Tue,2014-12-16,19:45 (13:45),Chester,0–3,Barnsley,3534,Lookers Vauxhall Stadium,Keith Hill,Match Report,
Second Round,,Tue,2014-12-16,19:45 (13:45),Mansfield Town,0–1,Cambridge Utd,1920,One Call Stadium,Carl Boyeson,Match Report,
Second Round,,Tue,2014-12-16,19:45 (13:45),Yeovil Town,2–0,Acc'ton Stanley,6373,Huish Park Stadium,James Linington,Match Report,
Second Round,,Tue,2014-12-16,19:45 (13:45),Tranmere Rovers,2–1,Oxford United,3296,Prenton Park,Mick Russell,Match Report,
Second Round,,Wed,2014-12-17,19:45 (13:45),Worcester City,(13) 1–1 (14),Scunthorpe Utd,4339,Aggborough Stadium,Andrew D'Urso,Match Report,Scunthorpe Utd won replayed match on penalty kicks following extra time
,,,,,,,,,,,,
Third Round,,Fri,2015-01-02,19:45 (13:45),Cardiff City,3–1,Colchester Utd,4194,Cardiff City Stadium,James Linington,Match Report,
,,,,,,,,,,,,
Second Round,2,Fri,2015-01-02,19:45 (13:45),MK Dons,0–1,Chesterfield,8040,Stadium mk,Steve Martin,Match Report,
,,,,,,,,,,,,
Third Round,,Sat,2015-01-03,15:00 (09:00),Brentford,0–2,Brighton,8542,Griffin Park,David Coote,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Derby County,1–0,Southport,20201,iPro Stadium,Graham Scott,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),West Brom,7–0,Gateshead,16593,The Hawthorns,Andy Madley,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Barnsley,0–2,Middlesbrough,9473,Oakwell Stadium,Dean Whitestone,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Rotherham Utd,1–5,Bournemouth,5875,New York Stadium,Niel Swarbrick,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Millwall,3–3,Bradford City,5470,The Den,David Webb,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Bolton,1–0,Wigan Athletic,16788,Macron Stadium,Philip Dowd,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Doncaster,1–1,Bristol City,5671,Keepmoat Stadium,Scott Duncan,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Rochdale,1–0,Nott'ham Forest,6791,Crown Oil Arena,Guy Stretton,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Preston,2–0,Norwich City,9807,Deepdale Stadium,Stuart Attwell,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Cambridge Utd,2–1,Luton Town,7063,The Cambs Glass Stadium,Tony Harrington,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Blyth Spartans,2–3,Birmingham City,3644,Croft Park,Mike Jones,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Fulham,0–0,Wolves,11879,Craven Cottage,Lee Probert,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Charlton Ath,1–2,Blackburn,8727,The Valley,Keith Stroud,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Leicester City,1–0,Newcastle Utd,23212,King Power Stadium,Lee Mason,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Tranmere Rovers,2–6,Swansea City,10007,Prenton Park,Paul Tierney,Match Report,
Third Round,,Sat,2015-01-03,15:00 (09:00),Huddersfield,0–1,Reading,7880,The John Smith's Stadium,Phil Gibbs,Match Report,
Third Round,,Sun,2015-01-04,13:00 (07:00),Dover Athletic,0–4,Crystal Palace,5645,The Perrys Crabble Stadium,Andre Marriner,Match Report,
Third Round,,Sun,2015-01-04,13:00 (07:00),Sunderland,1–0,Leeds United,30302,Stadium of Light,Mike Dean,Match Report,
Third Round,,Sun,2015-01-04,13:00 (07:00),QPR,0–3,Sheffield Utd,12972,Loftus Road Stadium,Mark Clattenburg,Match Report,
Third Round,,Sun,2015-01-04,15:00 (09:00),Stoke City,3–1,Wrexham,19423,Bet365 Stadium,Simon Hooper,Match Report,
Third Round,,Sun,2015-01-04,15:00 (09:00),Southampton,1–1,Ipswich Town,31201,St. Mary's Stadium,Martin Atkinson,Match Report,
Third Round,,Sun,2015-01-04,15:00 (09:00),Manchester City,2–1,Sheffield Weds,44309,Etihad Stadium,Michael Oliver,Match Report,
Third Round,,Sun,2015-01-04,15:00 (09:00),Aston Villa,1–0,Blackpool,21837,Villa Park,Chris Foy,Match Report,
Third Round,,Sun,2015-01-04,15:30 (09:30),Yeovil Town,0–2,Manchester Utd,9264,Huish Park Stadium,Craig Pawson,Match Report,
Third Round,,Sun,2015-01-04,16:00 (10:00),Chelsea,3–0,Watford,41010,Stamford Bridge,Kevin Friend,Match Report,
Third Round,,Sun,2015-01-04,17:30 (11:30),Arsenal,2–0,Hull City,59439,Emirates Stadium,Robert Madley,Match Report,
Third Round,,Mon,2015-01-05,19:45 (13:45),Burnley,1–1,Tottenham,9348,Turf Moor,Roger East,Match Report,
Third Round,,Mon,2015-01-05,19:55 (13:55),AFC Wimbledon,1–2,Liverpool,4784,Cherry Red Records Fans' Stadium,Jonathan Moss,Match Report,
Third Round,,Tue,2015-01-06,19:45 (13:45),Everton,1–1,West Ham,22236,Goodison Park,Anthony Taylor,Match Report,
Third Round,3,Tue,2015-01-06,19:45 (13:45),Scunthorpe Utd,2–2,Chesterfield,4307,Glanford Park,Mark Haywood,Match Report,
,,,,,,,,,,,,
Third Round,,Tue,2015-01-13,19:45 (13:45),Chesterfield,2–0,Scunthorpe Utd,6815,Proact Stadium,Keith Hill,Match Report,Required Extra Time
Third Round,,Tue,2015-01-13,19:45 (13:45),West Ham,(9) 2–2 (8),Everton,25301,Boleyn Ground,Niel Swarbrick,Match Report,West Ham won replayed match on penalty kicks following extra time
Third Round,,Tue,2015-01-13,19:45 (13:45),Wolves,(3) 3–3 (5),Fulham,8148,Molineux Stadium,David Coote,Match Report,Fulham won replayed match on penalty kicks following extra time
Third Round,,Tue,2015-01-13,19:45 (13:45),Bristol City,2–0,Doncaster,6951,Ashton Gate Stadium,Darren Bond,Match Report,
Third Round,,Wed,2015-01-14,19:45 (13:45),Bradford City,4–0,Millwall,11859,Northern Commercials Stadium,James Adcock,Match Report,
Third Round,,Wed,2015-01-14,19:55 (13:55),Ipswich Town,0–1,Southampton,27933,Portman Road Stadium,Graham Scott,Match Report,
Third Round,,Wed,2015-01-14,20:00 (14:00),Tottenham,4–2,Burnley,24367,White Hart Lane,Craig Pawson,Match Report,
,,,,,,,,,,,,
Fourth Round,,Fri,2015-01-23,19:55 (13:55),Cambridge Utd,0–0,Manchester Utd,7987,The Cambs Glass Stadium,Chris Foy,Match Report,
Fourth Round,,Sat,2015-01-24,12:45 (06:45),Blackburn,3–1,Swansea City,5928,Ewood Park,Craig Pawson,Match Report,
Fourth Round,,Sat,2015-01-24,15:00 (09:00),Manchester City,0–2,Middlesbrough,44836,Etihad Stadium,Philip Dowd,Match Report,
Fourth Round,,Sat,2015-01-24,15:00 (09:00),Chelsea,2–4,Bradford City,41014,Stamford Bridge,Andre Marriner,Match Report,
Fourth Round,,Sat,2015-01-24,15:00 (09:00),Birmingham City,1–2,West Brom,28438,St Andrew's Trillion Trophy Stadium,Mark Clattenburg,Match Report,
Fourth Round,,Sat,2015-01-24,15:00 (09:00),Southampton,2–3,Crystal Palace,31320,St. Mary's Stadium,Jonathan Moss,Match Report,
Fourth Round,,Sat,2015-01-24,15:00 (09:00),Tottenham,1–2,Leicester City,35548,White Hart Lane,Robert Madley,Match Report,
Fourth Round,,Sat,2015-01-24,15:00 (09:00),Cardiff City,1–2,Reading,11750,Cardiff City Stadium,Lee Probert,Match Report,
Fourth Round,,Sat,2015-01-24,15:00 (09:00),Preston,1–1,Sheffield Utd,10770,Deepdale Stadium,Keith Stroud,Match Report,
Fourth Round,,Sat,2015-01-24,15:00 (09:00),Derby County,2–0,Chesterfield,28392,iPro Stadium,David Webb,Match Report,
Fourth Round,,Sat,2015-01-24,15:00 (09:00),Sunderland,0–0,Fulham,22961,Stadium of Light,Anthony Taylor,Match Report,
Fourth Round,,Sat,2015-01-24,17:30 (11:30),Liverpool,0–0,Bolton,43847,Anfield,Kevin Friend,Match Report,
Fourth Round,,Sun,2015-01-25,14:00 (08:00),Bristol City,0–1,West Ham,12682,Ashton Gate Stadium,Lee Mason,Match Report,
Fourth Round,,Sun,2015-01-25,15:00 (09:00),Aston Villa,2–1,Bournemouth,27415,Villa Park,Mike Dean,Match Report,
Fourth Round,,Sun,2015-01-25,16:00 (10:00),Brighton,2–3,Arsenal,30278,The American Express Community Stadium,Michael Oliver,Match Report,
Fourth Round,,Mon,2015-01-26,20:00 (14:00),Rochdale,1–4,Stoke City,7443,Crown Oil Arena,Martin Atkinson,Match Report,
Fourth Round,,Tue,2015-02-03,19:45 (13:45),Sheffield Utd,1–3,Preston,13161,Bramall Lane,Lee Probert,Match Report,
Fourth Round,,Tue,2015-02-03,19:45 (13:45),Fulham,1–3,Sunderland,14777,Craven Cottage,Paul Tierney,Match Report,
Fourth Round,,Tue,2015-02-03,19:45 (13:45),Manchester Utd,3–0,Cambridge Utd,74511,Old Trafford,Jonathan Moss,Match Report,
Fourth Round,,Wed,2015-02-04,19:45 (13:45),Bolton,1–2,Liverpool,22171,Macron Stadium,Roger East,Match Report,
,,,,,,,,,,,,
Fifth Round,,Sat,2015-02-14,12:45 (06:45),West Brom,4–0,West Ham,19956,The Hawthorns,Martin Atkinson,Match Report,
Fifth Round,,Sat,2015-02-14,15:00 (09:00),Blackburn,4–1,Stoke City,13934,Selhurst Park,Anthony Taylor,Match Report,
Fifth Round,,Sat,2015-02-14,15:00 (09:00),Derby County,1–2,Reading,21337,iPro Stadium,Craig Pawson,Match Report,
Fifth Round,,Sat,2015-02-14,17:30 (11:30),Crystal Palace,1–2,Liverpool,20391,Selhurst Park,Robert Madley,Match Report,
Fifth Round,,Sun,2015-02-15,12:30 (06:30),Aston Villa,2–1,Leicester City,28098,Villa Park,Mark Clattenburg,Match Report,
Fifth Round,,Sun,2015-02-15,14:30 (08:30),Bradford City,2–0,Sunderland,24021,Northern Commercials Stadium,Kevin Friend,Match Report,
Fifth Round,,Sun,2015-02-15,16:00 (10:00),Arsenal,2–0,Middlesbrough,59823,Emirates Stadium,Mike Dean,Match Report,
Fifth Round,,Mon,2015-02-16,19:45 (13:45),Preston,1–3,Manchester Utd,21348,Deepdale Stadium,Philip Dowd,Match Report,
,,,,,,,,,,,,
Quarter-finals,,Sat,2015-03-07,12:45 (06:45),Bradford City,0–0,Reading,24321,Northern Commercials Stadium,Lee Mason,Match Report,
Quarter-finals,,Sat,2015-03-07,17:30 (11:30),Aston Villa,2–0,West Brom,39592,Villa Park,Anthony Taylor,Match Report,
Quarter-finals,,Sun,2015-03-08,16:00 (11:00),Liverpool,0–0,Blackburn,43820,Anfield,Andre Marriner,Match Report,
Quarter-finals,,Mon,2015-03-09,19:45 (14:45),Manchester Utd,1–2,Arsenal,74285,Old Trafford,Michael Oliver,Match Report,
Quarter-finals,,Mon,2015-03-16,19:45 (14:45),Reading,3–0,Bradford City,22908,Madejski Stadium,Mike Jones,Match Report,
Quarter-finals,,Wed,2015-04-08,19:45 (13:45),Blackburn,0–1,Liverpool,28415,Ewood Park,Kevin Friend,Match Report,
,,,,,,,,,,,,
Semi-finals,,Sat,2015-04-18,17:20 (11:20),Reading,1–2,Arsenal,84081,Wembley Stadium,Martin Atkinson,Match Report,Required Extra Time
Semi-finals,,Sun,2015-04-19,15:00 (09:00),Aston Villa,2–1,Liverpool,85416,Wembley Stadium,Michael Oliver,Match Report,
,,,,,,,,,,,,
Final,,Sat,2015-05-30,17:30 (11:30),Arsenal,4–0,Aston Villa,89283,Wembley Stadium,Jonathan Moss,Match Report,
