Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
22,Fri,2020-02-14,20:30 (13:30),Dortmund,,,,Eint Frankfurt,,Signal Iduna Park,,,
22,Sat,2020-02-15,15:30 (08:30),Union Berlin,,,,Bayer,,Stadion An der Alten Försterei,,,
22,Sat,2020-02-15,15:30 (08:30),Augsburg,,,,Freiburg,,WWK Arena,,,
22,Sat,2020-02-15,15:30 (08:30),RB Leipzig,,,,Werder Bremen,,Red Bull Arena,,,
22,Sat,2020-02-15,15:30 (08:30),Paderborn 07,,,,Hertha BSC,,Benteler-Arena,,,
22,Sat,2020-02-15,15:30 (08:30),Hoffenheim,,,,Wolfsburg,,PreZero Arena,,,
22,Sat,2020-02-15,18:30 (11:30),Düsseldorf,,,,M'gladbach,,Merkur Spielarena,,,
22,Sun,2020-02-16,15:30 (08:30),Köln,,,,Bayern Munich,,RheinEnergieSTADION,,,
22,Sun,2020-02-16,18:00 (11:00),Mainz 05,,,,Schalke 04,,Opel Arena,,,
,,,,,,,,,,,,,
23,Fri,2020-02-21,20:30 (13:30),Bayern Munich,,,,Paderborn 07,,Allianz Arena,,,
23,Sat,2020-02-22,15:30 (08:30),M'gladbach,,,,Hoffenheim,,Stadion im Borussia-Park,,,
23,Sat,2020-02-22,15:30 (08:30),Hertha BSC,,,,Köln,,Olympiastadion Berlin,,,
23,Sat,2020-02-22,15:30 (08:30),Werder Bremen,,,,Dortmund,,Weserstadion,,,
23,Sat,2020-02-22,15:30 (08:30),Freiburg,,,,Düsseldorf,,Schwarzwald-Stadion,,,
23,Sat,2020-02-22,18:30 (11:30),Schalke 04,,,,RB Leipzig,,Veltins-Arena,,,
23,Sun,2020-02-23,15:30 (08:30),Bayer,,,,Augsburg,,BayArena,,,
23,Sun,2020-02-23,18:00 (11:00),Wolfsburg,,,,Mainz 05,,Volkswagen Arena,,,
23,Mon,2020-02-24,20:30 (13:30),Eint Frankfurt,,,,Union Berlin,,Commerzbank-Arena,,,
,,,,,,,,,,,,,
24,Fri,2020-02-28,20:30 (13:30),Düsseldorf,,,,Hertha BSC,,Merkur Spielarena,,,
24,Sat,2020-02-29,15:30 (08:30),Dortmund,,,,Freiburg,,Signal Iduna Park,,,
24,Sat,2020-02-29,15:30 (08:30),Mainz 05,,,,Paderborn 07,,Opel Arena,,,
24,Sat,2020-02-29,15:30 (08:30),Hoffenheim,,,,Bayern Munich,,PreZero Arena,,,
24,Sat,2020-02-29,15:30 (08:30),Augsburg,,,,M'gladbach,,WWK Arena,,,
24,Sat,2020-02-29,18:30 (11:30),Köln,,,,Schalke 04,,RheinEnergieSTADION,,,
24,Sun,2020-03-01,13:30 (06:30),Union Berlin,,,,Wolfsburg,,Stadion An der Alten Försterei,,,
24,Sun,2020-03-01,15:30 (08:30),RB Leipzig,,,,Bayer,,Red Bull Arena,,,
24,Sun,2020-03-01,18:00 (11:00),Werder Bremen,,,,Eint Frankfurt,,Weserstadion,,,
,,,,,,,,,,,,,
25,Fri,2020-03-06,20:00 (13:00),Paderborn 07,,,,Köln,,Benteler-Arena,,,
25,Sat,2020-03-07,15:30 (08:30),Hertha BSC,,,,Werder Bremen,,Olympiastadion Berlin,,,
25,Sat,2020-03-07,15:30 (08:30),Bayer,,,,Eint Frankfurt,,BayArena,,,
25,Sat,2020-03-07,15:30 (08:30),Schalke 04,,,,Hoffenheim,,Veltins-Arena,,,
25,Sat,2020-03-07,15:30 (08:30),Freiburg,,,,Union Berlin,,Schwarzwald-Stadion,,,
25,Sat,2020-03-07,15:30 (08:30),Wolfsburg,,,,RB Leipzig,,Volkswagen Arena,,,
25,Sat,2020-03-07,18:30 (11:30),M'gladbach,,,,Dortmund,,Stadion im Borussia-Park,,,
25,Sun,2020-03-08,15:30 (09:30),Bayern Munich,,,,Augsburg,,Allianz Arena,,,
25,Sun,2020-03-08,18:00 (12:00),Mainz 05,,,,Düsseldorf,,Opel Arena,,,
,,,,,,,,,,,,,
26,Fri,2020-03-13,20:30 (14:30),Düsseldorf,,,,Paderborn 07,,Merkur Spielarena,,,
26,Sat,2020-03-14,15:30 (09:30),Dortmund,,,,Schalke 04,,Signal Iduna Park,,,
26,Sat,2020-03-14,15:30 (09:30),Köln,,,,Mainz 05,,RheinEnergieSTADION,,,
26,Sat,2020-03-14,15:30 (09:30),Hoffenheim,,,,Hertha BSC,,PreZero Arena,,,
26,Sat,2020-03-14,15:30 (09:30),RB Leipzig,,,,Freiburg,,Red Bull Arena,,,
26,Sat,2020-03-14,18:30 (12:30),Union Berlin,,,,Bayern Munich,,Stadion An der Alten Försterei,,,
26,Sun,2020-03-15,15:30 (09:30),Eint Frankfurt,,,,M'gladbach,,Commerzbank-Arena,,,
26,Sun,2020-03-15,18:00 (12:00),Augsburg,,,,Wolfsburg,,WWK Arena,,,
26,Mon,2020-03-16,20:30 (14:30),Werder Bremen,,,,Bayer,,Weserstadion,,,
,,,,,,,,,,,,,
27,Fri,2020-03-20,20:30 (14:30),Mainz 05,,,,RB Leipzig,,Opel Arena,,,
27,Sat,2020-03-21,15:30 (09:30),Schalke 04,,,,Augsburg,,Veltins-Arena,,,
27,Sat,2020-03-21,15:30 (09:30),Köln,,,,Düsseldorf,,RheinEnergieSTADION,,,
27,Sat,2020-03-21,15:30 (09:30),Freiburg,,,,Werder Bremen,,Schwarzwald-Stadion,,,
27,Sat,2020-03-21,15:30 (09:30),Paderborn 07,,,,Hoffenheim,,Benteler-Arena,,,
27,Sat,2020-03-21,18:30 (12:30),Hertha BSC,,,,Union Berlin,,Olympiastadion Berlin,,,
27,Sun,2020-03-22,13:30 (07:30),M'gladbach,,,,Bayer,,Stadion im Borussia-Park,,,
27,Sun,2020-03-22,15:30 (09:30),Bayern Munich,,,,Eint Frankfurt,,Allianz Arena,,,
27,Sun,2020-03-22,18:00 (12:00),Wolfsburg,,,,Dortmund,,Volkswagen Arena,,,
,,,,,,,,,,,,,
28,Fri,2020-04-03,20:30 (13:30),Werder Bremen,,,,M'gladbach,,Weserstadion,,,
28,Sat,2020-04-04,15:30 (08:30),Union Berlin,,,,Mainz 05,,Stadion An der Alten Försterei,,,
28,Sat,2020-04-04,15:30 (08:30),Hoffenheim,,,,Köln,,PreZero Arena,,,
28,Sat,2020-04-04,15:30 (08:30),Bayer,,,,Wolfsburg,,BayArena,,,
28,Sat,2020-04-04,15:30 (08:30),Augsburg,,,,Paderborn 07,,WWK Arena,,,
28,Sat,2020-04-04,15:30 (08:30),RB Leipzig,,,,Hertha BSC,,Red Bull Arena,,,
28,Sat,2020-04-04,18:30 (11:30),Dortmund,,,,Bayern Munich,,Signal Iduna Park,,,
28,Sun,2020-04-05,15:30 (08:30),Eint Frankfurt,,,,Freiburg,,Commerzbank-Arena,,,
28,Sun,2020-04-05,18:00 (11:00),Düsseldorf,,,,Schalke 04,,Merkur Spielarena,,,
,,,,,,,,,,,,,
29,Sat,2020-04-11,,Paderborn 07,,,,Dortmund,,Benteler-Arena,,,
29,Sat,2020-04-11,,Wolfsburg,,,,Eint Frankfurt,,Volkswagen Arena,,,
29,Sat,2020-04-11,,Freiburg,,,,Bayer,,Schwarzwald-Stadion,,,
29,Sat,2020-04-11,,Hertha BSC,,,,Augsburg,,Olympiastadion Berlin,,,
29,Sat,2020-04-11,,Bayern Munich,,,,Düsseldorf,,Allianz Arena,,,
29,Sat,2020-04-11,,M'gladbach,,,,Union Berlin,,Stadion im Borussia-Park,,,
29,Sat,2020-04-11,,Schalke 04,,,,Werder Bremen,,Veltins-Arena,,,
29,Sat,2020-04-11,,Köln,,,,RB Leipzig,,RheinEnergieSTADION,,,
29,Sat,2020-04-11,,Mainz 05,,,,Hoffenheim,,Opel Arena,,,
,,,,,,,,,,,,,
30,Sat,2020-04-18,,RB Leipzig,,,,Paderborn 07,,Red Bull Arena,,,
30,Sat,2020-04-18,,Bayer,,,,Bayern Munich,,BayArena,,,
30,Sat,2020-04-18,,Düsseldorf,,,,Hoffenheim,,Merkur Spielarena,,,
30,Sat,2020-04-18,,Union Berlin,,,,Schalke 04,,Stadion An der Alten Försterei,,,
30,Sat,2020-04-18,,Dortmund,,,,Hertha BSC,,Signal Iduna Park,,,
30,Sat,2020-04-18,,Freiburg,,,,M'gladbach,,Schwarzwald-Stadion,,,
30,Sat,2020-04-18,,Augsburg,,,,Köln,,WWK Arena,,,
30,Sat,2020-04-18,,Werder Bremen,,,,Wolfsburg,,Weserstadion,,,
30,Sat,2020-04-18,,Eint Frankfurt,,,,Mainz 05,,Commerzbank-Arena,,,
,,,,,,,,,,,,,
31,Sat,2020-04-25,,Schalke 04,,,,Bayer,,Veltins-Arena,,,
31,Sat,2020-04-25,,Paderborn 07,,,,Werder Bremen,,Benteler-Arena,,,
31,Sat,2020-04-25,,Köln,,,,Union Berlin,,RheinEnergieSTADION,,,
31,Sat,2020-04-25,,Mainz 05,,,,Augsburg,,Opel Arena,,,
31,Sat,2020-04-25,,Wolfsburg,,,,Freiburg,,Volkswagen Arena,,,
31,Sat,2020-04-25,,Hertha BSC,,,,Eint Frankfurt,,Olympiastadion Berlin,,,
31,Sat,2020-04-25,,Hoffenheim,,,,RB Leipzig,,PreZero Arena,,,
31,Sat,2020-04-25,,Düsseldorf,,,,Dortmund,,Merkur Spielarena,,,
31,Sat,2020-04-25,,Bayern Munich,,,,M'gladbach,,Allianz Arena,,,
,,,,,,,,,,,,,
32,Sat,2020-05-02,,Eint Frankfurt,,,,Schalke 04,,Commerzbank-Arena,,,
32,Sat,2020-05-02,,Union Berlin,,,,Paderborn 07,,Stadion An der Alten Försterei,,,
32,Sat,2020-05-02,,Freiburg,,,,Hertha BSC,,Schwarzwald-Stadion,,,
32,Sat,2020-05-02,,M'gladbach,,,,Wolfsburg,,Stadion im Borussia-Park,,,
32,Sat,2020-05-02,,Augsburg,,,,Hoffenheim,,WWK Arena,,,
32,Sat,2020-05-02,,RB Leipzig,,,,Düsseldorf,,Red Bull Arena,,,
32,Sat,2020-05-02,,Bayer,,,,Köln,,BayArena,,,
32,Sat,2020-05-02,,Dortmund,,,,Mainz 05,,Signal Iduna Park,,,
32,Sat,2020-05-02,,Werder Bremen,,,,Bayern Munich,,Weserstadion,,,
,,,,,,,,,,,,,
33,Sat,2020-05-09,,RB Leipzig,,,,Dortmund,,Red Bull Arena,,,
33,Sat,2020-05-09,,Hoffenheim,,,,Union Berlin,,PreZero Arena,,,
33,Sat,2020-05-09,,Hertha BSC,,,,Bayer,,Olympiastadion Berlin,,,
33,Sat,2020-05-09,,Schalke 04,,,,Wolfsburg,,Veltins-Arena,,,
33,Sat,2020-05-09,,Paderborn 07,,,,M'gladbach,,Benteler-Arena,,,
33,Sat,2020-05-09,,Mainz 05,,,,Werder Bremen,,Opel Arena,,,
33,Sat,2020-05-09,,Düsseldorf,,,,Augsburg,,Merkur Spielarena,,,
33,Sat,2020-05-09,,Bayern Munich,,,,Freiburg,,Allianz Arena,,,
33,Sat,2020-05-09,,Köln,,,,Eint Frankfurt,,RheinEnergieSTADION,,,
,,,,,,,,,,,,,
34,Sat,2020-05-16,,Bayer,,,,Mainz 05,,BayArena,,,
34,Sat,2020-05-16,,M'gladbach,,,,Hertha BSC,,Stadion im Borussia-Park,,,
34,Sat,2020-05-16,,Eint Frankfurt,,,,Paderborn 07,,Commerzbank-Arena,,,
34,Sat,2020-05-16,,Augsburg,,,,RB Leipzig,,WWK Arena,,,
34,Sat,2020-05-16,,Freiburg,,,,Schalke 04,,Schwarzwald-Stadion,,,
34,Sat,2020-05-16,,Dortmund,,,,Hoffenheim,,Signal Iduna Park,,,
34,Sat,2020-05-16,,Union Berlin,,,,Düsseldorf,,Stadion An der Alten Försterei,,,
34,Sat,2020-05-16,,Werder Bremen,,,,Köln,,Weserstadion,,,
34,Sat,2020-05-16,,Wolfsburg,,,,Bayern Munich,,Volkswagen Arena,,,
